cd_code;cd_codeext;cd_etiquet;cd_cd_code;cd_r1_code;cd_r2_code;cd_r3_code;cd_r4_code;cd_prop;cd_gest;cd_user;cd_proptyp;cd_statut;cd_etat;cd_dateaig;cd_dateman;cd_datemes;cd_avct;cd_type;cd_dia_int;cd_dia_ext;cd_color;cd_long;cd_nbcable;cd_occup;cd_comment;cd_creadat;cd_majdate;cd_majsrc;cd_abddate;cd_abdsrc
435875;;;;SFR_COLL;DSP MAJ - IRISE;T93;066;OR11;OR21;OR21;CST;MCO;OK;;;;E;;;;;21,00449981230;;;;05/07/2013;;;;
435876;;;;SFR_COLL;DSP MAJ - IRISE;T93;066;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;46,56917297470;;;;05/07/2013;;;;
435877;;;;SFR_COLL;DSP MAJ - IRISE;T93;066;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;46,56917297470;;;;05/07/2013;;;;
435878;;;;SFR_COLL;DSP MAJ - IRISE;T93;066;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;46,56917297470;;;;05/07/2013;;;;
435879;;;;SFR_COLL;DSP MAJ - IRISE;T94;076;OR13;OR21;OR21;LOC;MCO;OK;;;;E;;;;;33,46563679140;;;;18/08/2010;;;;
435880;;;;SFR_COLL;DSP MAJ - IRISE;T94;076;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;5,93885051215;;;;18/08/2010;;;;
435881;;;;SFR_COLL;DSP MAJ - IRISE;T94;076;OR13;OR21;OR21;LOC;MCO;OK;;;;E;;;;;407,43163926600;;;;18/08/2010;;;;
435883;;;;SFR_COLL;DSP MAJ - IRISE;T95;063;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;8,54605710606;;;;18/08/2010;;;;
435884;;;;SFR_COLL;DSP MAJ - IRISE;T95;063;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;8,54605710606;;;;18/08/2010;;;;
435885;;;;SFR_COLL;DSP MAJ - IRISE;T95;063;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;8,54605710606;;;;18/08/2010;;;;
435886;;;;SFR_COLL;DSP MAJ - IRISE;T95;063;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;10,61568571690;;;;18/08/2010;;;;
435887;;;;SFR_COLL;DSP MAJ - IRISE;T95;063;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;10,61568571690;;;;18/08/2010;;;;
435889;;;;SFR_COLL;DSP MAJ - IRISE;T93;071;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;6,36444295035;;;;05/07/2013;;;;
435890;;;;SFR_COLL;DSP MAJ - IRISE;T93;071;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;2,80690397017;;;;05/07/2013;;;;
435891;;;;SFR_COLL;DSP MAJ - IRISE;T93;071;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;2,66675872703;;;;05/07/2013;;;;
435892;;;;SFR_COLL;DSP MAJ - IRISE;T93;071;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;158,88567348400;;;;05/07/2013;;;;
435893;;;;SFR_COLL;DSP MAJ - IRISE;T93;071;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;158,88567348400;;;;05/07/2013;;;;
435894;;;;SFR_COLL;DSP MAJ - IRISE;T93;071;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;158,88567348400;;;;05/07/2013;;;;
435895;;;;SFR_COLL;DSP MAJ - IRISE;T93;071;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;158,88567348400;;;;05/07/2013;;;;
435896;;;;SFR_COLL;DSP MAJ - IRISE;T93;071;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;2,55202097170;;;;05/07/2013;;;;
435897;;;;SFR_COLL;DSP MAJ - IRISE;T93;071;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;1,68957775790;;;;05/07/2013;;;;
436533;;;;SFR_COLL;DSP MAJ - IRISE;T92;050;OR1;OR21;OR21;LOC;MCO;OK;;;;E;;;;;6,57339923445;;;;02/07/2013;;;;
436539;;;;SFR_COLL;DSP MAJ - IRISE;T92;049;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;5,91881092983;;;;04/07/2013;;;;
436540;;;;SFR_COLL;DSP MAJ - IRISE;T92;049;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;5,91881092983;;;;04/07/2013;;;;
436541;;;;SFR_COLL;DSP MAJ - IRISE;T92;049;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;5,91881092983;;;;04/07/2013;;;;
436542;;;;SFR_COLL;DSP MAJ - IRISE;T92;049;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;5,91881092983;;;;04/07/2013;;;;
436553;;;;SFR_COLL;DSP MAJ - IRISE;T92;049;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;17,99842275950;;;;04/07/2013;;;;
436554;;;;SFR_COLL;DSP MAJ - IRISE;T92;049;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;17,99842275950;;;;04/07/2013;;;;
436555;;;;SFR_COLL;DSP MAJ - IRISE;T92;049;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;17,99842275950;;;;04/07/2013;;;;
436556;;;;SFR_COLL;DSP MAJ - IRISE;T92;049;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;17,99842275950;;;;04/07/2013;;;;
437164;;;;SFR_COLL;DSP MAJ - IRISE;T93;007;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;3,09037517878;;;;05/07/2013;;;;
437165;;;;SFR_COLL;DSP MAJ - IRISE;T93;007;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;3,09037517878;;;;05/07/2013;;;;
437166;;;;SFR_COLL;DSP MAJ - IRISE;T93;007;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;3,09037517878;;;;05/07/2013;;;;
437167;;;;SFR_COLL;DSP MAJ - IRISE;T93;007;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;3,09037517878;;;;05/07/2013;;;;
437168;;;;SFR_COLL;DSP MAJ - IRISE;T93;007;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;7,26631453851;;;;05/07/2013;;;;
437169;;;;SFR_COLL;DSP MAJ - IRISE;T93;007;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;7,26631453851;;;;05/07/2013;;;;
437170;;;;SFR_COLL;DSP MAJ - IRISE;T93;007;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;7,26631453851;;;;05/07/2013;;;;
437171;;;;SFR_COLL;DSP MAJ - IRISE;T93;007;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;7,26631453851;;;;05/07/2013;;;;
437172;;;;SFR_COLL;DSP MAJ - IRISE;T93;007;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;0,73924997503;;;;05/07/2013;;;;
437173;;;;SFR_COLL;DSP MAJ - IRISE;T93;007;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;0,73924997503;;;;05/07/2013;;;;
437174;;;;SFR_COLL;DSP MAJ - IRISE;T93;007;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;0,73924997503;;;;05/07/2013;;;;
437175;;;;SFR_COLL;DSP MAJ - IRISE;T93;007;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;0,73924997503;;;;05/07/2013;;;;
437176;;;;SFR_COLL;DSP MAJ - IRISE;T77;258;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;16,37346162300;;;;03/03/2010;;;;
437177;;;;SFR_COLL;DSP MAJ - IRISE;T77;258;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;200,29266897700;;;;03/03/2010;;;;
437178;;;;SFR_COLL;DSP MAJ - IRISE;T77;258;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;200,29266897700;;;;03/03/2010;;;;
437179;;;;SFR_COLL;DSP MAJ - IRISE;T77;258;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;200,29266897700;;;;03/03/2010;;;;
437180;;;;SFR_COLL;DSP MAJ - IRISE;T77;258;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;152,58086575500;;;;03/03/2010;;;;
437181;;;;SFR_COLL;DSP MAJ - IRISE;T77;258;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;152,58086575500;;;;03/03/2010;;;;
437184;;;;SFR_COLL;DSP MAJ - IRISE;T91;377;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;175,16720952200;;;;02/05/2013;;;;
437185;;;;SFR_COLL;DSP MAJ - IRISE;T91;377;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;175,16720952200;;;;02/05/2013;;;;
437186;;;;SFR_COLL;DSP MAJ - IRISE;T91;377;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;93,04731697690;;;;02/05/2013;;;;
437187;;;;SFR_COLL;DSP MAJ - IRISE;T91;377;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;93,04731697690;;;;02/05/2013;;;;
437282;;;;SFR_COLL;DSP MAJ - IRISE;T93;066;OR1;OR21;OR21;LOC;MCO;OK;;;;E;;;;;2,58902031571;;;;05/07/2013;;;;
437283;;;;SFR_COLL;DSP MAJ - IRISE;T93;066;OR1;OR21;OR21;LOC;MCO;OK;;;;E;;;;;2,55637058285;;;;05/07/2013;;;;
437284;;;;SFR_COLL;DSP MAJ - IRISE;T93;066;OR1;OR21;OR21;LOC;MCO;OK;;;;E;;;;;0,11120449631;;;;05/07/2013;;;;
437285;;;;SFR_COLL;DSP MAJ - IRISE;T93;066;OR1;OR21;OR21;LOC;MCO;OK;;;;E;;;;;1,41445791737;;;;05/07/2013;;;;
437286;;;;SFR_COLL;DSP MAJ - IRISE;T93;066;OR1;OR21;OR21;LOC;MCO;OK;;;;E;;;;;2,08128491082;;;;05/07/2013;;;;
437287;;;;SFR_COLL;DSP MAJ - IRISE;T93;066;OR1;OR21;OR21;LOC;MCO;OK;;;;E;;;;;2,46573117486;;;;05/07/2013;;;;
437288;;;;SFR_COLL;DSP MAJ - IRISE;T93;066;OR1;OR21;OR21;LOC;MCO;OK;;;;E;;;;;2,68001056135;;;;05/07/2013;;;;
437289;;;;SFR_COLL;DSP MAJ - IRISE;T93;066;OR1;OR21;OR21;LOC;MCO;OK;;;;E;;;;;2,49030022241;;;;05/07/2013;;;;
437290;;;;SFR_COLL;DSP MAJ - IRISE;T93;066;OR1;OR21;OR21;LOC;MCO;OK;;;;E;;;;;2,47626432255;;;;05/07/2013;;;;
437291;;;;SFR_COLL;DSP MAJ - IRISE;T93;066;OR1;OR21;OR21;LOC;MCO;OK;;;;E;;;;;2,69057938060;;;;05/07/2013;;;;
437292;;;;SFR_COLL;DSP MAJ - IRISE;T93;066;OR1;OR21;OR21;LOC;MCO;OK;;;;E;;;;;2,54939423778;;;;05/07/2013;;;;
437294;;;;SFR_COLL;DSP MAJ - IRISE;T92;050;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;13,10782733890;;;;02/07/2013;;;;
437295;;;;SFR_COLL;DSP MAJ - IRISE;T92;050;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;13,10782733890;;;;02/07/2013;;;;
437296;;;;SFR_COLL;DSP MAJ - IRISE;T92;050;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;13,10782733890;;;;02/07/2013;;;;
437297;;;;SFR_COLL;DSP MAJ - IRISE;T92;050;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;13,10782733890;;;;02/07/2013;;;;
437298;;;;SFR_COLL;DSP MAJ - IRISE;T92;050;OR12;OR21;OR21;LOC;MCO;OK;;;;E;;;;;5,03385686387;;;;02/07/2013;;;;
437299;;;;SFR_COLL;DSP MAJ - IRISE;T92;050;OR12;OR21;OR21;LOC;MCO;OK;;;;E;;;;;5,03385686387;;;;02/07/2013;;;;
437300;;;;SFR_COLL;DSP MAJ - IRISE;T92;050;OR12;OR21;OR21;LOC;MCO;OK;;;;E;;;;;5,03385686387;;;;02/07/2013;;;;
437301;;;;SFR_COLL;DSP MAJ - IRISE;T92;050;OR12;OR21;OR21;LOC;MCO;OK;;;;E;;;;;5,03385686387;;;;02/07/2013;;;;
437302;;;;SFR_COLL;DSP MAJ - IRISE;T92;060;OR255;OR21;OR21;LOC;MCO;OK;;;;E;;;;;36,73977628260;;;;02/07/2013;;;;
437303;;;;SFR_COLL;DSP MAJ - IRISE;T92;060;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;11,48733069950;;;;02/07/2013;;;;
437304;;;;SFR_COLL;DSP MAJ - IRISE;T94;034;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;14,68225500830;;;;18/08/2010;;;;
437305;;;;SFR_COLL;DSP MAJ - IRISE;T94;034;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;14,68225500830;;;;18/08/2010;;;;
437306;;;;SFR_COLL;DSP MAJ - IRISE;T94;034;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;14,68225500830;;;;18/08/2010;;;;
437307;;;;SFR_COLL;DSP MAJ - IRISE;T94;034;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;14,68225500830;;;;18/08/2010;;;;
437308;;;;SFR_COLL;DSP MAJ - IRISE;T94;034;OR11;OR21;OR21;LOC;MCO;OK;;;;E;;;;;44,46324684270;;;;18/08/2010;;;;
437309;;;;SFR_COLL;DSP MAJ - IRISE;T94;034;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;2,09617679812;;;;18/08/2010;;;;
437311;;;;SFR_COLL;DSP MAJ - IRISE;T93;073;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;3,28183144586;;;;05/07/2013;;;;
437312;;;;SFR_COLL;DSP MAJ - IRISE;T94;011;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;237,44038505800;;;;18/08/2010;;;;
437313;;;;SFR_COLL;DSP MAJ - IRISE;T94;011;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;237,44038505800;;;;18/08/2010;;;;
437314;;;;SFR_COLL;DSP MAJ - IRISE;T94;011;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;237,44038505800;;;;18/08/2010;;;;
437315;;;;SFR_COLL;DSP MAJ - IRISE;T94;011;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;237,44038505800;;;;18/08/2010;;;;
437316;;;;SFR_COLL;DSP MAJ - IRISE;T94;011;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;131,83502456900;;;;18/08/2010;;;;
437317;;;;SFR_COLL;DSP MAJ - IRISE;T94;011;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;131,83502456900;;;;18/08/2010;;;;
437318;;;;SFR_COLL;DSP MAJ - IRISE;T94;011;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;131,83502456900;;;;18/08/2010;;;;
437319;;;;SFR_COLL;DSP MAJ - IRISE;T94;011;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;131,83502456900;;;;18/08/2010;;;;
435898;;;;SFR_COLL;DSP MAJ - IRISE;T93;071;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;105,10961193800;;;;05/07/2013;;;;
435899;;;;SFR_COLL;DSP MAJ - IRISE;T93;071;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;105,10961193800;;;;05/07/2013;;;;
435900;;;;SFR_COLL;DSP MAJ - IRISE;T93;071;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;105,10961193800;;;;05/07/2013;;;;
435902;;;;SFR_COLL;DSP MAJ - IRISE;T94;011;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;3,40541757101;;;;18/08/2010;;;;
435904;;;;SFR_COLL;DSP MAJ - IRISE;T94;065;OR6;OR21;OR21;LOC;MCO;OK;;;;E;;;;;221,40078022500;;;;18/08/2010;;;;
435905;;;;SFR_COLL;DSP MAJ - IRISE;T94;065;OR6;OR21;OR21;LOC;MCO;OK;;;;E;;;;;101,34201961500;;;;18/08/2010;;;;
435906;;;;SFR_COLL;DSP MAJ - IRISE;T94;071;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;269,99988498700;;;;18/08/2010;;;;
435907;;;;SFR_COLL;DSP MAJ - IRISE;T94;071;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;269,99988498700;;;;18/08/2010;;;;
435908;;;;SFR_COLL;DSP MAJ - IRISE;T93;066;OR1;OR21;OR21;LOC;MCO;OK;;;;E;;;;;1,82671469902;;;;05/07/2013;;;;
435909;;;;SFR_COLL;DSP MAJ - IRISE;T93;001;OR230;OR21;OR21;LOC;MCO;OK;;;;E;;;;;3,07770613588;;;;05/07/2013;;;;
435910;;;;SFR_COLL;DSP MAJ - IRISE;T93;001;OR230;OR21;OR21;LOC;MCO;OK;;;;E;;;;;3,07770613588;;;;05/07/2013;;;;
435911;;;;SFR_COLL;DSP MAJ - IRISE;T93;001;OR230;OR21;OR21;LOC;MCO;OK;;;;E;;;;;3,07770613588;;;;05/07/2013;;;;
435912;;;;SFR_COLL;DSP MAJ - IRISE;T93;001;OR230;OR21;OR21;LOC;MCO;OK;;;;E;;;;;3,07770613588;;;;05/07/2013;;;;
436560;;;;SFR_COLL;DSP MAJ - IRISE;T92;036;OR255;OR21;OR21;LOC;MCO;OK;;;;E;;;;;75,81844914190;;;;02/07/2013;;;;
436561;;;;SFR_COLL;DSP MAJ - IRISE;T92;040;OR258;OR21;OR21;CST;MCO;OK;;;;E;;;;;381,72453704800;;;;04/07/2013;;;;
436562;;;;SFR_COLL;DSP MAJ - IRISE;T92;049;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;71,78792237420;;;;04/07/2013;;;;
436563;;;;SFR_COLL;DSP MAJ - IRISE;T92;049;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;71,78792237420;;;;04/07/2013;;;;
436564;;;;SFR_COLL;DSP MAJ - IRISE;T92;049;OR258;OR21;OR21;CST;MCO;OK;;;;E;;;;;49,06390681010;;;;04/07/2013;;;;
436565;;;;SFR_COLL;DSP MAJ - IRISE;T92;004;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;4,17247865113;;;;02/07/2013;;;;
436566;;;;SFR_COLL;DSP MAJ - IRISE;T92;004;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;4,17247865113;;;;02/07/2013;;;;
436567;;;;SFR_COLL;DSP MAJ - IRISE;T92;004;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;4,17247865113;;;;02/07/2013;;;;
436568;;;;SFR_COLL;DSP MAJ - IRISE;T94;019;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;3,96480200924;;;;06/05/2010;;;;
436572;;;;SFR_COLL;DSP MAJ - IRISE;T93;079;OR12;OR21;OR21;LOC;MCO;OK;;;;E;;;;;59,91210160770;;;;05/07/2013;;;;
436573;;;;SFR_COLL;DSP MAJ - IRISE;T93;079;OR12;OR21;OR21;LOC;MCO;OK;;;;E;;;;;59,91210160770;;;;05/07/2013;;;;
436574;;;;SFR_COLL;DSP MAJ - IRISE;T93;079;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;231,26589919500;;;;05/07/2013;;;;
436575;;;;SFR_COLL;DSP MAJ - IRISE;T93;079;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;231,26589919500;;;;05/07/2013;;;;
436576;;;;SFR_COLL;DSP MAJ - IRISE;T93;079;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;231,26589919500;;;;05/07/2013;;;;
436582;;;;SFR_COLL;DSP MAJ - IRISE;T93;070;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;72,93607896630;;;;05/07/2013;;;;
436583;;;;SFR_COLL;DSP MAJ - IRISE;T93;070;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;72,93607896630;;;;05/07/2013;;;;
436584;;;;SFR_COLL;DSP MAJ - IRISE;T93;070;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;4,06193698742;;;;05/07/2013;;;;
436585;;;;SFR_COLL;DSP MAJ - IRISE;T93;070;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;4,06193698742;;;;05/07/2013;;;;
436586;;;;SFR_COLL;DSP MAJ - IRISE;T94;021;OR8;OR21;OR21;LOC;MCO;OK;;;;E;;;;;2,05315165538;;;;05/05/2010;;;;
436587;;;;SFR_COLL;DSP MAJ - IRISE;T94;021;OR8;OR21;OR21;LOC;MCO;OK;;;;E;;;;;24,50521491350;;;;05/05/2010;;;;
436588;;;;SFR_COLL;DSP MAJ - IRISE;T93;027;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;2,27768312107;;;;05/07/2013;;;;
436589;;;;SFR_COLL;DSP MAJ - IRISE;T93;027;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;2,81384555369;;;;03/05/2010;;;;
436590;;;;SFR_COLL;DSP MAJ - IRISE;T94;041;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;2,58125374899;;;;04/05/2010;;;;
436591;;;;SFR_COLL;DSP MAJ - IRISE;T94;041;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;2,87482266983;;;;04/05/2010;;;;
436592;;;;SFR_COLL;DSP MAJ - IRISE;T93;013;OR257;OR21;OR21;CST;MCO;OK;;;;E;;;;;243,10624499000;;;;05/07/2013;;;;
436593;;;;SFR_COLL;DSP MAJ - IRISE;T93;013;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;3,28065880232;;;;05/07/2013;;;;
436594;;;;SFR_COLL;DSP MAJ - IRISE;T93;013;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;3,28065880232;;;;05/07/2013;;;;
436238;;;;SFR_COLL;DSP MAJ - IRISE;T93;066;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;3,75806859464;;;;05/07/2013;;;;
436239;;;;SFR_COLL;DSP MAJ - IRISE;T93;066;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;17,91864182400;;;;05/07/2013;;;;
436240;;;;SFR_COLL;DSP MAJ - IRISE;T94;011;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;192,24078814000;;;;18/08/2010;;;;
437188;;;;SFR_COLL;DSP MAJ - IRISE;T91;377;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;93,04731697690;;;;02/05/2013;;;;
437189;;;;SFR_COLL;DSP MAJ - IRISE;T91;377;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;96,82281630300;;;;02/05/2013;;;;
437190;;;;SFR_COLL;DSP MAJ - IRISE;T91;377;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;96,82281630300;;;;02/05/2013;;;;
437191;;;;SFR_COLL;DSP MAJ - IRISE;T91;377;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;32,99732532630;;;;02/05/2013;;;;
437192;;;;SFR_COLL;DSP MAJ - IRISE;T91;377;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;32,99732532630;;;;02/05/2013;;;;
437193;;;;SFR_COLL;DSP MAJ - IRISE;T91;377;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;281,00910825000;;;;02/05/2013;;;;
437194;;;;SFR_COLL;DSP MAJ - IRISE;T91;377;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;281,00910825000;;;;02/05/2013;;;;
437195;;;;SFR_COLL;DSP MAJ - IRISE;T92;064;OR5;OR21;OR21;CST;MCO;OK;;;;E;;;;;10,47122350210;;;;02/07/2013;;;;
437205;;;;SFR_COLL;DSP MAJ - IRISE;T92;076;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;5,20698903698;;;;02/07/2013;;;;
437206;;;;SFR_COLL;DSP MAJ - IRISE;T92;007;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;2,79285168958;;;;02/07/2013;;;;
437207;;;;SFR_COLL;DSP MAJ - IRISE;T92;007;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;2,79285168958;;;;02/07/2013;;;;
437208;;;;SFR_COLL;DSP MAJ - IRISE;T92;007;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;1,55019948394;;;;02/07/2013;;;;
437774;;;;SFR_COLL;DSP MAJ - IRISE;T94;003;OR13;OR21;OR21;LOC;MCO;OK;;;;E;;;;;7,42804527852;;;;27/06/2013;;;;
435668;;;;SFR_COLL;DSP MAJ - IRISE;T92;035;OR1;OR21;OR21;LOC;MCO;OK;;;;E;;;;;2,41140212325;;;;02/07/2013;;;;
435669;;;;SFR_COLL;DSP MAJ - IRISE;T92;035;OR1;OR21;OR21;LOC;MCO;OK;;;;E;;;;;2,41140212325;;;;02/07/2013;;;;
435658;;;;SFR_COLL;DSP MAJ - IRISE;T94;028;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;18,25996150790;;;;15/04/2010;;;;
435659;;;;SFR_COLL;DSP MAJ - IRISE;T94;028;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;18,25996150790;;;;15/04/2010;;;;
435660;;;;SFR_COLL;DSP MAJ - IRISE;T94;028;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;1,48231408668;;;;15/04/2010;;;;
435661;;;;SFR_COLL;DSP MAJ - IRISE;T94;028;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;1,48231408668;;;;15/04/2010;;;;
435662;;;;SFR_COLL;DSP MAJ - IRISE;T94;028;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;1,48231408668;;;;15/04/2010;;;;
435663;;;;SFR_COLL;DSP MAJ - IRISE;T93;066;OR1;OR21;OR21;LOC;MCO;OK;;;;E;;;;;72,98101307900;;;;05/07/2013;;;;
435664;;;;SFR_COLL;DSP MAJ - IRISE;T93;066;OR1;OR21;OR21;LOC;MCO;OK;;;;E;;;;;2,10087943466;;;;05/07/2013;;;;
435665;;;;SFR_COLL;DSP MAJ - IRISE;T93;072;OR13;OR21;OR21;LOC;MCO;OK;;;;E;;;;;263,20167730700;;;;05/07/2013;;;;
435666;;;;SFR_COLL;DSP MAJ - IRISE;T92;050;OR258;OR21;OR21;CST;MCO;OK;;;;E;;;;;98,16694095070;;;;02/07/2013;;;;
435667;;;;SFR_COLL;DSP MAJ - IRISE;T92;026;OR1;OR21;OR21;LOC;MCO;OK;;;;E;;;;;40,63412812110;;;;02/07/2013;;;;
435670;;;;SFR_COLL;DSP MAJ - IRISE;T92;035;OR1;OR21;OR21;LOC;MCO;OK;;;;E;;;;;2,41140212325;;;;02/07/2013;;;;
436241;;;;SFR_COLL;DSP MAJ - IRISE;T94;011;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;192,24078814000;;;;18/08/2010;;;;
436243;;;;SFR_COLL;DSP MAJ - IRISE;T94;058;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;6,84927500028;;;;27/06/2013;;;;
436244;;;;SFR_COLL;DSP MAJ - IRISE;T94;080;OR257;OR21;OR21;CST;MCO;OK;;;;E;;;;;6,73269429872;;;;27/06/2013;;;;
436245;;;;SFR_COLL;DSP MAJ - IRISE;T95;127;OR11;OR21;OR21;LOC;MCO;OK;;;;E;;;;;4,84951893599;;;;18/08/2010;;;;
436246;;;;SFR_COLL;DSP MAJ - IRISE;T94;076;OR13;OR21;OR21;LOC;MCO;OK;;;;E;;;;;13,33103465940;;;;18/08/2010;;;;
436247;;;;SFR_COLL;DSP MAJ - IRISE;T94;065;OR6;OR21;OR21;LOC;MCO;OK;;;;E;;;;;87,94958779180;;;;28/06/2013;;;;
