cd_code;cd_codeext;cd_etiquet;cd_cd_code;cd_r1_code;cd_r2_code;cd_r3_code;cd_r4_code;cd_prop;cd_gest;cd_user;cd_proptyp;cd_statut;cd_etat;cd_dateaig;cd_dateman;cd_datemes;cd_avct;cd_type;cd_dia_int;cd_dia_ext;cd_color;cd_long;cd_nbcable;cd_occup;cd_comment;cd_creadat;cd_majdate;cd_majsrc;cd_abddate;cd_abdsrc
489155;;;;SFR_COLL;DSP MAJ - IRISE;T92;049;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;0,30847441061;;;;04/07/2013;;;;
489156;;;;SFR_COLL;DSP MAJ - IRISE;T92;049;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;0,30847441061;;;;04/07/2013;;;;
489157;;;;SFR_COLL;DSP MAJ - IRISE;T92;025;OR1;OR21;OR21;LOC;MCO;OK;;;;E;;;;;5,16361838830;;;;02/07/2013;;;;
489158;;;;SFR_COLL;DSP MAJ - IRISE;T92;025;OR1;OR21;OR21;LOC;MCO;OK;;;;E;;;;;4,49746666945;;;;02/07/2013;;;;
489159;;;;SFR_COLL;DSP MAJ - IRISE;T92;025;OR1;OR21;OR21;LOC;MCO;OK;;;;E;;;;;4,49746666945;;;;02/07/2013;;;;
489160;;;;SFR_COLL;DSP MAJ - IRISE;T92;025;OR1;OR21;OR21;LOC;MCO;OK;;;;E;;;;;4,49746666945;;;;02/07/2013;;;;
489161;;;;SFR_COLL;DSP MAJ - IRISE;T92;025;OR1;OR21;OR21;LOC;MCO;OK;;;;E;;;;;4,49746666945;;;;02/07/2013;;;;
489162;;;;SFR_COLL;DSP MAJ - IRISE;T92;025;OR1;OR21;OR21;LOC;MCO;OK;;;;E;;;;;10,42359413590;;;;02/07/2013;;;;
489163;;;;SFR_COLL;DSP MAJ - IRISE;T92;025;OR1;OR21;OR21;LOC;MCO;OK;;;;E;;;;;10,42359413590;;;;02/07/2013;;;;
489164;;;;SFR_COLL;DSP MAJ - IRISE;T92;025;OR1;OR21;OR21;LOC;MCO;OK;;;;E;;;;;10,42359413590;;;;02/07/2013;;;;
489165;;;;SFR_COLL;DSP MAJ - IRISE;T92;025;OR1;OR21;OR21;LOC;MCO;OK;;;;E;;;;;10,42359413590;;;;02/07/2013;;;;
489166;;;;SFR_COLL;DSP MAJ - IRISE;T92;025;OR1;OR21;OR21;LOC;MCO;OK;;;;E;;;;;3,21733224035;;;;02/07/2013;;;;
489167;;;;SFR_COLL;DSP MAJ - IRISE;T92;025;OR1;OR21;OR21;LOC;MCO;OK;;;;E;;;;;3,21733224035;;;;02/07/2013;;;;
489168;;;;SFR_COLL;DSP MAJ - IRISE;T92;025;OR1;OR21;OR21;LOC;MCO;OK;;;;E;;;;;3,21733224035;;;;02/07/2013;;;;
489169;;;;SFR_COLL;DSP MAJ - IRISE;T92;025;OR1;OR21;OR21;LOC;MCO;OK;;;;E;;;;;3,21733224035;;;;02/07/2013;;;;
489170;;;;SFR_COLL;DSP MAJ - IRISE;T92;025;OR1;OR21;OR21;LOC;MCO;OK;;;;E;;;;;6,51139372771;;;;02/07/2013;;;;
489171;;;;SFR_COLL;DSP MAJ - IRISE;T92;025;OR1;OR21;OR21;LOC;MCO;OK;;;;E;;;;;6,51139372771;;;;02/07/2013;;;;
489176;;;;SFR_COLL;DSP MAJ - IRISE;T92;050;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;23,27894396640;;;;02/07/2013;;;;
489177;;;;SFR_COLL;DSP MAJ - IRISE;T92;025;OR1;OR21;OR21;LOC;MCO;OK;;;;E;;;;;5,14832377501;;;;02/07/2013;;;;
489178;;;;SFR_COLL;DSP MAJ - IRISE;T92;025;OR1;OR21;OR21;LOC;MCO;OK;;;;E;;;;;5,14832377501;;;;02/07/2013;;;;
489183;;;;SFR_COLL;DSP MAJ - IRISE;T92;026;OR1;OR21;OR21;LOC;MCO;OK;;;;E;;;;;3,28715791184;;;;02/07/2013;;;;
489184;;;;SFR_COLL;DSP MAJ - IRISE;T92;026;OR1;OR21;OR21;LOC;MCO;OK;;;;E;;;;;5,19127177644;;;;02/07/2013;;;;
489185;;;;SFR_COLL;DSP MAJ - IRISE;T92;063;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;1,53477015869;;;;17/03/2010;;;;
489186;;;;SFR_COLL;DSP MAJ - IRISE;T92;002;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;184,97916336300;;;;02/07/2013;;;;
489187;;;;SFR_COLL;DSP MAJ - IRISE;T92;002;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;184,97916336300;;;;02/07/2013;;;;
489188;;;;SFR_COLL;DSP MAJ - IRISE;T92;024;OR1;OR21;OR21;LOC;MCO;OK;;;;E;;;;;5,06557467883;;;;02/07/2013;;;;
489189;;;;SFR_COLL;DSP MAJ - IRISE;T92;024;OR1;OR21;OR21;LOC;MCO;OK;;;;E;;;;;5,06557467883;;;;02/07/2013;;;;
489190;;;;SFR_COLL;DSP MAJ - IRISE;T92;025;OR1;OR21;OR21;LOC;MCO;OK;;;;E;;;;;5,69037639519;;;;02/07/2013;;;;
489191;;;;SFR_COLL;DSP MAJ - IRISE;T92;025;OR1;OR21;OR21;LOC;MCO;OK;;;;E;;;;;5,69037639519;;;;02/07/2013;;;;
489192;;;;SFR_COLL;DSP MAJ - IRISE;T92;025;OR1;OR21;OR21;LOC;MCO;OK;;;;E;;;;;15,78005832080;;;;02/07/2013;;;;
489193;;;;SFR_COLL;DSP MAJ - IRISE;T92;025;OR1;OR21;OR21;LOC;MCO;OK;;;;E;;;;;10,88785744990;;;;02/07/2013;;;;
489194;;;;SFR_COLL;DSP MAJ - IRISE;T92;025;OR1;OR21;OR21;LOC;MCO;OK;;;;E;;;;;10,88785744990;;;;02/07/2013;;;;
489195;;;;SFR_COLL;DSP MAJ - IRISE;T92;025;OR1;OR21;OR21;LOC;MCO;OK;;;;E;;;;;10,88785744990;;;;02/07/2013;;;;
488957;;;;SFR_COLL;DSP MAJ - IRISE;T93;070;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;7,76534956123;;;;05/07/2013;;;;
488958;;;;SFR_COLL;DSP MAJ - IRISE;T93;070;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;111,13716479900;;;;05/07/2013;;;;
488925;;;;SFR_COLL;DSP MAJ - IRISE;T92;035;OR1;OR21;OR21;LOC;MCO;OK;;;;E;;;;;7,23385098527;;;;02/07/2013;;;;
488926;;;;SFR_COLL;DSP MAJ - IRISE;T92;035;OR1;OR21;OR21;LOC;MCO;OK;;;;E;;;;;16,72249550470;;;;02/07/2013;;;;
488927;;;;SFR_COLL;DSP MAJ - IRISE;T92;035;OR1;OR21;OR21;LOC;MCO;OK;;;;E;;;;;16,72249550470;;;;02/07/2013;;;;
488928;;;;SFR_COLL;DSP MAJ - IRISE;T93;046;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;3,22716313861;;;;05/07/2013;;;;
488929;;;;SFR_COLL;DSP MAJ - IRISE;T93;046;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;636,43087112200;;;;05/07/2013;;;;
488930;;;;SFR_COLL;DSP MAJ - IRISE;T93;046;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;636,43087112200;;;;05/07/2013;;;;
488932;;;;SFR_COLL;DSP MAJ - IRISE;T93;048;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;8,32974787330;;;;05/07/2013;;;;
488933;;;;SFR_COLL;DSP MAJ - IRISE;T93;048;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;8,32974787330;;;;05/07/2013;;;;
488934;;;;SFR_COLL;DSP MAJ - IRISE;T93;048;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;9,51000607809;;;;05/07/2013;;;;
488935;;;;SFR_COLL;DSP MAJ - IRISE;T93;066;OR1;OR21;OR21;LOC;MCO;OK;;;;E;;;;;2,25447243856;;;;05/07/2013;;;;
488936;;;;SFR_COLL;DSP MAJ - IRISE;T93;066;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;2,70416058257;;;;05/07/2013;;;;
488937;;;;SFR_COLL;DSP MAJ - IRISE;T93;066;OR1;OR21;OR21;LOC;MCO;OK;;;;E;;;;;2,82882786462;;;;05/07/2013;;;;
488938;;;;SFR_COLL;DSP MAJ - IRISE;T92;050;OR255;OR21;OR21;LOC;MCO;OK;;;;E;;;;;16,55080127370;;;;02/07/2013;;;;
488939;;;;SFR_COLL;DSP MAJ - IRISE;T92;050;OR258;OR21;OR21;CST;MCO;OK;;;;E;;;;;0,68968085006;;;;02/07/2013;;;;
488940;;;;SFR_COLL;DSP MAJ - IRISE;T92;050;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;5,72893710743;;;;02/07/2013;;;;
488941;;;;SFR_COLL;DSP MAJ - IRISE;T92;050;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;5,72893710743;;;;02/07/2013;;;;
488942;;;;SFR_COLL;DSP MAJ - IRISE;T92;050;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;146,24692316900;;;;02/07/2013;;;;
488943;;;;SFR_COLL;DSP MAJ - IRISE;T92;050;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;146,24692316900;;;;02/07/2013;;;;
488955;;;;SFR_COLL;DSP MAJ - IRISE;T92;007;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;3,22895551486;;;;04/07/2013;;;;
488464;;;;SFR_COLL;DSP MAJ - IRISE;T92;012;OR1;OR21;OR21;LOC;MCO;OK;;;;E;;;;;5,97417496131;;;;12/04/2010;;;;
488465;;;;SFR_COLL;DSP MAJ - IRISE;T92;012;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;9,10504422154;;;;02/07/2013;;;;
488466;;;;SFR_COLL;DSP MAJ - IRISE;T92;012;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;9,10504422154;;;;02/07/2013;;;;
488467;;;;SFR_COLL;DSP MAJ - IRISE;T92;012;OR1;OR21;OR21;LOC;MCO;OK;;;;E;;;;;5,62121070115;;;;12/04/2010;;;;
488468;;;;SFR_COLL;DSP MAJ - IRISE;T92;060;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;15,26868131430;;;;02/07/2013;;;;
488469;;;;SFR_COLL;DSP MAJ - IRISE;T92;012;OR1;OR21;OR21;LOC;MCO;OK;;;;E;;;;;2,19321528492;;;;02/07/2013;;;;
488470;;;;SFR_COLL;DSP MAJ - IRISE;T93;053;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;5,98874420210;;;;05/07/2013;;;;
488472;;;;SFR_COLL;DSP MAJ - IRISE;T93;055;OR13;OR21;OR21;LOC;MCO;OK;;;;E;;;;;540,50171527200;;;;05/07/2013;;;;
488473;;;;SFR_COLL;DSP MAJ - IRISE;T93;070;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;21,18286315490;;;;05/07/2013;;;;
488474;;;;SFR_COLL;DSP MAJ - IRISE;T92;012;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;58,97463095200;;;;02/07/2013;;;;
488475;;;;SFR_COLL;DSP MAJ - IRISE;T92;012;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;58,97463095200;;;;02/07/2013;;;;
488477;;;;SFR_COLL;DSP MAJ - IRISE;T92;012;OR1;OR21;OR21;LOC;MCO;OK;;;;E;;;;;207,87164245700;;;;02/07/2013;;;;
488838;;;;SFR_COLL;DSP MAJ - IRISE;T77;258;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;3,64968018318;;;;03/03/2010;;;;
488839;;;;SFR_COLL;DSP MAJ - IRISE;T77;258;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;82,90137076850;;;;03/03/2010;;;;
488840;;;;SFR_COLL;DSP MAJ - IRISE;T77;258;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;82,90137076850;;;;03/03/2010;;;;
488841;;;;SFR_COLL;DSP MAJ - IRISE;T77;258;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;3,85633517324;;;;03/03/2010;;;;
488842;;;;SFR_COLL;DSP MAJ - IRISE;T77;146;OR9;OR21;OR21;LOC;MCO;OK;;;;E;;;;;31,96832764650;;;;04/03/2010;;;;
488605;;;;SFR_COLL;DSP MAJ - IRISE;T93;007;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;3,91917232340;;;;05/07/2013;;;;
488606;;;;SFR_COLL;DSP MAJ - IRISE;T93;007;OR257;OR21;OR21;CST;MCO;OK;;;;E;;;;;247,93449978900;;;;05/07/2013;;;;
488608;;;;SFR_COLL;DSP MAJ - IRISE;T94;043;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;3,32743551567;;;;07/05/2010;;;;
488609;;;;SFR_COLL;DSP MAJ - IRISE;T94;043;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;26,44587267690;;;;28/06/2013;;;;
488610;;;;SFR_COLL;DSP MAJ - IRISE;T94;043;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;26,44587267690;;;;28/06/2013;;;;
488611;;;;SFR_COLL;DSP MAJ - IRISE;T94;043;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;4,75007334388;;;;28/06/2013;;;;
488612;;;;SFR_COLL;DSP MAJ - IRISE;T94;043;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;15,06544089620;;;;28/06/2013;;;;
488613;;;;SFR_COLL;DSP MAJ - IRISE;T94;065;OR6;OR21;OR21;LOC;MCO;OK;;;;E;;;;;41,20100185150;;;;28/06/2013;;;;
488615;;;;SFR_COLL;DSP MAJ - IRISE;T93;008;OR11;OR21;OR21;LOC;MCO;OK;;;;E;;;;;383,84857059300;;;;05/07/2013;;;;
488616;;;;SFR_COLL;DSP MAJ - IRISE;T93;008;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;1,44636524946;;;;05/07/2013;;;;
488617;;;;SFR_COLL;DSP MAJ - IRISE;T94;028;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;30,22583427170;;;;15/04/2010;;;;
488618;;;;SFR_COLL;DSP MAJ - IRISE;T94;028;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;30,22583427170;;;;15/04/2010;;;;
488619;;;;SFR_COLL;DSP MAJ - IRISE;T94;028;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;109,71586793900;;;;15/04/2010;;;;
488622;;;;SFR_COLL;DSP MAJ - IRISE;T94;041;OR15;OR21;OR21;LOC;MCO;OK;;;;E;;;;;373,45766785200;;;;04/05/2010;;;;
488626;;;;SFR_COLL;DSP MAJ - IRISE;T93;030;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;1,61755866663;;;;05/07/2013;;;;
488628;;;;SFR_COLL;DSP MAJ - IRISE;T93;048;OR257;OR21;OR21;CST;MCO;OK;;;;E;;;;;1,79303904029;;;;05/07/2013;;;;
488629;;;;SFR_COLL;DSP MAJ - IRISE;T93;048;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;14,90218107950;;;;05/07/2013;;;;
488630;;;;SFR_COLL;DSP MAJ - IRISE;T93;048;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;14,90218107950;;;;05/07/2013;;;;
488631;;;;SFR_COLL;DSP MAJ - IRISE;T93;048;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;14,90218107950;;;;05/07/2013;;;;
488632;;;;SFR_COLL;DSP MAJ - IRISE;T93;048;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;71,70976590390;;;;05/07/2013;;;;
488633;;;;SFR_COLL;DSP MAJ - IRISE;T93;048;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;71,70976590390;;;;05/07/2013;;;;
488636;;;;SFR_COLL;DSP MAJ - IRISE;T92;040;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;8,48488355855;;;;02/07/2013;;;;
488637;;;;SFR_COLL;DSP MAJ - IRISE;T92;040;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;8,48488355855;;;;02/07/2013;;;;
488639;;;;SFR_COLL;DSP MAJ - IRISE;T92;012;OR1;OR21;OR21;LOC;MCO;OK;;;;E;;;;;4,99184197073;;;;02/07/2013;;;;
488655;;;;SFR_COLL;DSP MAJ - IRISE;T92;023;OR1;OR21;OR21;LOC;MCO;OK;;;;E;;;;;6,47241743017;;;;02/07/2013;;;;
488656;;;;SFR_COLL;DSP MAJ - IRISE;T92;023;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;3,08086143198;;;;02/07/2013;;;;
488657;;;;SFR_COLL;DSP MAJ - IRISE;T92;012;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;1,04204095889;;;;02/07/2013;;;;
488658;;;;SFR_COLL;DSP MAJ - IRISE;T92;012;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;1,04204095889;;;;02/07/2013;;;;
488659;;;;SFR_COLL;DSP MAJ - IRISE;T93;048;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;8,40188878527;;;;05/07/2013;;;;
488660;;;;SFR_COLL;DSP MAJ - IRISE;T93;048;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;165,52690402200;;;;05/07/2013;;;;
488661;;;;SFR_COLL;DSP MAJ - IRISE;T93;048;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;165,52690402200;;;;05/07/2013;;;;
488662;;;;SFR_COLL;DSP MAJ - IRISE;T92;012;OR1;OR21;OR21;LOC;MCO;OK;;;;E;;;;;5,72977417964;;;;12/04/2010;;;;
488664;;;;SFR_COLL;DSP MAJ - IRISE;T92;012;OR1;OR21;OR21;LOC;MCO;OK;;;;E;;;;;350,07481169800;;;;02/07/2013;;;;
488793;;;;SFR_COLL;DSP MAJ - IRISE;T93;070;OR11;OR21;OR21;LOC;MCO;OK;;;;E;;;;;2,20636641651;;;;05/07/2013;;;;
505571;;;;SFR_COLL;DSP MAJ - IRISE;T92;050;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;186,62783027500;;;;02/07/2013;;;;
505578;;;;SFR_COLL;DSP MAJ - IRISE;T75;016;OR1;OR21;OR21;LOC;MCO;OK;;;;E;;;;;2,48137299558;;;;25/06/2013;;;;
505960;;;;SFR_COLL;DSP MAJ - IRISE;T94;080;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;135,31003536000;;;;02/06/2010;;;;
505971;;;;SFR_COLL;DSP MAJ - IRISE;T94;018;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;67,47736942090;;;;10/05/2010;;;;
505807;;;;SFR_COLL;DSP MAJ - IRISE;T94;071;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;449,16697237400;;;;18/08/2010;;;;
505808;;;;SFR_COLL;DSP MAJ - IRISE;T94;071;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;449,16697237400;;;;18/08/2010;;;;
505809;;;;SFR_COLL;DSP MAJ - IRISE;T94;080;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;135,31003536000;;;;02/06/2010;;;;
3367737;;;;SFR_COLL;DSP MAJ - IRISE;T93;066;OR21;OR21;OR21;CST;MCO;OK;;;;E;PVC;;;;7,23440871633;;;;05/07/2013;;;;
3368058;;;;SFR_COLL;DSP MAJ - IRISE;T93;066;OR21;OR21;OR21;CST;MCO;OK;;;;E;PVC;;;;85,05795561740;;;;05/07/2013;;;;
3368382;;;;SFR_COLL;DSP MAJ - IRISE;T93;066;OR21;OR21;OR21;CST;MCO;OK;;;;E;PVC;;;;3,30877126239;;;;05/07/2013;;;;
3367418;;;;SFR_COLL;DSP MAJ - IRISE;T93;066;OR21;OR21;OR21;CST;MCO;OK;;;;E;PEHD;;;;2,20488818939;;;;05/07/2013;;;;
505947;;;;SFR_COLL;DSP MAJ - IRISE;T94;017;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;23,64163976100;;;;27/06/2013;;;;
505949;;;;SFR_COLL;DSP MAJ - IRISE;T95;127;OR15;OR21;OR21;LOC;MCO;OK;;;;E;;;;;4,38980186889;;;;19/08/2010;;;;
505914;;;;SFR_COLL;DSP MAJ - IRISE;T94;017;OR13;OR21;OR21;LOC;MCO;OK;;;;E;;;;;249,79741114400;;;;06/05/2010;;;;
505915;;;;SFR_COLL;DSP MAJ - IRISE;T92;004;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;4,18335682016;;;;02/07/2013;;;;
505916;;;;SFR_COLL;DSP MAJ - IRISE;T92;004;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;4,18335682016;;;;02/07/2013;;;;
505984;;;;SFR_COLL;DSP MAJ - IRISE;T70;-;OR19;OR21;OR21;LOC;MCO;OK;;;;E;;;;;126,54530013600;;;;01/10/2014;;;;
505722;;;;SFR_COLL;DSP MAJ - IRISE;T93;059;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;180,30077680800;;;;05/07/2013;;;;
505723;;;;SFR_COLL;DSP MAJ - IRISE;T93;059;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;180,30077680800;;;;05/07/2013;;;;
505724;;;;SFR_COLL;DSP MAJ - IRISE;T93;059;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;16,02211843460;;;;05/07/2013;;;;
505727;;;;SFR_COLL;DSP MAJ - IRISE;T94;068;OR13;OR21;OR21;LOC;MCO;OK;;;;E;;;;;281,70719451400;;;;27/06/2013;;;;
505728;;;;SFR_COLL;DSP MAJ - IRISE;T93;066;OR1;OR21;OR21;LOC;MCO;OK;;;;E;;;;;43,01048691870;;;;05/07/2013;;;;
505729;;;;SFR_COLL;DSP MAJ - IRISE;T93;001;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;267,11635485100;;;;05/07/2013;;;;
505730;;;;SFR_COLL;DSP MAJ - IRISE;T93;001;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;267,11635485100;;;;05/07/2013;;;;
505731;;;;SFR_COLL;DSP MAJ - IRISE;T93;001;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;3,98756974990;;;;05/07/2013;;;;
505732;;;;SFR_COLL;DSP MAJ - IRISE;T93;001;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;3,98756974990;;;;05/07/2013;;;;
505733;;;;SFR_COLL;DSP MAJ - IRISE;T93;001;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;2,15732517379;;;;05/07/2013;;;;
505734;;;;SFR_COLL;DSP MAJ - IRISE;T93;066;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;53,24672608840;;;;05/07/2013;;;;
505735;;;;SFR_COLL;DSP MAJ - IRISE;T93;066;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;53,24672608840;;;;05/07/2013;;;;
505736;;;;SFR_COLL;DSP MAJ - IRISE;T93;066;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;81,96712189760;;;;05/07/2013;;;;
505737;;;;SFR_COLL;DSP MAJ - IRISE;T93;066;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;81,96712189760;;;;05/07/2013;;;;
505738;;;;SFR_COLL;DSP MAJ - IRISE;T92;050;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;46,31668721520;;;;02/07/2013;;;;
505739;;;;SFR_COLL;DSP MAJ - IRISE;T92;050;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;46,31668721520;;;;02/07/2013;;;;
505740;;;;SFR_COLL;DSP MAJ - IRISE;T92;050;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;186,62783027500;;;;02/07/2013;;;;
505503;;;;SFR_COLL;DSP MAJ - IRISE;T94;015;OR13;OR21;OR21;LOC;MCO;OK;;;;E;;;;;396,69452035200;;;;27/06/2013;;;;
506454;;;;SFR_COLL;DSP MAJ - IRISE;T92;024;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;3,43733120033;;;;02/07/2013;;;;
506455;;;;SFR_COLL;DSP MAJ - IRISE;T92;024;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;3,43733120033;;;;02/07/2013;;;;
506458;;;;SFR_COLL;DSP MAJ - IRISE;T92;049;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;1,60521808553;;;;04/07/2013;;;;
506459;;;;SFR_COLL;DSP MAJ - IRISE;T92;049;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;1,60521808553;;;;04/07/2013;;;;
506460;;;;SFR_COLL;DSP MAJ - IRISE;T29;-;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;3,26233919459;;;;16/06/2014;;;;
506469;;;;SFR_COLL;DSP MAJ - IRISE;T93;059;OR1;OR21;OR21;LOC;MCO;OK;;;;E;;;;;3,14323705405;;;;05/07/2013;;;;
506470;;;;SFR_COLL;DSP MAJ - IRISE;T93;059;OR1;OR21;OR21;LOC;MCO;OK;;;;E;;;;;33,47492095700;;;;05/07/2013;;;;
506471;;;;SFR_COLL;DSP MAJ - IRISE;T93;059;OR1;OR21;OR21;LOC;MCO;OK;;;;E;;;;;7,21631275653;;;;05/07/2013;;;;
506646;;;;SFR_COLL;DSP MAJ - IRISE;T92;024;OR1;OR21;OR21;LOC;MCO;OK;;;;E;;;;;5,51403147427;;;;02/07/2013;;;;
506649;;;;SFR_COLL;DSP MAJ - IRISE;T93;066;OR1;OR21;OR21;LOC;MCO;OK;;;;E;;;;;2,76052764429;;;;05/07/2013;;;;
506650;;;;SFR_COLL;DSP MAJ - IRISE;T94;043;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;2,97394830908;;;;07/05/2010;;;;
506651;;;;SFR_COLL;DSP MAJ - IRISE;T92;026;OR1;OR21;OR21;LOC;MCO;OK;;;;E;;;;;2,92181204050;;;;02/07/2013;;;;
506652;;;;SFR_COLL;DSP MAJ - IRISE;T92;040;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;4,47465321633;;;;04/07/2013;;;;
506653;;;;SFR_COLL;DSP MAJ - IRISE;T92;040;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;4,47465321633;;;;04/07/2013;;;;
506399;;;;SFR_COLL;DSP MAJ - IRISE;T92;033;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;20,40591440820;;;;02/07/2013;;;;
506400;;;;SFR_COLL;DSP MAJ - IRISE;T92;050;OR1;OR21;OR21;LOC;MCO;OK;;;;E;;;;;18,20442732670;;;;02/07/2013;;;;
506401;;;;SFR_COLL;DSP MAJ - IRISE;T95;277;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;10,52857637830;;;;28/06/2013;;;;
506402;;;;SFR_COLL;DSP MAJ - IRISE;T95;277;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;59,71823792530;;;;28/06/2013;;;;
506403;;;;SFR_COLL;DSP MAJ - IRISE;T95;277;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;59,71823792530;;;;28/06/2013;;;;
506404;;;;SFR_COLL;DSP MAJ - IRISE;T95;277;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;592,36955938000;;;;28/06/2013;;;;
506405;;;;SFR_COLL;DSP MAJ - IRISE;T95;277;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;592,36955938000;;;;28/06/2013;;;;
506406;;;;SFR_COLL;DSP MAJ - IRISE;T95;612;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;174,01149748700;;;;28/06/2013;;;;
506407;;;;SFR_COLL;DSP MAJ - IRISE;T95;612;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;174,01149748700;;;;28/06/2013;;;;
