ti_code;ti_codeext;ti_etiquet;ti_ba_code;ti_prop;ti_etat;ti_type;ti_rf_code;ti_taille;ti_placemt;ti_localis;ti_comment;ti_creadat;ti_majdate;ti_majsrc;ti_abddate;ti_abdsrc
5529755;5529755;BO-0000043Y-TIROIR 13- AO 001-012;3005372;OR21;;TIROIR;RF195;;0;;site mono-fibre;12/06/2014 00:00;;;;
5970076;5970076;AJ-073-084;3005464;OR21;;TIROIR;RF195;;0;;site mono-fibre;19/11/2014 00:00;;;;
2998506;2998506;TETE ?;3128140;OR21;;TIROIR;RF195;;0;;site mono-fibre;15/10/2012 00:00;;;;
10538447;10538447;BAIE BO-000003GO - TIROIR 4 - NEXANS - AG 001-072;3005786;OR21;;TIROIR;RF193;;0;;site mono-fibre;30/01/2019 00:00;;;;
11509616;11509616;TI-FR-000003BA-XXX - AD 073-084;3004869;OR21;;TIROIR;RF195;;0;;site mono-fibre;17/09/2019 00:00;;;;
5014826;5014826;TIROIR IRISE - LOC POUR BOUYGUES;3128140;OR21;;TIROIR;RF195;;0;;site mono-fibre;03/01/2014 00:00;;;;
5101244;5101244;TIROIR-AA;4642397;OR21;;TIROIR;RF196;1;0;;site mono-fibre;29/01/2014 00:00;;;;
5529760;5529760;BO-0000043Y-TIROIR 14- AO 013-024;3005372;OR21;;TIROIR;RF195;;0;;site mono-fibre;12/06/2014 00:00;;;;
5529769;5529769;BO-0000043Y-TIROIR 23- AO 121-132;3005372;OR21;;TIROIR;RF195;;0;;site mono-fibre;12/06/2014 00:00;;;;
5970077;5970077;AJ-085-096;3005464;OR21;;TIROIR;RF195;;0;;site mono-fibre;19/11/2014 00:00;;;;
5970075;5970075;AJ-061-072;3005464;OR21;;TIROIR;RF195;;0;;site mono-fibre;19/11/2014 00:00;;;;
5529768;5529768;BO-0000043Y-TIROIR 22- AO 109-120;3005372;OR21;;TIROIR;RF195;;0;;site mono-fibre;12/06/2014 00:00;;;;
5529763;5529763;BO-0000043Y-TIROIR 17- AO 049-060;3005372;OR21;;TIROIR;RF195;;0;;site mono-fibre;12/06/2014 00:00;;;;
5529764;5529764;BO-0000043Y-TIROIR 18- AO 061-072;3005372;OR21;;TIROIR;RF195;;0;;site mono-fibre;12/06/2014 00:00;;;;
5529765;5529765;BO-0000043Y-TIROIR 19- AO 073-084;3005372;OR21;;TIROIR;RF195;;0;;site mono-fibre;12/06/2014 00:00;;;;
5970079;5970079;AJ-109-120;3005464;OR21;;TIROIR;RF195;;0;;site mono-fibre;19/11/2014 00:00;;;;
5529761;5529761;BO-0000043Y-TIROIR 15- AO 025-036;3005372;OR21;;TIROIR;RF195;;0;;site mono-fibre;12/06/2014 00:00;;;;
5529766;5529766;BO-0000043Y-TIROIR 20- AO 085-096;3005372;OR21;;TIROIR;RF195;;0;;site mono-fibre;12/06/2014 00:00;;;;
3825386;3825386;TIROIR IRISE ?;3128140;OR21;;TIROIR;RF195;;0;;site mono-fibre;03/04/2013 00:00;;;;
5026666;5026666;TIROIR-CA;4579020;OR21;;TIROIR;RF196;1;0;;site mono-fibre;08/01/2014 00:00;;;;
5970081;5970081;AJ-133-144;3005464;OR21;;TIROIR;RF195;;0;;site mono-fibre;19/11/2014 00:00;;;;
5529767;5529767;BO-0000043Y-TIROIR 21- AO 097-108;3005372;OR21;;TIROIR;RF195;;0;;site mono-fibre;12/06/2014 00:00;;;;
5529770;5529770;BO-0000043Y-TIROIR 24- AO 133-144;3005372;OR21;;TIROIR;RF195;;0;;site mono-fibre;12/06/2014 00:00;;;;
5529762;5529762;BO-0000043Y-TIROIR 16- AO 037-048;3005372;OR21;;TIROIR;RF195;;0;;site mono-fibre;12/06/2014 00:00;;;;
5871530;5871530;BAIE IRISE - IA 025-048;3021900;OR21;;TIROIR;RF194;1;0;;site mono-fibre;14/10/2014 00:00;;;;
5970078;5970078;AJ-097-108;3005464;OR21;;TIROIR;RF195;;0;;site mono-fibre;19/11/2014 00:00;;;;
2814127;2814127;AA 037-048;3005954;OR21;;TIROIR;RF194;1;20;;;24/09/2002 00:00;;;;
2815406;2815406;IA 121-132;3006269;OR21;;TIROIR;RF194;1;11;;;30/05/2008 00:00;;;;
2811834;2811834;AK 025-036;3005464;OR21;;TIROIR;RF194;1;8;;;30/11/2007 00:00;;;;
2809107;2809107;TI-FR-000003BA-XXX - AD 037-048;3004869;OR21;;TIROIR;RF194;1;4;;;09/12/2003 00:00;;;;
2822074;2822074;AC 013-024;3008204;OR21;;TIROIR;RF194;1;14;;;06/02/2006 00:00;;;;
2830404;2830404;COTE GAUCHE - TIROIR 04;3012250;OR21;;TIROIR;RF194;1;4;;;25/09/2007 00:00;;;;
2830416;2830416;COTE GAUCHE - TIROIR 18;3012250;OR21;;TIROIR;RF194;1;16;;;25/09/2007 00:00;;;;
2830422;2830422;COTE GAUCHE - TIROIR 24;3012250;OR21;;TIROIR;RF194;1;22;;;25/09/2007 00:00;;;;
2830442;2830442;COTE DROITE - TIROIR 64;3012250;OR21;;TIROIR;RF194;1;42;;;25/09/2007 00:00;;;;
2844291;2844291;TI-FR-00000337-CABLE 03-072 - AC 049-060;3019589;OR21;;TIROIR;RF194;1;29;;;02/04/2003 00:00;;;;
2813043;2813043;TI-FR-00000307-011 - AD 097-108;3005805;OR21;;TIROIR;RF194;1;11;;;20/11/2002 00:00;;;;
2814138;2814138;TI-FR-00000306-003-48FO;3005954;OR21;;TIROIR;RF194;1;3;;;24/09/2002 00:00;;;;
2830417;2830417;COTE GAUCHE - TIROIR 19;3012250;OR21;;TIROIR;RF194;1;17;;;25/09/2007 00:00;;;;
2830435;2830435;COTE DROITE - TIROIR 55;3012250;OR21;;TIROIR;RF194;1;35;;;25/09/2007 00:00;;;;
2844266;2844266;TI-FR-00000337-CABLE 04-048 - AD- 013-024;3019589;OR21;;TIROIR;RF194;1;32;;;22/04/2009 00:00;;;;
2810592;2810592;IA 013-024;3005218;OR21;;TIROIR;RF194;1;2;;;27/05/2003 00:00;;;;
2811837;2811837;AK 061-072;3005464;OR21;;TIROIR;RF194;1;11;;;30/11/2007 00:00;;;;
2814126;2814126;AA 025-036;3005954;OR21;;TIROIR;RF194;1;19;;;24/09/2002 00:00;;;;
2813737;2813737;BAIE BO-000003GO - TIROIR ALCATEL NÂ°1 -AF 001-048;3005786;OR21;;TIROIR;RF194;1;2;;;15/07/2004 00:00;;;;
2813740;2813740;BAIE BO-000003GO - TIROIR ALCATEL NÂ°3 -AF 097-144;3005786;OR21;;TIROIR;RF194;1;4;;;15/07/2004 00:00;;;;
2830444;2830444;COTE DROITE - TIROIR 66;3012250;OR21;;TIROIR;RF194;1;44;;;25/09/2007 00:00;;;;
2813203;2813203;TI-FR-000002ZR-003-B SUD 25 A 36;3005854;OR21;;TIROIR;RF194;1;3;;;23/08/2002 00:00;;;;
2844280;2844280;TI-FR-00000337-CABLE 02-144 - AB 061-072;3019589;OR21;;TIROIR;RF194;1;18;;;02/04/2003 00:00;;;;
2813033;2813033;TI-FR-00000307-AG 085-096;3005805;OR21;;TIROIR;RF194;1;25;;;26/10/2004 00:00;;;;
2811230;2811230;BO-0000043Y-TIROIR 06- AL 061-072;3005372;OR21;;TIROIR;RF194;1;5;;;22/12/2011 00:00;;;;
2830471;2830471;AA 001-012;3012262;OR21;;TIROIR;RF194;1;1;;;12/06/2007 00:00;;;;
2830443;2830443;COTE DROITE - TIROIR 65;3012250;OR21;;TIROIR;RF194;1;43;;;25/09/2007 00:00;;;;
2821934;2821934;AB 013-024;3008204;OR21;;TIROIR;RF194;1;8;;;17/01/2006 00:00;;;;
2813050;2813050;TI-FR-00000307-002 - AD 181-192;3005805;OR21;;TIROIR;RF194;1;2;;;20/11/2002 00:00;;;;
2811234;2811234;BO-0000043Y-TIROIR 10- AL 109-120;3005372;OR21;;TIROIR;RF194;1;9;;;22/12/2011 00:00;;;;
2811145;2811145;BO-000002Y6-TIROIR 10- AC 025-036;3005379;OR21;;TIROIR;RF194;1;15;;;24/07/2002 00:00;;;;
2844275;2844275;TI-FR-00000337-CABLE 02-144 - AB 001-012;3019589;OR21;;TIROIR;RF194;1;13;;;02/04/2003 00:00;;;;
2844277;2844277;TI-FR-00000337-CABLE 02-144 - AB 025-036;3019589;OR21;;TIROIR;RF194;1;15;;;02/04/2003 00:00;;;;
2811831;2811831;AJ 037-048;3005464;OR21;;TIROIR;RF194;1;5;;;12/11/2007 00:00;;;;
2813040;2813040;TI-FR-00000307-008 - AD 169-180;3005805;OR21;;TIROIR;RF194;1;8;;;20/11/2002 00:00;;;;
2814130;2814130;TI-FR-00000306-023-KREMLIN-144;3005954;OR21;;TIROIR;RF194;1;23;;;24/09/2002 00:00;;;;
2844298;2844298;TI-FR-00000337-CABLE 04-048 - AD- 025-036;3019589;OR21;;TIROIR;RF194;1;33;;;21/07/2010 00:00;;;;
2811830;2811830;AJ 025-036;3005464;OR21;;TIROIR;RF194;1;4;;;12/11/2007 00:00;;;;
2811300;2811300;BO-000002Y6-TIROIR 01- AC 133-144;3005379;OR21;;TIROIR;RF194;1;24;;;24/07/2002 00:00;;;;
10538448;10538448;BAIE BO-000003GO - TIROIR 5 - NEXANS - AG 073-144;3005786;OR21;;TIROIR;RF193;;0;;site mono-fibre;30/01/2019 00:00;;;;
5970080;5970080;AJ-121-132;3005464;OR21;;TIROIR;RF195;;0;;site mono-fibre;19/11/2014 00:00;;;;
2813210;2813210;TI-FR-000002ZR-010-NC 49 A 60;3005854;OR21;;TIROIR;RF194;1;10;;;23/08/2002 00:00;;;;
2830412;2830412;COTE GAUCHE - TIROIR 12;3012250;OR21;;TIROIR;RF194;1;12;;;25/09/2007 00:00;;;;
2830436;2830436;COTE DROITE - TIROIR 56;3012250;OR21;;TIROIR;RF194;1;36;;;25/09/2007 00:00;;;;
2844272;2844272;TI-FR-00000337-CABLE 01-144 - AA 109-120;3019589;OR21;;TIROIR;RF194;1;10;;;02/04/2003 00:00;;;;
2809104;2809104;TI-FR-000003BA-XXX - AD 001-012;3004869;OR21;;TIROIR;RF194;1;1;;;09/12/2003 00:00;;;;
2813209;2813209;TI-FR-000002ZR-009-NC 25 A 36;3005854;OR21;;TIROIR;RF194;1;9;;;23/08/2002 00:00;;;;
2830474;2830474;AA 037-048;3012262;OR21;;TIROIR;RF194;1;4;;;12/06/2007 00:00;;;;
2844284;2844284;TI-FR-00000337-CABLE 02-144 - AB 109-120;3019589;OR21;;TIROIR;RF194;1;22;;;02/04/2003 00:00;;;;
2844287;2844287;TI-FR-00000337-CABLE 03-072 - AC 001-012;3019589;OR21;;TIROIR;RF194;1;25;;;02/04/2003 00:00;;;;
2811233;2811233;BO-0000043Y-TIROIR 09- AL 097-108;3005372;OR21;;TIROIR;RF194;1;8;;;22/12/2011 00:00;;;;
2811143;2811143;BO-000002Y6-TIROIR 12- AC 001-012;3005379;OR21;;TIROIR;RF194;1;13;;;24/07/2002 00:00;;;;
2822076;2822076;AC 025-036;3008204;OR21;;TIROIR;RF194;1;15;;;06/02/2006 00:00;;;;
2844268;2844268;TI-FR-00000337-CABLE 01-144 - AA 061-072;3019589;OR21;;TIROIR;RF194;1;6;;;02/04/2003 00:00;;;;
2844281;2844281;TI-FR-00000337-CABLE 02-144 - AB 073-084;3019589;OR21;;TIROIR;RF194;1;19;;;02/04/2003 00:00;;;;
2810596;2810596;IA 061-072;3005218;OR21;;TIROIR;RF194;1;6;;;27/05/2003 00:00;;;;
2813031;2813031;TI-FR-00000307-AG 061-072;3005805;OR21;;TIROIR;RF194;1;23;;;26/10/2004 00:00;;;;
2814141;2814141;TI-FR-00000306-006-FONTENAY-144;3005954;OR21;;TIROIR;RF194;1;6;;;24/09/2002 00:00;;;;
2813206;2813206;TI-FR-000002ZR-006-B SUD 61 A 72;3005854;OR21;;TIROIR;RF194;1;6;;;23/08/2002 00:00;;;;
2830403;2830403;COTE GAUCHE - TIROIR 03;3012250;OR21;;TIROIR;RF194;1;3;;;25/09/2007 00:00;;;;
2830437;2830437;COTE DROITE - TIROIR 59;3012250;OR21;;TIROIR;RF194;1;37;;;25/09/2007 00:00;;;;
2814143;2814143;TI-FR-00000306-008-FONTENAY-144;3005954;OR21;;TIROIR;RF194;1;8;;;24/09/2002 00:00;;;;
2815404;2815404;IA 097-108;3006269;OR21;;TIROIR;RF194;1;9;;;30/05/2008 00:00;;;;
2813201;2813201;TI-FR-000002ZR-001-B SUD 1 A 12;3005854;OR21;;TIROIR;RF194;1;1;;;23/08/2002 00:00;;;;
2823689;2823689;OPEX 1131 013-024;3008958;OR21;;TIROIR;RF194;1;2;;;15/04/2010 00:00;;;;
2830415;2830415;COTE GAUCHE - TIROIR 17;3012250;OR21;;TIROIR;RF194;1;15;;;25/09/2007 00:00;;;;
2844276;2844276;TI-FR-00000337-CABLE 02-144 - AB 013-024;3019589;OR21;;TIROIR;RF194;1;14;;;02/04/2003 00:00;;;;
2811842;2811842;AK 121-132;3005464;OR21;;TIROIR;RF194;1;16;;;30/11/2007 00:00;;;;
2814139;2814139;TI-FR-00000306-004-48FO;3005954;OR21;;TIROIR;RF194;1;4;;;24/09/2002 00:00;;;;
2813361;2813361;TI-FR-000002ZR-030-AD 013 A 024;3005854;OR21;;TIROIR;RF194;1;30;;;19/02/2003 00:00;;;;
2822075;2822075;AC 001-012;3008204;OR21;;TIROIR;RF194;1;13;;;06/02/2006 00:00;;;;
2809106;2809106;TI-FR-000003BA-XXX - AD 025-036;3004869;OR21;;TIROIR;RF194;1;3;;;09/12/2003 00:00;;;;
2813049;2813049;TI-FR-00000307-001 - AD 229-240;3005805;OR21;;TIROIR;RF194;1;1;;;20/11/2002 00:00;;;;
2813054;2813054;TI-FR-00000307-XXX - AF 001-012;3005805;OR21;;TIROIR;RF194;1;17;;;27/10/2003 00:00;;;;
2844289;2844289;TI-FR-00000337-CABLE 03-072 - AC 025-036;3019589;OR21;;TIROIR;RF194;1;27;;;02/04/2003 00:00;;;;
2844294;2844294;TI-FR-00000337-CABLE 01-144 - AA 013-024;3019589;OR21;;TIROIR;RF194;1;2;;;02/04/2003 00:00;;;;
2811839;2811839;AK 085-096;3005464;OR21;;TIROIR;RF194;1;13;;;30/11/2007 00:00;;;;
2813204;2813204;TI-FR-000002ZR-004-B SUD 37 A 48;3005854;OR21;;TIROIR;RF194;1;4;;;23/08/2002 00:00;;;;
2813225;2813225;TI-FR-000002ZR-025-ST MR 97 A 108;3005854;OR21;;TIROIR;RF194;1;25;;;23/08/2002 00:00;;;;
2813360;2813360;TI-FR-000002ZR-029-AD 001 A 012;3005854;OR21;;TIROIR;RF194;1;29;;;19/02/2003 00:00;;;;
2821935;2821935;AB 025-036;3008204;OR21;;TIROIR;RF194;1;9;;;17/01/2006 00:00;;;;
2814128;2814128;AA 049- 060;3005954;OR21;;TIROIR;RF194;1;21;;;24/09/2002 00:00;;;;
2813214;2813214;TI-FR-000002ZR-014-NC 97 A 108;3005854;OR21;;TIROIR;RF194;1;14;;;23/08/2002 00:00;;;;
2830439;2830439;COTE DROITE - TIROIR 61;3012250;OR21;;TIROIR;RF194;1;39;;;25/09/2007 00:00;;;;
2844285;2844285;TI-FR-00000337-CABLE 02-144 - AB 121-132;3019589;OR21;;TIROIR;RF194;1;23;;;02/04/2003 00:00;;;;
2844296;2844296;TI-FR-00000337-CABLE 01-144 - AA 037-048;3019589;OR21;;TIROIR;RF194;1;4;;;02/04/2003 00:00;;;;
2850803;2850803;BAIE IRISE - IA 013-024;3021900;OR21;;TIROIR;RF194;1;2;;;08/09/2011 00:00;;;;
2811231;2811231;BO-0000043Y-TIROIR 07- AL 073-084;3005372;OR21;;TIROIR;RF194;1;6;;;22/12/2011 00:00;;;;
2814133;2814133;TI-FR-00000306-026-KREMLIN-144;3005954;OR21;;TIROIR;RF194;1;26;;;24/09/2002 00:00;;;;
2830481;2830481;AB 049-060;3012262;OR21;;TIROIR;RF194;1;17;;;12/06/2007 00:00;;;;
2830409;2830409;COTE GAUCHE - TIROIR 09;3012250;OR21;;TIROIR;RF194;1;9;;;25/09/2007 00:00;;;;
2809108;2809108;TI-FR-000003BA-XXX - AD 049-060;3004869;OR21;;TIROIR;RF194;1;5;;;09/12/2003 00:00;;;;
2813359;2813359;TI-FR-000002ZR-028-ST MR 133 A 144;3005854;OR21;;TIROIR;RF194;1;28;;;23/08/2002 00:00;;;;
2811309;2811309;BO-000002Y6-TIROIR 19- AD 025-036;3005379;OR21;;TIROIR;RF194;1;9;;;02/12/2002 00:00;;;;
2813221;2813221;TI-FR-000002ZR-021-ST MR 49 A 60;3005854;OR21;;TIROIR;RF194;1;21;;;23/08/2002 00:00;;;;
2813027;2813027;TI-FR-00000307-AG 013-024;3005805;OR21;;TIROIR;RF194;1;19;;;26/10/2004 00:00;;;;
2813207;2813207;TI-FR-000002ZR-007-NC 01 A 12;3005854;OR21;;TIROIR;RF194;1;7;;;23/08/2002 00:00;;;;
2844278;2844278;TI-FR-00000337-CABLE 02-144 - AB 037-048;3019589;OR21;;TIROIR;RF194;1;16;;;02/04/2003 00:00;;;;
2811138;2811138;BO-000002Y6-TIROIR 14- AG 013-024;3005379;OR21;;TIROIR;RF194;1;29;;;14/09/2005 00:00;;;;
2811139;2811139;BO-000002Y6-TIROIR 15- AG 025-036;3005379;OR21;;TIROIR;RF194;1;30;;;14/09/2005 00:00;;;;
2815218;2815218;IA 049-060;3006269;OR21;;TIROIR;RF194;1;5;;;30/05/2008 00:00;;;;
3986986;3986986;TIROIR-AA;3792141;OR21;;TIROIR;RF196;1;0;;site mono-fibre;29/04/2013 00:00;;;;
2813222;2813222;TI-FR-000002ZR-022-ST MR 61 A 72;3005854;OR21;;TIROIR;RF194;1;22;;;23/08/2002 00:00;;;;
2830419;2830419;COTE GAUCHE - TIROIR 21;3012250;OR21;;TIROIR;RF194;1;19;;;25/09/2007 00:00;;;;
2830432;2830432;COTE DROITE- TIROIR 52;3012250;OR21;;TIROIR;RF194;1;32;;;25/09/2007 00:00;;;;
2830434;2830434;COTE DROITE - TIROIR 54;3012250;OR21;;TIROIR;RF194;1;34;;;25/09/2007 00:00;;;;
2811298;2811298;BO-000002Y6-TIROIR 03- AC 109-120;3005379;OR21;;TIROIR;RF194;1;22;;;24/07/2002 00:00;;;;
2813227;2813227;TI-FR-000002ZR-027-ST MR 121 A 132;3005854;OR21;;TIROIR;RF194;1;27;;;23/08/2002 00:00;;;;
2811829;2811829;AJ 013-024;3005464;OR21;;TIROIR;RF194;1;3;;;24/11/2006 00:00;;;;
2813223;2813223;TI-FR-000002ZR-023-ST MR 73 A 84;3005854;OR21;;TIROIR;RF194;1;23;;;23/08/2002 00:00;;;;
2822081;2822081;AA 013-024;3008204;OR21;;TIROIR;RF194;1;2;;;17/01/2006 00:00;;;;
2844293;2844293;TI-FR-00000337-CABLE 01-144 - AA 001-012;3019589;OR21;;TIROIR;RF194;1;1;;;02/04/2003 00:00;;;;
2811840;2811840;AK 097-108;3005464;OR21;;TIROIR;RF194;1;14;;;30/11/2007 00:00;;;;
2814129;2814129;TI-FR-00000306-022-KREMLIN-144;3005954;OR21;;TIROIR;RF194;1;22;;;24/09/2002 00:00;;;;
2808947;2808947;TI-FR-000003BA-XXX - AD 061-072;3004869;OR21;;TIROIR;RF194;1;6;;;09/12/2003 00:00;;;;
2809105;2809105;TI-FR-000003BA-XXX - AD 013-024;3004869;OR21;;TIROIR;RF194;1;2;;;09/12/2003 00:00;;;;
2815216;2815216;IA 025-036;3006269;OR21;;TIROIR;RF194;1;3;;;30/05/2008 00:00;;;;
2822078;2822078;AC 049-060;3008204;OR21;;TIROIR;RF194;1;17;;;06/02/2006 00:00;;;;
