cs_code;cs_nb_pas;cs_bp_code;cs_num;cs_type;cs_face;cs_rf_code;cs_comment;cs_creadat;cs_majdate;cs_majsrc;cs_abddate;cs_abdsrc
38817649;;4339028;;E;;RF192;;26/09/2022 00:00;;;;
38826933;;3290140;;E;;RF192;;26/09/2022 00:00;;;;
39155582;;3287150;;E;;RF192;;30/09/2022 00:00;;;;
39180215;;13764355;;E;;RF192;;03/10/2022 00:00;;;;
39336381;;19737457;;E;;RF192;;06/10/2022 00:00;;;;
39422769;;3291131;;E;;RF192;;10/10/2022 00:00;;;;
39476533;;13020983;;E;;RF192;;12/10/2022 00:00;;;;
39786933;;12949683;;E;;RF192;;20/10/2022 00:00;;;;
39788223;;12949687;;E;;RF192;;20/10/2022 00:00;;;;
39943099;;11093941;;E;;RF192;;25/10/2022 00:00;;;;
39954938;;19858742;;E;;RF192;;25/10/2022 00:00;;;;
40110452;;13054258;;E;;RF192;;28/10/2022 00:00;;;;
40377971;;3292937;;E;;RF192;;08/11/2022 00:00;;;;
40452535;;17792177;;E;;RF192;;10/11/2022 00:00;;;;
40506943;;3290821;;E;;RF192;;11/11/2022 00:00;;;;
40728062;;12658104;;E;;RF192;;17/11/2022 00:00;;;;
41404863;;3289327;;E;;RF192;;06/12/2022 00:00;;;;
43614184;;20586417;;E;;RF192;;27/01/2023 00:00;;;;
44140292;;3288741;;E;;RF192;;06/02/2023 00:00;;;;
44193971;;18161147;;E;;RF192;;06/02/2023 00:00;;;;
44684214;;3285589;;E;;RF192;;21/02/2023 00:00;;;;
47662132;;21340664;;E;;RF192;;21/05/2023 00:00;;;;
1748072;;3286558;;E;;RF192;;04/01/2002 00:00;;;;
1760297;;3284824;;E;;RF192;;26/03/2002 00:00;;;;
1760315;;3284673;;E;;RF192;;26/03/2002 00:00;;;;
1760345;;3284910;;E;;RF192;;26/03/2002 00:00;;;;
1761755;;3290935;;E;;RF192;;24/09/2002 00:00;;;;
1761890;;3286485;;E;;RF192;;23/04/2002 00:00;;;;
1761958;;3285477;;E;;RF192;;09/05/2003 00:00;;;;
1761959;;3285477;;E;;RF192;;15/05/2012 00:00;;;;
1761986;;3285529;;E;;RF192;;24/04/2006 00:00;;;;
1762103;;3286049;;E;;RF192;;20/06/2002 00:00;;;;
1762163;;3287234;;E;;RF192;;20/06/2002 00:00;;;;
1762358;;3286631;;E;;RF192;;11/09/2002 00:00;;;;
1762460;;3286164;;E;;RF192;;23/07/2003 00:00;;;;
1762566;;3291777;;E;;RF192;;12/08/2002 00:00;;;;
1762575;;3291756;;E;;RF192;;24/09/2002 00:00;;;;
1762746;;3288639;;E;;RF192;;24/06/2002 00:00;;;;
1762872;;3290153;;E;;RF192;;24/06/2002 00:00;;;;
1767084;;3291336;;E;;RF192;;07/12/2011 00:00;;;;
1768616;;3291003;;E;;RF192;;25/09/2002 00:00;;;;
1768641;;3291509;;E;;RF192;;09/08/2002 00:00;;;;
1768696;;3292866;;E;;RF192;;25/09/2002 00:00;;;;
1769057;;3288607;;E;;RF192;;04/10/2002 00:00;;;;
1769493;;3285732;;E;;RF192;;15/10/2002 00:00;;;;
1769589;;3289408;;E;;RF192;;04/10/2002 00:00;;;;
1769661;;3288979;;E;;RF192;;04/10/2002 00:00;;;;
1769678;;3288979;;E;;RF192;;04/10/2002 00:00;;;;
1769703;;3289099;;E;;RF192;;04/10/2002 00:00;;;;
1769775;;3290262;;E;;RF192;;03/10/2002 00:00;;;;
1769981;;3285895;;E;;RF192;;11/09/2002 00:00;;;;
1770026;;3286079;;E;;RF192;;12/09/2002 00:00;;;;
1770403;;3287524;;E;;RF192;;12/09/2002 00:00;;;;
1770646;;3287733;;E;;RF192;;17/04/2003 00:00;;;;
1771104;;3285306;;E;;RF192;;11/09/2002 00:00;;;;
1771768;;3287913;;E;;RF192;;10/10/2002 00:00;;;;
1771951;;3290868;;E;;RF192;;25/09/2002 00:00;;;;
1772050;;3291555;;E;;RF192;;10/02/2011 00:00;;;;
1772135;;3292963;;E;;RF192;;27/05/2005 00:00;;;;
1772893;;3291402;;E;;RF192;;10/10/2002 00:00;;;;
1772894;;3291402;;E;;RF192;;10/10/2002 00:00;;;;
1773275;;3290883;;E;;RF192;;07/10/2002 00:00;;;;
1773561;;3290144;;E;;RF192;;10/10/2002 00:00;;;;
1773641;;3285611;;E;;RF192;;09/11/2004 00:00;;;;
1773771;;3289427;;E;;RF192;;10/10/2002 00:00;;;;
1773937;;3285767;;E;;RF192;;04/05/2005 00:00;;;;
1773943;;3285767;;E;;RF192;;04/05/2005 00:00;;;;
1773993;;3290484;;E;;RF192;;27/11/2002 00:00;;;;
1774083;;3290805;;E;;RF192;;29/11/2002 00:00;;;;
1774123;;3290568;;E;;RF192;;14/08/2008 00:00;;;;
1774621;;3290790;;E;;RF192;;21/10/2002 00:00;;;;
1774646;;3290790;;E;;RF192;;23/10/2002 00:00;;;;
1775120;;3291650;;E;;RF192;;21/10/2002 00:00;;;;
1775137;;3291650;;E;;RF192;;21/10/2002 00:00;;;;
1775264;;3290509;;E;;RF192;;21/10/2002 00:00;;;;
1778512;;3291424;;E;;RF192;;15/11/2002 00:00;;;;
1778775;;3291636;;E;;RF192;;06/01/2003 00:00;;;;
1779037;;3288728;;E;;RF192;;13/12/2002 00:00;;;;
1779240;;3290962;;E;;RF192;;26/02/2007 00:00;;;;
1779242;;3290962;;E;;RF192;;26/02/2007 00:00;;;;
1779329;;3290468;;E;;RF192;;06/01/2003 00:00;;;;
1780745;;3290461;;E;;RF192;;19/02/2003 00:00;;;;
1781773;;3287808;;E;;RF192;;17/04/2003 00:00;;;;
1782306;;3287629;;E;;RF192;;08/08/2003 00:00;;;;
1784790;;3284909;;E;;RF192;;03/09/2004 00:00;;;;
1784852;;3291867;;E;;RF192;;20/05/2003 00:00;;;;
1785350;;3291497;;E;;RF192;;26/06/2003 00:00;;;;
1788213;;3284647;;E;;RF192;;07/08/2003 00:00;;;;
1790470;;3291230;;E;;RF192;;28/09/2003 00:00;;;;
1790848;;3288510;;E;;RF192;;28/09/2003 00:00;;;;
1792100;;3284421;;E;;RF192;;06/10/2004 00:00;;;;
1794552;;3286341;;E;;RF192;;16/10/2003 00:00;;;;
1794733;;3286532;;E;;RF192;;16/10/2003 00:00;;;;
1796541;;3291542;;E;;RF192;;05/02/2004 00:00;;;;
1797651;;3291411;;E;;RF192;;09/03/2004 00:00;;;;
1797743;;3291755;;E;;RF192;;09/03/2004 00:00;;;;
1797785;;3284882;;E;;RF192;;09/03/2004 00:00;;;;
1798100;;3284329;;E;;RF192;;09/03/2004 00:00;;;;
1798346;;3290449;;E;;RF192;;09/03/2004 00:00;;;;
1798521;;3286132;;E;;RF192;;09/03/2004 00:00;;;;
1799699;;3287136;;E;;RF192;;28/04/2004 00:00;;;;
1800092;;3290196;;E;;RF192;;28/04/2004 00:00;;;;
1800131;;3291368;;E;;RF192;;28/04/2004 00:00;;;;
1800136;;3291368;;E;;RF192;;28/04/2004 00:00;;;;
1800330;;3290840;;E;;RF192;;28/04/2004 00:00;;;;
1800422;;3290816;;E;;RF192;;28/04/2004 00:00;;;;
1800453;;3290786;;E;;RF192;;28/04/2004 00:00;;;;
1800782;;3286264;;E;;RF192;;28/04/2004 00:00;;;;
1800927;;3291229;;E;;RF192;;28/04/2004 00:00;;;;
1803775;;3284433;;E;;RF192;;15/05/2004 00:00;;;;
1803784;;3284433;;E;;RF192;;15/05/2004 00:00;;;;
1803873;;3284881;;E;;RF192;;15/05/2004 00:00;;;;
1803918;;3284579;;E;;RF192;;15/05/2004 00:00;;;;
1804031;;3284252;;E;;RF192;;15/05/2004 00:00;;;;
1804426;;3284384;;E;;RF192;;15/05/2004 00:00;;;;
1806615;;3290761;;E;;RF192;;26/05/2004 00:00;;;;
1806994;;3286814;;E;;RF192;;26/05/2004 00:00;;;;
1807727;;3286318;;E;;RF192;;26/05/2004 00:00;;;;
1807732;;3286587;;E;;RF192;;26/05/2004 00:00;;;;
1807898;;3290934;;E;;RF192;;26/05/2004 00:00;;;;
1810508;;3292251;;E;;RF192;;16/06/2004 00:00;;;;
1810669;;3286594;;E;;RF192;;16/06/2004 00:00;;;;
1810839;;3291945;;E;;RF192;;16/06/2004 00:00;;;;
1811438;;3286238;;E;;RF192;;16/06/2004 00:00;;;;
1812121;;3292461;;E;;RF192;;16/06/2004 00:00;;;;
1814604;;3289562;;E;;RF192;;05/07/2004 00:00;;;;
1815235;;3292107;;E;;RF192;;05/07/2004 00:00;;;;
1815257;;3292107;;E;;RF192;;05/07/2004 00:00;;;;
1815833;;3292518;;E;;RF192;;25/10/2004 00:00;;;;
1816461;;3284231;;E;;RF192;;05/07/2004 00:00;;;;
1816955;;3286192;;E;;RF192;;05/07/2004 00:00;;;;
1817071;;3284485;;E;;RF192;;05/07/2004 00:00;;;;
1817094;;3284468;;E;;RF192;;05/07/2004 00:00;;;;
1817171;;3284452;;E;;RF192;;05/07/2004 00:00;;;;
1817186;;3284463;;E;;RF192;;05/07/2004 00:00;;;;
1817459;;3285478;;E;;RF192;;05/07/2004 00:00;;;;
1817570;;3288488;;E;;RF192;;05/07/2004 00:00;;;;
1817714;;3283371;;E;;RF192;;05/07/2004 00:00;;;;
1817745;;3284336;;E;;RF192;;05/07/2004 00:00;;;;
1817823;;3283295;;E;;RF192;;05/07/2004 00:00;;;;
1818213;;3291947;;E;;RF192;;05/07/2004 00:00;;;;
1818336;;3283340;;E;;RF192;;05/07/2004 00:00;;;;
1820845;;3288839;;E;;RF192;;27/08/2004 00:00;;;;
1822778;;3284771;;E;;RF192;;23/09/2004 00:00;;;;
1825465;;3292953;;E;;RF192;;29/09/2004 00:00;;;;
1826482;;3290496;;E;;RF192;;29/09/2004 00:00;;;;
1830050;;3291516;;E;;RF192;;08/10/2004 00:00;;;;
1830273;;3288257;;E;;RF192;;08/10/2004 00:00;;;;
1830358;;3289467;;E;;RF192;;08/10/2004 00:00;;;;
1831385;;3286598;;E;;RF192;;19/10/2004 00:00;;;;
1831569;;3302134;;E;;RF192;;19/10/2004 00:00;;;;
1831859;;3290670;;E;;RF192;;19/10/2004 00:00;;;;
1832336;;3289358;;E;;RF192;;25/10/2004 00:00;;;;
1834223;;3290656;;E;;RF192;;25/10/2004 00:00;;;;
1834338;;3284529;;E;;RF192;;25/10/2004 00:00;;;;
1834393;;3284548;;E;;RF192;;25/10/2004 00:00;;;;
1838269;;3291782;;E;;RF192;;30/11/2004 00:00;;;;
1844554;;3289356;;E;;RF192;;01/02/2005 00:00;;;;
1844582;;3289356;;E;;RF192;;01/02/2005 00:00;;;;
1844794;;3290230;;E;;RF192;;01/02/2005 00:00;;;;
1845668;;3289215;;E;;RF192;;08/03/2005 00:00;;;;
1846089;;3289485;;E;;RF192;;08/03/2005 00:00;;;;
1846164;;3289509;;E;;RF192;;08/03/2005 00:00;;;;
1846287;;3288634;;E;;RF192;;08/03/2005 00:00;;;;
1846333;;3289362;;E;;RF192;;08/03/2005 00:00;;;;
1846484;;3289873;;E;;RF192;;08/03/2005 00:00;;;;
1846555;;3289653;;E;;RF192;;08/03/2005 00:00;;;;
1846980;;3291369;;E;;RF192;;08/03/2005 00:00;;;;
1850581;;3286389;;E;;RF192;;25/04/2005 00:00;;;;
1850817;;3290617;;E;;RF192;;28/09/2010 00:00;;;;
1851231;;3292298;;E;;RF192;;25/04/2005 00:00;;;;
1852081;;3289419;;E;;RF192;;19/05/2005 00:00;;;;
1852087;;3289419;;E;;RF192;;19/05/2005 00:00;;;;
1856362;;3291866;;E;;RF192;;04/04/2011 00:00;;;;
1856387;;3291866;;E;;RF192;;24/06/2005 00:00;;;;
1856546;;3291213;;E;;RF192;;03/07/2005 00:00;;;;
1856553;;3292811;;E;;RF192;;03/07/2005 00:00;;;;
1857058;;3287594;;E;;RF192;;03/07/2005 00:00;;;;
1857168;;3292078;;E;;RF192;;03/07/2005 00:00;;;;
1857207;;3287439;;E;;RF192;;03/07/2005 00:00;;;;
1861581;;3291157;;E;;RF192;;03/12/2007 00:00;;;;
1862757;;3291236;;E;;RF192;;30/07/2005 00:00;;;;
1867069;;3287057;;E;;RF192;;30/07/2005 00:00;;;;
1870809;;3288495;;E;;RF192;;28/09/2005 00:00;;;;
1871425;;3291663;;E;;RF192;;13/10/2005 00:00;;;;
1875139;;3287463;;E;;RF192;;14/11/2005 00:00;;;;
1876593;;3289911;;E;;RF192;;17/11/2005 00:00;;;;
1877686;;3284340;;E;;RF192;;17/11/2005 00:00;;;;
1878848;;3292447;;E;;RF192;;17/11/2005 00:00;;;;
1878935;;3285137;;E;;RF192;;17/11/2005 00:00;;;;
1881300;;3290460;;E;;RF192;;20/12/2005 00:00;;;;
1882570;;3290289;;E;;RF192;;21/12/2005 00:00;;;;
1882796;;3292455;;E;;RF192;;21/12/2005 00:00;;;;
1883226;;3289236;;E;;RF192;;21/12/2005 00:00;;;;
1883243;;3289236;;E;;RF192;;21/12/2005 00:00;;;;
1883253;;3288675;;E;;RF192;;21/12/2005 00:00;;;;
1883303;;3290326;;E;;RF192;;21/12/2005 00:00;;;;
1883963;;3291234;;E;;RF192;;21/12/2005 00:00;;;;
1885854;;3291978;;E;;RF192;;31/01/2006 00:00;;;;
1885881;;3289983;;E;;RF192;;31/01/2006 00:00;;;;
1886062;;3287267;;E;;RF192;;31/01/2006 00:00;;;;
1886066;;3287267;;E;;RF192;;31/01/2006 00:00;;;;
1886118;;3287384;;E;;RF192;;31/01/2006 00:00;;;;
1886195;;3287449;;E;;RF192;;31/01/2006 00:00;;;;
1888867;;3290504;;E;;RF192;;10/03/2006 00:00;;;;
1892618;;3286919;;E;;RF192;;18/04/2006 00:00;;;;
1892635;;3286919;;E;;RF192;;18/04/2006 00:00;;;;
1893529;;3286969;;E;;RF192;;25/04/2006 00:00;;;;
1893795;;3285684;;E;;RF192;;25/04/2006 00:00;;;;
1895641;;3285430;;E;;RF192;;26/04/2006 00:00;;;;
1896169;;3291768;;E;;RF192;;26/04/2006 00:00;;;;
1902026;;3289833;;E;;RF192;;13/06/2006 00:00;;;;
1905689;;3291068;;E;;RF192;;30/06/2006 00:00;;;;
1908316;;3287874;;E;;RF192;;01/09/2006 00:00;;;;
1908696;;3287968;;E;;RF192;;01/09/2006 00:00;;;;
1911064;;3291017;;E;;RF192;;20/09/2006 00:00;;;;
1946999;;3291914;;E;;RF192;;29/12/2006 00:00;;;;
1947008;;3291914;;E;;RF192;;29/12/2006 00:00;;;;
1954721;;3288047;;E;;RF192;;31/01/2007 00:00;;;;
1957648;;3287371;;E;;RF192;;01/02/2007 00:00;;;;
1958107;;3288981;;E;;RF192;;01/02/2007 00:00;;;;
1958184;;3284456;;E;;RF192;;02/02/2007 00:00;;;;
1958399;;3285642;;E;;RF192;;02/02/2007 00:00;;;;
1962645;;3291513;;E;;RF192;;15/03/2007 00:00;;;;
1976621;;3284390;;E;;RF192;;17/07/2007 00:00;;;;
1977176;;3288391;;E;;RF192;;17/07/2007 00:00;;;;
1977347;;3284903;;E;;RF192;;17/07/2007 00:00;;;;
1982503;;3290806;;E;;RF192;;22/08/2007 00:00;;;;
1985624;;3291126;;E;;RF192;;18/09/2007 00:00;;;;
1989439;;3290182;;E;;RF192;;02/10/2007 00:00;;;;
1989658;;3291566;;E;;RF192;;02/10/2007 00:00;;;;
1989856;;3287811;;E;;RF192;;22/10/2007 00:00;;;;
1989860;;3287811;;E;;RF192;;22/10/2007 00:00;;;;
1991186;;3288423;;E;;RF192;;22/10/2007 00:00;;;;
1994321;;3286041;;E;;RF192;;30/11/2007 00:00;;;;
1994364;;3291099;;E;;RF192;;03/12/2007 00:00;;;;
2023529;;3289315;;E;;RF192;;16/06/2003 00:00;;;;
2028714;;3291760;;E;;RF192;;03/01/2008 00:00;;;;
2028718;;3291760;;E;;RF192;;03/01/2008 00:00;;;;
2029410;;3291762;;E;;RF192;;03/01/2008 00:00;;;;
2029414;;3291762;;E;;RF192;;03/01/2008 00:00;;;;
2029903;;3290864;;E;;RF192;;04/01/2008 00:00;;;;
2031497;;3286011;;E;;RF192;;14/01/2008 00:00;;;;
2037483;;3291772;;E;;RF192;;04/02/2008 00:00;;;;
2038184;;3291550;;E;;RF192;;27/02/2008 00:00;;;;
2039286;;3291832;;E;;RF192;;07/03/2008 00:00;;;;
2041033;;3290565;;E;;RF192;;20/03/2008 00:00;;;;
2041590;;3290735;;E;;RF192;;25/03/2008 00:00;;;;
2045629;;3286791;;E;;RF192;;21/04/2008 00:00;;;;
2055394;;3292413;;E;;RF192;;06/06/2008 00:00;;;;
2065821;;3289370;;E;;RF192;;24/07/2008 00:00;;;;
2067694;;3292490;;E;;RF192;;30/07/2008 00:00;;;;
2081675;;3288378;;E;;RF192;;04/11/2008 00:00;;;;
2092121;;3285750;;E;;RF192;;21/01/2009 00:00;;;;
2098614;;3290089;;E;;RF192;;17/02/2009 00:00;;;;
2102964;;3286370;;E;;RF192;;09/03/2009 00:00;;;;
2102977;;3286370;;E;;RF192;;09/03/2009 00:00;;;;
2104756;;3291452;;E;;RF192;;10/03/2009 00:00;;;;
2105763;;3285024;;E;;RF192;;02/06/2010 00:00;;;;
2106761;;3288519;;E;;RF192;;26/03/2009 00:00;;;;
2109101;;3289049;;E;;RF192;;09/04/2009 00:00;;;;
2119103;;3290361;;E;;RF192;;04/06/2009 00:00;;;;
2119125;;3290361;;E;;RF192;;04/06/2009 00:00;;;;
2119233;;3285401;;E;;RF192;;04/06/2009 00:00;;;;
2126872;;3289394;;E;;RF192;;21/07/2009 00:00;;;;
2127150;;3290402;;E;;RF192;;21/07/2009 00:00;;;;
2127286;;3289451;;E;;RF192;;21/07/2009 00:00;;;;
2127787;;3289618;;E;;RF192;;21/07/2009 00:00;;;;
2127949;;3290408;;E;;RF192;;21/07/2009 00:00;;;;
2128158;;3289468;;E;;RF192;;21/07/2009 00:00;;;;
2128228;;3289493;;E;;RF192;;21/07/2009 00:00;;;;
2128262;;3289604;;E;;RF192;;21/07/2009 00:00;;;;
2128366;;3289234;;E;;RF192;;21/07/2009 00:00;;;;
2128386;;3289442;;E;;RF192;;21/07/2009 00:00;;;;
2128435;;3289304;;E;;RF192;;21/07/2009 00:00;;;;
2128502;;3290381;;E;;RF192;;21/07/2009 00:00;;;;
2128534;;3290381;;E;;RF192;;21/07/2009 00:00;;;;
2128535;;3290381;;E;;RF192;;21/07/2009 00:00;;;;
2128633;;3290399;;E;;RF192;;21/07/2009 00:00;;;;
2128689;;3289227;;E;;RF192;;21/07/2009 00:00;;;;
2129143;;3288575;;E;;RF192;;21/07/2009 00:00;;;;
2129168;;3288585;;E;;RF192;;21/07/2009 00:00;;;;
2129176;;3288585;;E;;RF192;;21/07/2009 00:00;;;;
2129400;;3288140;;E;;RF192;;20/07/2009 00:00;;;;
2129791;;3288075;;E;;RF192;;20/07/2009 00:00;;;;
2129900;;3288212;;E;;RF192;;20/07/2009 00:00;;;;
2130112;;3287905;;E;;RF192;;20/07/2009 00:00;;;;
2130309;;3288021;;E;;RF192;;20/07/2009 00:00;;;;
2130510;;3288122;;E;;RF192;;20/07/2009 00:00;;;;
2130606;;3288053;;E;;RF192;;20/07/2009 00:00;;;;
2130607;;3288053;;E;;RF192;;20/07/2009 00:00;;;;
2130709;;3288009;;E;;RF192;;20/07/2009 00:00;;;;
2130933;;3289437;;E;;RF192;;21/07/2009 00:00;;;;
2130935;;3289437;;E;;RF192;;21/07/2009 00:00;;;;
2130951;;3289437;;E;;RF192;;21/07/2009 00:00;;;;
2131099;;3291354;;E;;RF192;;29/07/2009 00:00;;;;
2131587;;3290778;;E;;RF192;;03/08/2009 00:00;;;;
2134691;;3290756;;E;;RF192;;04/09/2009 00:00;;;;
2135621;;3291933;;E;;RF192;;23/09/2009 00:00;;;;
2136186;;3290857;;E;;RF192;;23/09/2009 00:00;;;;
2147055;;3284466;;E;;RF192;;09/12/2009 00:00;;;;
2148216;;3289646;;E;;RF192;;09/12/2009 00:00;;;;
2152005;;3290690;;E;;RF192;;05/01/2010 00:00;;;;
2152624;;3292423;;E;;RF192;;14/01/2010 00:00;;;;
2155450;;3289291;;E;;RF192;;01/02/2010 00:00;;;;
2155856;;3292858;;E;;RF192;;01/02/2010 00:00;;;;
2156248;;3292523;;E;;RF192;;04/02/2010 00:00;;;;
2158630;;3290601;;E;;RF192;;16/02/2010 00:00;;;;
2159633;;3292431;;E;;RF192;;24/02/2010 00:00;;;;
2162057;;3284447;;E;;RF192;;16/03/2010 00:00;;;;
2163961;;3283279;;E;;RF192;;29/03/2010 00:00;;;;
2164514;;3289233;;E;;RF192;;08/04/2010 00:00;;;;
2165911;;3284900;;E;;RF192;;20/04/2010 00:00;;;;
2178344;;3290592;;E;;RF192;;28/06/2010 00:00;;;;
2178360;;3290592;;E;;RF192;;28/06/2010 00:00;;;;
2179480;;3291733;;E;;RF192;;13/07/2010 00:00;;;;
2188188;;3287599;;E;;RF192;;07/10/2010 00:00;;;;
2201858;;3291700;;E;;RF192;;23/11/2010 00:00;;;;
2203953;;3284875;;E;;RF192;;11/02/2011 00:00;;;;
2203957;;3284875;;E;;RF192;;11/02/2011 00:00;;;;
2208320;;3289214;;E;;RF192;;18/01/2011 00:00;;;;
2208862;;3289541;;E;;RF192;;18/01/2011 00:00;;;;
2211126;;3291184;;E;;RF192;;02/02/2011 00:00;;;;
2211412;;3290970;;E;;RF192;;01/02/2011 00:00;;;;
2211694;;3292835;;E;;RF192;;02/02/2011 00:00;;;;
2212672;;3284922;;E;;RF192;;10/02/2011 00:00;;;;
2218535;;3291483;;E;;RF192;;15/03/2011 00:00;;;;
2219800;;3292952;;E;;RF192;;25/03/2011 00:00;;;;
2221013;;3291656;;E;;RF192;;01/04/2011 00:00;;;;
2221022;;3291656;;E;;RF192;;01/04/2011 00:00;;;;
2221163;;3284772;;E;;RF192;;05/04/2011 00:00;;;;
2225623;;3289484;;E;;RF192;;13/05/2011 00:00;;;;
2232564;;3289204;;E;;RF192;;20/06/2011 00:00;;;;
2253601;;3285133;;E;;RF192;;03/10/2011 00:00;;;;
2254263;;3285142;;E;;RF192;;03/10/2011 00:00;;;;
2255975;;3292451;;E;;RF192;;04/10/2011 00:00;;;;
2269801;;3285148;;E;;RF192;;25/11/2011 00:00;;;;
2269810;;3285148;;E;;RF192;;25/11/2011 00:00;;;;
2270851;;3284418;;E;;RF192;;29/11/2011 00:00;;;;
2270857;;3284418;;E;;RF192;;29/11/2011 00:00;;;;
2274214;;3284532;;E;;RF192;;15/12/2011 00:00;;;;
2281645;;3288849;;E;;RF192;;24/01/2012 00:00;;;;
2286178;;3289956;;E;;RF192;;09/02/2012 00:00;;;;
2289025;;3292862;;E;;RF192;;21/02/2012 00:00;;;;
2291690;;3284350;;E;;RF192;;29/02/2012 00:00;;;;
2296245;;3287114;;E;;RF192;;09/03/2012 00:00;;;;
2296253;;3286989;;E;;RF192;;09/03/2012 00:00;;;;
2296262;;3286989;;E;;RF192;;09/03/2012 00:00;;;;
2296939;;3287939;;E;;RF192;;13/03/2012 00:00;;;;
2296957;;3287939;;E;;RF192;;13/03/2012 00:00;;;;
2297571;;3291596;;E;;RF192;;14/03/2012 00:00;;;;
2300084;;3285240;;E;;RF192;;20/03/2012 00:00;;;;
2300101;;3285240;;E;;RF192;;20/03/2012 00:00;;;;
2307665;;3287510;;E;;RF192;;04/04/2012 00:00;;;;
2307681;;3287510;;E;;RF192;;04/04/2012 00:00;;;;
2310824;;3291260;;E;;RF192;;12/04/2012 00:00;;;;
2312941;;3284009;;E;;RF192;;17/04/2012 00:00;;;;
2322916;;3291654;;E;;RF192;;09/05/2012 00:00;;;;
2327484;;3290374;;E;;RF192;;22/05/2012 00:00;;;;
2338519;;3290969;;E;;RF192;;13/06/2012 00:00;;;;
2353149;;3291687;;E;;RF192;;18/07/2012 00:00;;;;
2354463;;3284460;;E;;RF192;;20/07/2012 00:00;;;;
2357126;;3292827;;E;;RF192;;26/07/2012 00:00;;;;
2357136;;3292827;;E;;RF192;;26/07/2012 00:00;;;;
2359898;;3291241;;E;;RF192;;07/08/2012 00:00;;;;
2361995;;3291923;;E;;RF192;;13/08/2012 00:00;;;;
2365785;;3288908;;E;;RF192;;29/08/2012 00:00;;;;
2562615;;3507985;;E;;RF192;;05/11/2012 00:00;;;;
2563543;;3510897;;E;;RF192;;05/11/2012 00:00;;;;
2563555;;3510897;;E;;RF192;;05/11/2012 00:00;;;;
2563556;;3510897;;E;;RF192;;05/11/2012 00:00;;;;
2645505;;3610707;;E;;RF192;;27/11/2012 00:00;;;;
2708528;;3688801;;E;;RF192;;11/12/2012 00:00;;;;
2868209;;3899665;;E;;RF192;;22/01/2013 00:00;;;;
2976708;;4022865;;E;;RF192;;21/02/2013 00:00;;;;
2985013;;4037585;;E;;RF192;;22/02/2013 00:00;;;;
3062136;;4117906;;E;;RF192;;13/03/2013 00:00;;;;
3097008;;4139345;;E;;RF192;;20/03/2013 00:00;;;;
3124523;;4195025;;E;;RF192;;28/03/2013 00:00;;;;
3176371;;4259681;;E;;RF192;;11/04/2013 00:00;;;;
3245784;;4352164;;E;;RF192;;30/04/2013 00:00;;;;
3384992;;4522705;;E;;RF192;;05/06/2013 00:00;;;;
3393013;;4523345;;E;;RF192;;06/06/2013 00:00;;;;
3431769;;4580307;;E;;RF192;;14/06/2013 00:00;;;;
3432023;;4580945;;E;;RF192;;14/06/2013 00:00;;;;
3456344;;4612625;;E;;RF192;;19/06/2013 00:00;;;;
3456356;;4612625;;E;;RF192;;19/06/2013 00:00;;;;
3575161;;4776469;;E;;RF192;;15/07/2013 00:00;;;;
3581153;;4787985;;E;;RF192;;16/07/2013 00:00;;;;
3608429;;4833761;;E;;RF192;;23/07/2013 00:00;;;;
3644559;;4860961;;E;;RF192;;01/08/2013 00:00;;;;
3662750;;4883362;;E;;RF192;;08/08/2013 00:00;;;;
3675584;;4894260;;E;;RF192;;13/08/2013 00:00;;;;
3701802;;4913105;;E;;RF192;;23/08/2013 00:00;;;;
3703228;;4914100;;E;;RF192;;26/08/2013 00:00;;;;
3708521;;4918930;;E;;RF192;;27/08/2013 00:00;;;;
3732824;;4941299;;E;;RF192;;04/09/2013 00:00;;;;
3734110;;4940626;;E;;RF192;;04/09/2013 00:00;;;;
3735073;;4941943;;E;;RF192;;04/09/2013 00:00;;;;
3735086;;4941942;;E;;RF192;;04/09/2013 00:00;;;;
3736175;;4945761;;E;;RF192;;04/09/2013 00:00;;;;
3736187;;4945761;;E;;RF192;;04/09/2013 00:00;;;;
3737738;;4946082;;E;;RF192;;05/09/2013 00:00;;;;
3812216;;5013617;;E;;RF192;;27/09/2013 00:00;;;;
3812296;;5013905;;E;;RF192;;27/09/2013 00:00;;;;
3901334;;3756946;;E;;RF192;;23/10/2013 00:00;;;;
3977819;;5169749;;E;;RF192;;19/11/2013 00:00;;;;
4026342;;3508308;;E;;RF192;;03/12/2013 00:00;;;;
4133565;;5316003;;E;;RF192;;07/01/2014 00:00;;;;
4133790;;3288560;;E;;RF192;;07/01/2014 00:00;;;;
4137433;;5321793;;E;;RF192;;08/01/2014 00:00;;;;
4139607;;3290295;;E;;RF192;;08/01/2014 00:00;;;;
4199814;;3288510;;E;;RF192;;24/01/2014 00:00;;;;
4216809;;5388641;;E;;RF192;;29/01/2014 00:00;;;;
4227319;;5396369;;E;;RF192;;31/01/2014 00:00;;;;
4491358;;4777745;;E;;RF192;;11/04/2014 00:00;;;;
4532182;;5679569;;E;;RF192;;28/04/2014 00:00;;;;
4632530;;5778145;;E;;RF192;;04/06/2014 00:00;;;;
4661590;;5811411;;E;;RF192;;12/06/2014 00:00;;;;
4725337;;5874449;;E;;RF192;;01/07/2014 00:00;;;;
4807845;;5940405;;E;;RF192;;24/07/2014 00:00;;;;
