cs_code;cs_nb_pas;cs_bp_code;cs_num;cs_type;cs_face;cs_rf_code;cs_comment;cs_creadat;cs_majdate;cs_majsrc;cs_abddate;cs_abdsrc
1908037;;3288094;;E;;RF192;;01/09/2006 00:00;;;;
1908155;;3287798;;E;;RF192;;01/09/2006 00:00;;;;
1910200;;3290630;;E;;RF192;;13/09/2006 00:00;;;;
1911003;;3290456;;E;;RF192;;20/09/2006 00:00;;;;
1911047;;3291017;;E;;RF192;;20/09/2006 00:00;;;;
1911058;;3291017;;E;;RF192;;20/09/2006 00:00;;;;
1911105;;3290855;;E;;RF192;;20/09/2006 00:00;;;;
1922976;;3289669;;E;;RF192;;24/10/2006 00:00;;;;
1925758;;3290587;;E;;RF192;;31/10/2006 00:00;;;;
1933486;;3291386;;E;;RF192;;22/11/2006 00:00;;;;
1947001;;3291914;;E;;RF192;;29/12/2006 00:00;;;;
1951654;;3290524;;E;;RF192;;23/01/2007 00:00;;;;
1951739;;3290577;;E;;RF192;;23/01/2007 00:00;;;;
1952098;;3290524;;E;;RF192;;23/01/2007 00:00;;;;
1958086;;3288981;;E;;RF192;;01/02/2007 00:00;;;;
1958369;;3285632;;E;;RF192;;01/02/2007 00:00;;;;
1962640;;3291475;;E;;RF192;;15/03/2007 00:00;;;;
1975662;;3291228;;E;;RF192;;10/07/2007 00:00;;;;
1976490;;3284907;;E;;RF192;;10/07/2007 00:00;;;;
1977167;;3288391;;E;;RF192;;17/07/2007 00:00;;;;
1977222;;3289639;;E;;RF192;;17/07/2007 00:00;;;;
1977269;;3289243;;E;;RF192;;17/07/2007 00:00;;;;
1977520;;3289035;;E;;RF192;;26/07/2007 00:00;;;;
1977563;;3290807;;E;;RF192;;26/07/2007 00:00;;;;
1981770;;3291637;;E;;RF192;;22/08/2007 00:00;;;;
1983389;;3290989;;E;;RF192;;29/08/2007 00:00;;;;
1985970;;3292225;;E;;RF192;;18/09/2007 00:00;;;;
1985977;;3292225;;E;;RF192;;18/09/2007 00:00;;;;
1988886;;3291767;;E;;RF192;;02/10/2007 00:00;;;;
1988888;;3291767;;E;;RF192;;02/10/2007 00:00;;;;
1989784;;3290176;;E;;RF192;;02/10/2007 00:00;;;;
1989874;;3287811;;E;;RF192;;22/10/2007 00:00;;;;
1989885;;3287811;;E;;RF192;;22/10/2007 00:00;;;;
1992902;;3291679;;E;;RF192;;12/11/2007 00:00;;;;
1994405;;3291167;;E;;RF192;;03/12/2007 00:00;;;;
2028735;;3291760;;E;;RF192;;03/01/2008 00:00;;;;
2028796;;3290453;;E;;RF192;;03/01/2008 00:00;;;;
2031171;;3283993;;E;;RF192;;10/01/2008 00:00;;;;
2031178;;3283985;;E;;RF192;;10/01/2008 00:00;;;;
2034101;;3286309;;E;;RF192;;30/01/2008 00:00;;;;
2038178;;3291550;;E;;RF192;;27/02/2008 00:00;;;;
2041594;;3290735;;E;;RF192;;25/03/2008 00:00;;;;
2045575;;3290223;;E;;RF192;;21/04/2008 00:00;;;;
2050039;;3291239;;E;;RF192;;30/04/2008 00:00;;;;
2060443;;3289491;;E;;RF192;;08/07/2008 00:00;;;;
2065362;;3289370;;E;;RF192;;24/07/2008 00:00;;;;
2065416;;3287199;;E;;RF192;;24/07/2008 00:00;;;;
2065418;;3287199;;E;;RF192;;24/07/2008 00:00;;;;
2071713;;3290696;;E;;RF192;;28/08/2008 00:00;;;;
2079783;;3285586;;E;;RF192;;14/10/2008 00:00;;;;
2079797;;3285586;;E;;RF192;;14/10/2008 00:00;;;;
2090922;;3291194;;E;;RF192;;06/01/2009 00:00;;;;
2091053;;3291207;;E;;RF192;;06/01/2009 00:00;;;;
2091586;;3285792;;E;;RF192;;21/01/2009 00:00;;;;
2092134;;3285750;;E;;RF192;;21/01/2009 00:00;;;;
2096361;;3284774;;E;;RF192;;11/02/2009 00:00;;;;
2096771;;3290894;;E;;RF192;;10/02/2009 00:00;;;;
2105758;;3285024;;E;;RF192;;02/06/2010 00:00;;;;
2106889;;3288167;;E;;RF192;;26/03/2009 00:00;;;;
2108415;;3288088;;E;;RF192;;09/04/2009 00:00;;;;
2118718;;3289072;;E;;RF192;;04/06/2009 00:00;;;;
2119104;;3290361;;E;;RF192;;04/06/2009 00:00;;;;
2119121;;3290361;;E;;RF192;;04/06/2009 00:00;;;;
2120612;;3290783;;E;;RF192;;12/06/2009 00:00;;;;
2126524;;3288590;;E;;RF192;;21/07/2009 00:00;;;;
2126527;;3288590;;E;;RF192;;21/07/2009 00:00;;;;
2126950;;3289608;;E;;RF192;;21/07/2009 00:00;;;;
2127259;;3289422;;E;;RF192;;21/07/2009 00:00;;;;
2127262;;3289422;;E;;RF192;;21/07/2009 00:00;;;;
2127526;;3289216;;E;;RF192;;21/07/2009 00:00;;;;
2127578;;3288420;;E;;RF192;;21/07/2009 00:00;;;;
2127713;;3289558;;E;;RF192;;21/07/2009 00:00;;;;
2128011;;3290349;;E;;RF192;;21/07/2009 00:00;;;;
2128169;;3289468;;E;;RF192;;21/07/2009 00:00;;;;
2128172;;3289468;;E;;RF192;;21/07/2009 00:00;;;;
2128181;;3289492;;E;;RF192;;21/07/2009 00:00;;;;
2128275;;3289604;;E;;RF192;;21/07/2009 00:00;;;;
2128418;;3289304;;E;;RF192;;21/07/2009 00:00;;;;
2128513;;3290381;;E;;RF192;;21/07/2009 00:00;;;;
2129201;;3288585;;E;;RF192;;21/07/2009 00:00;;;;
2129272;;3288310;;E;;RF192;;20/07/2009 00:00;;;;
2129403;;3288140;;E;;RF192;;20/07/2009 00:00;;;;
2130167;;3288819;;E;;RF192;;20/07/2009 00:00;;;;
2130179;;3288819;;E;;RF192;;20/07/2009 00:00;;;;
2130442;;3288254;;E;;RF192;;20/07/2009 00:00;;;;
2130636;;3287997;;E;;RF192;;20/07/2009 00:00;;;;
2131465;;3290880;;E;;RF192;;03/08/2009 00:00;;;;
2131589;;3290778;;E;;RF192;;03/08/2009 00:00;;;;
2133436;;3291778;;E;;RF192;;21/08/2009 00:00;;;;
2133450;;3291778;;E;;RF192;;21/08/2009 00:00;;;;
2147580;;3290763;;E;;RF192;;09/12/2009 00:00;;;;
2148170;;3290335;;E;;RF192;;09/12/2009 00:00;;;;
2148201;;3289823;;E;;RF192;;09/12/2009 00:00;;;;
2149466;;3291070;;E;;RF192;;15/12/2009 00:00;;;;
2149707;;3292918;;E;;RF192;;29/12/2009 00:00;;;;
2152436;;3284464;;E;;RF192;;08/01/2010 00:00;;;;
2155854;;3292858;;E;;RF192;;01/02/2010 00:00;;;;
2159607;;3292431;;E;;RF192;;24/02/2010 00:00;;;;
2161998;;3290050;;E;;RF192;;31/12/2010 00:00;;;;
2165915;;3284900;;E;;RF192;;20/04/2010 00:00;;;;
2169300;;3291132;;E;;RF192;;20/04/2010 00:00;;;;
2169691;;3290728;;E;;RF192;;20/04/2010 00:00;;;;
2172519;;3284522;;E;;RF192;;26/04/2010 00:00;;;;
2174731;;3289463;;E;;RF192;;17/05/2010 00:00;;;;
2186238;;3284931;;E;;RF192;;20/09/2010 00:00;;;;
2188194;;3287599;;E;;RF192;;07/10/2010 00:00;;;;
2189749;;3287926;;E;;RF192;;19/10/2010 00:00;;;;
2201888;;3291700;;E;;RF192;;23/11/2010 00:00;;;;
2202414;;3286424;;E;;RF192;;29/11/2010 00:00;;;;
2202978;;3291309;;E;;RF192;;02/12/2010 00:00;;;;
2209908;;3290232;;E;;RF192;;25/01/2011 00:00;;;;
2210222;;3290906;;E;;RF192;;31/01/2011 00:00;;;;
2210341;;3288785;;E;;RF192;;26/01/2011 00:00;;;;
2210416;;3291729;;E;;RF192;;26/01/2011 00:00;;;;
2210628;;3291021;;E;;RF192;;01/02/2011 00:00;;;;
2210637;;3291021;;E;;RF192;;01/02/2011 00:00;;;;
2211260;;3291134;;E;;RF192;;01/02/2011 00:00;;;;
2211268;;3291134;;E;;RF192;;01/02/2011 00:00;;;;
2211388;;3291043;;E;;RF192;;01/02/2011 00:00;;;;
2212163;;3284922;;E;;RF192;;10/02/2011 00:00;;;;
2212696;;3284786;;E;;RF192;;10/02/2011 00:00;;;;
2218493;;3290834;;E;;RF192;;14/03/2011 00:00;;;;
2221110;;3284679;;E;;RF192;;04/04/2011 00:00;;;;
2231663;;3287820;;E;;RF192;;14/06/2011 00:00;;;;
2232568;;3289204;;E;;RF192;;20/06/2011 00:00;;;;
2234537;;3290933;;E;;RF192;;29/06/2011 00:00;;;;
2234615;;3290903;;E;;RF192;;29/06/2011 00:00;;;;
2254756;;3292334;;E;;RF192;;03/10/2011 00:00;;;;
2255994;;3292451;;E;;RF192;;04/10/2011 00:00;;;;
2256427;;3291966;;E;;RF192;;04/10/2011 00:00;;;;
2259064;;3292975;;E;;RF192;;13/10/2011 00:00;;;;
2271376;;3291032;;E;;RF192;;01/12/2011 00:00;;;;
2271789;;3291345;;E;;RF192;;05/12/2011 00:00;;;;
2274208;;3284532;;E;;RF192;;15/12/2011 00:00;;;;
2275818;;3287703;;E;;RF192;;29/12/2011 00:00;;;;
2279907;;3284506;;E;;RF192;;17/01/2012 00:00;;;;
2286186;;3289956;;E;;RF192;;09/02/2012 00:00;;;;
2287046;;3290724;;E;;RF192;;13/02/2012 00:00;;;;
2288596;;3292976;;E;;RF192;;20/02/2012 00:00;;;;
2289513;;3291518;;E;;RF192;;22/02/2012 00:00;;;;
2289537;;3291518;;E;;RF192;;21/02/2012 00:00;;;;
2291552;;3290649;;E;;RF192;;27/02/2012 00:00;;;;
2291696;;3284350;;E;;RF192;;29/02/2012 00:00;;;;
2296963;;3287939;;E;;RF192;;13/03/2012 00:00;;;;
2296989;;3287935;;E;;RF192;;13/03/2012 00:00;;;;
2296991;;3287935;;E;;RF192;;13/03/2012 00:00;;;;
2303026;;3284264;;E;;RF192;;28/03/2012 00:00;;;;
2303029;;3284264;;E;;RF192;;28/03/2012 00:00;;;;
2311345;;3292832;;E;;RF192;;12/04/2012 00:00;;;;
2313093;;3284793;;E;;RF192;;17/04/2012 00:00;;;;
2313109;;3284793;;E;;RF192;;17/04/2012 00:00;;;;
2319206;;3289567;;E;;RF192;;26/04/2012 00:00;;;;
2321021;;3284078;;E;;RF192;;03/05/2012 00:00;;;;
2321048;;3284038;;E;;RF192;;03/05/2012 00:00;;;;
2322927;;3291654;;E;;RF192;;09/05/2012 00:00;;;;
2327920;;3284758;;E;;RF192;;23/05/2012 00:00;;;;
2355330;;3291147;;E;;RF192;;23/07/2012 00:00;;;;
2355537;;3291158;;E;;RF192;;23/07/2012 00:00;;;;
2355542;;3291149;;E;;RF192;;23/07/2012 00:00;;;;
2362094;;3292036;;E;;RF192;;13/08/2012 00:00;;;;
2549227;;3492321;;E;;RF192;;30/10/2012 00:00;;;;
2562616;;3507985;;E;;RF192;;05/11/2012 00:00;;;;
2645494;;3610707;;E;;RF192;;27/11/2012 00:00;;;;
2645538;;3610708;;E;;RF192;;27/11/2012 00:00;;;;
2645560;;3610706;;E;;RF192;;27/11/2012 00:00;;;;
2708546;;3688801;;E;;RF192;;11/12/2012 00:00;;;;
2985016;;4037585;;E;;RF192;;22/02/2013 00:00;;;;
3046466;;4080465;;E;;RF192;;08/03/2013 00:00;;;;
3062125;;4117906;;E;;RF192;;13/03/2013 00:00;;;;
3062138;;4117906;;E;;RF192;;13/03/2013 00:00;;;;
3127088;;4195026;;E;;RF192;;28/03/2013 00:00;;;;
3137968;;4211986;;E;;RF192;;03/04/2013 00:00;;;;
3140503;;3596306;;E;;RF192;;04/04/2013 00:00;;;;
3176353;;4259681;;E;;RF192;;11/04/2013 00:00;;;;
3236538;;4339025;;E;;RF192;;26/04/2013 00:00;;;;
3245462;;4352162;;E;;RF192;;30/04/2013 00:00;;;;
3289648;;4391186;;E;;RF192;;15/05/2013 00:00;;;;
3339578;;4456146;;E;;RF192;;27/05/2013 00:00;;;;
3339580;;4456146;;E;;RF192;;27/05/2013 00:00;;;;
3376027;;4511185;;E;;RF192;;04/06/2013 00:00;;;;
3384707;;4521425;;E;;RF192;;05/06/2013 00:00;;;;
3385624;;4522707;;E;;RF192;;05/06/2013 00:00;;;;
3392706;;4523345;;E;;RF192;;06/06/2013 00:00;;;;
3393001;;4523345;;E;;RF192;;06/06/2013 00:00;;;;
3432041;;4580945;;E;;RF192;;14/06/2013 00:00;;;;
3435241;;4587025;;E;;RF192;;17/06/2013 00:00;;;;
3449003;;4603985;;E;;RF192;;18/06/2013 00:00;;;;
3465644;;4623825;;E;;RF192;;20/06/2013 00:00;;;;
3473662;;4626723;;E;;RF192;;24/06/2013 00:00;;;;
3475304;;4634387;;E;;RF192;;24/06/2013 00:00;;;;
3495431;;4659987;;E;;RF192;;26/06/2013 00:00;;;;
3563876;;4757267;;E;;RF192;;12/07/2013 00:00;;;;
3606158;;4831569;;E;;RF192;;22/07/2013 00:00;;;;
3608434;;4833761;;E;;RF192;;23/07/2013 00:00;;;;
3652526;;4872801;;E;;RF192;;05/08/2013 00:00;;;;
3675550;;4894259;;E;;RF192;;13/08/2013 00:00;;;;
3675865;;4894261;;E;;RF192;;13/08/2013 00:00;;;;
3701798;;4913105;;E;;RF192;;23/08/2013 00:00;;;;
3701821;;4913105;;E;;RF192;;23/08/2013 00:00;;;;
3732828;;4941299;;E;;RF192;;04/09/2013 00:00;;;;
3734116;;4940626;;E;;RF192;;04/09/2013 00:00;;;;
3734120;;4940626;;E;;RF192;;04/09/2013 00:00;;;;
3737733;;4946082;;E;;RF192;;05/09/2013 00:00;;;;
3742655;;4951185;;E;;RF192;;06/09/2013 00:00;;;;
3765464;;4972306;;E;;RF192;;13/09/2013 00:00;;;;
3798443;;5001460;;E;;RF192;;24/09/2013 00:00;;;;
3803054;;5007825;;E;;RF192;;25/09/2013 00:00;;;;
3878509;;5076946;;E;;RF192;;17/10/2013 00:00;;;;
3936030;;5131025;;E;;RF192;;05/11/2013 00:00;;;;
3977674;;5169747;;E;;RF192;;19/11/2013 00:00;;;;
4077208;;5261620;;E;;RF192;;17/12/2013 00:00;;;;
4077254;;5261618;;E;;RF192;;17/12/2013 00:00;;;;
4137426;;5321793;;E;;RF192;;08/01/2014 00:00;;;;
4140315;;5322098;;E;;RF192;;09/01/2014 00:00;;;;
4240749;;5410097;;E;;RF192;;05/02/2014 00:00;;;;
4246175;;5414003;;E;;RF192;;06/02/2014 00:00;;;;
4246952;;5414005;;E;;RF192;;06/02/2014 00:00;;;;
4344238;;3394097;;E;;RF192;;05/03/2014 00:00;;;;
4397658;;5549652;;E;;RF192;;18/03/2014 00:00;;;;
4495310;;5644049;;E;;RF192;;14/04/2014 00:00;;;;
4652340;;5803092;;E;;RF192;;10/06/2014 00:00;;;;
4836650;;5967624;;E;;RF192;;05/08/2014 00:00;;;;
4846251;;5641506;;E;;RF192;;07/08/2014 00:00;;;;
4872873;;6000546;;E;;RF192;;21/08/2014 00:00;;;;
4988681;;5436001;;E;;RF192;;02/10/2014 00:00;;;;
4988682;;5436001;;E;;RF192;;02/10/2014 00:00;;;;
4988683;;5436001;;E;;RF192;;02/10/2014 00:00;;;;
5085999;;6197349;;E;;RF192;;05/11/2014 00:00;;;;
5133742;;5940405;;E;;RF192;;21/11/2014 00:00;;;;
5170185;;6270001;;E;;RF192;;04/12/2014 00:00;;;;
5174287;;6273873;;E;;RF192;;05/12/2014 00:00;;;;
5195726;;6290484;;E;;RF192;;12/12/2014 00:00;;;;
5250157;;3492321;;E;;RF192;;14/01/2015 00:00;;;;
5274209;;6357731;;E;;RF192;;27/01/2015 00:00;;;;
6680193;;7617795;;E;;RF192;;16/09/2016 00:00;;;;
7356381;;8145190;;E;;RF192;;07/02/2017 00:00;;;;
7422943;;8200209;;E;;RF192;;20/02/2017 00:00;;;;
7431907;;8203457;;E;;RF192;;21/02/2017 00:00;;;;
7611493;;8380276;;E;;RF192;;24/03/2017 00:00;;;;
7619255;;8389719;;E;;RF192;;27/03/2017 00:00;;;;
8080530;;8751843;;E;;RF192;;29/06/2017 00:00;;;;
8116070;;8763712;;E;;RF192;;06/07/2017 00:00;;;;
8116076;;8763712;;E;;RF192;;06/07/2017 00:00;;;;
8205659;;8824200;;E;;RF192;;22/07/2017 00:00;;;;
8299115;;8884001;;E;;RF192;;08/08/2017 00:00;;;;
9641530;;3291064;;E;;RF192;;06/04/2018 00:00;;;;
12369548;;11084980;;E;;RF192;;20/05/2019 00:00;;;;
12469493;;11128501;;E;;RF192;;28/05/2019 00:00;;;;
12879166;;11329161;;E;;RF192;;08/07/2019 00:00;;;;
12880382;;11334258;;E;;RF192;;08/07/2019 00:00;;;;
12928086;;11362756;;E;;RF192;;11/07/2019 00:00;;;;
13067260;;11422580;;E;;RF192;;24/07/2019 00:00;;;;
13183423;;11489460;;E;;RF192;;05/08/2019 00:00;;;;
13186330;;11489464;;E;;RF192;;05/08/2019 00:00;;;;
13206787;;11501643;;E;;RF192;;06/08/2019 00:00;;;;
13206798;;11501643;;E;;RF192;;06/08/2019 00:00;;;;
13282707;;11544194;;E;;RF192;;14/08/2019 00:00;;;;
13280093;;11544193;;E;;RF192;;14/08/2019 00:00;;;;
13289987;;11547462;;E;;RF192;;16/08/2019 00:00;;;;
13613533;;11739080;;E;;RF192;;17/09/2019 00:00;;;;
14599425;;12227727;;E;;RF192;;04/12/2019 00:00;;;;
14612857;;12234753;;E;;RF192;;05/12/2019 00:00;;;;
14613899;;12237957;;E;;RF192;;05/12/2019 00:00;;;;
14625446;;12237617;;E;;RF192;;06/12/2019 00:00;;;;
14628444;;12241790;;E;;RF192;;06/12/2019 00:00;;;;
15196223;;12538767;;E;;RF192;;27/01/2020 00:00;;;;
15237837;;12558263;;E;;RF192;;30/01/2020 00:00;;;;
15387249;;12625137;;E;;RF192;;07/02/2020 00:00;;;;
15442312;;3286364;;E;;RF192;;12/02/2020 00:00;;;;
15463646;;12664515;;E;;RF192;;13/02/2020 00:00;;;;
15472678;;12669937;;E;;RF192;;13/02/2020 00:00;;;;
15492235;;12673473;;E;;RF192;;14/02/2020 00:00;;;;
15942476;;12908052;;E;;RF192;;23/03/2020 00:00;;;;
15991116;;12932690;;E;;RF192;;26/03/2020 00:00;;;;
16018985;;12949685;;E;;RF192;;30/03/2020 00:00;;;;
16035251;;12964028;;E;;RF192;;31/03/2020 00:00;;;;
16442977;;13181633;;E;;RF192;;07/05/2020 00:00;;;;
16529974;;13223944;;E;;RF192;;14/05/2020 00:00;;;;
16550456;;13240195;;E;;RF192;;15/05/2020 00:00;;;;
17586334;;13764354;;E;;RF192;;23/07/2020 00:00;;;;
17589837;;13764355;;E;;RF192;;24/07/2020 00:00;;;;
17646773;;13766915;;E;;RF192;;28/07/2020 00:00;;;;
17810613;;3284447;;E;;RF192;;10/08/2020 00:00;;;;
18251929;;3285373;;E;;RF192;;11/09/2020 00:00;;;;
18382609;;3287968;;E;;RF192;;18/09/2020 00:00;;;;
18667891;;11093941;;E;;RF192;;05/10/2020 00:00;;;;
18996891;;3289226;;E;;RF192;;23/10/2020 00:00;;;;
19153329;;3292305;;E;;RF192;;01/11/2020 00:00;;;;
19540219;;3290505;;E;;RF192;;25/11/2020 00:00;;;;
19613210;;3292002;;E;;RF192;;27/11/2020 00:00;;;;
19704073;;4282081;;E;;RF192;;03/12/2020 00:00;;;;
19974476;;13134897;;E;;RF192;;18/12/2020 00:00;;;;
20040060;;11489464;;E;;RF192;;22/12/2020 00:00;;;;
20036030;;11160211;;E;;RF192;;22/12/2020 00:00;;;;
20190487;;11489463;;E;;RF192;;03/01/2021 00:00;;;;
20200714;;11496818;;E;;RF192;;04/01/2021 00:00;;;;
20317838;;3290873;;E;;RF192;;11/01/2021 00:00;;;;
20393347;;14893948;;E;;RF192;;14/01/2021 00:00;;;;
20393362;;14893948;;E;;RF192;;14/01/2021 00:00;;;;
20420211;;4580306;;E;;RF192;;16/01/2021 00:00;;;;
20479113;;14913483;;E;;RF192;;20/01/2021 00:00;;;;
20511474;;14928184;;E;;RF192;;21/01/2021 00:00;;;;
20610290;;14966897;;E;;RF192;;27/01/2021 00:00;;;;
20677515;;14990257;;E;;RF192;;30/01/2021 00:00;;;;
21232395;;15160530;;E;;RF192;;26/02/2021 00:00;;;;
21350813;;15194099;;E;;RF192;;04/03/2021 00:00;;;;
21373613;;15194104;;E;;RF192;;05/03/2021 00:00;;;;
21411896;;15220017;;E;;RF192;;08/03/2021 00:00;;;;
21510772;;4835042;;E;;RF192;;11/03/2021 00:00;;;;
21527158;;3287728;;E;;RF192;;12/03/2021 00:00;;;;
21673036;;15293299;;E;;RF192;;18/03/2021 00:00;;;;
21753014;;15319556;;E;;RF192;;23/03/2021 00:00;;;;
21819256;;15345777;;E;;RF192;;25/03/2021 00:00;;;;
21871784;;15351569;;E;;RF192;;29/03/2021 00:00;;;;
22224370;;15007219;;E;;RF192;;15/04/2021 00:00;;;;
22373514;;3290511;;E;;RF192;;23/04/2021 00:00;;;;
22449973;;3291778;;E;;RF192;;28/04/2021 00:00;;;;
22995571;;15724033;;E;;RF192;;22/05/2021 00:00;;;;
23268210;;3284042;;E;;RF192;;04/06/2021 00:00;;;;
24060211;;3291402;;E;;RF192;;07/07/2021 00:00;;;;
24252214;;5410097;;E;;RF192;;16/07/2021 00:00;;;;
24337982;;3284131;;E;;RF192;;20/07/2021 00:00;;;;
24438477;;16184833;;E;;RF192;;26/07/2021 00:00;;;;
24641662;;16244981;;E;;RF192;;03/08/2021 00:00;;;;
24759119;;3285732;;E;;RF192;;09/08/2021 00:00;;;;
24978936;;6284754;;E;;RF192;;20/08/2021 00:00;;;;
25076858;;5362403;;E;;RF192;;25/08/2021 00:00;;;;
25590130;;16511538;;E;;RF192;;14/09/2021 00:00;;;;
27593658;;3285477;;E;;RF192;;18/11/2021 00:00;;;;
27782136;;17187380;;E;;RF192;;22/11/2021 00:00;;;;
27980539;;3291159;;E;;RF192;;25/11/2021 00:00;;;;
28133516;;17290097;;E;;RF192;;30/11/2021 00:00;;;;
28181491;;17168833;;E;;RF192;;30/11/2021 00:00;;;;
29788222;;17672497;;E;;RF192;;12/01/2022 00:00;;;;
30693822;;13970756;;E;;RF192;;03/02/2022 00:00;;;;
30928051;;3290937;;E;;RF192;;11/02/2022 00:00;;;;
32716598;;4634386;;E;;RF192;;05/04/2022 00:00;;;;
35175739;;18876031;;E;;RF192;;16/06/2022 00:00;;;;
35177980;;18876665;;E;;RF192;;16/06/2022 00:00;;;;
35179261;;18884018;;E;;RF192;;16/06/2022 00:00;;;;
35324911;;18910577;;E;;RF192;;20/06/2022 00:00;;;;
35333493;;3292879;;E;;RF192;;20/06/2022 00:00;;;;
37342135;;3291187;;E;;RF192;;12/08/2022 00:00;;;;
38647413;;11362759;;E;;RF192;;21/09/2022 00:00;;;;
38737329;;3290893;;E;;RF192;;23/09/2022 00:00;;;;
38787251;;11331383;;E;;RF192;;23/09/2022 00:00;;;;
38786931;;11904497;;E;;RF192;;23/09/2022 00:00;;;;
38780215;;11331381;;E;;RF192;;23/09/2022 00:00;;;;
38791099;;11331378;;E;;RF192;;23/09/2022 00:00;;;;
39163269;;3287150;;E;;RF192;;30/09/2022 00:00;;;;
39236854;;12692673;;E;;RF192;;04/10/2022 00:00;;;;
39412213;;13026419;;E;;RF192;;10/10/2022 00:00;;;;
39584704;;12908978;;E;;RF192;;14/10/2022 00:00;;;;
39765494;;12673473;;E;;RF192;;19/10/2022 00:00;;;;
40665018;;12543556;;E;;RF192;;16/11/2022 00:00;;;;
40737982;;12664515;;E;;RF192;;17/11/2022 00:00;;;;
43908554;;3291061;;E;;RF192;;01/02/2023 00:00;;;;
44192704;;20700977;;E;;RF192;;06/02/2023 00:00;;;;
44714609;;20820978;;E;;RF192;;22/02/2023 00:00;;;;
47662151;;21220337;;E;;RF192;;21/05/2023 00:00;;;;
48599099;;3290291;;E;;RF192;;12/06/2023 00:00;;;;
49134466;;3289777;;E;;RF192;;28/06/2023 00:00;;;;
1719417;;3286529;;E;;RF192;;07/10/2002 00:00;;;;
1760320;;3284673;;E;;RF192;;26/03/2002 00:00;;;;
1762483;;3286198;;E;;RF192;;20/02/2003 00:00;;;;
1762796;;3289220;;E;;RF192;;23/08/2002 00:00;;;;
1767051;;3290265;;E;;RF192;;24/07/2002 00:00;;;;
1768929;;3290236;;E;;RF192;;09/08/2002 00:00;;;;
1769119;;3291481;;E;;RF192;;09/08/2002 00:00;;;;
1769133;;3291606;;E;;RF192;;09/08/2002 00:00;;;;
1769138;;3291606;;E;;RF192;;09/08/2002 00:00;;;;
1769149;;3291606;;E;;RF192;;09/08/2002 00:00;;;;
1769245;;3291646;;E;;RF192;;09/08/2002 00:00;;;;
1769616;;3289683;;E;;RF192;;04/02/2003 00:00;;;;
1769687;;3289099;;E;;RF192;;04/10/2002 00:00;;;;
1769998;;3286079;;E;;RF192;;12/09/2002 00:00;;;;
1770042;;3286649;;E;;RF192;;11/09/2002 00:00;;;;
1770631;;3287809;;E;;RF192;;11/09/2002 00:00;;;;
1771953;;3290868;;E;;RF192;;25/09/2002 00:00;;;;
1772002;;3291170;;E;;RF192;;23/10/2002 00:00;;;;
1772656;;3286422;;E;;RF192;;07/10/2002 00:00;;;;
1772708;;3291071;;E;;RF192;;07/10/2002 00:00;;;;
1773252;;3285524;;E;;RF192;;07/10/2002 00:00;;;;
1773530;;3290144;;E;;RF192;;06/09/2012 00:00;;;;
1773627;;3285611;;E;;RF192;;09/11/2004 00:00;;;;
1773642;;3285611;;E;;RF192;;09/11/2004 00:00;;;;
1774421;;3291255;;E;;RF192;;05/09/2005 00:00;;;;
1774424;;3291255;;E;;RF192;;05/09/2005 00:00;;;;
1774437;;3291255;;E;;RF192;;05/09/2005 00:00;;;;
1774809;;3291205;;E;;RF192;;21/10/2002 00:00;;;;
1774929;;3290876;;E;;RF192;;26/11/2007 00:00;;;;
1775235;;3290485;;E;;RF192;;21/10/2002 00:00;;;;
1778501;;3291424;;E;;RF192;;15/11/2002 00:00;;;;
1778511;;3291424;;E;;RF192;;15/11/2002 00:00;;;;
1779681;;3285230;;E;;RF192;;06/02/2003 00:00;;;;
1779800;;3285217;;E;;RF192;;09/06/2004 00:00;;;;
1779838;;3288972;;E;;RF192;;25/07/2006 00:00;;;;
1779939;;3285280;;E;;RF192;;12/08/2003 00:00;;;;
1780733;;3290461;;E;;RF192;;19/02/2003 00:00;;;;
1781809;;3289522;;E;;RF192;;18/04/2003 00:00;;;;
1785344;;3291497;;E;;RF192;;26/06/2003 00:00;;;;
1785749;;3285753;;E;;RF192;;09/07/2003 00:00;;;;
1787995;;3288410;;E;;RF192;;19/09/2003 00:00;;;;
1788052;;3290294;;E;;RF192;;19/09/2003 00:00;;;;
1790008;;3289454;;E;;RF192;;28/09/2003 00:00;;;;
1790365;;3289327;;E;;RF192;;28/09/2003 00:00;;;;
1792079;;3284421;;E;;RF192;;10/10/2003 00:00;;;;
1792789;;3288235;;E;;RF192;;16/10/2003 00:00;;;;
1794427;;3288642;;E;;RF192;;16/10/2003 00:00;;;;
1797305;;3284882;;E;;RF192;;09/03/2004 00:00;;;;
1799109;;3290884;;E;;RF192;;28/04/2004 00:00;;;;
1799117;;3290884;;E;;RF192;;28/04/2004 00:00;;;;
1800088;;3290196;;E;;RF192;;28/04/2004 00:00;;;;
1800769;;3286264;;E;;RF192;;28/04/2004 00:00;;;;
1803876;;3284881;;E;;RF192;;15/05/2004 00:00;;;;
1803953;;3284470;;E;;RF192;;15/05/2004 00:00;;;;
1803984;;3284393;;E;;RF192;;15/05/2004 00:00;;;;
1804033;;3284252;;E;;RF192;;15/05/2004 00:00;;;;
1806157;;3291192;;E;;RF192;;26/05/2004 00:00;;;;
1806519;;3292421;;E;;RF192;;06/06/2008 00:00;;;;
1806524;;3292421;;E;;RF192;;06/06/2008 00:00;;;;
