rt_id;rt_code;rt_code_ext;rt_fo_code;rt_fo_ordr;rt_comment;rt_creadat;rt_majdate;rt_majsrc;rt_abddate;rt_abdsrc
36157;39262966;;FO000000099600;3;;05/07/2023 00:00;;;;
36158;39262966;;FO000000023100;4;;05/07/2023 00:00;;;;
36159;39262966;;FO000000000010;5;;05/07/2023 00:00;;;;
36160;39262966;;FO000000093472;6;;05/07/2023 00:00;;;;
36161;39262966;;FO000000093568;7;;05/07/2023 00:00;;;;
36162;39271939;;FO000000010704;4;;05/07/2023 00:00;;;;
36163;39271939;;FO000000140272;5;;05/07/2023 00:00;;;;
36164;39271939;;FO000000201292;6;;05/07/2023 00:00;;;;
36165;39271939;;FO000000201436;7;;05/07/2023 00:00;;;;
36166;39271939;;FO000000003798;8;;05/07/2023 00:00;;;;
36167;39271939;;FO000000022134;9;;05/07/2023 00:00;;;;
36168;39278599;;FO000000020994;1;;05/07/2023 00:00;;;;
36169;39278599;;FO000000075366;2;;05/07/2023 00:00;;;;
36170;39278599;;FO000000075654;3;;05/07/2023 00:00;;;;
36171;39278599;;FO000000075510;4;;05/07/2023 00:00;;;;
36172;39278599;;FO000000069918;5;;05/07/2023 00:00;;;;
36173;39278599;;FO000000020454;6;;05/07/2023 00:00;;;;
36174;39278599;;FO000000020310;7;;05/07/2023 00:00;;;;
36175;39278599;;FO000000030462;8;;05/07/2023 00:00;;;;
36176;39290282;;FO000000043064;1;;05/07/2023 00:00;;;;
36177;39299335;;FO000000046878;1;;05/07/2023 00:00;;;;
36178;39304312;;FO000000195638;1;;05/07/2023 00:00;;;;
36179;39305140;;FO000000143893;3;;05/07/2023 00:00;;;;
36180;39305140;;FO000000143821;4;;05/07/2023 00:00;;;;
36181;39305140;;FO000000043187;5;;05/07/2023 00:00;;;;
36182;39305140;;FO000000043259;6;;05/07/2023 00:00;;;;
36183;39305140;;FO000000006561;7;;05/07/2023 00:00;;;;
36184;39305140;;FO000000015743;8;;05/07/2023 00:00;;;;
36185;39305140;;FO000000043115;9;;05/07/2023 00:00;;;;
36186;39305140;;FO000000021791;10;;05/07/2023 00:00;;;;
36187;39305140;;FO000000014481;11;;05/07/2023 00:00;;;;
36188;39305140;;FO000000011205;12;;05/07/2023 00:00;;;;
36189;39305140;;FO000000098483;13;;05/07/2023 00:00;;;;
36190;39305140;;FO000000098411;14;;05/07/2023 00:00;;;;
36191;39305140;;FO000000016487;15;;05/07/2023 00:00;;;;
36192;39305140;;FO000000024059;16;;05/07/2023 00:00;;;;
36193;39305140;;FO000000024635;17;;05/07/2023 00:00;;;;
36194;39310605;;FO000000217791;4;;05/07/2023 00:00;;;;
36195;39310605;;FO000000257866;5;;05/07/2023 00:00;;;;
36196;39310605;;FO000000217935;6;;05/07/2023 00:00;;;;
36197;39315632;;FO000000224634;3;;05/07/2023 00:00;;;;
36198;39315632;;FO000000071149;4;;05/07/2023 00:00;;;;
36199;39315632;;FO000000016721;5;;05/07/2023 00:00;;;;
36200;39327389;;FO000000148047;11;;05/07/2023 00:00;;;;
36201;39327389;;FO000000086083;12;;05/07/2023 00:00;;;;
36202;39339427;;FO000000243005;1;;05/07/2023 00:00;;;;
36203;39343446;;FO000000069217;5;;05/07/2023 00:00;;;;
36204;39343446;;FO000000069145;6;;05/07/2023 00:00;;;;
36205;39343446;;FO000000069025;7;;05/07/2023 00:00;;;;
36206;39345204;;FO000000140183;3;;05/07/2023 00:00;;;;
36207;39346512;;FO000000083611;6;;05/07/2023 00:00;;;;
36208;39346512;;FO000000146315;7;;05/07/2023 00:00;;;;
36209;39346512;;FO000000161831;8;;05/07/2023 00:00;;;;
36210;39346512;;FO000000161687;9;;05/07/2023 00:00;;;;
36211;39346512;;FO000000027127;10;;05/07/2023 00:00;;;;
36212;39346512;;FO000000022555;11;;05/07/2023 00:00;;;;
36213;39346512;;FO000000089287;12;;05/07/2023 00:00;;;;
36214;39346512;;FO000000089215;13;;05/07/2023 00:00;;;;
36215;39346512;;FO000000104895;14;;05/07/2023 00:00;;;;
36216;39346512;;FO000000105039;15;;05/07/2023 00:00;;;;
36217;39346512;;FO000000121169;16;;05/07/2023 00:00;;;;
36218;39346512;;FO000000161927;17;;05/07/2023 00:00;;;;
36219;39346512;;FO000000220430;18;;05/07/2023 00:00;;;;
36220;39346512;;FO000000220574;19;;05/07/2023 00:00;;;;
36221;39350784;;FO000000171726;1;;05/07/2023 00:00;;;;
36222;39352517;;FO000000212300;1;;05/07/2023 00:00;;;;
36223;39352517;;FO000000212588;2;;05/07/2023 00:00;;;;
36224;39354812;;FO000000065840;1;;05/07/2023 00:00;;;;
36225;39354812;;FO000000065768;2;;05/07/2023 00:00;;;;
36226;39354812;;FO000000065684;3;;05/07/2023 00:00;;;;
36227;39359261;;FO000000210067;1;;05/07/2023 00:00;;;;
36228;39359261;;FO000000210355;2;;05/07/2023 00:00;;;;
36229;39359261;;FO000000209923;3;;05/07/2023 00:00;;;;
36230;39359261;;FO000000209779;4;;05/07/2023 00:00;;;;
36231;39359261;;FO000000209635;5;;05/07/2023 00:00;;;;
36232;39359362;;FO000000236232;1;;05/07/2023 00:00;;;;
36233;39359362;;FO000000236376;2;;05/07/2023 00:00;;;;
36234;39359362;;FO000000266642;3;;05/07/2023 00:00;;;;
36235;39359362;;FO000000266786;4;;05/07/2023 00:00;;;;
36236;39367869;;FO000000037333;3;;05/07/2023 00:00;;;;
36237;39367869;;FO000000216369;4;;05/07/2023 00:00;;;;
36238;39369329;;FO000000139631;3;;05/07/2023 00:00;;;;
36239;39369329;;FO000000139777;4;;05/07/2023 00:00;;;;
36240;39371377;;FO000000126955;3;;05/07/2023 00:00;;;;
36241;39371377;;FO000000132503;4;;05/07/2023 00:00;;;;
36242;39379389;;FO000000222531;1;;05/07/2023 00:00;;;;
36243;39381314;;FO000000065952;1;;05/07/2023 00:00;;;;
36244;39385341;;FO000000149961;1;;05/07/2023 00:00;;;;
36245;39390701;;FO000000156653;22;;05/07/2023 00:00;;;;
36246;39390701;;FO000000156797;23;;05/07/2023 00:00;;;;
36247;39390701;;FO000000156941;24;;05/07/2023 00:00;;;;
36248;39390701;;FO000000157229;25;;05/07/2023 00:00;;;;
36249;39390701;;FO000000227517;26;;05/07/2023 00:00;;;;
36250;39390701;;FO000000157085;27;;05/07/2023 00:00;;;;
36251;39405221;;FO000000035375;4;;05/07/2023 00:00;;;;
36252;39406173;;FO000000108726;39;;05/07/2023 00:00;;;;
36253;39406173;;FO000000108870;40;;05/07/2023 00:00;;;;
36254;39406173;;FO000000040300;41;;05/07/2023 00:00;;;;
36255;39406173;;FO000000128988;42;;05/07/2023 00:00;;;;
36256;39406173;;FO000000129132;43;;05/07/2023 00:00;;;;
36257;39406173;;FO000000011870;44;;05/07/2023 00:00;;;;
36258;39406173;;FO000000035632;45;;05/07/2023 00:00;;;;
36259;39410500;;FO000000008438;4;;05/07/2023 00:00;;;;
36260;39410500;;FO000000008486;5;;05/07/2023 00:00;;;;
36261;39410500;;FO000000009974;6;;05/07/2023 00:00;;;;
36262;39410500;;FO000000020464;7;;05/07/2023 00:00;;;;
36263;39410500;;FO000000020321;8;;05/07/2023 00:00;;;;
36264;39410500;;FO000000030473;9;;05/07/2023 00:00;;;;
36265;39410500;;FO000000014175;10;;05/07/2023 00:00;;;;
36266;39410500;;FO000000041825;11;;05/07/2023 00:00;;;;
36267;39410500;;FO000000226624;12;;05/07/2023 00:00;;;;
36268;39422409;;FO000000116706;1;;05/07/2023 00:00;;;;
36269;39422760;;FO000000163447;1;;05/07/2023 00:00;;;;
36270;39431982;;FO000000127508;1;;05/07/2023 00:00;;;;
36271;39432402;;FO000000058886;1;;05/07/2023 00:00;;;;
36272;39432662;;FO000000234074;1;;05/07/2023 00:00;;;;
36273;39432662;;FO000000233930;2;;05/07/2023 00:00;;;;
36274;39432662;;FO000000233786;3;;05/07/2023 00:00;;;;
36275;39432662;;FO000000234362;4;;05/07/2023 00:00;;;;
36276;39432662;;FO000000262120;5;;05/07/2023 00:00;;;;
36277;39434699;;FO000000227749;1;;05/07/2023 00:00;;;;
36278;39434699;;FO000000000539;2;;05/07/2023 00:00;;;;
36279;39434699;;FO000000005855;3;;05/07/2023 00:00;;;;
36280;39449488;;FO000000041025;1;;05/07/2023 00:00;;;;
36281;39451743;;FO000000054585;1;;05/07/2023 00:00;;;;
36282;39451743;;FO000000045021;2;;05/07/2023 00:00;;;;
36283;39452446;;FO000000124742;1;;05/07/2023 00:00;;;;
36284;39452446;;FO000000110558;2;;05/07/2023 00:00;;;;
36285;39453641;;FO000000267576;1;;05/07/2023 00:00;;;;
36286;39453641;;FO000000233134;2;;05/07/2023 00:00;;;;
36287;39453641;;FO000000267288;3;;05/07/2023 00:00;;;;
36288;39453641;;FO000000233278;4;;05/07/2023 00:00;;;;
36289;39453641;;FO000000233422;5;;05/07/2023 00:00;;;;
36290;39458378;;FO000000202024;1;;05/07/2023 00:00;;;;
36291;39476670;;FO000000160602;1;;05/07/2023 00:00;;;;
36292;39480983;;FO000000243978;1;;05/07/2023 00:00;;;;
36293;39480983;;FO000000244122;2;;05/07/2023 00:00;;;;
36294;39480983;;FO000000244266;3;;05/07/2023 00:00;;;;
36295;39480983;;FO000000244410;4;;05/07/2023 00:00;;;;
36296;39480983;;FO000000258570;5;;05/07/2023 00:00;;;;
36297;39480983;;FO000000258426;6;;05/07/2023 00:00;;;;
36298;39481025;;FO000000004562;1;;05/07/2023 00:00;;;;
36299;39481025;;FO000000004418;2;;05/07/2023 00:00;;;;
36300;39481025;;FO000000004274;3;;05/07/2023 00:00;;;;
36301;39481149;;FO000000181528;1;;05/07/2023 00:00;;;;
36302;39488696;;FO000000171282;1;;05/07/2023 00:00;;;;
36303;39489976;;FO000000146778;1;;05/07/2023 00:00;;;;
36304;39489976;;FO000000146790;2;;05/07/2023 00:00;;;;
36305;39491394;;FO000000144676;1;;05/07/2023 00:00;;;;
36306;39491394;;FO000000144820;2;;05/07/2023 00:00;;;;
36307;39491394;;FO000000144922;3;;05/07/2023 00:00;;;;
36308;39492608;;FO000000052343;1;;05/07/2023 00:00;;;;
36309;39492608;;FO000000052391;2;;05/07/2023 00:00;;;;
36310;39495739;;FO000000052786;1;;05/07/2023 00:00;;;;
36311;39500679;;FO000000192557;1;;05/07/2023 00:00;;;;
36312;39503002;;FO000000202701;1;;05/07/2023 00:00;;;;
36313;39503333;;FO000000151603;6;;05/07/2023 00:00;;;;
36314;39503333;;FO000000138139;7;;05/07/2023 00:00;;;;
36315;39503333;;FO000000039623;8;;05/07/2023 00:00;;;;
36316;39503333;;FO000000034499;9;;05/07/2023 00:00;;;;
36317;39505544;;FO000000136003;1;;05/07/2023 00:00;;;;
36318;39510112;;FO000000115043;1;;05/07/2023 00:00;;;;
36319;39510112;;FO000000114899;2;;05/07/2023 00:00;;;;
36320;39510112;;FO000000114683;3;;05/07/2023 00:00;;;;
36321;39524154;;FO000000072667;4;;05/07/2023 00:00;;;;
36322;39524154;;FO000000136935;5;;05/07/2023 00:00;;;;
36323;39524154;;FO000000137079;6;;05/07/2023 00:00;;;;
36324;39524154;;FO000000015475;7;;05/07/2023 00:00;;;;
36325;39524154;;FO000000102751;8;;05/07/2023 00:00;;;;
36326;39524154;;FO000000137271;9;;05/07/2023 00:00;;;;
36327;39524154;;FO000000137415;10;;05/07/2023 00:00;;;;
36328;39524154;;FO000000047683;11;;05/07/2023 00:00;;;;
36329;39525787;;FO000000154370;3;;05/07/2023 00:00;;;;
36330;39525787;;FO000000176070;4;;05/07/2023 00:00;;;;
36331;39525787;;FO000000176358;5;;05/07/2023 00:00;;;;
36332;39525787;;FO000000141514;6;;05/07/2023 00:00;;;;
36333;39525787;;FO000000010064;7;;05/07/2023 00:00;;;;
36334;39526537;;FO000000094429;3;;05/07/2023 00:00;;;;
36335;39530192;;FO000000155384;4;;05/07/2023 00:00;;;;
36336;39530192;;FO000000038724;5;;05/07/2023 00:00;;;;
36337;39530192;;FO000000000958;6;;05/07/2023 00:00;;;;
36338;39530192;;FO000000000838;7;;05/07/2023 00:00;;;;
36339;39530192;;FO000000199408;8;;05/07/2023 00:00;;;;
36340;39530192;;FO000000022412;9;;05/07/2023 00:00;;;;
36341;39530192;;FO000000013194;10;;05/07/2023 00:00;;;;
36342;39530192;;FO000000013338;11;;05/07/2023 00:00;;;;
36343;39530192;;FO000000151156;12;;05/07/2023 00:00;;;;
36344;39530192;;FO000000151300;13;;05/07/2023 00:00;;;;
36345;39530192;;FO000000093116;14;;05/07/2023 00:00;;;;
36346;39530192;;FO000000047648;15;;05/07/2023 00:00;;;;
36347;39530192;;FO000000137380;16;;05/07/2023 00:00;;;;
36348;39530192;;FO000000137236;17;;05/07/2023 00:00;;;;
36349;39530192;;FO000000102716;18;;05/07/2023 00:00;;;;
36350;39530192;;FO000000015440;19;;05/07/2023 00:00;;;;
36351;39530192;;FO000000137044;20;;05/07/2023 00:00;;;;
36352;39530192;;FO000000136900;21;;05/07/2023 00:00;;;;
36353;39530192;;FO000000072632;22;;05/07/2023 00:00;;;;
36354;39530192;;FO000000020888;23;;05/07/2023 00:00;;;;
36355;39530192;;FO000000072122;24;;05/07/2023 00:00;;;;
36356;39530192;;FO000000072314;25;;05/07/2023 00:00;;;;
36357;39530192;;FO000000072458;26;;05/07/2023 00:00;;;;
36358;39530192;;FO000000047450;27;;05/07/2023 00:00;;;;
36359;39530192;;FO000000116944;28;;05/07/2023 00:00;;;;
36360;39530192;;FO000000116872;29;;05/07/2023 00:00;;;;
36361;39530192;;FO000000043718;30;;05/07/2023 00:00;;;;
36362;39530192;;FO000000043790;31;;05/07/2023 00:00;;;;
36363;39530192;;FO000000133702;32;;05/07/2023 00:00;;;;
36364;39530192;;FO000000014796;33;;05/07/2023 00:00;;;;
36365;39530192;;FO000000008016;34;;05/07/2023 00:00;;;;
36366;39530192;;FO000000100130;35;;05/07/2023 00:00;;;;
36367;39530192;;FO000000100058;36;;05/07/2023 00:00;;;;
36368;39530192;;FO000000119452;37;;05/07/2023 00:00;;;;
36369;39530192;;FO000000118924;38;;05/07/2023 00:00;;;;
36370;39530192;;FO000000005520;39;;05/07/2023 00:00;;;;
36371;39530192;;FO000000001524;40;;05/07/2023 00:00;;;;
36372;39530192;;FO000000001380;41;;05/07/2023 00:00;;;;
36373;39530192;;FO000000022238;42;;05/07/2023 00:00;;;;
36374;39530192;;FO000000019586;43;;05/07/2023 00:00;;;;
36375;39530192;;FO000000117112;44;;05/07/2023 00:00;;;;
36376;39530192;;FO000000007872;45;;05/07/2023 00:00;;;;
36377;39530192;;FO000000102386;46;;05/07/2023 00:00;;;;
36378;39530192;;FO000000102242;47;;05/07/2023 00:00;;;;
36379;39530192;;FO000000037034;48;;05/07/2023 00:00;;;;
36380;39530192;;FO000000006252;49;;05/07/2023 00:00;;;;
36381;39530192;;FO000000099218;50;;05/07/2023 00:00;;;;
36382;39530192;;FO000000006660;51;;05/07/2023 00:00;;;;
36383;39530192;;FO000000029870;52;;05/07/2023 00:00;;;;
36384;39533233;;FO000000254928;1;;05/07/2023 00:00;;;;
36385;39534038;;FO000000273624;1;;05/07/2023 00:00;;;;
36386;39534038;;FO000000273552;2;;05/07/2023 00:00;;;;
36387;39534038;;FO000000273252;3;;05/07/2023 00:00;;;;
36388;39534139;;FO000000248096;1;;05/07/2023 00:00;;;;
36389;39534139;;FO000000248240;2;;05/07/2023 00:00;;;;
36390;39534139;;FO000000248384;3;;05/07/2023 00:00;;;;
36391;39534139;;FO000000248528;4;;05/07/2023 00:00;;;;
36392;39538471;;FO000000201302;5;;05/07/2023 00:00;;;;
36393;39538471;;FO000000030000;6;;05/07/2023 00:00;;;;
36394;39538471;;FO000000015566;7;;05/07/2023 00:00;;;;
36395;39538471;;FO000000032838;8;;05/07/2023 00:00;;;;
36396;39538471;;FO000000077190;9;;05/07/2023 00:00;;;;
36397;39539365;;FO000000053224;1;;05/07/2023 00:00;;;;
36398;39539365;;FO000000053512;2;;05/07/2023 00:00;;;;
36399;39539365;;FO000000068104;3;;05/07/2023 00:00;;;;
36400;39547287;;FO000000233683;1;;05/07/2023 00:00;;;;
36401;39548403;;FO000000197024;1;;05/07/2023 00:00;;;;
36402;39548403;;FO000000197168;2;;05/07/2023 00:00;;;;
36403;39550599;;FO000000193807;1;;05/07/2023 00:00;;;;
36404;39550702;;FO000000137552;1;;05/07/2023 00:00;;;;
36405;39550702;;FO000000018876;2;;05/07/2023 00:00;;;;
36406;39550787;;FO000000195634;1;;05/07/2023 00:00;;;;
36407;39550968;;FO000000173715;2;;05/07/2023 00:00;;;;
36408;39551940;;FO000000202472;1;;05/07/2023 00:00;;;;
36409;39551940;;FO000000202640;2;;05/07/2023 00:00;;;;
36410;39553198;;FO000000170082;1;;05/07/2023 00:00;;;;
36411;39562522;;FO000000180754;1;;05/07/2023 00:00;;;;
36412;39566303;;FO000000242620;1;;05/07/2023 00:00;;;;
36413;39566303;;FO000000242656;2;;05/07/2023 00:00;;;;
36414;39580473;;FO000000171576;3;;05/07/2023 00:00;;;;
36415;39580473;;FO000000171504;4;;05/07/2023 00:00;;;;
36416;39580473;;FO000000030700;5;;05/07/2023 00:00;;;;
36417;39580473;;FO000000087904;6;;05/07/2023 00:00;;;;
36418;39580473;;FO000000087832;7;;05/07/2023 00:00;;;;
36419;39580473;;FO000000042676;8;;05/07/2023 00:00;;;;
36420;39580473;;FO000000030680;9;;05/07/2023 00:00;;;;
36421;39580473;;FO000000030686;10;;05/07/2023 00:00;;;;
36422;39580473;;FO000000042712;11;;05/07/2023 00:00;;;;
36423;39580473;;FO000000029032;12;;05/07/2023 00:00;;;;
36424;39580473;;FO000000003518;13;;05/07/2023 00:00;;;;
36425;39580473;;FO000000029572;14;;05/07/2023 00:00;;;;
36426;39580473;;FO000000258787;15;;05/07/2023 00:00;;;;
36427;39580473;;FO000000011930;16;;05/07/2023 00:00;;;;
36428;39580473;;FO000000028984;17;;05/07/2023 00:00;;;;
36429;39580473;;FO000000005390;18;;05/07/2023 00:00;;;;
36430;39580473;;FO000000019514;19;;05/07/2023 00:00;;;;
36431;39580473;;FO000000057110;20;;05/07/2023 00:00;;;;
36432;39580473;;FO000000057158;21;;05/07/2023 00:00;;;;
36433;39580473;;FO000000057062;22;;05/07/2023 00:00;;;;
36434;39580473;;FO000000029910;23;;05/07/2023 00:00;;;;
36435;39580473;;FO000000202718;24;;05/07/2023 00:00;;;;
36436;39580473;;FO000000202646;25;;05/07/2023 00:00;;;;
36437;39580473;;FO000000009798;26;;05/07/2023 00:00;;;;
36438;39580473;;FO000000005440;27;;05/07/2023 00:00;;;;
36439;39582962;;FO000000252096;1;;05/07/2023 00:00;;;;
36440;39587767;;FO000000223355;1;;05/07/2023 00:00;;;;
36441;39587791;;FO000000057434;1;;05/07/2023 00:00;;;;
36442;39587791;;FO000000057506;2;;05/07/2023 00:00;;;;
36443;39590124;;FO000000053207;1;;05/07/2023 00:00;;;;
36444;39590124;;FO000000053495;2;;05/07/2023 00:00;;;;
36445;39590124;;FO000000068087;3;;05/07/2023 00:00;;;;
36446;39592031;;FO000000223497;1;;05/07/2023 00:00;;;;
36447;39593382;;FO000000127684;1;;05/07/2023 00:00;;;;
36448;39593798;;FO000000187454;1;;05/07/2023 00:00;;;;
36449;39593798;;FO000000187598;2;;05/07/2023 00:00;;;;
36450;39597272;;FO000000048350;1;;05/07/2023 00:00;;;;
36451;39598468;;FO000000134064;3;;05/07/2023 00:00;;;;
36452;39598468;;FO000000193376;4;;05/07/2023 00:00;;;;
36453;39598468;;FO000000193328;5;;05/07/2023 00:00;;;;
36454;39600198;;FO000000217852;3;;05/07/2023 00:00;;;;
36455;39601339;;FO000000088257;4;;05/07/2023 00:00;;;;
36456;39601339;;FO000000105683;5;;05/07/2023 00:00;;;;
36457;39601339;;FO000000105611;6;;05/07/2023 00:00;;;;
36458;39601339;;FO000000097917;7;;05/07/2023 00:00;;;;
36459;39601339;;FO000000097701;8;;05/07/2023 00:00;;;;
36460;39601339;;FO000000002407;9;;05/07/2023 00:00;;;;
36461;39601339;;FO000000059597;10;;05/07/2023 00:00;;;;
36462;39601339;;FO000000059453;11;;05/07/2023 00:00;;;;
36463;39601339;;FO000000024797;12;;05/07/2023 00:00;;;;
36464;39603264;;FO000000187912;1;;05/07/2023 00:00;;;;
36465;39606973;;FO000000186853;1;;05/07/2023 00:00;;;;
36466;39611010;;FO000000204983;1;;05/07/2023 00:00;;;;
36467;39611010;;FO000000204839;2;;05/07/2023 00:00;;;;
36468;39611010;;FO000000204695;3;;05/07/2023 00:00;;;;
36469;39611010;;FO000000204551;4;;05/07/2023 00:00;;;;
36470;39611010;;FO000000204407;5;;05/07/2023 00:00;;;;
36471;39611010;;FO000000215867;6;;05/07/2023 00:00;;;;
36472;39611010;;FO000000215723;7;;05/07/2023 00:00;;;;
36473;39611944;;FO000000156831;1;;05/07/2023 00:00;;;;
36474;39611944;;FO000000156975;2;;05/07/2023 00:00;;;;
36475;39611944;;FO000000157263;3;;05/07/2023 00:00;;;;
36476;39611944;;FO000000227551;4;;05/07/2023 00:00;;;;
36477;39611944;;FO000000157119;5;;05/07/2023 00:00;;;;
36478;39618137;;FO000000188304;1;;05/07/2023 00:00;;;;
36479;39623338;;FO000000241153;1;;05/07/2023 00:00;;;;
36480;39623338;;FO000000241297;2;;05/07/2023 00:00;;;;
36481;39623338;;FO000000241441;3;;05/07/2023 00:00;;;;
36482;39623338;;FO000000266075;4;;05/07/2023 00:00;;;;
36483;39623338;;FO000000266219;5;;05/07/2023 00:00;;;;
36484;39623338;;FO000000241585;6;;05/07/2023 00:00;;;;
36485;39627401;;FO000000220730;1;;05/07/2023 00:00;;;;
36486;39632284;;FO000000124357;1;;05/07/2023 00:00;;;;
36487;39632284;;FO000000111757;2;;05/07/2023 00:00;;;;
36488;39632284;;FO000000111469;3;;05/07/2023 00:00;;;;
36489;39635139;;FO000000271446;1;;05/07/2023 00:00;;;;
36490;39635417;;FO000000274641;1;;05/07/2023 00:00;;;;
36491;39645081;;FO000000173873;1;;05/07/2023 00:00;;;;
36492;39649505;;FO000000036172;3;;05/07/2023 00:00;;;;
36493;39649505;;FO000000036268;4;;05/07/2023 00:00;;;;
36494;39650923;;FO000000034765;1;;05/07/2023 00:00;;;;
36495;39650923;;FO000000157497;2;;05/07/2023 00:00;;;;
36496;39653638;;FO000000148729;1;;05/07/2023 00:00;;;;
36497;39657198;;FO000000231414;1;;05/07/2023 00:00;;;;
36498;39657198;;FO000000231342;2;;05/07/2023 00:00;;;;
36499;39657198;;FO000000231270;3;;05/07/2023 00:00;;;;
36500;39660274;;FO000000228717;1;;05/07/2023 00:00;;;;
36501;39660274;;FO000000228069;2;;05/07/2023 00:00;;;;
36502;39660274;;FO000000227925;3;;05/07/2023 00:00;;;;
36503;39661602;;FO000000233408;1;;05/07/2023 00:00;;;;
36504;39661602;;FO000000267418;2;;05/07/2023 00:00;;;;
36505;39661602;;FO000000233264;3;;05/07/2023 00:00;;;;
36506;39661602;;FO000000267706;4;;05/07/2023 00:00;;;;
36507;39661602;;FO000000267562;5;;05/07/2023 00:00;;;;
36508;39678730;;FO000000065145;1;;05/07/2023 00:00;;;;
36509;39678730;;FO000000065217;2;;05/07/2023 00:00;;;;
36510;39678730;;FO000000039993;3;;05/07/2023 00:00;;;;
36511;39678730;;FO000000040089;4;;05/07/2023 00:00;;;;
36512;39679375;;FO000000141808;1;;05/07/2023 00:00;;;;
36513;39679375;;FO000000141772;2;;05/07/2023 00:00;;;;
36514;39680450;;FO000000175917;1;;05/07/2023 00:00;;;;
36515;39682551;;FO000000114828;1;;05/07/2023 00:00;;;;
36516;39682551;;FO000000114972;2;;05/07/2023 00:00;;;;
36517;39682551;;FO000000066190;3;;05/07/2023 00:00;;;;
36518;39682693;;FO000000273640;1;;05/07/2023 00:00;;;;
36519;39682693;;FO000000273568;2;;05/07/2023 00:00;;;;
36520;39682693;;FO000000273268;3;;05/07/2023 00:00;;;;
36521;39689210;;FO000000231065;1;;05/07/2023 00:00;;;;
36522;39689210;;FO000000230921;2;;05/07/2023 00:00;;;;
36523;39689210;;FO000000230777;3;;05/07/2023 00:00;;;;
36524;39689210;;FO000000230633;4;;05/07/2023 00:00;;;;
36525;39689210;;FO000000230489;5;;05/07/2023 00:00;;;;
36526;39700258;;FO000000099958;3;;05/07/2023 00:00;;;;
36527;39700573;;FO000000065995;4;;05/07/2023 00:00;;;;
36528;39700573;;FO000000100527;5;;05/07/2023 00:00;;;;
36529;39700573;;FO000000098227;6;;05/07/2023 00:00;;;;
36530;39700573;;FO000000098083;7;;05/07/2023 00:00;;;;
36531;39700573;;FO000000028783;8;;05/07/2023 00:00;;;;
36532;39700573;;FO000000051173;9;;05/07/2023 00:00;;;;
36533;39700573;;FO000000080305;10;;05/07/2023 00:00;;;;
36534;39700573;;FO000000080353;11;;05/07/2023 00:00;;;;
36535;39700573;;FO000000023269;12;;05/07/2023 00:00;;;;
36536;39700573;;FO000000023129;13;;05/07/2023 00:00;;;;
36537;39700573;;FO000000038589;14;;05/07/2023 00:00;;;;
36538;39700573;;FO000000038541;15;;05/07/2023 00:00;;;;
36539;39700573;;FO000000048579;16;;05/07/2023 00:00;;;;
36540;39700573;;FO000000015231;17;;05/07/2023 00:00;;;;
36541;39700573;;FO000000021519;18;;05/07/2023 00:00;;;;
36542;39700573;;FO000000014569;19;;05/07/2023 00:00;;;;
36543;39700573;;FO000000034939;20;;05/07/2023 00:00;;;;
36544;39700573;;FO000000077359;21;;05/07/2023 00:00;;;;
36545;39700573;;FO000000077431;22;;05/07/2023 00:00;;;;
36546;39700573;;FO000000040375;23;;05/07/2023 00:00;;;;
36547;39704958;;FO000000223732;3;;05/07/2023 00:00;;;;
36548;39705570;;FO000000151674;1;;05/07/2023 00:00;;;;
36549;39707943;;FO000000271473;1;;05/07/2023 00:00;;;;
36550;39719877;;FO000000091240;2;;05/07/2023 00:00;;;;
36551;39719877;;FO000000056128;3;;05/07/2023 00:00;;;;
36552;39719877;;FO000000083912;4;;05/07/2023 00:00;;;;
36553;39728298;;FO000000058161;1;;05/07/2023 00:00;;;;
36554;39728298;;FO000000000097;2;;05/07/2023 00:00;;;;
36555;39728579;;FO000000043346;1;;05/07/2023 00:00;;;;
36556;39728732;;FO000000176261;1;;05/07/2023 00:00;;;;
36557;39731627;;FO000000062634;3;;05/07/2023 00:00;;;;
36558;39731627;;FO000000062562;4;;05/07/2023 00:00;;;;
36559;39731627;;FO000000088206;5;;05/07/2023 00:00;;;;
36560;39731627;;FO000000105680;6;;05/07/2023 00:00;;;;
36561;39731627;;FO000000105608;7;;05/07/2023 00:00;;;;
36562;39731627;;FO000000097914;8;;05/07/2023 00:00;;;;
36563;39731627;;FO000000097698;9;;05/07/2023 00:00;;;;
36564;39731627;;FO000000202902;10;;05/07/2023 00:00;;;;
36565;39731627;;FO000000203046;11;;05/07/2023 00:00;;;;
36566;39731627;;FO000000019354;12;;05/07/2023 00:00;;;;
36567;39731627;;FO000000092348;13;;05/07/2023 00:00;;;;
36568;39731627;;FO000000084044;14;;05/07/2023 00:00;;;;
36569;39731627;;FO000000084188;15;;05/07/2023 00:00;;;;
36570;39731627;;FO000000218167;16;;05/07/2023 00:00;;;;
36571;39731627;;FO000000218431;17;;05/07/2023 00:00;;;;
36572;39731627;;FO000000218023;18;;05/07/2023 00:00;;;;
36573;39731627;;FO000000043436;19;;05/07/2023 00:00;;;;
36574;39741349;;FO000000193962;1;;05/07/2023 00:00;;;;
36575;39742473;;FO000000172568;1;;05/07/2023 00:00;;;;
36576;39742473;;FO000000172424;2;;05/07/2023 00:00;;;;
36577;39742473;;FO000000219221;3;;05/07/2023 00:00;;;;
