bp_code;bp_etiquet;bp_codeext;bp_pt_code;bp_sf_code;bp_prop;bp_gest;bp_user;bp_proptyp;bp_statut;bp_etat;bp_occp;bp_datemes;bp_avct;bp_typephy;bp_typelog;bp_rf_code;bp_entrees;bp_ref_kit;bp_ca_nb;bp_nb_pas;bp_linecod;bp_oc_code;bp_racco;bp_comment;bp_creadat;bp_majdate;bp_majsrc;bp_abddate;bp_abdsrc
4787986;FT 1014 - IRS - ANGLE STALINGRAD / PIERRE BIGLE (THIAIS) - BPE 1;TERRITOIRE;476802;;OR21;OR1;OR21;CST;MCO;OK;1.1;16/07/2013;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.40199936E48.76951957N;16/07/2013;;;;
4787987;IRS - RUE DES AUBEPINES (THIAIS) - BPE 1;TERRITOIRE;476803;;OR21;OR1;OR21;CST;MCO;OK;1.1;16/07/2013;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.39825960E48.76762676N;16/07/2013;;;;
4787988;FT 770 - IRS - AV DU PRESIDENT F.ROOSELEVELT (THIAIS) - BPE 1;TERRITOIRE;476804;;OR21;OR1;OR21;CST;MCO;OK;1.1;16/07/2013;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.39461505E48.76533490N;16/07/2013;;;;
4787989;IRS - RUE MAUREPAS (THIAIS) - BPE 1;TERRITOIRE;476805;;OR21;OR1;OR21;CST;MCO;OK;1.1;16/07/2013;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.38825745E48.76559716N;16/07/2013;;;;
4787990;FT 347 - IRS - SENTIER DU MARTRAY (THIAIS) - BPE 1;TERRITOIRE;476806;;OR21;OR1;OR21;CST;MCO;OK;1.1;16/07/2013;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.38507732E48.76514324N;16/07/2013;;;;
4791825;IRS - RUE ETIENNE DORVES(RUEIL MALMAISON) - BPE1;HORS TERRITOIRE;;;OR21;OR1;OR21;CST;MCO;OK;1.1;16/07/2013;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.18113483E48.88027075N;16/07/2013;;;;
4791826;IRS - 13 BOULEVARD DU MARECHAL FOCH (RUEIL MALMAISON) - BPE1;HORS TERRITOIRE;;;OR21;OR1;OR21;CST;MCO;OK;1.1;16/07/2013;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.17965644E48.87771679N;16/07/2013;;;;
4804945;IRS - AVENUE MARCEL CACHIN (LA COURNEUVE) - BPE 1;TERRITOIRE;1536001;;OR21;OR1;OR21;CST;MCO;OK;1.1;17/07/2013;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 2.39697786348.926021629;17/07/2013;;;;
4831569;FT - IRS - ANGLE BD GALLIENI / BD FRERES VOISIN (ISSY LES MOULINEAUX) - BPE 1;TERRITOIRE;;;OR21;OR1;OR21;CST;MCO;OK;1.1;22/07/2013;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.26766770E48.82785580N;22/07/2013;;;;
4831570;FT - IRS - ANGLE BD FRERES VOISIN / RUE VICTOR HUGO (ISSY LES MOULINEAUX) - BPE 1;HORS TERRITOIRE;;;OR21;OR1;OR21;CST;MCO;OK;1.1;22/07/2013;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.27350873E48.82781053N;22/07/2013;;;;
4831571;FT - IRS - 6 BD VOLTAIRE (ISSY LES MOULINEAUX) - BPE 1;HORS TERRITOIRE;;;OR21;OR1;OR21;CST;MCO;OK;1.1;22/07/2013;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.27955763E48.82660500N;22/07/2013;;;;
4831572;FT - IRS - ANGLE BD LYCEE / RUE PRUVOT (ISSY LES MOULINEAUX) - BPE 1;TERRITOIRE;3124156;;OR21;OR1;OR21;CST;MCO;OK;1.1;22/07/2013;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.28449038E48.82260759N;22/07/2013;;;;
4832545;FT - IRS - 34 BD ANTOINE FRATACCI (VANVES) - BPE 1;TERRITOIRE;484802;;OR21;OR1;OR21;CST;MCO;OK;1.1;22/07/2013;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.28819568E48.82113355N;22/07/2013;;;;
4832546;FT - IRS - 15 RUE ERNEST LAVAL (VANVES) - BPE 1;TERRITOIRE;;;OR21;OR1;OR21;CST;MCO;OK;1.1;22/07/2013;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.29237565E48.81980938N;22/07/2013;;;;
4833761;IRS - 6 RUE HOCHE (BAGNOLET);TERRITOIRE;7620494;;OR21;OR1;OR21;CST;MCO;OK;1.1;22/07/2013;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 2.41697815848.86915858;22/07/2013;;;;
4835041;IRS - RUE MAURICE BERTEAUX (SUCY EN BRIE);HORS TERRITOIRE;;;OR21;OR1;OR21;CST;MCO;OK;1.1;23/07/2013;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.52779643E48.76732521N;23/07/2013;;;;
4835042;IRS - RUE LUDOVIC HALEVY (SUCY EN BRIE);HORS TERRITOIRE;;;OR21;OR1;OR21;CST;MCO;OK;1.1;23/07/2013;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.52451303E48.77015977N;23/07/2013;;;;
4835043;IRS - FT 804 - RUE DU GRAND VAL (SUCY EN BRIE);HORS TERRITOIRE;;;OR21;OR1;OR21;CST;MCO;OK;1.1;23/07/2013;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.51863767E48.77460866N;23/07/2013;;;;
4844033;FT 2765 - RUE DE PONTOISE (CERGY) - BPE1;HORS TERRITOIRE;;;OR21;OR1;OR21;CST;MCO;OK;1.1;25/07/2013;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.06740919E49.04264215N;25/07/2013;;;;
4844034;ALLEE DES COTEAUX (CERGY)- BPE1;HORS TERRITOIRE;1456009;;OR21;OR1;OR21;CST;MCO;OK;1.1;25/07/2013;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.06407504E49.04135690N;25/07/2013;;;;
4844337;IRS - AVENUE DES MYOSOTIS (BONNEUIL SUR MARNE);TERRITOIRE;;;OR21;OR1;OR21;CST;MCO;OK;1.1;25/07/2013;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 2.495394348.768566542;25/07/2013;;;;
4847201;IRS - RUE LEO LAGRANGE - BPE1;HORS TERRITOIRE;1389147;;OR21;OR1;OR21;CST;MCO;OK;1.1;25/07/2013;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.10287840E49.02886559N;25/07/2013;;;;
4852337;IRS - AV DE LA REPUBLIQUE CHEVILLY - BPE 1;TERRITOIRE;7811884;;OR21;OR1;OR21;CST;MCO;OK;1.1;29/07/2013;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.36509063E48.76111112N;29/07/2013;;;;
4860305;FT - IRS - 3 RUE JOSEPH MONIER (RUEIL MAILMAISON) - BPE1;HORS TERRITOIRE;;;OR21;OR1;OR21;CST;MCO;OK;1.1;30/07/2013;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.16904784E48.89011756N;30/07/2013;;;;
4860961;FT - IRS - ANGLE RUE DU PARC DE L ILE / RUE DES SABLIERES (REUIL MAILMAISON) - BPE1;TERRITOIRE;;;OR21;OR1;OR21;CST;MCO;OK;1.1;31/07/2013;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 2.17710555248.891955957;31/07/2013;;;;
4862865;FT - IRS - 13 AVENUE HENRI MARTIN (NANTERRE) - BPE1;TERRITOIRE;;;OR21;OR1;OR21;CST;MCO;OK;1.1;31/07/2013;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.19513533E48.89568876N;31/07/2013;;;;
4862866;FT - IRS - 76 RUE RAYMON BARBET (NANTERRE) - BPE1;TERRITOIRE;;;OR21;OR1;OR21;CST;MCO;OK;1.1;31/07/2013;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.20207777E48.89393890N;31/07/2013;;;;
4862867;FT - IRS - DB FRANCOIS RASPAIL (NANTERRE) - BPE1;TERRITOIRE;;;OR21;OR1;OR21;CST;MCO;OK;1.1;31/07/2013;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.20660594E48.89719912N;31/07/2013;;;;
4865425;FT - IRS - 84 JULES QUENTIN (NANTERRE) - BPE 1;TERRITOIRE;;;OR21;OR1;OR21;CST;MCO;OK;1.1;01/08/2013;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.18827829E48.89652581N;01/08/2013;;;;
4872801;FT - IRS - N-1 POP VINCI ENERGIES (ERAGNY SUR OISE) - BPE 1;HORS TERRITOIRE;2032404;;OR21;OR1;OR21;CST;MCO;OK;1.1;05/08/2013;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.10678160E49.02656708N;05/08/2013;;;;
4883362;IRS - 14BIS RUE DES RESERVOIRS (JOINVILLE LE PONT) - BPE 1;TERRITOIRE;1368645;;OR21;OR1;OR21;CST;MCO;OK;1.1;08/08/2013;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.46413666E48.81677396N;08/08/2013;;;;
4894259;IRS - FT - AV P.WILSON_AV GAL GALLIENI (JOINVILLE LE PONT) - BPE1;TERRITOIRE;;;OR21;OR1;OR21;CST;MCO;OK;1.1;13/08/2013;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.47459727E48.81995948N;13/08/2013;;;;
4894260;IRS - 53 AVENUE FOCH (JOINVILLE LE PONT) - BPE1;TERRITOIRE;;;OR21;OR1;OR21;CST;MCO;OK;1.1;13/08/2013;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.47326146E48.82437615N;13/08/2013;;;;
4894261;IRS - FT - 84 GUY MOQUET (JOINVILLE LE PONT) - BPE1;TERRITOIRE;;;OR21;OR1;OR21;CST;MCO;OK;1.1;13/08/2013;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.47213233E48.82550694N;13/08/2013;;;;
4896162;IRS - 15 AV PRESIDENT WILSON (JOINVILLE LE PONT) - BPE1;TERRITOIRE;;;OR21;OR1;OR21;CST;MCO;OK;1.1;14/08/2013;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.47633505E48.81765261N;14/08/2013;;;;
4896786;IRS - 6 AVENUE MAX DORMOY (BONDY);TERRITOIRE;7522229;;OR21;OR1;OR21;CST;MCO;OK;1.1;14/08/2013;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.48430847E48.91129514N;14/08/2013;;;;
4910241;FT - IRS - 12 AVENUE DE LA RESISTANCE (MONTREUIL) - BPE1;TERRITOIRE;1397441;;OR21;OR1;OR21;CST;MCO;OK;1.1;22/08/2013;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.43372387E48.86847605N;22/08/2013;;;;
4911201;IRS - 12 RUE MESLIER 55B101 CHAMBRE 8 SAINT OUEN) - BPE 2;TERRITOIRE;;;OR21;OR1;OR21;CST;MCO;OK;1.1;23/08/2013;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.33236514E48.91222972N;23/08/2013;;;;
4913105;IRS - PLACE DU CAPITAINE GLAMER SAINT OUEN - BPE 1;TERRITOIRE;;;OR21;OR1;OR21;CST;MCO;OK;1.1;23/08/2013;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.32695811E48.90755587N;23/08/2013;;;;
4914098;FT - IRS - 93048/2454 - RUE DE ROSNY (MONTREUIL) - BPE1;TERRITOIRE;2496319;;OR21;OR1;OR21;CST;MCO;OK;1.1;26/08/2013;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.46102136E48.86861409N;26/08/2013;;;;
4914100;FT - IRS - 93048/2490 - RUE DE ROSNY (MONTREUIL) - BPE1;TERRITOIRE;7796181;;OR21;OR1;OR21;CST;MCO;OK;1.1;26/08/2013;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.46278394E48.86917381N;26/08/2013;;;;
4918930;IRS-RUE DES SOLETS/ANGLE RUE DES CEVENNES (RUNGIS);TERRITOIRE;;;OR21;OR1;OR21;CST;MCO;OK;1.1;27/08/2013;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.35162640E48.74200469N;27/08/2013;;;;
4933985;FT 1436 - AVENUE DU GROS CHENE (ERAGNY) - BPE 1;HORS TERRITOIRE;1519361;;OR21;OR1;OR21;CST;MCO;OK;1.1;02/09/2013;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.10759950E49.02785986N;02/09/2013;;;;
4937841;FT 1175 - IRS - RUE DE LA PATELLE (SAINT OUEN L AUMONE) - BPE 1;HORS TERRITOIRE;2772145;;OR21;OR1;OR21;CST;MCO;OK;1.1;03/09/2013;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.12477964E49.02818645N;03/09/2013;;;;
4940625;FT 1623 - IRS - AVE DE L EGUILLETTE (SAINT OUEN L AUMONE) - BPE 1;HORS TERRITOIRE;;;OR21;OR1;OR21;CST;MCO;OK;1.1;03/09/2013;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.13270323E49.05173669N;03/09/2013;;;;
4940626;IRS - AVE  DU VERT GALANT (SAINT OUEN L AUMONE) - BPE 1;HORS TERRITOIRE;;;OR21;OR1;OR21;CST;MCO;OK;1.1;03/09/2013;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.13252821E49.05166407N;03/09/2013;;;;
4940627;FT 1872 - IRS - AVE DES BERTHUNES (SAINT OUEN L AUMONE) - BPE 1;HORS TERRITOIRE;;;OR21;OR1;OR21;CST;MCO;OK;1.1;03/09/2013;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.13536264E49.04828843N;03/09/2013;;;;
4941299;FT144 - IRS - AV DE LA CERISAIE (FRESNES) - BPE1;TERRITOIRE;;;OR21;OR1;OR21;CST;MCO;OK;1.1;03/09/2013;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.32982070E48.75263687N;03/09/2013;;;;
4941937;IRS - AVE DES BERTHUNES (SAINT OUEN L AUMONE) - BPE 1;HORS TERRITOIRE;;;OR21;OR1;OR21;CST;MCO;OK;1.1;04/09/2013;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 2.13797203649.044687682;04/09/2013;;;;
4941938;FT 1803 - IRS - AVE DE LA MARE (SAINT OUEN L AUMONE) - BPE 1;HORS TERRITOIRE;550098;;OR21;OR1;OR21;CST;MCO;OK;1.1;04/09/2013;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.13641898E49.04216208N;04/09/2013;;;;
4941939;IRS - RUE MARCEL DASSAULT (SAINT OUEN L AUMONE) - BPE 1;HORS TERRITOIRE;;;OR21;OR1;OR21;CST;MCO;OK;1.1;04/09/2013;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.13094797E49.04336761N;04/09/2013;;;;
4941940;IRS - ROUTE DE PARIS (SAINT OUEN L AUMONE) - BPE 1;HORS TERRITOIRE;;;OR21;OR1;OR21;CST;MCO;OK;1.1;04/09/2013;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.12213841E49.03600809N;04/09/2013;;;;
4941941;FT 954 - IRS - AVENUE DES BELLEVUES (SAINT OUEN L AUMONE) - BPE 1;HORS TERRITOIRE;;;OR21;OR1;OR21;CST;MCO;OK;1.1;04/09/2013;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 2.12306356349.033064133;04/09/2013;;;;
4941942;IRS - AVENUE DES BELLEVUES (SAINT OUEN L AUMONE) - BPE 1;HORS TERRITOIRE;;;OR21;OR1;OR21;CST;MCO;OK;1.1;04/09/2013;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.11956913E49.03207348N;04/09/2013;;;;
4941943;FT 691 - AVENUE DES BELLESVUES (HERBLAY) - BPE 1;HORS TERRITOIRE;550103;;OR21;OR1;OR21;CST;MCO;OK;1.1;04/09/2013;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.11856005E49.02962021N;04/09/2013;;;;
4945761;IRS - PICASSO - BPE N-1 URA MONTFERMEIL - BPE 2;HORS TERRITOIRE;;;OR21;OR1;OR21;CST;MCO;OK;1.1;04/09/2013;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.56041989E48.90326782N;04/09/2013;;;;
4946081;FT 1634 - IRS - AVE DU CHATEAU (SAINT OUEN L AUMONE) - BPE 1;HORS TERRITOIRE;;;OR21;OR1;OR21;CST;MCO;OK;1.1;05/09/2013;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.12994315E49.05461915N;05/09/2013;;;;
4946082;IRS - AVE DU CHATEAU (SAINT OUEN L AUMONE) - BPE 1;HORS TERRITOIRE;1367048;;OR21;OR1;OR21;CST;MCO;OK;1.1;05/09/2013;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.12473729E49.05403770N;05/09/2013;;;;
4946083;FT 896 - IRS - AVE DU CHATEAU (SAINT OUEN L AUMONE) - BPE 1;HORS TERRITOIRE;;;OR21;OR1;OR21;CST;MCO;OK;1.1;05/09/2013;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 2.11943909349.053166148;05/09/2013;;;;
4946084;IRS - RUE DU MAIL (SAINT OUEN L AUMONE) - BPE 1;HORS TERRITOIRE;;;OR21;OR1;OR21;CST;MCO;OK;1.1;05/09/2013;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 2.11228965149.051021617;05/09/2013;;;;
4946085;FT 307 - IRS - RUE DU MAIL (SAINT OUEN L AUMONE) BPE 1;HORS TERRITOIRE;;;OR21;OR1;OR21;CST;MCO;OK;1.1;05/09/2013;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.10749915E49.04884413N;05/09/2013;;;;
4950226;IRS - AMBROISE CROIZAT D125 -BPE1;HORS TERRITOIRE;;;OR21;OR1;OR21;CST;MCO;OK;1.1;06/09/2013;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.41455696E48.96131279N;06/09/2013;;;;
4951185;IRS - ROND POINT AMBROISE CROIZAT D125/D84A;HORS TERRITOIRE;;;OR21;OR1;OR21;CST;MCO;OK;1.1;06/09/2013;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.41550048E48.95989428N;06/09/2013;;;;
4966225;IRS -  BPE IMMEUBLE IENA RUNGIS - BPE 2;TERRITOIRE;;;OR21;OR1;OR21;CST;MCO;OK;1.1;11/09/2013;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.35600921E48.74789648N;11/09/2013;;;;
4972305;IRS - FT607  6 AV DU 8 MAI 1945 (PANTIN) - BPE 1;TERRITOIRE;;;OR21;OR1;OR21;CST;MCO;OK;1.1;13/09/2013;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.41206773E48.89108414N;13/09/2013;;;;
4972306;IRS - FT605  FACE AU 17 AV DU 8 MAI 1945 (PANTIN) - BPE 1;TERRITOIRE;;;OR21;OR1;OR21;CST;MCO;OK;1.1;13/09/2013;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.41377002E48.89150333N;13/09/2013;;;;
4986386;IRS - AVENUE PASTEUR (NOISIEL) - BPE 1;HORS TERRITOIRE;587522;;OR21;OR1;OR21;CST;MCO;OK;1.1;18/09/2013;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.62199927E48.85173430N;18/09/2013;;;;
4986388;IRS - ANGLE COURS ARCHE QUEDON - JULES FERRY (NOISIEL) - BPE 1;HORS TERRITOIRE;587523;;OR21;OR1;OR21;CST;MCO;OK;1.1;18/09/2013;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.62609442E48.85105625N;18/09/2013;;;;
4986390;IRS - ANGLE CHOCOLATERIE - COURS ARCHE QUEDON (NOISIEL) - BPE 1;HORS TERRITOIRE;587524;;OR21;OR1;OR21;CST;MCO;OK;1.1;18/09/2013;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.63106866E48.85038513N;18/09/2013;;;;
4986392;IRS - PROMENADE DE LA CHOCOLATERIE (NOISIEL) - BPE 1;HORS TERRITOIRE;587525;;OR21;OR1;OR21;CST;MCO;OK;1.1;18/09/2013;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.63023032E48.84541887N;18/09/2013;;;;
4986394;IRS - COURS DU BUISSON (NOISIEL) - BPE 1;HORS TERRITOIRE;587526;;OR21;OR1;OR21;CST;MCO;OK;1.1;18/09/2013;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.62972000E48.84260361N;18/09/2013;;;;
5001457;IRS - RUE DES 2 GARES (RUEIL MALMAISON) - BPE 2;HORS TERRITOIRE;2477747;;OR21;OR1;OR21;CST;MCO;OK;1.1;24/09/2013;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.17100211E48.88756078N;24/09/2013;;;;
5001460;IRS - 21 RUE EDOUARD BELIN (RUEIL MALMAISON) - BPE 1;HORS TERRITOIRE;;;OR21;OR1;OR21;CST;MCO;OK;1.1;24/09/2013;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.16914060E48.88768691N;24/09/2013;;;;
5002392;N-1 ECOLE NATIONALE DE DANSE DE PANTIN - BPE2;TERRITOIRE;;;OR21;OR1;OR21;CST;MCO;OK;1.1;24/09/2013;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.40112515E48.89566076N;24/09/2013;;;;
5007825;IRS - 4 RUE DE PARIS ROMAINVILLE (N-1 MAIRIE DE ROMAINVILLE) - BPE 2;TERRITOIRE;;;OR21;OR1;OR21;CST;MCO;OK;1.1;25/09/2013;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.43559392E48.88544751N;25/09/2013;;;;
5013617;IRS - ZONE D'ACTIVITES MURE (IVRY SUR SEINE) - BPE1;TERRITOIRE;615681;;OR21;OR1;OR21;CST;MCO;OK;1.1;27/09/2013;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.40189598E48.80618954N;27/09/2013;;;;
5013618;IRS - 16 RUE ERNEST RENAN (IVRY SUR SEINE) - BPE1;TERRITOIRE;615682;;OR21;OR1;OR21;CST;MCO;OK;1.1;27/09/2013;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.40018952E48.80610281N;27/09/2013;;;;
5013905;IRS - 14 RUE JACOB (RUEIL MALMAISON);HORS TERRITOIRE;607361;;OR21;OR1;OR21;CST;MCO;OK;1.1;27/09/2013;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.17486378E48.89048461N;27/09/2013;;;;
5023185;IRS - RUE ARCUEIL (RUNGIS) - BPE 2;TERRITOIRE;;;OR21;OR1;OR21;CST;MCO;OK;1.1;01/10/2013;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.35670566E48.74680997N;01/10/2013;;;;
5028945;FT - N-1 POP DISMO FRANCE (ST OUEN L AUMONE) - BPE 1;HORS TERRITOIRE;;;OR21;OR1;OR21;CST;MCO;OK;1.1;03/10/2013;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.12099501E49.02967668N;03/10/2013;;;;
5044001;IRS - N-1 XEROX VILLEPINTE - BPE 2;HORS TERRITOIRE;;;OR21;OR1;OR21;CST;MCO;OK;1.1;08/10/2013;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 2.50683620848.970857427;08/10/2013;;;;
5072481;IRS - AVENUE JEAN JAURES (IVRY SUR SEINE) - BPE1;TERRITOIRE;638721;;OR21;OR1;OR21;CST;MCO;OK;1.1;16/10/2013;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.40135773E48.80526401N;16/10/2013;;;;
5076945;IRS - FT_41 - AV MARCEL DASSAULT (LE BOURGET) - BPE1;TERRITOIRE;7696010;;OR21;OR1;OR21;CST;MCO;OK;1.1;17/10/2013;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.42831704E48.93261439N;17/10/2013;;;;
5076946;IRS - AV DIV LECLERC / RUE DU CMD ROLLAND (LE BOURGET) - BPE1;TERRITOIRE;7694393;;OR21;OR1;OR21;CST;MCO;OK;1.1;17/10/2013;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.42629629E48.93498697N;17/10/2013;;;;
5094289;IRS - RUE DE BRY-RUE GENERAL DE GAULLE (CHENNEVIERE SUR MARNE) - BPE1;HORS TERRITOIRE;647361;;OR21;OR1;OR21;CST;MCO;OK;1.1;23/10/2013;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.53038114E48.79663424N;23/10/2013;;;;
5094291;IRS - 65 ROUTE DE LA LIBERATION (CHENNEVIERE SUR MARNE) - BPE1;HORS TERRITOIRE;647362;;OR21;OR1;OR21;CST;MCO;OK;1.1;23/10/2013;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 2.54405589248.799664844;23/10/2013;;;;
5094292;FT - RUE DES FUSILLES DE CHATEAUBRIANT-ROUTE DE LA LIBERATION (CHENNEVIERE SUR MARNE) - BPE1;HORS TERRITOIRE;647363;;OR21;OR1;OR21;CST;MCO;OK;1.1;23/10/2013;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.54363880E48.79934562N;23/10/2013;;;;
5094293;IRS - 41 RUE DES FUSILLES DE CHATEAUBRIANT (CHENNEVIERE SUR MARNE) - BPE1;HORS TERRITOIRE;647364;;OR21;OR1;OR21;CST;MCO;OK;1.1;23/10/2013;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.53762357E48.79958028N;23/10/2013;;;;
5094295;FT - CHEMIN DU SPLENDID  PANORAMA (CHENNEVIERE SUR MARNE) - BPE1;HORS TERRITOIRE;647365;;OR21;OR1;OR21;CST;MCO;OK;1.1;23/10/2013;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.53187993E48.80044387N;23/10/2013;;;;
5099025;IRS - AVENUE DE LA METALLURGIE (ST DENIS);TERRITOIRE;649281;;OR21;OR1;OR21;CST;MCO;OK;1.1;24/10/2013;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.35956024E48.90945200N;24/10/2013;;;;
5103825;IRS - FT AV DE LA REPUBLIQUE_R ELISEE RECLUS (CHAMPIGNY/MARNE) - BPE1;TERRITOIRE;;;OR21;OR1;OR21;CST;MCO;OK;1.1;25/10/2013;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.51072160E48.82147714N;25/10/2013;;;;
5103826;IRS - 105 RUE GUY MOQUET (CHAMPIGNY/MARNE) - BPE1;TERRITOIRE;652482;;OR21;OR1;OR21;CST;MCO;OK;1.1;25/10/2013;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.51623639E48.82241568N;25/10/2013;;;;
5107361;IRS - FT AVENUE DU GENERAL LECLERC (VIROFLAY) - BPE 1;HORS TERRITOIRE;;;OR21;OR1;OR21;CST;MCO;OK;1.1;28/10/2013;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.16965893E48.80411290N;28/10/2013;;;;
5107362;IRS - FT RUE DU GENERAL GALLIENI (VIROFLAY) - BPE 1;HORS TERRITOIRE;;;OR21;OR1;OR21;CST;MCO;OK;1.1;28/10/2013;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.16810153E48.80732437N;28/10/2013;;;;
5108305;IRS - FT - N-1 POP NOVOTEL PARC CERGY PONTOISE - BPE 1;HORS TERRITOIRE;1397445;;OR21;OR1;OR21;CST;MCO;OK;1.1;28/10/2013;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.07131101E49.03441500N;28/10/2013;;;;
