bp_code;bp_etiquet;bp_codeext;bp_pt_code;bp_sf_code;bp_prop;bp_gest;bp_user;bp_proptyp;bp_statut;bp_etat;bp_occp;bp_datemes;bp_avct;bp_typephy;bp_typelog;bp_rf_code;bp_entrees;bp_ref_kit;bp_ca_nb;bp_nb_pas;bp_linecod;bp_oc_code;bp_racco;bp_comment;bp_creadat;bp_majdate;bp_majsrc;bp_abddate;bp_abdsrc
3283214;N-1 URA CERGY LE HAZAY - BPE 1;HORS TERRITOIRE;;;OR21;OR1;OR21;CST;MCO;OK;1.1;05/07/2004;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 2.01064253549.044939953;05/07/2004;;;;
3283248;IRS - L3T IRISE ROND POINT DE CEDRE (CERGY) - BPE 1;HORS TERRITOIRE;;;OR21;OR1;OR21;CST;MCO;OK;1.1;30/09/2010;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.02896762E49.04293545N;30/09/2010;;;;
3283250;N-1 URA BOISSY - BPE 1;HORS TERRITOIRE;;;OR21;OR1;OR21;CST;MCO;OK;1.1;05/07/2004;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.02945655E49.07705654N;05/07/2004;;;;
3283253;IRS - N-1 POP AMEC SPIE (CERGY) - BPE 1;HORS TERRITOIRE;;;OR21;OR1;OR21;CST;MCO;OK;1.1;03/05/2012;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.03120394E49.04154834N;03/05/2012;;;;
3283254;IRS - AV DE LA BELLE HEAUMIERE (CERGY) - BPE 1;HORS TERRITOIRE;;;OR21;OR1;OR21;CST;MCO;OK;1.1;05/07/2004;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.02972774E49.04327475N;05/07/2004;;;;
3283279;IRS - AVEN-BEGUINES - BPE 1;HORS TERRITOIRE;;;OR21;OR1;OR21;CST;MCO;OK;1.1;29/03/2010;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.03599247E49.05039562N;29/03/2010;;;;
3283295;IRS - GENOTTES-BD DE LA PAIX - BPE 1;HORS TERRITOIRE;;;OR21;OR1;OR21;CST;MCO;OK;1.1;05/07/2004;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.03802429E49.05112648N;05/07/2004;;;;
3283340;IRS - BD D'OSNY??? - BPE 1;HORS TERRITOIRE;;;OR21;OR1;OR21;CST;MCO;OK;1.1;05/07/2004;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.04656940E49.05501394N;05/07/2004;;;;
3283371;IRS - ROUTE D'ABEIGLE_RUE DE CERGY (OSNY) - BPE 1;HORS TERRITOIRE;1552323;;OR21;OR1;OR21;CST;MCO;OK;1.1;05/07/2004;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.05053874E49.06428791N;05/07/2004;;;;
3283380;IRS - RUE ROGER ALNO - BPE 1;HORS TERRITOIRE;;;OR21;OR1;OR21;CST;MCO;OK;1.1;05/07/2004;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.05222518E49.06851837N;05/07/2004;;;;
3283385;IRS - BD DE L'OISE - BPE NON CONFIRMEE - BPE 1;HORS TERRITOIRE;;;OR21;OR1;OR21;CST;MCO;OK;1.1;05/07/2004;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.05348874E49.04729146N;05/07/2004;;;;
3283985;IRS - Rue Bas Noyer (Eragny) - BPE 1;HORS TERRITOIRE;192520;;OR21;OR1;OR21;CST;MCO;OK;1.1;10/01/2008;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.10102141E49.02926968N;10/01/2008;;;;
3283988;IRS - Rond Point Bas Noyer (Eragny) - BPE 1;HORS TERRITOIRE;192520;;OR21;OR1;OR21;CST;MCO;OK;1.1;10/01/2008;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.10135940E49.03007011N;10/01/2008;;;;
3283993;IRS - Clos SANTEUIL FRENES (Eragny) - BPE 1;HORS TERRITOIRE;;;OR21;OR1;OR21;CST;MCO;OK;1.1;10/01/2008;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.10204197E49.02741192N;10/01/2008;;;;
3283995;IRS - N-1 SFR Santeuil (Eragny) - BPE 1;HORS TERRITOIRE;192520;;OR21;OR1;OR21;CST;MCO;OK;1.1;10/01/2008;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.10238102E49.02967151N;10/01/2008;;;;
3283997;IRS -  CLOS SANTEUIL (ERAGNY) - BPE 1;HORS TERRITOIRE;;;OR21;OR1;OR21;CST;MCO;OK;1.1;10/01/2008;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.10250050E49.02564800N;10/01/2008;;;;
3283998;IRS -  BD DE L'OISE_RUE LARZAC (Eragny) - BPE 1;HORS TERRITOIRE;;;OR21;OR1;OR21;CST;MCO;OK;1.1;10/01/2008;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.10273088E49.02455195N;10/01/2008;;;;
3284009;IRS - AV GROS CHENE/ROSA LUXEMBOURG (ERAGNY) - BPE 1;HORS TERRITOIRE;1517441;;OR21;OR1;OR21;CST;MCO;OK;1.1;17/04/2012;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.10687277E49.02795240N;17/04/2012;;;;
3284012;IRS - N-1 WIKA INSTRUMENT (ERAGNY) - BPE 1;HORS TERRITOIRE;2032404;;OR21;OR1;OR21;CST;MCO;OK;1.1;17/04/2012;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.10651861E49.02593179N;17/04/2012;;;;
3284031;IRS - AV FERDINAND CHATELAIN(ERAGNY) - BPE 1;HORS TERRITOIRE;;;OR21;OR1;OR21;CST;MCO;OK;1.1;16/02/2012;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.11129801E49.02301713N;16/02/2012;;;;
3284038;FT - ANGLE GROS CHENE/FERDINAND CHATELAIN (ERAGNY) - BPE 1;HORS TERRITOIRE;192513;;OR21;OR1;OR21;CST;MCO;OK;1.1;03/05/2012;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.11254477E49.02429797N;03/05/2012;;;;
3284042;IRS - ANGLE BD GENERAL GAULLE - ROUTE ERAGNY (HERBLAY) - BPE 1;HORS TERRITOIRE;;;OR21;OR1;OR21;CST;MCO;OK;1.1;18/02/2011;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.11388775E49.02134156N;18/02/2011;;;;
3284050;IRS - N-1 POP SPIE (ERAGNY);HORS TERRITOIRE;;;OR21;OR1;OR21;CST;MCO;OK;1.1;18/04/2012;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.11552434E49.02339710N;18/04/2012;;;;
3284078;IRS - FT - N-1 FRANCE CARGO (ERAGNY) - BPE 1;HORS TERRITOIRE;193260;;OR21;OR1;OR21;CST;MCO;OK;1.1;03/05/2012;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.12410176E49.02771003N;03/05/2012;;;;
3284112;IRS - 2 AVENUE DE PARIS (VERSAILLES) - BPE 1;TERRITOIRE;7883273;;OR21;OR1;OR21;CST;MCO;OK;1.1;27/01/2009;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 2.1311302948.801738533;27/01/2009;;;;
3284130;PRC EC78 - T16S01CH01 - 10 AV DE PARIS VERSAILLES - BPE 1;TERRITOIRE;7883847;;OR21;OR1;OR21;CST;MCO;OK;1.1;31/05/2005;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.13199775E48.80132505N;31/05/2005;;;;
3284131;IRS - 10 AV DE PARIS (VERSAILLES) - BPE 1;TERRITOIRE;7883847;;OR21;OR1;OR21;CST;MCO;OK;1.1;31/05/2005;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.13210659E48.80122611N;31/05/2005;;;;
3284150;IRS - RUE DE NOAILLES (VERSAILLES) - BPE 1;TERRITOIRE;7883855;;OR21;OR1;OR21;CST;MCO;OK;1.1;05/07/2004;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.13533893E48.79876555N;05/07/2004;;;;
3284152;IRS - ANGLE RUE DE NOUAILLES/RUE DE PARIS - BPE 1;TERRITOIRE;;;OR21;OR1;OR21;CST;MCO;OK;1.1;20/04/2012;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.13604802E48.80035228N;20/04/2012;;;;
3284210;IRS - ROUTE NAPOLEON III - COLLEGE - BPE 1;HORS TERRITOIRE;;;OR21;OR1;OR21;CST;MCO;OK;1.1;23/09/2004;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.14703079E48.83296006N;23/09/2004;;;;
3284231;IRS - ???????PK15430 - GARE DE VERSAILLES RG VERS RUE DE NOAILLES - BPE 1;TERRITOIRE;;;OR21;OR1;OR21;CST;MCO;OK;1.1;05/07/2004;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.15293213E48.79658669N;05/07/2004;;;;
3284249;IRS - BD DE LA REPUBLIQUE - VAUCRESSON - BPE 1;HORS TERRITOIRE;;;OR21;OR1;OR21;CST;MCO;OK;1.1;23/09/2004;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.15582580E48.83770328N;23/09/2004;;;;
3284252;IRS  - PONT DE MAISON LAFITTE - BPE 1;HORS TERRITOIRE;;;OR21;OR1;OR21;CST;MCO;OK;1.1;15/05/2004;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.15596246E48.93810721N;15/05/2004;;;;
3284257;IRS - QUAI DE SEINE-ALFRED FOULON SARTROUVILLE (ATTENTION 288) - BPE 1;HORS TERRITOIRE;;;OR21;OR1;OR21;CST;MCO;OK;1.1;15/05/2004;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.15605809E48.93806833N;15/05/2004;;;;
3284261;VERS LE RESEAU DE LAVILLE DE SARTROUVILLE - BPE 1;HORS TERRITOIRE;;;OR21;OR1;OR21;CST;MCO;OK;1.1;17/11/2005;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.15690460E48.94178426N;17/11/2005;;;;
3284264;IRS - CH DES BEAUREGARDS (HERBLAY) - BPE 1;HORS TERRITOIRE;;;OR21;OR1;OR21;CST;MCO;OK;1.1;28/03/2012;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.15733984E49.00528746N;28/03/2012;;;;
3284284;IRS - PEPINIERE_REPUBLIQUE ( VAUCRESSON) - BPE 1;HORS TERRITOIRE;;;OR21;OR1;OR21;CST;MCO;OK;1.1;09/03/2004;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.16164355E48.83782590N;09/03/2004;;;;
3284303;IRS - MANCHON 96/72 PK6210 TCT;HORS TERRITOIRE;;;OR21;OR1;OR21;CST;MCO;OK;1.1;25/10/2004;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.16425013E48.88596870N;25/10/2004;;;;
3284305;IRS - PK 14377 VIROFLAY - BPE 1;HORS TERRITOIRE;;;OR21;OR1;OR21;CST;MCO;OK;1.1;01/02/2007;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.16498949E48.79954379N;01/02/2007;;;;
3284311;IRS - RUE DE LA PRAIRIE - BPE 1;HORS TERRITOIRE;;;OR21;OR1;OR21;CST;MCO;OK;1.1;17/11/2005;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.16530609E48.94779291N;17/11/2005;;;;
3284319;IRS - PAIX-COLOMB (SARTROUVILLE) - BPE 1;HORS TERRITOIRE;;;OR21;OR1;OR21;CST;MCO;OK;1.1;15/05/2004;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.16680594E48.93095285N;15/05/2004;;;;
3284320;BOUYGUES SARTROUVILLE - BPE 1;HORS TERRITOIRE;;;OR21;OR1;OR21;CST;MCO;OK;1.1;31/07/2006;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.16702269E48.93075421N;31/07/2006;;;;
3284323;IRS - RUE AUGUSTE PERRET - BPE 1;HORS TERRITOIRE;;;OR21;OR1;OR21;CST;MCO;OK;1.1;12/04/2005;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.16767688E48.88977867N;12/04/2005;;;;
3284324;GALERIE MAIRIE PLACE DE L EUROPE (RUEIL MALMAISON) - BPE 1;HORS TERRITOIRE;;;OR21;OR1;OR21;CST;MCO;OK;1.1;27/04/2012;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.16779987E48.88906419N;27/04/2012;;;;
3284326;RUE MONIER (NANTERRE) - BPE 1;HORS TERRITOIRE;;;OR21;OR1;OR21;CST;MCO;OK;1.1;12/04/2005;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.16800108E48.89005308N;12/04/2005;;;;
3284329;IRS - N-1 ADD2 POINCARRE - BPE 1;HORS TERRITOIRE;;;OR21;OR1;OR21;CST;MCO;OK;1.1;09/03/2004;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.16870113E48.83813361N;09/03/2004;;;;
3284336;IRS - N-1 VIROFLAY (35 RUE JOSEPH BERTRAND) - BPE 1;HORS TERRITOIRE;1341186;;OR21;OR1;OR21;CST;MCO;OK;1.1;05/07/2004;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.17071538E48.80852152N;05/07/2004;;;;
3284340;CH DE VILLE SATROUVILLE - XCO?? - BPE 1;HORS TERRITOIRE;;;OR21;OR1;OR21;CST;MCO;OK;1.1;17/11/2005;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.17026916E48.94764512N;17/11/2005;;;;
3284341;IRS - MAUPASSANT-DECHARD - BPE 1;HORS TERRITOIRE;;;OR21;OR1;OR21;CST;MCO;OK;1.1;15/05/2004;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 2.16767250348.948905155;15/05/2004;;;;
3284349;BPE TELCITE STATION RUEIL MALMAISON - BPE 1;HORS TERRITOIRE;2477747;;OR21;OR1;OR21;CST;MCO;OK;1.1;22/06/2006;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.17106248E48.88739715N;22/06/2006;;;;
3284350;IRS - N-1 POP FTTS VIROFLAY NORD - BPE 1;HORS TERRITOIRE;179577;;OR21;OR1;OR21;CST;MCO;OK;1.1;29/02/2012;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.17128640E48.80419473N;29/02/2012;;;;
3284351;IRS - RUE DES 2 GARES (RUEIL MALMAISON) - BPE 1;HORS TERRITOIRE;2477747;;OR21;OR1;OR21;CST;MCO;OK;1.1;26/05/2004;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.17100121E48.88756471N;26/05/2004;;;;
3284352;IRS - BI POP FTTS VIROFLAY NORD - BPE 1;HORS TERRITOIRE;179577;;OR21;OR1;OR21;CST;MCO;OK;1.1;29/02/2012;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.17142327E48.80428055N;29/02/2012;;;;
3284354;IRS - MANCHON PK6700 TCT;HORS TERRITOIRE;2477747;;OR21;OR1;OR21;CST;MCO;OK;1.1;16/10/2003;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.17129468E48.88723570N;16/10/2003;;;;
3284356;IRS - HOPITAL POINCARE - BPE 1;HORS TERRITOIRE;;;OR21;OR1;OR21;CST;MCO;OK;1.1;23/09/2004;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.17151314E48.83829763N;23/09/2004;;;;
3284362;IRS - 16 RUE STE CLAIRE DEVILLE - BPE 1;HORS TERRITOIRE;;;OR21;OR1;OR21;CST;MCO;OK;1.1;15/05/2004;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.17154093E48.89323191N;15/05/2004;;;;
3284363;IRS - ALLEE DES HARRAS/ALLEE DE LA MARCHE (GARCHE) - BPE 1;HORS TERRITOIRE;;;OR21;OR1;OR21;CST;MCO;OK;1.1;27/12/2011;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.17194114E48.84161800N;27/12/2011;;;;
3284379;IRS - LAVOISIER_GORS EFFONDRES (NANTERRE) - BPE 1;TERRITOIRE;;;OR21;OR1;OR21;CST;MCO;OK;1.1;15/05/2004;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.17415939E48.89503159N;15/05/2004;;;;
3284384;IRS - LA FRETTE-GARENNE - BPE 1;HORS TERRITOIRE;;;OR21;OR1;OR21;CST;MCO;OK;1.1;15/05/2004;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 2.17431647248.950506336;15/05/2004;;;;
3284386;FRETTE PRC VILLE - BPE 1;HORS TERRITOIRE;;;OR21;OR1;OR21;CST;MCO;OK;1.1;31/01/2006;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.17473582E48.95040123N;31/01/2006;;;;
3284387;IRS - 13 RUE LAVOISIER (NANTERRE) - BPE 1;TERRITOIRE;;;OR21;OR1;OR21;CST;MCO;OK;1.1;12/04/2005;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.17452784E48.89549717N;12/04/2005;;;;
3284390;IRS - RUE DU PORT ITX4 ADD2 - BPE 1;TERRITOIRE;2482875;;OR21;OR1;OR21;CST;MCO;OK;1.1;17/07/2007;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.17534629E48.89469169N;17/07/2007;;;;
3284392;PRC SEQUANTIS NANTERRE;TERRITOIRE;2482875;;OR21;OR1;OR21;CST;MCO;OK;1.1;24/07/2009;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.17540098E48.89463784N;24/07/2009;;;;
3284393;IRS -  VICTOR HUGO HOUILLES - BPE 1;HORS TERRITOIRE;;;OR21;OR1;OR21;CST;MCO;OK;1.1;15/05/2004;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 2.17534125248.925621349;15/05/2004;;;;
3284395;IRS - BI POP SOLDATA NANTERRE - BPE 1;TERRITOIRE;2482874;;OR21;OR1;OR21;CST;MCO;OK;1.1;10/08/2012;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.17562091E48.89404499N;10/08/2012;;;;
3284399;IRS -  RUE DU PORT_RUE DES FONDRIERES (ITX4 ADD1) - BPE 1;TERRITOIRE;2482875;;OR21;OR1;OR21;CST;MCO;OK;1.1;28/03/2007;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.17609678E48.89442309N;28/03/2007;;;;
3284401;IRS - BD. V. PAUCHET_BOLLORE - BPE 1;HORS TERRITOIRE;1392657;;OR21;OR1;OR21;CST;MCO;OK;1.1;18/09/2007;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.17625538E48.84766191N;18/09/2007;;;;
3284404;N-1 VAUCRESSON - BPE 1;HORS TERRITOIRE;;;OR21;OR1;OR21;CST;MCO;OK;1.1;23/09/2004;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 2.17679401248.844091039;23/09/2004;;;;
3284406;IRS - 170 BOULEVARD NATIONAL - BPE 1;HORS TERRITOIRE;;;OR21;OR1;OR21;CST;MCO;OK;1.1;31/01/2012;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.17789910E48.89119184N;31/01/2012;;;;
3284411;IRS - BI POP MACSF PORT NANTERRE - BPE 1;TERRITOIRE;;;OR21;OR1;OR21;CST;MCO;OK;1.1;08/06/2012;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.17803331E48.89269901N;08/06/2012;;;;
3284412;IRS - BD POINCARRE - COTE PAIN - BPE 1;HORS TERRITOIRE;;;OR21;OR1;OR21;CST;MCO;OK;1.1;23/09/2004;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.17858014E48.83810666N;23/09/2004;;;;
3284418;IRS - 23 RUE DU PR VICTOR PAUCHET (VAUCRESSON) - BPE 1;HORS TERRITOIRE;;;OR21;OR1;OR21;CST;MCO;OK;1.1;29/11/2011;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.17927933E48.84740532N;29/11/2011;;;;
3284421;IRS - MANCHON PK7500 TCT;HORS TERRITOIRE;2482876;;OR21;OR1;OR21;CST;MCO;OK;1.1;10/10/2003;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.18023969E48.89013272N;10/10/2003;;;;
3284422;IRS -  AV GUILLERAIS (NANTERRE) - BPE 1;TERRITOIRE;;;OR21;OR1;OR21;CST;MCO;OK;1.1;21/12/2005;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.18020620E48.89663947N;21/12/2005;;;;
3284423;RUE DU PORT (NANTERRE) - BPE 1;TERRITOIRE;;;OR21;OR1;OR21;CST;MCO;OK;1.1;29/09/2004;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.18039562E48.89265833N;29/09/2004;;;;
3284426;IRS - PEREIRE (NANTERRE) - BPE 1;HORS TERRITOIRE;2482876;;OR21;OR1;OR21;CST;MCO;OK;1.1;15/05/2004;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.18026326E48.89003647N;15/05/2004;;;;
3284433;SEINE-BOIVIN (LA FRETTE SUR SEINE) - BPE1;HORS TERRITOIRE;;;OR21;OR1;OR21;CST;MCO;OK;1.1;15/05/2004;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.18151911E48.96770936N;15/05/2004;;;;
3284434;IRS - RUE DES GLAISES (BD PONTOISE-GLAISE) - BPE 1;HORS TERRITOIRE;;;OR21;OR1;OR21;CST;MCO;OK;1.1;15/05/2004;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.18272861E48.98640940N;15/05/2004;;;;
3284437;IRS - 39 AV DES GUILLERAIS (NANTERRE) - BPE 1;TERRITOIRE;;;OR21;OR1;OR21;CST;MCO;OK;1.1;21/12/2005;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.18311059E48.89512276N;21/12/2005;;;;
3284438;PRC IRS BD NATIONAL LAMARTINE - BPE 1;TERRITOIRE;;;OR21;OR1;OR21;CST;MCO;OK;1.1;08/01/2010;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.18340710E48.88828547N;08/01/2010;;;;
3284439;IRS - N-1 POP SHELL NANTERRE - BPE 1;TERRITOIRE;;;OR21;OR1;OR21;CST;MCO;OK;1.1;29/07/2008;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.18353916E48.89892651N;29/07/2008;;;;
3284441;IRS -  BD NATIONAL (NANTERRE) - IRISE - BPE 1;TERRITOIRE;;;OR21;OR1;OR21;CST;MCO;OK;1.1;10/07/2009;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.18369266E48.88850153N;10/07/2009;;;;
3284447;IRS - N-1 EUREKA (NANTERRE) - BPE 1;TERRITOIRE;;;OR21;OR1;OR21;CST;MCO;OK;1.1;16/03/2010;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.18550305E48.89392315N;16/03/2010;;;;
3284450;IRS - AVENUE FOCH(GARCHES) - BPE 1;HORS TERRITOIRE;;;OR21;OR1;OR21;CST;MCO;OK;1.1;19/07/2012;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.18603888E48.84096099N;19/07/2012;;;;
3284452;IRS - N-1 URA CHAVILLE (ROUTE DU PAVE DES GARDES) - BPE 1;TERRITOIRE;1334264;;OR21;OR1;OR21;CST;MCO;OK;1.1;05/07/2004;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.18668612E48.80687615N;05/07/2004;;;;
3284453;PRC IRS BD NATIONAL ILLITCH - BPE 1;TERRITOIRE;;;OR21;OR1;OR21;CST;MCO;OK;1.1;08/01/2010;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.18645462E48.88769979N;08/01/2010;;;;
3284454;IRS - BD POINCARRE - AV PASTEUR - BPE 1;HORS TERRITOIRE;1340969;;OR21;OR1;OR21;CST;MCO;OK;1.1;23/09/2004;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.18634890E48.83832071N;23/09/2004;;;;
3284456;IRS - RUE JULES QUENTIN NANTERRE - BPE 1;TERRITOIRE;;;OR21;OR1;OR21;CST;MCO;OK;1.1;02/02/2007;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.18677879E48.89717439N;02/02/2007;;;;
3284459;IRS - N-1 URA RUEIL? - 87 AV PIERRE BROSSOLETE - BPE 1;HORS TERRITOIRE;;;OR21;OR1;OR21;CST;MCO;OK;1.1;26/05/2004;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.18708564E48.88397626N;26/05/2004;;;;
3284460;IRS - RUE CLAUDE LIARD (GARCHES) - BPE 1;HORS TERRITOIRE;;;OR21;OR1;OR21;CST;MCO;OK;1.1;19/07/2012;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.18725683E48.84355995N;19/07/2012;;;;
3284461;IRS - N-1 MAIRIE CHAVILLE - BPE 1;TERRITOIRE;1363203;;OR21;OR1;OR21;CST;MCO;OK;1.1;08/09/2009;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.18756959E48.81003141N;08/09/2009;;;;
3284463;IRS - RUE ANATOLE FRANCE CHAVILLE - BPE 1;TERRITOIRE;150322;;OR21;OR1;OR21;CST;MCO;OK;1.1;05/07/2004;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.18789063E48.80760307N;05/07/2004;;;;
3284464;PRC IRS BD NATIONAL RESIDENCE IDF - BPE 1;TERRITOIRE;;;OR21;OR1;OR21;CST;MCO;OK;1.1;08/01/2010;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.18791164E48.88581070N;08/01/2010;;;;
3284465;IRS - PK 12430 - BPE 1;TERRITOIRE;7876844;;OR21;OR1;OR21;CST;MCO;OK;1.1;05/07/2004;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.18830894E48.80426690N;05/07/2004;;;;
3284466;IRS- BD NATIONAL RESIDENCE ILE DE FRANCE - BPE 1;TERRITOIRE;;;OR21;OR1;OR21;CST;MCO;OK;1.1;09/12/2009;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.18808800E48.88608952N;09/12/2009;;;;
3284468;IRS - 29 RUE ANATOLE FRANCE (CHAVILLE) - BPE 1;TERRITOIRE;7876843;;OR21;OR1;OR21;CST;MCO;OK;1.1;05/07/2004;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 2.18856520248.804867041;05/07/2004;;;;
3284470;IRS - 3 VOLTAIRE/CONVENTION (HOUILLES) - BPE 1;HORS TERRITOIRE;;;OR21;OR1;OR21;CST;MCO;OK;1.1;15/05/2004;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 2.18843910948.919095905;15/05/2004;;;;
3284474;IRS - 48 BD NATIONAL/PIERRE BROSSOLETE (NANTERRE) - BPE 1;TERRITOIRE;;;OR21;OR1;OR21;CST;MCO;OK;1.1;24/10/2005;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.18913189E48.88571812N;24/10/2005;;;;
3284478;IRS - N-1 GARCHES (STADE) - BPE 1;HORS TERRITOIRE;192745;;OR21;OR1;OR21;CST;MCO;OK;1.1;12/03/2012;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 2.19008229448.845972152;12/03/2012;;;;
3284479;IRS - FT 20 RUE DE SURESNES - BPE 1;HORS TERRITOIRE;1346926;;OR21;OR1;OR21;CST;MCO;OK;1.1;12/03/2012;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.19008539E48.84599517N;12/03/2012;;;;
3284480;IRS - BI GARCHES (STADE) - BPE 1;HORS TERRITOIRE;192745;;OR21;OR1;OR21;CST;MCO;OK;1.1;12/03/2012;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.18986514E48.84572022N;12/03/2012;;;;
