do_code;do_ref;do_reftier;do_r1_code;do_r2_code;do_r3_code;do_r4_code;do_type;do_indice;do_date;do_classe;do_url1;do_url2;do_comment;do_creadat;do_majdate;do_majsrc;do_abddate;do_abdsrc
1732;51885;2Z1-3-T69-S00-SI-01;;;;;5000;;;;;;;;;;;
1733;50944;2Z1-3-T54-S02-RT-01;;;;;200;;;;;;;;;;;
1734;51518;IRSA-3-T070-S001-PGC-01;;;;;200;;;;;;;;;;;
1735;51978;2Z1-3-T69-S03-RT-01;;;;;200;;;;;;;;;;;
1736;50414;2Z2-3-T78-S00-SI-01;;;;;5000;;;;;;;;;;;
1737;50415;2Z2-3-T24-S00-SI-01;;;;;5000;;;;;;;;;;;
1738;50090;2Z1-3-T48-S00-SI-01;;;;;5000;;;;;;;;;;;
1739;50102;2Z3-3-T80-S00-SI-01;;;;;5000;;;;;;;;;;;
1740;50103;2Z3-3-T13-S00-SI-01;;;;;5000;;;;;;;;;;;
1741;48060;9SI-3-T94-068-SI-50;;;;;-999;;;;;;;;;;;
1742;48061;9SI-3-T93-051-SI-50;;;;;-999;;;;;;;;;;;
1743;48062;9SI-3-T94-076-RT-28;;;;;-999;;;;;;;;;;;
1744;48063;9SI-3-T94-076-RT-63;;;;;-999;;;;;;;;;;;
1745;48065;9SI-3-T94-076-ZO-11;;;;;-999;;;;;;;;;;;
1746;48195;9SI-3-T92-009-SI-50;;;;;-999;;;;;;;;;;;
1747;48196;9SI-3-T94-018-SI-01;;;;;-999;;;;;;;;;;;
1748;48197;9SI-3-T93-027-SI-25;;;;;-999;;;;;;;;;;;
1749;48199;9SI-3-T94-038-SI-50;;;;;-999;;;;;;;;;;;
1750;48200;9SI-3-T92-035-SI-01;;;;;-999;;;;;;;;;;;
1751;48201;9SI-3-T92-036-SI-50;;;;;-999;;;;;;;;;;;
1752;48203;9SI-3-T93-006-SI-25;;;;;-999;;;;;;;;;;;
1753;48205;9SI-3-T92-012-SI-25;;;;;-999;;;;;;;;;;;
1754;47585;9SI-3-T92-050-SI-01;;;;;-999;;;;;;;;;;;
1755;47586;9SI-3-T94-079-SI-01;;;;;-999;;;;;;;;;;;
1756;47587;9SI-3-T93-030-SI-50;;;;;-999;;;;;;;;;;;
1757;47588;9SI-3-T93-064-SI-01;;;;;-999;;;;;;;;;;;
1758;47589;9SI-3-T94-052-SI-25;;;;;-999;;;;;;;;;;;
1759;47590;9SI-3-T92-073-SI-25;;;;;-999;;;;;;;;;;;
1760;47593;9SI-3-T92-047-SI-50;;;;;-999;;;;;;;;;;;
1761;47706;2Z2-3-T74-S00-SI-01;;;;;5000;;;;;;;;;;;
1762;47707;2Z2-3-T55-S00-SI-01;;;;;5000;;;;;;;;;;;
1763;47708;2Z1-3-T73-S00-SI-01;;;;;5000;;;;;;;;;;;
1764;47801;9SI-3-T92-063-RT-25;;;;;-999;;;;;;;;;;;
1765;47804;9SI-3-T92-063-RT-27;;;;;-999;;;;;;;;;;;
1766;47805;9SI-3-T92-063-RT-26;;;;;-999;;;;;;;;;;;
1767;47806;9SI-3-T92-063-RT-50;;;;;-999;;;;;;;;;;;
1768;47807;9SI-3-T94-038-RT-66;;;;;-999;;;;;;;;;;;
1769;47809;NUME_9SI-3-T94-038-RT-53;;;;;-999;;;;;;;;;;;
1770;47810;9SI-3-T94-038-RT-67;;;;;-999;;;;;;;;;;;
1771;47811;SMAK_9SI-3-T94-038-RT-58;;;;;-999;;;;;;;;;;;
1772;47812;2Z1-3-T96-S00-SI-01;;;;;5000;;;;;;;;;;;
1773;47813;2Z1-3-T96-S01-RT-02;;;;;200;;;;;;;;;;;
1774;47929;9SI-3-T94-076-ZO-52;;;;;-999;;;;;;;;;;;
1775;47930;9SI-3-T94-076-RT-70;;;;;-999;;;;;;;;;;;
1776;47932;LEV3_9SI-3-T94-046-RT-01;;;;;-999;;;;;;;;;;;
1777;47933;9SI-3-T92-063-RT-54;;;;;-999;;;;;;;;;;;
1778;47934;9SI-3-T92-063-RT-29;;;;;-999;;;;;;;;;;;
1779;47935;9SI-3-T94-076-RT-69;;;;;-999;;;;;;;;;;;
1780;47937;9SI-3-T94-076-RT-27;;;;;-999;;;;;;;;;;;
1781;47938;9SI-3-T94-076-ZO-06;;;;;-999;;;;;;;;;;;
1782;47939;9SI-3-T94-076-RT-71;;;;;-999;;;;;;;;;;;
1783;47940;9SI-3-T94-076-RT-32;;;;;-999;;;;;;;;;;;
1784;47942;9SI-3-T94-046-RT-02;;;;;-999;;;;;;;;;;;
1785;47945;9SI-3-T94-076-ZO-08;;;;;-999;;;;;;;;;;;
1786;48067;9SI-3-T94-019-SI-25;;;;;-999;;;;;;;;;;;
1787;48068;9SI-3-T93-061-SI-25;;;;;-999;;;;;;;;;;;
1788;48069;9SI-3-T94-017-SI-50;;;;;-999;;;;;;;;;;;
1789;48071;9SI-3-T92-024-SI-50;;;;;-999;;;;;;;;;;;
1790;48072;9SI-3-T93-006-SI-01;;;;;-999;;;;;;;;;;;
1791;48073;9SI-3-T92-022-SI-50;;;;;-999;;;;;;;;;;;
1792;48074;9SI-3-T94-081-SI-25;;;;;-999;;;;;;;;;;;
1793;48076;9SI-3-T93-031-SI-50;;;;;-999;;;;;;;;;;;
1794;48078;9SI-3-T94-037-SI-50;;;;;-999;;;;;;;;;;;
1795;48081;9SI-3-T91-161-SI-50;;;;;-999;;;;;;;;;;;
1796;48082;9SI-3-T95-500-SI-01;;;;;-999;;;;;;;;;;;
1797;48083;9SI-3-T94-022-SI-50;;;;;-999;;;;;;;;;;;
1798;48206;9SI-3-T93-001-SI-01;;;;;-999;;;;;;;;;;;
1799;48208;9SI-3-T94-081-SI-02;;;;;-999;;;;;;;;;;;
1800;48209;9SI-3-T92-075-SI-25;;;;;-999;;;;;;;;;;;
1801;48210;9SI-3-T95-539-SI-50;;;;;-999;;;;;;;;;;;
1802;48211;9SI-3-T93-064-SI-25;;;;;-999;;;;;;;;;;;
1803;48212;9SI-3-T95-585-SI-50;;;;;-999;;;;;;;;;;;
1804;47594;9SI-3-T92-040-SI-26;;;;;-999;;;;;;;;;;;
1805;47595;9SI-3-T94-028-SI-25;;;;;-999;;;;;;;;;;;
1806;47599;9SI-3-T92-051-SI-50;;;;;-999;;;;;;;;;;;
1807;47600;9SI-3-T93-071-SI-25;;;;;-999;;;;;;;;;;;
1808;47601;9SI-3-T93-053-SI-01;;;;;-999;;;;;;;;;;;
1809;47709;2Z1-3-T52-S03-RT-01;;;;;200;;;;;;;;;;;
1810;47710;2Z1-3-T52-S01-RT-01;;;;;200;;;;;;;;;;;
1811;47814;2Z1-3-T96-S01-RT-01;;;;;200;;;;;;;;;;;
1812;47947;9SI-3-T94-076-ZO-12;;;;;-999;;;;;;;;;;;
1813;47948;9SI-3-T94-076-ZO-50;;;;;-999;;;;;;;;;;;
1814;47950;9SI-3-T94-076-RT-65;;;;;-999;;;;;;;;;;;
1815;47952;9SI-3-T93-077-SI-50;;;;;-999;;;;;;;;;;;
1816;47953;9SI-3-T94-043-SI-01;;;;;-999;;;;;;;;;;;
1817;47955;9SI-3-T95-306-SI-01;;;;;-999;;;;;;;;;;;
1818;47956;9SI-3-T95-612-SI-50;;;;;-999;;;;;;;;;;;
1819;47957;9SI-3-T92-060-SI-51;;;;;-999;;;;;;;;;;;
1820;47958;9SI-3-T93-005-SI-25;;;;;-999;;;;;;;;;;;
1821;47961;9SI-3-T94-052-SI-01;;;;;-999;;;;;;;;;;;
1822;47962;9SI-3-T92-049-SI-52;;;;;-999;;;;;;;;;;;
1823;47963;9SI-3-T92-049-SI-51;;;;;-999;;;;;;;;;;;
1824;48086;9SI-3-T92-060-SI-50;;;;;-999;;;;;;;;;;;
1825;48087;9SI-3-T94-033-SI-50;;;;;-999;;;;;;;;;;;
1826;48088;9SI-3-T94-037-SI-01;;;;;-999;;;;;;;;;;;
1827;48089;9SI-3-T94-002-SI-01;;;;;-999;;;;;;;;;;;
1828;48090;9SI-3-T93-048-SI-26;;;;;-999;;;;;;;;;;;
1829;48092;9SI-3-T92-063-RT-53;;;;;-999;;;;;;;;;;;
1830;48094;NUME_9SI-3-T94-038-RT-57;;;;;-999;;;;;;;;;;;
1831;48095;9SI-3-T94-076-RT-31;;;;;-999;;;;;;;;;;;
1832;48331;IRSA-3-T007-S001-PGC-01;;;;;200;;;;;;;;;;;
1833;48424;IRSA-3-T038-S001-PGC-01;;;;;200;;;;;;;;;;;
1834;48425;IRSA-3-T039-S001-PGC-01;;;;;200;;;;;;;;;;;
1835;48426;IRSA-3-T039-S003-PGC-01;;;;;200;;;;;;;;;;;
1836;48428;IRSA-3-T059-S001-PGC-01;;;;;200;;;;;;;;;;;
1837;47722;2D2-3-T12-S00-SI-01;;;;;5000;;;;;;;;;;;
1838;48333;IRSA-3-T020-S001-PGC-01;;;;;200;;;;;;;;;;;
1839;47855;NUME_9SI-3-T94-038-RT-56;;;;;-999;;;;;;;;;;;
1840;48001;9SI-3-T94-058-SI-25;;;;;-999;;;;;;;;;;;
1841;48132;9SI-3-T92-025-SI-50;;;;;-999;;;;;;;;;;;
1842;48133;9SI-3-T92-048-SI-50;;;;;-999;;;;;;;;;;;
1843;48134;9SI-3-T92-062-SI-50;;;;;-999;;;;;;;;;;;
1844;48135;9SI-3-T92-064-SI-25;;;;;-999;;;;;;;;;;;
1845;48136;9SI-3-T78-646-SI-50;;;;;-999;;;;;;;;;;;
1846;48137;9SI-3-T91-136-SI-50;;;;;-999;;;;;;;;;;;
1847;48140;9SI-3-T93-008-SI-26;;;;;-999;;;;;;;;;;;
1848;48254;9SI-3-T93-007-SI-26;;;;;-999;;;;;;;;;;;
1849;48255;9SI-3-T78-586-SI-01;;;;;-999;;;;;;;;;;;
1850;48256;9SI-3-T78-686-SI-50;;;;;-999;;;;;;;;;;;
1851;48257;9SI-3-T93-010-SI-50;;;;;-999;;;;;;;;;;;
1852;48259;9SI-3-T94-069-SI-01;;;;;-999;;;;;;;;;;;
1853;48260;9SI-3-T93-066-SI-01;;;;;-999;;;;;;;;;;;
1854;48261;9SI-3-T93-059-SI-25;;;;;-999;;;;;;;;;;;
1855;48264;9SI-3-T95-476-SI-01;;;;;-999;;;;;;;;;;;
1856;48265;9SI-3-T92-036-SI-01;;;;;-999;;;;;;;;;;;
1857;48266;9SI-3-T92-051-SI-25;;;;;-999;;;;;;;;;;;
1858;47647;9SI-3-T92-049-SI-53;;;;;-999;;;;;;;;;;;
1859;47649;9SI-3-T94-042-SI-01;;;;;-999;;;;;;;;;;;
1860;47650;9SI-3-T93-005-SI-26;;;;;-999;;;;;;;;;;;
1861;47652;9SI-3-T92-072-SI-50;;;;;-999;;;;;;;;;;;
1862;47653;9SI-3-T94-017-SI-25;;;;;-999;;;;;;;;;;;
1863;47654;9SI-3-T92-075-SI-50;;;;;-999;;;;;;;;;;;
1864;47758;2Z3-3-T73-S00-SI-01;;;;;5000;;;;;;;;;;;
1865;47858;SMAK_9SI-3-T94-038-RT-59;;;;;-999;;;;;;;;;;;
1866;47859;9SI-3-T94-038-ZO-50;;;;;-999;;;;;;;;;;;
1867;47861;NUME_9SI-3-T94-038-RT-51;;;;;-999;;;;;;;;;;;
1868;47862;9SI-3-T94-076-RT-62;;;;;-999;;;;;;;;;;;
1869;47863;9SI-3-T94-076-RT-30;;;;;-999;;;;;;;;;;;
1870;47864;NUME_9SI-3-T94-046-RT-01;;;;;-999;;;;;;;;;;;
1871;47866;9SI-3-T94-046-ZO-27;;;;;-999;;;;;;;;;;;
1872;47867;9SI-3-T94-076-ZO-10;;;;;-999;;;;;;;;;;;
1873;47868;9SI-3-T94-076-RT-56;;;;;-999;;;;;;;;;;;
1874;47871;9SI-3-T94-076-RT-51;;;;;-999;;;;;;;;;;;
1875;47872;9SI-3-T94-076-RT-66;;;;;-999;;;;;;;;;;;
1876;47873;9SI-3-T92-064-SI-50;;;;;-999;;;;;;;;;;;
1877;48002;9SI-3-T94-058-SI-01;;;;;-999;;;;;;;;;;;
1878;48003;9SI-3-T94-016-SI-01;;;;;-999;;;;;;;;;;;
1879;48004;9SI-3-T92-050-SI-50;;;;;-999;;;;;;;;;;;
1880;48006;9SI-3-T93-059-SI-50;;;;;-999;;;;;;;;;;;
1881;48007;9SI-3-T95-078-SI-01;;;;;-999;;;;;;;;;;;
1882;48011;9SI-3-T95-277-SI-25;;;;;-999;;;;;;;;;;;
1883;48012;9SI-3-T77-468-SI-50;;;;;-999;;;;;;;;;;;
1884;48013;9SI-3-T77-337-SI-50;;;;;-999;;;;;;;;;;;
1885;48014;9SI-3-T91-589-SI-50;;;;;-999;;;;;;;;;;;
1886;48016;9SI-3-T94-068-SI-01;;;;;-999;;;;;;;;;;;
1887;48141;9SI-3-T94-069-SI-50;;;;;-999;;;;;;;;;;;
1888;48142;9SI-3-T94-015-SI-01;;;;;-999;;;;;;;;;;;
1889;48143;9SI-3-T93-027-SI-01;;;;;-999;;;;;;;;;;;
1890;48145;9SI-3-T94-076-ZO-02;;;;;-999;;;;;;;;;;;
1891;48146;9SI-3-T92-064-SI-51;;;;;-999;;;;;;;;;;;
1892;48148;9SI-3-T93-013-SI-25;;;;;-999;;;;;;;;;;;
1893;48150;2Z2-3-T98-S01-RT-01;;;;;200;;;;;;;;;;;
1894;48151;2Z2-3-T98-S00-SI-01;;;;;5000;;;;;;;;;;;
1895;48268;9SI-3-T93-048-SI-01;;;;;-999;;;;;;;;;;;
1896;48269;9SI-3-T92-023-SI-01;;;;;-999;;;;;;;;;;;
1897;48270;9SI-3-T92-049-SI-01;;;;;-999;;;;;;;;;;;
1898;47655;9SI-3-T94-080-SI-50;;;;;-999;;;;;;;;;;;
1899;47656;9SI-3-T92-044-SI-01;;;;;-999;;;;;;;;;;;
1900;47657;9SI-3-T92-014-SI-50;;;;;-999;;;;;;;;;;;
1901;47658;9SI-3-T94-021-SI-50;;;;;-999;;;;;;;;;;;
1902;47660;9SI-3-T94-003-SI-01;;;;;-999;;;;;;;;;;;
1903;47661;9SI-3-T94-016-SI-50;;;;;-999;;;;;;;;;;;
1904;47759;2Z2-3-T86-S00-SI-01;;;;;5000;;;;;;;;;;;
1905;47760;2Z2-3-T72-S01-RT-01;;;;;200;;;;;;;;;;;
1906;47761;2Z2-3-T34-S00-SI-01;;;;;5000;;;;;;;;;;;
1907;47876;9SI-3-T78-124-SI-01;;;;;-999;;;;;;;;;;;
1908;47877;9SI-3-T92-004-SI-50;;;;;-999;;;;;;;;;;;
1909;47878;9SI-3-T92-009-SI-51;;;;;-999;;;;;;;;;;;
1910;47879;9SI-3-T92-019-SI-51;;;;;-999;;;;;;;;;;;
1911;47880;9SI-3-T94-028-SI-01;;;;;-999;;;;;;;;;;;
1912;47881;9SI-3-T93-010-SI-01;;;;;-999;;;;;;;;;;;
1913;47882;9SI-3-T93-070-SI-01;;;;;-999;;;;;;;;;;;
1914;47883;9SI-3-T93-008-SI-25;;;;;-999;;;;;;;;;;;
1915;47884;9SI-3-T93-051-SI-25;;;;;-999;;;;;;;;;;;
1916;47885;9SI-3-T93-078-SI-25;;;;;-999;;;;;;;;;;;
1917;47889;9SI-3-T93-055-SI-01;;;;;-999;;;;;;;;;;;
1918;47890;9SI-3-T93-053-SI-50;;;;;-999;;;;;;;;;;;
1919;47462;9SI-3-T93-027-SI-50;;;;;-999;;;;;;;;;;;
1920;47463;9SI-3-T94-080-SI-01;;;;;-999;;;;;;;;;;;
1921;47464;9SI-3-T93-066-SI-02;;;;;-999;;;;;;;;;;;
1922;47465;9SI-3-T94-015-SI-25;;;;;-999;;;;;;;;;;;
1923;47468;9SI-3-T93-073-SI-26;;;;;-999;;;;;;;;;;;
1924;47057;2Z2-3-T96-S00-SI-01;;;;;5000;;;;;;;;;;;
1925;47341;9SI-3-T94-080-SI-25;;;;;-999;;;;;;;;;;;
1926;47343;9SI-3-T95-176-SI-01;;;;;-999;;;;;;;;;;;
1927;47344;9SI-3-T92-075-SI-01;;;;;-999;;;;;;;;;;;
1928;47346;9SI-3-T92-063-SI-52;;;;;-999;;;;;;;;;;;
1929;47347;9SI-3-T92-071-SI-50;;;;;-999;;;;;;;;;;;
1930;47348;9SI-3-T91-345-SI-50;;;;;-999;;;;;;;;;;;
1931;46970;2Z3-3-T62-S00-SI-01;;;;;5000;;;;;;;;;;;
1932;47058;2Z2-3-T52-S00-SI-01;;;;;5000;;;;;;;;;;;
1933;47349;9SI-3-T91-377-SI-50;;;;;-999;;;;;;;;;;;
1934;47350;9SI-3-T94-037-SI-51;;;;;-999;;;;;;;;;;;
1935;47352;9SI-3-T95-063-SI-50;;;;;-999;;;;;;;;;;;
1936;47354;9SI-3-T93-057-SI-25;;;;;-999;;;;;;;;;;;
1937;47356;9SI-3-T93-045-SI-01;;;;;-999;;;;;;;;;;;
1938;46787;2Z2-3-T45-S00-SI-01;;;;;5000;;;;;;;;;;;
1939;47064;2Z2-3-T45-S01-RT-02;;;;;200;;;;;;;;;;;
1940;46615;2Z2-3-T50-S00-SI-01;;;;;5000;;;;;;;;;;;
1941;46703;2Z2-3-T50-S01-RT-01;;;;;200;;;;;;;;;;;
1942;46886;2Z3-3-T68-S01-RT-01;;;;;200;;;;;;;;;;;
1943;46887;2Z3-3-T58-S01-RT-01;;;;;200;;;;;;;;;;;
1944;46070;2Z2-3-T68-S01-RT-01;;;;;200;;;;;;;;;;;
1945;46071;2Z1-3-T95-S02-RT-01;;;;;200;;;;;;;;;;;
1946;46073;2Z1-3-T95-S00-SI-01;;;;;5000;;;;;;;;;;;
1947;46250;2Z3-3-T68-S00-SI-01;;;;;5000;;;;;;;;;;;
1948;47265;2Z3-3-T29-S00-SI-01;;;;;5000;;;;;;;;;;;
1949;46538;2Z3-3-T42-S00-SI-01;;;;;5000;;;;;;;;;;;
1950;46539;2Z2-3-T97-S03-RT-01;;;;;200;;;;;;;;;;;
1951;46540;2Z2-3-T97-S00-SI-01;;;;;5000;;;;;;;;;;;
1952;46542;2Z2-3-T97-S01-RT-01;;;;;200;;;;;;;;;;;
1953;46630;2Z2-3-T90-S00-SI-01;;;;;5000;;;;;;;;;;;
1954;46631;2Z2-3-T29-S00-SI-01;;;;;5000;;;;;;;;;;;
1955;46633;2Z2-3-T11-S01-RT-01;;;;;200;;;;;;;;;;;
1956;46543;2Z2-3-T90-S01-RT-01;;;;;200;;;;;;;;;;;
1957;46634;2Z2-3-T11-S00-SI-01;;;;;5000;;;;;;;;;;;
1958;46635;2Z1-3-T91-S00-SI-01;;;;;5000;;;;;;;;;;;
1959;47393;9SI-3-T94-043-SI-50;;;;;-999;;;;;;;;;;;
1960;47394;9SI-3-T93-045-SI-50;;;;;-999;;;;;;;;;;;
1961;47395;9SI-3-T92-035-SI-50;;;;;-999;;;;;;;;;;;
1962;47396;9SI-3-T92-040-SI-50;;;;;-999;;;;;;;;;;;
1963;47398;9SI-3-T92-012-SI-51;;;;;-999;;;;;;;;;;;
1964;47523;9SI-3-T77-258-SI-50;;;;;-999;;;;;;;;;;;
1965;47524;9SI-3-T77-258-SI-25;;;;;-999;;;;;;;;;;;
1966;47525;9SI-3-T91-689-SI-50;;;;;-999;;;;;;;;;;;
1967;47526;9SI-3-T94-076-ZO-13;;;;;-999;;;;;;;;;;;
1968;47527;9SI-3-T94-076-RT-60;;;;;-999;;;;;;;;;;;
1969;47528;9SI-3-T94-076-RT-25;;;;;-999;;;;;;;;;;;
1970;47531;9SI-3-T94-076-RT-50;;;;;-999;;;;;;;;;;;
1971;47400;9SI-3-T94-033-SI-25;;;;;-999;;;;;;;;;;;
1972;47402;9SI-3-T94-081-SI-01;;;;;-999;;;;;;;;;;;
1973;47404;9SI-3-T92-032-SI-50;;;;;-999;;;;;;;;;;;
1974;47405;9SI-3-T77-146-SI-50;;;;;-999;;;;;;;;;;;
1975;47406;9SI-3-T93-010-SI-25;;;;;-999;;;;;;;;;;;
1976;47407;9SI-3-T93-070-SI-25;;;;;-999;;;;;;;;;;;
1977;47409;9SI-3-T93-055-SI-25;;;;;-999;;;;;;;;;;;
1978;47410;9SI-3-T94-022-SI-01;;;;;-999;;;;;;;;;;;
1979;47411;9SI-3-T94-033-SI-01;;;;;-999;;;;;;;;;;;
1980;47414;9SI-3-T92-026-SI-50;;;;;-999;;;;;;;;;;;
1981;47415;9SI-3-T93-079-SI-50;;;;;-999;;;;;;;;;;;
1982;47416;9SI-3-T93-053-SI-25;;;;;-999;;;;;;;;;;;
1983;47532;9SI-3-T94-076-RT-61;;;;;-999;;;;;;;;;;;
1984;47534;9SI-3-T94-076-RT-33;;;;;-999;;;;;;;;;;;
1985;47535;9SI-3-T94-046-RT-25;;;;;-999;;;;;;;;;;;
1986;47536;9SI-3-T94-076-ZO-07;;;;;-999;;;;;;;;;;;
1987;47537;9SI-3-T94-076-ZO-01;;;;;-999;;;;;;;;;;;
1988;47538;9SI-3-T94-076-RT-68;;;;;-999;;;;;;;;;;;
1989;47539;9SI-3-T94-076-RT-59;;;;;-999;;;;;;;;;;;
1990;47540;9SI-3-T94-076-RT-57;;;;;-999;;;;;;;;;;;
1991;47418;9SI-3-T92-049-SI-50;;;;;-999;;;;;;;;;;;
1992;47419;9SI-3-T93-001-SI-25;;;;;-999;;;;;;;;;;;
1993;47420;9SI-3-T93-001-SI-50;;;;;-999;;;;;;;;;;;
1994;47423;9SI-3-T93-079-SI-25;;;;;-999;;;;;;;;;;;
1995;47425;9SI-3-T92-044-SI-25;;;;;-999;;;;;;;;;;;
1996;46205;2Z3-3-T54-S00-SI-01;;;;;5000;;;;;;;;;;;
1997;46206;2Z3-3-T10-S00-SI-01;;;;;5000;;;;;;;;;;;
1998;57418;IRSA-3-T071-S001-PGC-01;;;;;200;;;;;;;;;;;
1999;58454;2Z3-3-T75-S01-RT-02;;;;;200;;;;;;;;;;;
2000;57155;2Z2-3-T41-S00-SI-01;;;;;5000;;;;;;;;;;;
2001;57279;IRSA-3-T015-S001-PGC-01;;;;;200;;;;;;;;;;;
2002;55649;IRSA-3-T027-S001-PGC-01;;;;;200;;;;;;;;;;;
2003;53989;2Z1-3-T38-S01-RT-02;;;;;200;;;;;;;;;;;
2004;53993;2Z1-3-T99-S01-RT-01;;;;;500;;;;;;;;;;;
2005;54086;2Z1-3-T88-S00-SI-01;;;;;5000;;;;;;;;;;;
2006;53809;2Z1-3-T72-S00-SI-01;;;;;5000;;;;;;;;;;;
2007;53811;2Z3-3-T66-S01-RT-01;;;;;200;;;;;;;;;;;
2008;53998;2Z1-3-T21-S00-SI-01;;;;;5000;;;;;;;;;;;
2009;54000;2Z1-3-T56-S03-RT-01;;;;;200;;;;;;;;;;;
2010;54001;2Z1-3-T30-S03-RT-01;;;;;200;;;;;;;;;;;
2011;54189;2Z3-3-T21-S00-SI-01;;;;;5000;;;;;;;;;;;
2012;54190;2Z2-3-T85-S00-SI-01;;;;;5000;;;;;;;;;;;
2013;53910;2Z1-3-T78-S00-SI-01;;;;;5000;;;;;;;;;;;
2014;53911;2Z1-3-T53-S01-RT-01;;;;;200;;;;;;;;;;;
2015;53912;2Z1-3-T62-S01-RT-01;;;;;200;;;;;;;;;;;
2016;54191;2Z2-3-T08-S00-SI-01;;;;;5000;;;;;;;;;;;
2017;54192;2Z2-3-T08-S01-RT-01;;;;;200;;;;;;;;;;;
2018;53837;IRSA-3-T006-S001-PGC-01;;;;;200;;;;;;;;;;;
2019;54114;2Z3-3-T25-S00-SI-01;;;;;5000;;;;;;;;;;;
2020;54115;2Z2-3-T87-S01-RT-01;;;;;200;;;;;;;;;;;
2021;54116;2Z2-3-T42-S00-SI-01;;;;;5000;;;;;;;;;;;
2022;54117;2Z2-3-T27-S00-SI-01;;;;;5000;;;;;;;;;;;
2023;54212;2Z3-3-T82-S00-SI-01;;;;;5000;;;;;;;;;;;
2024;53935;2Z3-3-T19-S00-SI-01;;;;;5000;;;;;;;;;;;
2025;53936;2Z3-3-T19-S00-SI-02;;;;;5000;;;;;;;;;;;
2026;53984;2Z1-3-T33-S00-SI-01;;;;;5000;;;;;;;;;;;
2027;54265;2Z1-3-T15-S01-RT-01;;;;;200;;;;;;;;;;;
2028;53891;2Z1-3-T87-S00-SI-01;;;;;5000;;;;;;;;;;;
2029;53892;2Z1-3-T87-S01-RT-01;;;;;200;;;;;;;;;;;
2030;53893;2Z1-3-T85-S01-RT-01;;;;;200;;;;;;;;;;;
2031;53894;2Z1-3-T85-S00-SI-01;;;;;5000;;;;;;;;;;;
2032;53706;2Z3-3-T22-S01-RT-01;;;;;200;;;;;;;;;;;
2033;53708;2Z2-3-T98-S00-SI-01;;;;;5000;;;;;;;;;;;
2034;53526;2Z3-3-T34-S00-SI-01;;;;;5000;;;;;;;;;;;
2035;53527;2Z3-3-T33-S00-SI-01;;;;;5000;;;;;;;;;;;
2036;53619;2Z1-3-T38-S00-SI-01;;;;;5000;;;;;;;;;;;
2037;53342;2Z1-3-T65-S00-SI-01;;;;;5000;;;;;;;;;;;
2038;53534;2Z1-3-T53-S03-RT-01;;;;;200;;;;;;;;;;;
2039;53629;2Z3-3-T12-S00-SI-01;;;;;5000;;;;;;;;;;;
2040;53630;2Z2-3-T06-S00-SI-01;;;;;5000;;;;;;;;;;;
2041;53631;2Z1-3-T68-S00-SI-01;;;;;5000;;;;;;;;;;;
2042;53632;2Z1-3-T53-S00-SI-01;;;;;5000;;;;;;;;;;;
2043;52304;2Z3-3-T76-S00-SI-02;;;;;5000;;;;;;;;;;;
2044;52400;2Z3-3-T72-S00-SI-01;;;;;5000;;;;;;;;;;;
2045;52494;2Z3-3-T49-S00-SI-01;;;;;5000;;;;;;;;;;;
2046;52496;2Z2-3-T95-S00-SI-01;;;;;5000;;;;;;;;;;;
2047;52588;2Z2-3-T69-S03-RT-01;;;;;200;;;;;;;;;;;
2048;52589;2Z3-3-T41-S01-RT-01;;;;;5000;;;;;;;;;;;
2049;52591;2Z3-3-T36-S00-SI-01;;;;;5000;;;;;;;;;;;
2050;52682;2Z3-3-T32-S02-RT-01;;;;;200;;;;;;;;;;;
2051;52683;2Z3-3-T32-S00-SI-01;;;;;5000;;;;;;;;;;;
2052;52684;2Z3-3-T24-S00-SI-01;;;;;5000;;;;;;;;;;;
2053;52686;2Z3-3-T09-S02-RT-01;;;;;200;;;;;;;;;;;
2054;52777;2Z3-3-T06-S01-RT-01;;;;;200;;;;;;;;;;;
2055;52778;2Z3-3-T04-S01-RT-01;;;;;200;;;;;;;;;;;
2056;52779;2Z3-3-T04-S01-RT-02;;;;;200;;;;;;;;;;;
2057;52780;2Z2-3-T56-S03-RT-01;;;;;200;;;;;;;;;;;
2058;52782;2Z1-3-T98-S00-SI-01;;;;;5000;;;;;;;;;;;
2059;53253;2Z1-3-T86-S01-RT-01;;;;;200;;;;;;;;;;;
2060;53255;2Z1-3-T67-S00-SI-01;;;;;5000;;;;;;;;;;;
2061;53256;2Z1-3-T63-S00-SI-01;;;;;5000;;;;;;;;;;;
2062;52305;2Z3-3-T76-S02-RT-02;;;;;200;;;;;;;;;;;
2063;52306;2Z3-3-T76-S02-RT-01;;;;;200;;;;;;;;;;;
2064;52307;2Z3-3-T75-S00-SI-01;;;;;5000;;;;;;;;;;;
2065;52308;2Z3-3-T75-S02-RT-01;;;;;200;;;;;;;;;;;
2066;52310;2Z2-3-T14-S01-RT-01;;;;;200;;;;;;;;;;;
2067;52401;2Z3-3-T55-S00-SI-01;;;;;5000;;;;;;;;;;;
2068;52402;2Z3-3-T53-S00-SI-01;;;;;5000;;;;;;;;;;;
2069;52403;2Z3-3-T53-S01-RT-02;;;;;200;;;;;;;;;;;
2070;52404;2Z3-3-T53-S01-RT-01;;;;;200;;;;;;;;;;;
2071;52497;2Z2-3-T82-S00-SI-01;;;;;5000;;;;;;;;;;;
