cb_code;cb_codeext;cb_etiquet;cb_nd1;cb_nd2;cb_r1_code;cb_r2_code;cb_r3_code;cb_r4_code;cb_prop;cb_gest;cb_user;cb_proptyp;cb_statut;cb_etat;cb_dateins;cb_datemes;cb_avct;cb_tech;cb_typephy;cb_typelog;cb_rf_code;cb_capafo;cb_fo_disp;cb_fo_util;cb_modulo;cb_diam;cb_color;cb_lgreel;cb_localis;cb_comment;cb_creadat;cb_majdate;cb_majsrc;cb_abddate;cb_abdsrc
4631818;TERRITOIRE;IRS - 24FO - 119 BIS RUE DU DR BAUER/POP UG2 OPH DE ST OUEN -AA;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;08/04/2009;08/04/2009;C;OPT;C;DI;RF15;24;22;2;4;;4;12,8319;;;08/04/2009;;;;
36975777;TERRITOIRE;IRS - 12FO - FT986 - RUE THOMAS EDISON GENNEVILLIERS (ILE-DE-France) - BPE 1 / POP FR2383 - VILLENEUVE LA GARENNE - SG - AA;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;28/02/2023;28/02/2023;C;OPT;C;DI;RF27;12;11;1;2;;5;768,8312;;;28/02/2023;;;;
22326180;TERRITOIRE;IRS - 12FO -  FT1764 - 28 BD PAUL VAILLANT COUTURIER  / POP ELEMENTAIRE ESTIENNE D ORVES MONTREUIL - AA;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;17/02/2021;17/02/2021;C;OPT;C;DI;RF27;12;8;4;2;;5;198,7325;;;17/02/2021;;;;
4605887;TERRITOIRE;IRS - JAURES-ELOI/HENRI BARBUSSE;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;28/04/2004;28/04/2004;C;OPT;C;TR;RF16;72;72;0;6;;4;296,4972;;;28/04/2004;;;;
4604748;TERRITOIRE;IRS-RUE DU LANDY ITX3 ADD2/LANDY_FILLETTES (ST DENIS);;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;20/07/2007;20/07/2007;C;OPT;C;LH;RF40;144;124;20;12;;4;382,3163;;;20/07/2007;;;;
34098337;TERRITOIRE;36 FO - IRS - FT1869 - 187 AV. PAUL VAILLANT COUTURIER / IRS - FT 947 - 120 RUE AMBROISE CROIZAT;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;28/09/2022;28/09/2022;C;OPT;C;TR;RF50;36;36;0;3;;4;1055,6433;;;28/09/2022;;;;
24913385;TERRITOIRE;IRS - 24FO - FT1905 - RUE BEL AIR /  POP CRECHE MUNICIPALE MAURICE TITRAN MONTREUIL - AA;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;26/07/2021;26/07/2021;C;OPT;C;DI;RF29;24;20;4;4;;5;124,1524;;;26/07/2021;;;;
33048739;TERRITOIRE;IRISE - 12 FO - FT271 - 9 Rue Jean Moulin / POP CAM 78_ROSNY SOUS BOIS - AA;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;03/08/2022;03/08/2022;C;OPT;C;DI;RF27;12;10;2;2;;5;77,1427;;;03/08/2022;;;;
4605049;TERRITOIRE;IRS - 24FO - BD VERDUN/N-1 CAA FONTENAY;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;30/01/2001;30/01/2001;C;OPT;C;DI;RF67;24;14;10;2;;5;347,1343;;;30/01/2001;;;;
26204273;HORS TERRITOIRE;12 FO - IRS - PRC C66 CHAMBRE IRISE (VILLIERS SUR MARNE) - - FT 382 - 118 RUE JEAN JAURES (VILLIERS SUR MARNE);;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;06/10/2021;06/10/2021;C;OPT;C;DI;RF27;12;10;2;2;;5;9,4649;;;06/10/2021;;;;
15246116;TERRITOIRE;IRS - 12FO - 90 AV DE STALINGRAD VILLEJUIF/POP MAISONS DES PARENTS VILLEJUIF - AA;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;08/07/2019;08/07/2019;C;OPT;C;DI;RF37;12;4;8;2;;5;206,0389;;;08/07/2019;;;;
30729383;TERRITOIRE;12 FO - IRS - PARC DES ANCIENNES MAIRIES (NANTERRE) - BPE 2 / POP CSU MAURICE THOREZ (centre de supervision urbain) - AA;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;08/04/2022;08/04/2022;C;OPT;C;DI;RF27;12;9;3;2;;5;119,5595;;;08/04/2022;;;;
34284898;TERRITOIRE;IRS - 12 FO - POP HOTEL DE VILLE  D AUBERVILLIERS / POP CAMERA C51 AUBERVILLIERS - AA;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;06/10/2022;06/10/2022;C;OPT;C;DI;RF27;12;10;2;2;;5;348,6666;;;06/10/2022;;;;
22180930;TERRITOIRE;12 FO - BPE FT 123 / POP ELEMENTAIRE PAUL BERT MONTREUIL;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;05/02/2021;05/02/2021;C;OPT;C;DI;RF27;12;8;4;2;;5;95,8902;;;05/02/2021;;;;
21662194;HORS TERRITOIRE;IRS - 24 FO - FT852 - 11 ROUTE COMBAULT / FT 1349 - ANGLE AVENUE DES TOURELLES - AVENUE DU GENERAL JOUBERT;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;28/12/2020;28/12/2020;C;OPT;C;DI;RF29;24;20;4;4;;5;682,7067;;;28/12/2020;;;;
24877222;TERRITOIRE;IRS - 24FO -FT3107 - PLACE JEAN JAURES / FT1539 - AV WALWEIN;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;23/07/2021;23/07/2021;C;OPT;C;DI;RF29;24;22;2;4;;5;208,5555;;;23/07/2021;;;;
32116906;TERRITOIRE;IRS - 36 FO - FT 2587 - 118 AV DU PRESIDENT SALVADOR ALLENDE / FT 3 - 1  RUE ETIENNE DOLET;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;15/06/2022;15/06/2022;C;OPT;C;TR;RF50;36;36;0;3;;4;564,4175;;;15/06/2022;;;;
7373091;HORS TERRITOIRE;IRS - 24FO - N-1 XEROX VILLEPINTE - BPE2 / POP VW FINANCIAL VILLEPINTE - BA;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;08/10/2013;08/10/2013;C;OPT;C;DI;RF17;24;24;0;2;;4;370,4418;;;08/10/2013;;;;
4595988;HORS TERRITOIRE;IRS - 144 FO - RUE MONGE/RUE MONTAIGNE (ATTERAGE) / GALERIE EPAMARNE;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;04/12/2006;04/12/2006;C;OPT;C;LH;RF40;144;37;107;12;;4;132,8967;;;04/12/2006;;;;
34542819;TERRITOIRE;IRS - 36 FO - 135 AV PABLO PICASSO  / FT 160 - 11 ALLEE DE L'ARLEQUIN;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;06/05/2020;06/05/2020;C;OPT;C;TR;RF50;36;36;0;6;;4;531,4256;;;06/05/2020;;;;
18020193;TERRITOIRE;IRS - 36FO - FT 123 - FORT DE ROMAINVILLE (IRISE LOT 14) / BD DE LA LIBERTE;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;10/04/2020;10/04/2020;C;OPT;C;TR;RF50;36;36;0;3;;4;1074,4306;;;10/04/2020;;;;
7682849;TERRITOIRE;BAG - IRS - RUE DE STALINGRAD HOPITAL -BPE1/BPE2;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;08/01/2014;08/01/2014;C;OPT;C;LH;RF22;144;143;1;12;;4;14,0843;;;08/01/2014;;;;
41621857;TERRITOIRE;IRS - 12 FO - RUE EUGENE VARLIN - BPE DE MAINTENANCE / FT 448 -  ANGLE RUE E.VARLIN R.ROLLAND;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;27/08/2018;27/08/2018;C;OPT;C;DI;RF37;12;2;10;2;;5;12,4641;;;27/08/2018;;;;
4626402;TERRITOIRE;IRS - 48FO - ANGLE FRANCE_MICHELET/FACE 41 RUE GABRIEL PERI;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;14/01/2008;14/01/2008;C;OPT;C;TR;RF19;48;48;0;4;;4;1273,7962;;;14/01/2008;;;;
4607224;TERRITOIRE;IRS - 105 AV HENRI GINOUX/84 RUE CARVES MONTROUGE;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;03/10/2005;03/10/2005;C;OPT;C;TR;RF19;48;36;12;4;;4;132,6754;;;03/10/2005;;;;
4599171;TERRITOIRE;IRS - COB CH OD/ NETCENTER ODF D - DG (CA-FR-000421Y2-IRIS-144);;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;30/01/2001;30/01/2001;C;OPT;C;LH;RF56;144;34;110;12;;4;274,2736;;;30/01/2001;;;;
4614419;TERRITOIRE;IRS - FRANCISQUE_POULBOT/MGP FRANCISQUE_POULBOT;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;31/07/2007;31/07/2007;C;OPT;C;DI;RF38;12;10;2;1;;4;12,1484;;;31/07/2007;;;;
4601547;TERRITOIRE;IRS - 72FO - RUE EDGAR QUINET/AV DU GENERAL DE GAULLE;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;22/07/2004;22/07/2004;C;OPT;C;TR;RF16;72;9;63;6;;4;2436,8797;;;22/07/2004;;;;
25063177;TERRITOIRE;12FO - POP ECOLE ANGELA DAVIS LA COURNEUVE / POP HALTE GARDERIE GOUTTE DE LAIT LA COURNEUVE;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;03/08/2021;03/08/2021;C;OPT;C;DI;RF27;12;10;2;2;;5;523,1385;;;03/08/2021;;;;
41621859;TERRITOIRE;IRS - 24 FO - FT 448 -  ANGLE RUE E.VARLIN R.ROLLAND / FT 1010 -  RUE GEORGES LEBIGOT;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;07/11/2023;07/11/2023;C;OPT;C;DI;RF29;24;22;2;4;;5;480,3493;;;07/11/2023;;;;
4594176;TERRITOIRE;IRS - 144FO - AVENUE DE LA DIVISION LECLERC - RUE HENRI BARBUSSE / SQUARE DU 19 MARS 1962 FRESNES;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;19/01/2004;19/01/2004;C;OPT;C;LH;RF56;144;96;48;12;;4;544,9406;;;19/01/2004;;;;
15388554;TERRITOIRE;IRS - 12FO - FT1048 - 39 RUE JEAN JAURES VILLEJUIF / PRC CAMERA C24 ANGLE AVENUE PAUL VAILLANT COUTURIER / RUE JEAN JAURES (VILLEJUIF);;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;24/07/2019;24/07/2019;C;OPT;C;DI;RF37;12;10;2;2;;5;7,1126;;;24/07/2019;;;;
4609007;HORS TERRITOIRE;IRS - 72FO - RUE NEWTON/MITRY MORY N 4 PT;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;02/03/2007;02/03/2007;C;OPT;C;TR;RF41;72;42;30;6;;5;435,9262;;;02/03/2007;;;;
4632644;TERRITOIRE;IRS - 72 FO - 8 RUE GALILEE / POP INTERXION 6 - BA;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;30/06/2009;30/06/2009;C;OPT;C;TR;RF16;72;59;13;6;;4;34,2720;;;30/06/2009;;;;
4614454;TERRITOIRE;IRS - RUE DE STALINGRAD_HOPITAL/MGP BOBIGNY;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;27/09/2007;27/09/2007;C;OPT;C;DI;RF38;12;12;0;1;;4;27,7252;;;27/09/2007;;;;
45456418;TERRITOIRE;IRS - 12FO - FT453 - AVENUE ARISTIDE BRIAND / N-1 CTM;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;25/06/2024;25/06/2024;C;OPT;C;DI;RF27;12;10;2;2;;5;131,3430;;;25/06/2024;;;;
4643477;TERRITOIRE;IRS - 36FO - CHAMPIGNY(FOURCHETTE)/BI CHAMPIGNY(FOURCHETTE);;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;02/02/2012;02/02/2012;C;OPT;C;TR;RF42;36;32;4;6;;4;21,5801;;;02/02/2012;;;;
28951779;TERRITOIRE;IRS - 12FO -BPI - RUE CHARLES DELAVACQUERIE / POP FOYER PERSONNES AGEES LES BLANCS VILAINS MONTREUIL - AA;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;21/07/2021;21/07/2021;C;OPT;C;DI;RF27;12;8;4;2;;5;9,1232;;;21/07/2021;;;;
30323376;TERRITOIRE;IRS - 43 AV DE LA MARNE (MONTROUGE) - BPE 1 / POP N007 CHAMBRE IRISE;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;23/03/2022;23/03/2022;C;OPT;C;DI;RF45;12;10;2;2;;4;356,0377;;;23/03/2022;;;;
4596046;TERRITOIRE;IRS - 144FO - CROIX DE CHAVAUX RESISTANCE/CROIX DE CHAVAUX VINCENNES;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;30/01/2001;30/01/2001;C;OPT;C;LH;RF56;144;58;86;12;;4;143,0214;;;30/01/2001;;;;
4598465;TERRITOIRE;IRS - 72FO CROIX DE CHAVAUX VINCENNES/UNION VINCENNES;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;23/08/2002;23/08/2002;C;OPT;C;TR;RF16;72;13;59;6;;4;550,9665;;;23/08/2002;;;;
4634212;HORS TERRITOIRE;IRS - 72 FO IRS - ALLEE DES HARRAS_ALLEE DE LA MARCHE (GARCHE)/HOPITAL POINCARRE;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;27/12/2011;27/12/2011;C;OPT;C;TR;RF16;72;59;13;6;;4;402,3307;;;27/12/2011;;;;
4630359;TERRITOIRE;IRS - 72FO - 63 AV HENRIOT/GALILEE_VERSAILLES;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;10/03/2009;10/03/2009;C;OPT;C;TR;RF16;72;68;4;6;;4;330,0874;;;10/03/2009;;;;
4604306;TERRITOIRE;IRS - 144FO - BD NATIONAL/N-1 URA REUIL-1-1;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;08/01/2010;08/01/2010;C;OPT;C;LH;RF40;144;130;14;12;;4;349,5656;;;08/01/2010;;;;
4606952;TERRITOIRE;IRS - 72FO - RUE DE CHAMPIGNY-RUE D HOUIN/4 RUE DE CHAMPIGNY (CHENNEVRIERES);;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;26/01/2007;26/01/2007;C;OPT;C;TR;RF16;72;30;42;6;;4;587,2294;;;26/01/2007;;;;
19888701;TERRITOIRE;12 FO - IRISE - FT 456 - 8RUE MAURICE BERTEAUX / FT 441 - RUE DU GENERAL GALLIENI;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;28/08/2020;28/08/2020;C;OPT;C;DI;RF27;12;6;6;2;;5;240,5577;;;28/08/2020;;;;
11047094;TERRITOIRE;IRS - 12FO - ISH - BI BRAND LOYALTY  / POP BRAND LOYALTY  - AA;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;15/03/2017;15/03/2017;C;OPT;C;DI;RF27;12;12;0;2;;5;1,0011;;;15/03/2017;;;;
36786022;TERRITOIRE;IRS - 12FO - FT160 CH SAT SECURISEE CAM36 / FT175 CH SAT SECURISEE CAM24;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;16/02/2023;16/02/2023;C;OPT;C;DI;RF27;12;10;2;2;;5;438,8096;;;16/02/2023;;;;
4614897;TERRITOIRE;IRS-ADD 3 BPE IMM/GENDARMERIE ROSNY - AC;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;13/06/2007;13/06/2007;C;OPT;C;DI;RF24;24;23;1;2;;4;22,9826;;;13/06/2007;;;;
11373458;HORS TERRITOIRE;IRSE - 48FO - N-1 URA CERGY LE HAZAY / N-1 POP CMP CATTP;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;24/05/2017;24/05/2017;C;OPT;C;TR;RF20;48;47;1;8;;5;822,0146;;;24/05/2017;;;;
22276289;TERRITOIRE;IRS - 24FO - FT3107 - 1 PLACE JEAN JAURES / POP HOTEL DE VILLE MONTREUIL - AA;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;13/02/2021;13/02/2021;C;OPT;C;DI;RF29;24;16;8;4;;5;16,4026;;;13/02/2021;;;;
4632215;TERRITOIRE;IRS - 48FO - 54 RUE SAINT DENIS/RUE HAINAUT;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;10/04/2009;10/04/2009;C;OPT;C;TR;RF19;48;40;8;4;;4;166,4146;;;10/04/2009;;;;
4632214;TERRITOIRE;IRS - 24FO - 54 RUE SAINT DENIS/POP CMS SAINT DENIS;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;10/04/2009;10/04/2009;C;OPT;C;DI;RF15;24;16;8;4;;4;55,3785;;;10/04/2009;;;;
4632271;TERRITOIRE;IRS - 12FO - BI/POP MEDIATHEQUE (D92);;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;22/07/2009;22/07/2009;C;OPT;C;DI;RF45;12;2;10;2;;4;105,2890;;;22/07/2009;;;;
35599860;TERRITOIRE;IRS - 12FO - RUE DU MONT MESLY / RUE DES EMOULEUSES;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;14/12/2022;14/12/2022;C;OPT;C;DI;RF27;12;8;4;2;;5;300,6968;;;14/12/2022;;;;
43805235;TERRITOIRE;IRS - 36 FO - FT 180 - 43 VA JEAN MOULIN / FT 287 - 34 AV DU 8 MAI 1945 (VILLENEUVE-LA-GARENNE);;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;22/09/2022;22/09/2022;C;OPT;C;TR;RF50;36;36;0;3;;4;354,3086;;;22/09/2022;;;;
22276292;TERRITOIRE;IRS - 12FO - FT1736 - 3 RUE DES EPERNONS / POP ECOLE MATERNELLE GUY MOQUET MONTREUIL - AA;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;13/02/2021;13/02/2021;C;OPT;C;DI;RF27;12;8;4;2;;5;103,2289;;;13/02/2021;;;;
14843892;TERRITOIRE;IRS - 72 FO - FT 478 - RUE RASPAIL / ANGLE MAUCONSEIL  NOTRE DAME;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;20/05/2019;20/05/2019;C;OPT;C;TR;RF28;72;72;0;6;;4;673,0673;;;20/05/2019;;;;
27206513;TERRITOIRE;IRISE - 12FO - 187 RUE DE PARIS - BPE1 / POP CENTRE MULTI ACCUEIL DES SENTES LES LILAS;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;13/11/2021;13/11/2021;C;OPT;C;DI;RF27;12;10;2;2;;5;352,6523;;;13/11/2021;;;;
18161671;TERRITOIRE;IRS - 12 FO - BPI - ANNEXE CITES JARDINS / POP ANNEXE CITES JARDINS CHAMPIGNY SUR MARNE - AA;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;24/04/2020;24/04/2020;C;OPT;C;DI;RF27;12;10;2;2;;5;20,3935;;;24/04/2020;;;;
17296745;TERRITOIRE;IRS - 36 FO - FT 589 - 36 AV D ENGHIEN / FT 578 - 16 AV LEON BLUM EPINAY SUR SEINE;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;06/02/2020;06/02/2020;C;OPT;C;TR;RF50;36;36;0;3;;4;522,4056;;;06/02/2020;;;;
4608362;TERRITOIRE;IRS  - 110 AV. AVENUE DU GENERAL LECLERC/POP NET SECURITY;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;22/10/2007;22/10/2007;C;OPT;C;DI;RF24;24;24;0;2;;4;95,8038;;;22/10/2007;;;;
4607572;TERRITOIRE;48 FO - IRS-RUE MARITON_RUE DIEUMEGARD / IRS - 48 RUE DES ROSIERS;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;27/02/2007;27/02/2007;C;OPT;C;TR;RF19;48;44;4;4;;4;124,1111;;;27/02/2007;;;;
45817697;TERRITOIRE;BAG - IRS - 72FO - IRS - WILSON-MITTERRAND - BPE 2 / BPE1;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;17/07/2024;17/07/2024;C;OPT;C;DI;RF94;72;71;1;6;;5;22,6541;;;17/07/2024;;;;
42665733;TERRITOIRE;IRS - BAG - 72 FO - 84 RUE CARVES (MONTROUGE) - BPE 1 / BPE 2;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;30/12/2023;30/12/2023;C;OPT;C;TR;RF28;72;72;0;6;;4;3,6030;;;30/12/2023;;;;
4604335;TERRITOIRE;IRS - 25 BOULEVARD DU COLONEL FABIEN - MAZET/PONT D'IVRY IRISE;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;12/04/2002;12/04/2002;C;OPT;C;LH;RF56;144;30;114;12;;4;216,1774;;;12/04/2002;;;;
4601974;TERRITOIRE;IRS - 24FO - MESLY (CRETEIL))/N-1 CAA CRETEIL;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;15/05/2004;15/05/2004;C;OPT;C;DI;RF15;24;16;8;4;;4;244,4161;;;15/05/2004;;;;
16692234;TERRITOIRE;IRS - 144 FO - FT1944 560 RUE DU MARCHE ROLLY / FT2136 -733 AVENUE MAURICE THOREZ;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;05/12/2019;05/12/2019;C;OPT;C;LH;RF22;144;144;0;12;;4;818,4249;;;05/12/2019;;;;
32649377;TERRITOIRE;IRS - FT 10 - 98 AVENUE DE CHOISY ZA LES FLANDRES / IRS_RFF_PK83435 CHOISY;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;20/04/2022;20/04/2022;C;OPT;C;LH;RF22;144;144;0;12;;4;129,7804;;;20/04/2022;;;;
26438817;TERRITOIRE;IRS - POP COMPLEXE NOUVELLE FRANCE / IRS - FT 3219 - 27 RUE ANATOLE FRANCE (MONTREUIL);;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;14/10/2021;14/10/2021;C;OPT;C;DI;RF27;12;8;4;2;;5;369,4220;;;14/10/2021;;;;
4636558;TERRITOIRE;IRS - 72FO - BD NATIONAL-BROSSOLETE/VERS PK7500;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;01/04/2011;01/04/2011;C;OPT;C;TR;RF28;72;25;47;6;;4;447,6539;;;01/04/2011;;;;
4601977;TERRITOIRE;IRS - 12 AV DE LA REPUBLIQUE/VERS APHP CHARLES FOIX;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;15/05/2004;15/05/2004;C;OPT;C;TR;RF19;48;36;12;4;;4;415,9003;;;15/05/2004;;;;
16504365;TERRITOIRE;IRS - 48FO - AV DU MARECHAL LECLERC/RUE DE CHAMPIGNY-RUE D HOUIN - 1;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;28/04/2004;28/04/2004;C;OPT;C;TR;RF80;48;12;36;8;;4;760,2157;;;28/04/2004;;;;
15288134;TERRITOIRE;IRS - FT 1074 - 36 BD LOUISE MICHEL /FT 322 - 84 AVENUE CHANDON;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;11/07/2019;11/07/2019;C;OPT;C;LH;RF22;144;142;2;12;;4;1798,3894;;;11/07/2019;;;;
15376033;TERRITOIRE;IRS - 12 FO - ARAGO-COMMUNE/FT384 - 27 AV DE LA REPUBLIQUE;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;22/07/2019;22/07/2019;C;OPT;C;DI;RF37;12;8;4;2;;5;564,1139;;;22/07/2019;;;;
17859876;TERRITOIRE;36 FO - IRISE - IRISE - FT 488 - 17 AVENUE PIERRE SEMARD/FT 895 - RUE LEDRU ROLLIN IVRY SUR SEINE;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;26/03/2020;26/03/2020;C;OPT;C;TR;RF50;36;36;0;3;;4;823,4600;;;26/03/2020;;;;
4594709;TERRITOIRE;IRS - DE GAULLE - COUTURIER/DOCTEUR MASS;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;12/04/2002;12/04/2002;C;OPT;C;LH;RF56;144;38;106;12;;4;512,2427;;;12/04/2002;;;;
35875939;TERRITOIRE;BAG - IRS - 48 FO - 43 AV DE LA MARNE MONTROUGE BPE 1/ BPE 2;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;29/12/2022;29/12/2022;C;OPT;C;TR;RF47;48;42;6;4;;4;3,1715;;;29/12/2022;;;;
28875298;TERRITOIRE;IRS - 48FO - FT 256 - ANGLE AV R.SALENGRO_RUE ANATOLE France (Chaville) / N-1 RUE JOSEPH BERTRANT (Viroflay);;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;11/01/2022;11/01/2022;C;OPT;C;TR;RF47;48;48;0;4;;4;1503,4499;;;11/01/2022;;;;
15232371;TERRITOIRE;IRS - 72 FO - FT945 - 145 RUE DU FAUSSE BLANC / FT943 - 105 RUE DU FAUSSE BLANC GENNEVILLIERS;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;05/07/2019;05/07/2019;C;OPT;C;TR;RF28;72;72;0;6;;4;158,3235;;;05/07/2019;;;;
