cb_code;cb_codeext;cb_etiquet;cb_nd1;cb_nd2;cb_r1_code;cb_r2_code;cb_r3_code;cb_r4_code;cb_prop;cb_gest;cb_user;cb_proptyp;cb_statut;cb_etat;cb_dateins;cb_datemes;cb_avct;cb_tech;cb_typephy;cb_typelog;cb_rf_code;cb_capafo;cb_fo_disp;cb_fo_util;cb_modulo;cb_diam;cb_color;cb_lgreel;cb_localis;cb_comment;cb_creadat;cb_majdate;cb_majsrc;cb_abddate;cb_abdsrc
4605287;TERRITOIRE;IRS - 144FO - AV DE LA REPUBLIQUE / IRS -11 BOULEVARD DE REPUBLIQUE;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;26/06/2004;26/06/2004;C;OPT;C;LH;RF22;144;144;0;12;;4;229,9156;;;26/06/2004;;;;
7560882;TERRITOIRE;IRS - 144 FO - N-1 VILLENEUVE LE ROI (HAUT) / FT 113 - 3 RUE DE LA MAIRIE (VILLENEUVE LE ROI);;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;02/12/2013;02/12/2013;C;OPT;C;LH;RF22;144;136;8;12;;4;264,8721;;;02/12/2013;;;;
25134210;TERRITOIRE;IRS - 36 FO - IRS - FT 2569 - 27 RUE DES CHAMPS / IRS - FT 2213 - COULEE VERTE;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;06/08/2021;06/08/2021;C;OPT;C;TR;RF50;36;36;0;3;;4;1169,3959;;;06/08/2021;;;;
33364903;TERRITOIRE;IRS - 36 FO - RUE DE LA MOTTE - BPE 3  / FT 160 - 35 AVENUE EDOUARD VAILLANT;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;22/08/2022;22/08/2022;C;OPT;C;TR;RF50;36;36;0;3;;4;1135,5928;;;22/08/2022;;;;
5935891;HORS TERRITOIRE;IRS - 72 FO - 9 BD HELOISE D909 ENTREE SQUARE BAGUETTE BPE1-BPE2;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;20/03/2013;20/03/2013;C;OPT;C;TR;RF28;72;66;6;6;;4;11,6310;;;20/03/2013;;;;
15189494;TERRITOIRE;IRS - 12 FO - AVE BARBUSSE-CONVENTION/POP ECOLE LOUISSE MICHEL ( LA COURNEUVE)-AA;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;01/07/2019;01/07/2019;C;OPT;C;DI;RF27;12;8;4;2;;5;280,6816;;;01/07/2019;;;;
4609791;TERRITOIRE;IRS - VERDUN CLAVIZIS/COLONEL FABIEN BONNEUIL;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;29/07/2005;29/07/2005;C;OPT;C;TR;RF16;72;33;39;6;;4;373,9443;;;29/07/2005;;;;
9319761;TERRITOIRE;IRS - 12 FO - POP NOVEXX RUNGIS/RUE DES SOLETS-ANGLE RUE DES CEVENNES;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;15/09/2015;15/09/2015;C;OPT;C;DI;RF45;12;12;0;2;;4;97,8206;;;15/09/2015;;;;
4631507;TERRITOIRE;IRS - 24FO BI/POP MONASTERE (D24);;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;24/07/2009;24/07/2009;C;OPT;C;DI;RF15;24;22;2;4;;4;35,3555;;;24/07/2009;;;;
4609657;TERRITOIRE;IRS - 24FO 1 - ANGLE TESSIER LUSSAC / PRC INEO 2 TESSIER;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;01/02/2011;01/02/2011;C;OPT;C;DI;RF15;24;22;2;4;;4;44,2721;;;01/02/2011;;;;
4630889;TERRITOIRE;IRS - 24FO - N-1 GS DAGUERRE/GS DAGUERRE;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;23/09/2009;23/09/2009;C;OPT;C;DI;RF15;24;20;4;4;;4;38,4484;;;23/09/2009;;;;
4610946;TERRITOIRE;IRS - 12FO - AV DU PRESIDENT WILSON/POP CNAM ST DENIS;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;19/07/2006;19/07/2006;C;OPT;C;DI;RF14;12;6;6;2;;4;100,1675;;;19/07/2006;;;;
4624008;TERRITOIRE;IRS - 72FO - RUE LGJMEAU/RUE ARCUEIL;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;18/05/2011;18/05/2011;C;OPT;C;TR;RF16;72;70;2;6;;4;299,4169;;;18/05/2011;;;;
34618022;TERRITOIRE;IRS - BAGUETTE 144 FO - 38 RUE DE FONTENAY BPE 1 / 38 RUE DE FONTENAY BPE 2;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;25/10/2022;25/10/2022;C;OPT;C;LH;RF22;144;144;0;12;;4;47,2634;;;25/10/2022;;;;
4607268;TERRITOIRE;IRS - 144FO - 54 AVENUE ANDRE MORIZET - BPE 1 / 38 RUE PAUL BERT - BPE 1;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;20/03/2007;20/03/2007;C;OPT;C;LH;RF22;144;105;39;12;;4;391,0383;;;20/03/2007;;;;
31730354;TERRITOIRE;IRS - 24 FO - CH SAT RUE GARE DE DUGNY / POP ARMOIRE DE RUE GARE DE DUGNY LA COURNEUVE - AA;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;24/05/2022;24/05/2022;C;OPT;C;DI;RF29;24;22;2;4;;5;4,5945;;;24/05/2022;;;;
4603874;TERRITOIRE;IRS - RN3-PASTEUR/ARTHUR GROUSSIER - TRACE?????;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;03/05/2004;03/05/2004;C;OPT;C;TR;RF16;72;23;49;6;;4;304,4617;;;03/05/2004;;;;
8565393;TERRITOIRE;IRS - 144 FO - AV GENERAL LECLERC (CHEVILLY LARUE)/BI 88 AV GENERAL DE GAULLE (CHEVILLY LARUE);;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;09/09/2014;09/09/2014;C;OPT;C;LH;RF22;144;140;4;12;;4;100,4726;;;09/09/2014;;;;
16893522;TERRITOIRE;IRS - 12 FO - IRS - FT 1215 - 151 AVENUE DE PARIS /  PRC CH IRISE BOULEVARD MAXIME GORK  1201;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;24/12/2019;24/12/2019;C;OPT;C;DI;RF27;12;10;2;2;;5;146,1961;;;24/12/2019;;;;
4608006;TERRITOIRE;IRS - 72FO - SAINT JUST RFF/GUIGNOIS SAINT JUST IRISE;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;25/11/2004;25/11/2004;C;OPT;C;TR;RF75;72;43;29;6;;144;202,4274;;;25/11/2004;;;;
4636020;TERRITOIRE;IRS - 24FO - POP EDF NANTERRE / IRS-RUE DE STALINGRAD -AA;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;26/04/2010;26/04/2010;C;OPT;C;DI;RF24;24;22;2;2;;4;8,9630;;;26/04/2010;;;;
4639978;TERRITOIRE;IRS - 12 FO - BI 6 AVENUE HOCHE (THIAIS)/FTTS THIAIS HOCHE - AA;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;22/02/2012;22/02/2012;C;OPT;C;DI;RF38;12;8;4;1;;4;11,6619;;;22/02/2012;;;;
17392998;TERRITOIRE;IRS - 72 FO - FT 1323 - 103 RUE DE STALINGRAD / FT 1225 - 8 RUE DE LA RENARDIERE 1;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;13/02/2020;13/02/2020;C;OPT;C;TR;RF179;72;72;0;6;;4;841,3907;;;13/02/2020;;;;
4599472;TERRITOIRE;IRS - INTERSECTION CHALAIS/HAMEAU/RUE DE VERDUN;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;20/08/2002;20/08/2002;C;OPT;C;TR;RF12;48;24;24;6;;5;1808,3837;;;20/08/2002;;;;
7147282;HORS TERRITOIRE;IRS - 144FO - ALLEE DES COTEAUX - BPE1 / FT 2765 - RUE DE PONTOISE - BPE1;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;25/07/2013;25/07/2013;C;OPT;C;LH;RF22;144;140;4;12;;4;345,4184;;;25/07/2013;;;;
4614418;TERRITOIRE;IRS - 38 RUE HAUTES_PATURES/MGP RUE HAUTES_PATURES;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;31/07/2007;31/07/2007;C;OPT;C;DI;RF38;12;10;2;1;;4;26,5238;;;31/07/2007;;;;
4619189;TERRITOIRE;IRS - 24FO N-1 / POP CAP HORN;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;04/09/2009;04/09/2009;C;OPT;C;DI;RF15;24;19;5;4;;4;19,8298;;;04/09/2009;;;;
36651321;TERRITOIRE;IRS - 12FO - PAPIN - CURIE / POP CENTRE TECHNIQUE TERRITORIAL - AA;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;10/02/2023;10/02/2023;C;OPT;C;DI;RF27;12;10;2;2;;5;977,0130;;;10/02/2023;;;;
36352429;TERRITOIRE;IRS - 24 FO - FT 220 - ALLEE ROBILLARD / POP ECOLE ROBILLARD LES PAVILLONS SOUS BOIS - AA;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;26/01/2023;26/01/2023;C;OPT;C;DI;RF29;24;7;17;4;;5;40,9652;;;26/01/2023;;;;
4611520;TERRITOIRE;IRS - 53 AV DE VERDUN/4 RUE DE PARIS ROMAINVILLE;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;03/11/2006;03/11/2006;C;OPT;C;TR;RF16;72;51;21;6;;4;928,7499;;;03/11/2006;;;;
6775249;TERRITOIRE;IRS - 144FO - 5 RUE DE LA LEGION D HONNEUR / IRS RUE DE LA BOULANGERIE;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;21/06/2013;21/06/2013;C;OPT;C;LH;RF22;144;144;0;12;;4;194,3146;;;21/06/2013;;;;
4630016;TERRITOIRE;IRS - 24FO BI/POP COROLLE (D40);;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;29/07/2009;29/07/2009;C;OPT;C;DI;RF15;24;22;2;4;;4;180,1221;;;29/07/2009;;;;
4607238;TERRITOIRE;IRS - 24FO 84 AV JEAN JAURES/POP CLUB 14-17 - AA;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;06/08/2008;06/08/2008;C;OPT;C;DI;RF15;24;20;4;4;;4;125,2492;;;06/08/2008;;;;
4607194;TERRITOIRE;IRS - 9 RUE DE PARIS/MAIRIE DE PIERREFITTE - AB;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;25/02/2005;25/02/2005;C;OPT;C;DI;RF14;12;10;2;2;;4;31,2969;;;25/02/2005;;;;
4636907;TERRITOIRE;IRS - 144FO - 39 AV DES GUILLERAIS/AV DES GUILLERAIS NANTERRE;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;05/05/2010;05/05/2010;C;OPT;C;LH;RF40;144;138;6;12;;4;276,9267;;;05/05/2010;;;;
4614664;TERRITOIRE;IRS - 72FO - IRS ANGLE CHOISSY/PASTEUR/IRS ALLENDE/CHOISY;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;27/09/2007;27/09/2007;C;OPT;C;TR;RF16;72;43;29;6;;4;246,4182;;;27/09/2007;;;;
4607753;TERRITOIRE;IRS - BD CHARLES DE GAULLE/PLACE DU GAL LECLERC;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;21/03/2005;21/03/2005;C;OPT;C;TR;RF19;48;42;6;4;;4;314,7207;;;21/03/2005;;;;
4603677;HORS TERRITOIRE;IRS - 72FO - PLACE MAGENTA/RUE GOUNOD (ST CLOUD);;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;27/09/2004;27/09/2004;C;OPT;C;TR;RF16;72;19;53;6;;4;623,5802;;;27/09/2004;;;;
7764386;TERRITOIRE;IRS - 72FO - LD - POP PTC TD_BAGNEUX COQUARTS CGTEL/SARRAZINE/FRERES LUMIERE BPE2 - AA;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;29/01/2014;29/01/2014;C;OPT;C;TR;RF28;72;64;8;6;;4;148,9066;;;29/01/2014;;;;
4614882;TERRITOIRE;144 FO - IRISE - BAG 1 - ANGLE GARDINOUX-HUGO - BPE 1 / 23 RUE DES GARDINOUX - BPE 2;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;11/06/2007;11/06/2007;C;OPT;C;LH;RF40;144;93;51;12;;4;413,2412;;;11/06/2007;;;;
4633306;TERRITOIRE;IRS - 144FO TOURNELLES_3 (D44)/JARDINS_DISPAN (D12);;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;20/07/2009;20/07/2009;C;OPT;C;LH;RF40;144;140;4;12;;4;321,4729;;;20/07/2009;;;;
30276902;TERRITOIRE;IRS - 36 FO - FT 881 - IRS - 36 ALLEE DATHENES / FT 99 - AV DU 14 JUILLET;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;21/03/2022;21/03/2022;C;OPT;C;TR;RF50;36;36;0;3;;4;536,9089;;;21/03/2022;;;;
4596648;TERRITOIRE;IRS - 72FO SOLETS_ARCUEIL/RUE DU VERSEAU;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;05/08/2008;05/08/2008;C;OPT;C;TR;RF16;72;68;4;6;;4;135,1101;;;05/08/2008;;;;
4595172;TERRITOIRE;IRS - 36FO - N-1 CAA CACHAN/CACHAN N??2 PT;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;25/11/2004;25/11/2004;C;OPT;C;TR;RF76;36;26;10;3;;145;15,6524;;;25/11/2004;;;;
4613095;HORS TERRITOIRE;IRS - 72FO - PK 101+030 LONGJUMEAU/GARE DE CHILLY MAZARIN;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;15/05/2006;15/05/2006;C;OPT;C;TR;RF18;72;29;43;6;;145;1127,8634;;;15/05/2006;;;;
14842916;TERRITOIRE;IRS - 144 FO - FT 1214 - 42 RUE JULES AUFFRET DRANCY / AV EDOUARD VAILLANT;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;20/05/2019;20/05/2019;C;OPT;C;LH;RF22;144;144;0;12;;4;1225,3865;;;20/05/2019;;;;
8781057;HORS TERRITOIRE;36FO - IRS - AVE DES BERTHUNES (SAINT OUEN L'AUMONE) / 15 RUE DES OZIERS (SAINT OUEN L'AUMONE);;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;12/11/2014;12/11/2014;C;OPT;C;TR;RF50;36;34;2;3;;4;322,5797;;;12/11/2014;;;;
4638699;TERRITOIRE;IRS 48 FO  26 RUE TENINE /POP CRECHE SABLONIERE - AA;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;29/09/2011;29/09/2011;C;OPT;C;TR;RF19;48;46;2;4;;4;629,3121;;;29/09/2011;;;;
4633206;TERRITOIRE;IRS - 24FO BI/POP AREPA (D86);;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;28/07/2009;28/07/2009;C;OPT;C;DI;RF15;24;20;4;4;;4;28,4643;;;28/07/2009;;;;
17810273;TERRITOIRE;IRS - 144 FO - IRISE 1594 - RUE DE LA COMMUNE  / IRS - FT 396 - RUE DCARPEAUX;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;23/03/2020;23/03/2020;C;OPT;C;LH;RF22;144;144;0;12;;4;1093,3482;;;23/03/2020;;;;
4603618;TERRITOIRE;IRS - FRUITIER/INNOVATIS - ODF A CONFIRMER;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;13/04/2005;13/04/2005;C;OPT;C;LH;RF40;144;127;17;12;;4;217,0390;;;13/04/2005;;;;
4600889;TERRITOIRE;IRS - CHAMBRE 21A PLACE DE BELGIQUE/AV FRANCOIS ARAGO (CHGMT DE COULEUR) (CA-FR-000421YZ-IRIS-144);;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;30/01/2001;30/01/2001;C;OPT;C;LH;RF40;144;26;118;12;;4;1406,7618;;;30/01/2001;;;;
4622119;TERRITOIRE;IRS - 72FO - HALAGE LAFERIERE / LAFERIERE PLAISANCE;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;29/06/2011;29/06/2011;C;OPT;C;TR;RF16;72;70;2;6;;4;970,8316;;;29/06/2011;;;;
4609708;TERRITOIRE;IRS - 24FO - BD GALLIENI / PRC INEO 5 GALLIENI;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;01/02/2011;01/02/2011;C;OPT;C;DI;RF15;24;20;4;4;;4;27,0181;;;01/02/2011;;;;
4610078;TERRITOIRE;IRS - 72FO - 9 RUE DE PARIS/SENTIER DU BOIS DE RICHEBOURG PIERREFITTE;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;14/11/2006;14/11/2006;C;OPT;C;TR;RF16;72;62;10;6;;4;187,9221;;;14/11/2006;;;;
4608196;TERRITOIRE;IRS - PAPIN CURIE/AV MOLIERE;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;22/03/2005;22/03/2005;C;OPT;C;TR;RF19;48;44;4;4;;4;290,4815;;;22/03/2005;;;;
17201649;TERRITOIRE;IRS - 144 FO - FT 123 - 5 RUE JULLIEN  / FT 807 - 27 RUE LOUIS VICAT;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;28/01/2020;28/01/2020;C;OPT;C;LH;RF22;144;144;0;12;;4;795,0270;;;28/01/2020;;;;
4602848;TERRITOIRE;IRS - REAUMUR/PAPIN-GALILEE;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;04/05/2005;04/05/2005;C;OPT;C;DI;RF14;12;6;6;2;;4;446,5766;;;04/05/2005;;;;
4599732;TERRITOIRE;IRS - 48FO - 20 RUE THOMAS/PLACE LENINE;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;29/04/2005;29/04/2005;C;OPT;C;TR;RF19;48;46;2;4;;4;118,0049;;;29/04/2005;;;;
11115591;TERRITOIRE;IRS - 12FO - SILIC B/BI SILIC B RUNGIS - IRISE;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;21/11/2007;21/11/2007;C;OPT;C;DI;RF14;12;8;4;2;;4;62,6617;;;21/11/2007;;;;
4632374;TERRITOIRE;IRS - 48FO - AV F MAURIAC/RUE DEMENITROUX;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;16/09/2009;16/09/2009;C;OPT;C;TR;RF19;48;21;27;4;;4;525,3407;;;16/09/2009;;;;
4594598;TERRITOIRE;IRS - 72FO - RFF - RUE DU 11NOV/PK12430 - IRS A CONFIRMER;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;25/08/2004;25/08/2004;C;OPT;C;TR;RF23;72;31;41;6;;145;3727,5790;;;25/08/2004;;;;
16696081;TERRITOIRE;IRS - 12FO - RUE DE LA BIEVRE (BOURG LA REINE)/POP ECOLE NATIONALE DE MUSIQUE ET DANSE;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;05/12/2019;05/12/2019;C;OPT;C;DI;RF37;12;12;0;2;;5;543,9080;;;05/12/2019;;;;
4597524;TERRITOIRE;IRS - RUE DU CHEMIN VERT/QUAI DERVAUX;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;09/09/2002;09/09/2002;C;OPT;C;TR;RF16;72;18;54;6;;4;578,7624;;;09/09/2002;;;;
4611430;TERRITOIRE;IRS-BD THEOPHILE SUEUR/NOUVELLE FRANCE-THEOPHILE SUEUR MONTREUIL;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;20/07/2006;20/07/2006;C;OPT;C;TR;RF16;72;66;6;6;;4;400,0596;;;20/07/2006;;;;
4608717;TERRITOIRE;IRS - 36FO - N-1 POP FTSS PAVILLONS SOUS BOIS/RN3 - GARDE CHASSE;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;19/01/2012;19/01/2012;C;OPT;C;TR;RF42;36;32;4;6;;4;345,3931;;;19/01/2012;;;;
4605758;TERRITOIRE;IRS - 144FO - RUE D'ORLY/POP IRISE ESSEN RUNGIS - AA;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;01/01/2007;01/01/2007;C;OPT;C;LH;RF16;72;45;27;6;;4;416,3343;;;01/01/2007;;;;
4611220;TERRITOIRE;IRS- 8 D22 RUE DHALENNE/POP CHATEAU SAINT OUEN;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;19/10/2006;19/10/2006;C;OPT;C;DI;RF14;12;4;8;2;;4;49,7324;;;19/10/2006;;;;
19279080;HORS TERRITOIRE;IRS - 24 FO - FT221 -1 AVENUE DES LUATS / POP CENTRE DE LOISIRS FRANCOISE DOLTO;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;16/07/2020;16/07/2020;C;OPT;C;DI;RF29;24;19;5;4;;5;179,0712;;;16/07/2020;;;;
8556116;HORS TERRITOIRE;IRS - 144 FO - BD MELIES/MONTAIGNE;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;05/09/2014;05/09/2014;C;OPT;C;LH;RF108;144;47;97;12;;5;675,8571;;;05/09/2014;;;;
36352426;TERRITOIRE;CH SAT SECURISEE CAM52 _FT256 / CH SAT SECURISEE CAM31_FT218;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;26/01/2023;26/01/2023;C;OPT;C;DI;RF27;12;5;7;2;;5;40,2704;;;26/01/2023;;;;
4637358;HORS TERRITOIRE;IRS-24-BI GENERALLI LUNDBECK/VERIZON GENERALLI LUNDBECK AA;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;13/05/2011;13/05/2011;C;OPT;C;DI;RF15;24;20;4;4;;4;97,1974;;;13/05/2011;;;;
15755273;TERRITOIRE;IRS - 72FO BAGUETTE - 22 RUE PV COUTURIER CLAMART/N-1 CENTRE ADMINISTRATIF;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;06/09/2019;06/09/2019;C;OPT;C;TR;RF78;72;52;20;6;;5;19,6345;;;06/09/2019;;;;
19279081;HORS TERRITOIRE;IRS - 12 FO -FT221 -1 AVENUE DES LUATS / FT1248 - 12 AVENUE HENRI DUNANT;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;16/07/2020;16/07/2020;C;OPT;C;DI;RF27;12;11;1;2;;5;610,5009;;;16/07/2020;;;;
36654817;TERRITOIRE;12 FO - 2 EME BI CHAUFFERIE  / BI SOUS SOL  CHAUFFERIE;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;10/02/2023;10/02/2023;C;OPT;C;DI;RF27;12;10;2;2;;5;42,1442;;;10/02/2023;;;;
8861185;TERRITOIRE;IRS - 144FO - AV DES FRUITIERS/FRUITIERS-CAMPRA - BIS;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;09/12/2014;09/12/2014;C;OPT;C;LH;RF22;144;143;1;12;;4;225,1115;;;09/12/2014;;;;
4632772;TERRITOIRE;IRS - 24FO - BOULEVARD JULES GUESDE / POP SAINT DENIS 15 RUE CATULIENNE;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;23/11/2009;23/11/2009;C;OPT;C;DI;RF15;24;18;6;4;;4;68,6745;;;23/11/2009;;;;
14840038;TERRITOIRE;IRS - 144 FO - FT 1036 - 5 RUE HEMET / ANGLE KARMAN-CHARRON;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;20/05/2019;20/05/2019;C;OPT;C;LH;RF22;144;142;2;12;;4;598,4573;;;20/05/2019;;;;
4602070;HORS TERRITOIRE;IRS - 12FO - BI 27 RUE DE LA REPUBLIQUE (VILLIERS SUR MARNE)/FTTS BRY SUR MARNE - AA;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;07/02/2012;07/02/2012;C;OPT;C;DI;RF38;12;8;4;1;;4;16,4013;;;07/02/2012;;;;
7328558;TERRITOIRE;IRS - 144FO - N-1 ECOLE DE DANSE DE PANTIN - BPE2/IRS AUGER-CONGO;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;24/09/2013;24/09/2013;C;OPT;C;LH;RF22;144;140;4;12;;4;369,5172;;;24/09/2013;;;;
7134465;TERRITOIRE;IRS - 144FO - ROUGET DE LISLE-CAMILLE DESMOULINS / ANGLE BD GALLIENI/BD FRERES VOISIN;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;22/07/2013;22/07/2013;C;OPT;C;LH;RF22;144;116;28;12;;4;334,1835;;;22/07/2013;;;;
10801714;TERRITOIRE;IRS - 72FO - BI POP ANCIENNE MAIRIE ANNEXE / RUE PIERRE KOHLMANN (ANTONY);;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;06/12/2012;06/12/2012;C;OPT;C;TR;RF28;72;70;2;6;;4;59,0350;;;06/12/2012;;;;
4605490;TERRITOIRE;IRS - 72FO - AV DU GENERAL LECLERC/RUE DE LA BIEVRE BOURG LA REINE;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;01/03/2006;01/03/2006;C;OPT;C;TR;RF16;72;61;11;6;;4;349,8228;;;01/03/2006;;;;
