dm_cd_code;dm_cm_code;dm_creadat;dm_majdate;dm_majsrc;dm_abddate;dm_abdsrc
435061;563976;;;;;
435062;563976;;;;;
435063;563977;;;;;
435064;563979;;;;;
435065;563981;;;;;
435066;563982;;;;;
435068;563986;;;;;
433878;560569;;;;;
433879;560571;;;;;
433880;560573;;;;;
433887;561998;;;;;
433888;561999;;;;;
433889;561999;;;;;
433890;562001;;;;;
433891;562002;;;;;
433892;562002;;;;;
433893;562002;;;;;
433894;562003;;;;;
433895;562003;;;;;
433896;562004;;;;;
433897;562004;;;;;
433898;562004;;;;;
433899;562006;;;;;
433900;562008;;;;;
433901;562010;;;;;
433902;562011;;;;;
434473;562069;;;;;
434474;562071;;;;;
434475;562071;;;;;
434476;562071;;;;;
434480;562076;;;;;
434481;562078;;;;;
434482;562080;;;;;
434485;562082;;;;;
434490;562083;;;;;
434495;562083;;;;;
434496;562083;;;;;
434499;590397;;;;;
434501;590397;;;;;
434503;562084;;;;;
434509;563762;;;;;
434510;563762;;;;;
435152;563248;;;;;
435153;563248;;;;;
435154;563248;;;;;
435155;563250;;;;;
435156;563251;;;;;
435157;563251;;;;;
435158;563253;;;;;
435159;563254;;;;;
435162;563256;;;;;
435163;563258;;;;;
435164;563259;;;;;
435165;563261;;;;;
435166;563262;;;;;
435167;563262;;;;;
435168;563263;;;;;
435169;563263;;;;;
435170;563264;;;;;
435171;563265;;;;;
435172;563265;;;;;
435173;563265;;;;;
435174;563265;;;;;
435175;563265;;;;;
433269;560425;;;;;
433270;560425;;;;;
433271;560425;;;;;
433272;560426;;;;;
433273;560427;;;;;
433274;560427;;;;;
433302;560682;;;;;
433303;560683;;;;;
433304;560684;;;;;
433305;560685;;;;;
434511;563762;;;;;
434512;563763;;;;;
434513;563764;;;;;
434514;563765;;;;;
434515;563766;;;;;
434516;563767;;;;;
434517;563768;;;;;
434518;563769;;;;;
434521;563771;;;;;
434522;563771;;;;;
434523;563771;;;;;
434524;563771;;;;;
434525;563773;;;;;
434526;563773;;;;;
434527;563773;;;;;
434528;563773;;;;;
434529;563774;;;;;
434542;563778;;;;;
434543;563779;;;;;
434544;563780;;;;;
434545;563781;;;;;
433306;560686;;;;;
433307;560687;;;;;
3306942;563206;;;;;
3306935;585463;;;;;
433308;560688;;;;;
3306938;563310;;;;;
433309;560689;;;;;
433318;590364;;;;;
433319;590363;;;;;
433320;590364;;;;;
433682;560529;;;;;
433683;560530;;;;;
433684;560532;;;;;
433685;560532;;;;;
433686;560533;;;;;
433687;560533;;;;;
433688;560534;;;;;
433689;560534;;;;;
433690;560536;;;;;
433691;560536;;;;;
433692;560536;;;;;
433695;560538;;;;;
433696;560538;;;;;
433697;560539;;;;;
433698;560539;;;;;
433699;560540;;;;;
433700;560540;;;;;
433701;560540;;;;;
433702;560541;;;;;
433968;562262;;;;;
433969;562262;;;;;
433970;562263;;;;;
433971;562263;;;;;
433972;562263;;;;;
433973;562263;;;;;
433974;562264;;;;;
433975;562264;;;;;
433976;562264;;;;;
433977;562264;;;;;
433978;562265;;;;;
433979;562265;;;;;
433980;562265;;;;;
433981;562265;;;;;
434280;562028;;;;;
434281;562029;;;;;
434282;562030;;;;;
434283;562031;;;;;
434284;562032;;;;;
434285;562034;;;;;
434286;562036;;;;;
434287;562038;;;;;
434288;562038;;;;;
434289;562038;;;;;
434290;562039;;;;;
434291;562040;;;;;
434546;563782;;;;;
434547;563783;;;;;
434548;563784;;;;;
434549;563785;;;;;
434550;563786;;;;;
434551;563787;;;;;
434552;563788;;;;;
434553;563788;;;;;
434555;563933;;;;;
434556;563933;;;;;
434557;563934;;;;;
434558;563935;;;;;
434559;563935;;;;;
434564;563941;;;;;
434565;563943;;;;;
434566;563945;;;;;
434567;563945;;;;;
434568;563946;;;;;
434569;563948;;;;;
434570;563948;;;;;
434571;563949;;;;;
434572;563949;;;;;
434573;563890;;;;;
434574;563890;;;;;
434575;563890;;;;;
434579;563894;;;;;
434580;563894;;;;;
435073;563994;;;;;
435074;590305;;;;;
435075;590304;;;;;
435076;563997;;;;;
435077;563998;;;;;
435078;564000;;;;;
435079;564002;;;;;
435083;564009;;;;;
435084;564011;;;;;
435085;564013;;;;;
435086;564014;;;;;
435087;564014;;;;;
435088;564015;;;;;
435089;564017;;;;;
435090;564019;;;;;
435091;564019;;;;;
435092;564020;;;;;
435093;564020;;;;;
435094;564020;;;;;
435095;564022;;;;;
435096;564024;;;;;
435097;564025;;;;;
435098;564025;;;;;
435100;564028;;;;;
435101;564028;;;;;
433703;560541;;;;;
433713;562148;;;;;
433714;562149;;;;;
433715;562149;;;;;
433716;562151;;;;;
433717;562151;;;;;
433718;562151;;;;;
433719;562153;;;;;
433720;562155;;;;;
433721;562155;;;;;
433722;562156;;;;;
433723;562157;;;;;
433724;562157;;;;;
433725;562157;;;;;
433726;562158;;;;;
433727;562158;;;;;
433728;562159;;;;;
433729;562159;;;;;
433730;562160;;;;;
433731;562160;;;;;
433732;562160;;;;;
433733;562161;;;;;
433734;562161;;;;;
434295;562047;;;;;
434296;562048;;;;;
434297;562048;;;;;
434298;562049;;;;;
434299;562049;;;;;
434300;562050;;;;;
434301;562052;;;;;
434302;562053;;;;;
434585;563900;;;;;
434588;563903;;;;;
434589;563905;;;;;
434899;563965;;;;;
434900;563966;;;;;
434901;563967;;;;;
434902;563833;;;;;
434903;563835;;;;;
434904;563835;;;;;
434905;563835;;;;;
434906;563836;;;;;
434908;563840;;;;;
434909;590254;;;;;
434910;590253;;;;;
434911;563843;;;;;
434912;563844;;;;;
435508;562994;;;;;
435513;562998;;;;;
435514;562999;;;;;
435516;563001;;;;;
435517;563003;;;;;
435518;563003;;;;;
435521;563007;;;;;
435522;563008;;;;;
435523;563009;;;;;
435524;563011;;;;;
435525;563013;;;;;
435526;563013;;;;;
435527;563013;;;;;
435528;563154;;;;;
3335420;1950753;;;;;
3336375;1950757;;;;;
3336699;1001645;;;;;
3335741;563882;;;;;
434361;563880;;;;;
434362;563880;;;;;
434065;562013;;;;;
434066;562013;;;;;
434067;562013;;;;;
434068;562014;;;;;
434069;562014;;;;;
434915;563851;;;;;
434917;563854;;;;;
434918;563854;;;;;
434919;563855;;;;;
434920;563856;;;;;
434923;563861;;;;;
434924;563863;;;;;
434925;563864;;;;;
434926;563864;;;;;
434927;563865;;;;;
434928;563866;;;;;
434929;563868;;;;;
434100;562017;;;;;
434682;562098;;;;;
432916;563745;;;;;
432917;563745;;;;;
432918;563745;;;;;
432919;563746;;;;;
432920;563746;;;;;
432921;563747;;;;;
432922;563748;;;;;
432923;563748;;;;;
432924;563749;;;;;
432926;563753;;;;;
432927;563755;;;;;
432928;563757;;;;;
432931;563759;;;;;
432932;563759;;;;;
432933;563760;;;;;
432934;563761;;;;;
432935;563761;;;;;
433512;560735;;;;;
433513;560735;;;;;
433514;560736;;;;;
433519;560740;;;;;
433520;560740;;;;;
433521;562144;;;;;
433522;562145;;;;;
434703;563788;;;;;
434704;563788;;;;;
434705;563789;;;;;
434706;563789;;;;;
434707;563789;;;;;
434708;563789;;;;;
434709;563790;;;;;
434710;563791;;;;;
434712;563793;;;;;
434713;563794;;;;;
434714;563794;;;;;
434715;563794;;;;;
434716;563794;;;;;
434717;563795;;;;;
434718;563796;;;;;
434719;563797;;;;;
434720;563799;;;;;
434721;563799;;;;;
434722;563800;;;;;
434723;563801;;;;;
434724;563801;;;;;
434725;563802;;;;;
434726;563802;;;;;
434727;563803;;;;;
434728;563803;;;;;
434729;563804;;;;;
434171;562270;;;;;
434172;562271;;;;;
434173;562272;;;;;
434174;562272;;;;;
434175;562273;;;;;
434176;562273;;;;;
434177;562274;;;;;
434178;562274;;;;;
434179;562275;;;;;
434180;562275;;;;;
437131;559341;;;;;
437133;559345;;;;;
437134;559345;;;;;
437135;564439;;;;;
437136;564440;;;;;
437137;564440;;;;;
437138;564440;;;;;
437139;564440;;;;;
437140;564441;;;;;
437141;564442;;;;;
437142;564443;;;;;
437146;564446;;;;;
437479;562732;;;;;
437480;562733;;;;;
437481;562734;;;;;
437482;562735;;;;;
437483;562735;;;;;
437484;562735;;;;;
437485;562735;;;;;
437486;562736;;;;;
437487;562737;;;;;
437488;562738;;;;;
437489;562738;;;;;
437490;562738;;;;;
435320;562970;;;;;
435321;562970;;;;;
435322;562970;;;;;
435323;562972;;;;;
435325;562975;;;;;
435326;562976;;;;;
435327;562978;;;;;
435328;562978;;;;;
435329;562978;;;;;
435330;562979;;;;;
435331;562979;;;;;
435332;562980;;;;;
435333;562980;;;;;
435334;562981;;;;;
435335;562982;;;;;
435337;562984;;;;;
435338;562984;;;;;
435339;562985;;;;;
435340;562985;;;;;
435341;562985;;;;;
435343;562987;;;;;
435344;562987;;;;;
435345;562988;;;;;
435346;562988;;;;;
435348;562990;;;;;
435349;562990;;;;;
435350;562991;;;;;
436599;560967;;;;;
436600;560967;;;;;
436601;560967;;;;;
436602;560968;;;;;
436603;560968;;;;;
436606;560970;;;;;
436607;560971;;;;;
436608;560973;;;;;
436609;560974;;;;;
436610;560975;;;;;
436624;561219;;;;;
436625;561220;;;;;
436626;561220;;;;;
436627;561220;;;;;
436628;561220;;;;;
436633;561222;;;;;
436634;561222;;;;;
437491;562738;;;;;
437492;562739;;;;;
437493;562740;;;;;
437494;562741;;;;;
437495;562741;;;;;
437496;562742;;;;;
437497;562742;;;;;
437499;562745;;;;;
437500;562745;;;;;
437502;562748;;;;;
437503;562750;;;;;
437504;562751;;;;;
437505;562753;;;;;
437506;562755;;;;;
437507;562756;;;;;
437508;562756;;;;;
437509;562756;;;;;
437510;562758;;;;;
437511;562760;;;;;
437514;562764;;;;;
437515;562765;;;;;
437519;562769;;;;;
437520;562770;;;;;
437521;562771;;;;;
437522;562771;;;;;
437523;562773;;;;;
437524;562775;;;;;
437525;562775;;;;;
437526;562775;;;;;
437527;562777;;;;;
436000;559345;;;;;
436001;559345;;;;;
436002;559345;;;;;
436003;559346;;;;;
436004;559347;;;;;
436005;559348;;;;;
436006;559349;;;;;
436007;559349;;;;;
436635;561222;;;;;
436636;561222;;;;;
436641;561225;;;;;
436642;561225;;;;;
436643;561226;;;;;
436644;561226;;;;;
436645;561226;;;;;
436646;561226;;;;;
436647;561227;;;;;
436648;561227;;;;;
436649;561227;;;;;
436650;561227;;;;;
436653;561230;;;;;
436654;561232;;;;;
436655;561232;;;;;
436656;561233;;;;;
436657;561233;;;;;
436658;561233;;;;;
436664;561236;;;;;
436665;561238;;;;;
436666;561238;;;;;
436668;561241;;;;;
437528;562777;;;;;
437532;564496;;;;;
437533;564498;;;;;
437539;564508;;;;;
437540;564510;;;;;
436008;559349;;;;;
436009;559349;;;;;
436011;559351;;;;;
436012;559351;;;;;
436016;561042;;;;;
436017;561042;;;;;
436018;561042;;;;;
436019;561044;;;;;
436020;561045;;;;;
436021;561047;;;;;
436022;561047;;;;;
436023;561048;;;;;
436024;561048;;;;;
436025;561048;;;;;
436026;561049;;;;;
436027;561049;;;;;
436028;561050;;;;;
436029;561050;;;;;
436030;562458;;;;;
436031;562459;;;;;
436032;562461;;;;;
436033;562461;;;;;
436034;562462;;;;;
436035;562462;;;;;
436036;562463;;;;;
436037;562463;;;;;
436040;562468;;;;;
436041;562469;;;;;
436042;562469;;;;;
436043;562470;;;;;
436044;562472;;;;;
436045;562474;;;;;
436708;559218;;;;;
436709;559218;;;;;
436710;559218;;;;;
436711;559218;;;;;
436712;559218;;;;;
436713;559218;;;;;
436714;559219;;;;;
436715;559219;;;;;
436716;559221;;;;;
436720;559303;;;;;
436721;559303;;;;;
436722;559304;;;;;
436724;559308;;;;;
436725;559309;;;;;
437279;562702;;;;;
437280;562702;;;;;
437281;562702;;;;;
435455;562523;;;;;
436048;562476;;;;;
436049;562476;;;;;
436050;562477;;;;;
436051;562477;;;;;
436052;562477;;;;;
436053;562478;;;;;
436054;562478;;;;;
436055;562480;;;;;
436056;562482;;;;;
436057;562483;;;;;
436058;562485;;;;;
436059;562485;;;;;
436060;562486;;;;;
436062;562489;;;;;
436063;564210;;;;;
436064;564210;;;;;
436065;564210;;;;;
436066;564210;;;;;
436067;564210;;;;;
436068;564211;;;;;
436072;564215;;;;;
436073;564215;;;;;
436079;564219;;;;;
436080;564219;;;;;
436081;564220;;;;;
436082;564220;;;;;
436534;559290;;;;;
436535;559290;;;;;
436536;559290;;;;;
436537;559290;;;;;
436764;559321;;;;;
436726;559309;;;;;
436727;559310;;;;;
436728;559310;;;;;
436732;559312;;;;;
436756;559315;;;;;
436757;559315;;;;;
436759;559317;;;;;
436760;559317;;;;;
436762;559320;;;;;
436763;559320;;;;;
437631;559921;;;;;
437633;559924;;;;;
437634;559925;;;;;
437635;559925;;;;;
437636;559926;;;;;
437651;559953;;;;;
437652;559955;;;;;
435456;562524;;;;;
435458;562526;;;;;
435459;562527;;;;;
435460;562528;;;;;
435461;562529;;;;;
435462;562530;;;;;
435463;562530;;;;;
435464;562530;;;;;
435465;562530;;;;;
435466;562531;;;;;
435467;562531;;;;;
435468;562531;;;;;
435469;562531;;;;;
435470;562532;;;;;
435471;562532;;;;;
435472;562533;;;;;
435473;562533;;;;;
435474;562533;;;;;
435475;562533;;;;;
435476;562534;;;;;
435477;562534;;;;;
435478;562534;;;;;
435479;562534;;;;;
435480;562535;;;;;
435481;562535;;;;;
435482;562536;;;;;
435483;562536;;;;;
435484;562537;;;;;
435485;562537;;;;;
435486;562537;;;;;
435487;562538;;;;;
435488;562538;;;;;
435489;562538;;;;;
435490;562538;;;;;
435491;562539;;;;;
436083;564221;;;;;
436084;564222;;;;;
436085;564223;;;;;
436086;564224;;;;;
436087;564224;;;;;
436089;561309;;;;;
436090;561309;;;;;
436091;561309;;;;;
436092;561309;;;;;
436093;561310;;;;;
436094;561311;;;;;
436095;561312;;;;;
436096;561313;;;;;
436097;561313;;;;;
436098;561314;;;;;
436099;561314;;;;;
436100;561315;;;;;
436101;561315;;;;;
436102;561315;;;;;
436103;561315;;;;;
436104;561316;;;;;
436110;561320;;;;;
436111;561321;;;;;
436765;559323;;;;;
436766;559325;;;;;
436770;560988;;;;;
436771;560990;;;;;
436772;560992;;;;;
436773;560994;;;;;
436774;560995;;;;;
436775;560997;;;;;
436776;560999;;;;;
436777;561001;;;;;
436778;561003;;;;;
436779;561003;;;;;
436780;561004;;;;;
436782;561008;;;;;
436783;559538;;;;;
436784;559538;;;;;
436785;559539;;;;;
436786;559539;;;;;
436787;559539;;;;;
436788;559539;;;;;
436789;559540;;;;;
436790;559540;;;;;
436791;559540;;;;;
436792;559540;;;;;
436793;559541;;;;;
436795;559543;;;;;
436796;559544;;;;;
436797;559544;;;;;
436798;559544;;;;;
436799;559544;;;;;
436800;559544;;;;;
436801;559544;;;;;
437380;559639;;;;;
437381;559639;;;;;
437382;591096;;;;;
437384;559641;;;;;
437385;559641;;;;;
437386;559642;;;;;
437387;559642;;;;;
437388;559643;;;;;
437389;559643;;;;;
437390;559644;;;;;
437391;559644;;;;;
437392;559645;;;;;
437393;559645;;;;;
437394;559645;;;;;
437405;559656;;;;;
437406;559658;;;;;
437409;559660;;;;;
437410;559660;;;;;
437416;559670;;;;;
437417;559671;;;;;
435492;562540;;;;;
435493;562541;;;;;
435494;562541;;;;;
435495;562541;;;;;
435496;562541;;;;;
435497;562541;;;;;
435498;562542;;;;;
435499;562542;;;;;
435500;562542;;;;;
435501;562542;;;;;
435502;562543;;;;;
435503;562544;;;;;
435504;562545;;;;;
435505;562993;;;;;
435506;562993;;;;;
435507;562994;;;;;
435841;561021;;;;;
435842;561022;;;;;
435845;561025;;;;;
435846;561026;;;;;
435847;561027;;;;;
435848;561028;;;;;
435849;561029;;;;;
435850;561030;;;;;
435851;561030;;;;;
435852;561030;;;;;
435853;561030;;;;;
435854;561031;;;;;
435855;561032;;;;;
435856;561033;;;;;
435858;561035;;;;;
435859;561035;;;;;
436813;559549;;;;;
436814;559549;;;;;
436815;559549;;;;;
436816;559549;;;;;
436817;559550;;;;;
436818;559550;;;;;
436819;559550;;;;;
436820;559550;;;;;
436829;561246;;;;;
436830;561247;;;;;
436831;561248;;;;;
436832;561248;;;;;
436833;561249;;;;;
436834;561250;;;;;
436835;561250;;;;;
436837;561252;;;;;
436838;561253;;;;;
436839;561253;;;;;
436840;561254;;;;;
436841;561254;;;;;
436842;561255;;;;;
436843;561256;;;;;
436844;561256;;;;;
437835;560205;;;;;
437836;560207;;;;;
437837;560208;;;;;
437838;561521;;;;;
437839;561521;;;;;
437841;561524;;;;;
435862;561038;;;;;
435863;562586;;;;;
435864;562588;;;;;
435865;562588;;;;;
435866;562589;;;;;
435867;562590;;;;;
435868;562590;;;;;
435869;562590;;;;;
435870;562591;;;;;
435871;562591;;;;;
435872;562593;;;;;
435873;562594;;;;;
435874;562594;;;;;
435875;562594;;;;;
435876;562595;;;;;
435877;562595;;;;;
435878;562595;;;;;
435879;562596;;;;;
435880;562598;;;;;
435881;562600;;;;;
435883;562604;;;;;
435884;562604;;;;;
435885;562604;;;;;
435886;562605;;;;;
435887;562605;;;;;
435889;562608;;;;;
435890;562609;;;;;
435891;562610;;;;;
435892;562611;;;;;
435893;562611;;;;;
435894;562611;;;;;
435895;562611;;;;;
435896;562612;;;;;
435897;562613;;;;;
436533;559289;;;;;
436539;559292;;;;;
436540;559292;;;;;
436541;559292;;;;;
436542;559292;;;;;
436553;559295;;;;;
436554;559295;;;;;
436555;559295;;;;;
436556;559295;;;;;
437164;564454;;;;;
437165;564454;;;;;
437166;564454;;;;;
437167;564454;;;;;
437168;564455;;;;;
437169;564455;;;;;
437170;564455;;;;;
437171;564455;;;;;
437172;564456;;;;;
437173;564456;;;;;
437174;564456;;;;;
437175;564456;;;;;
437176;559591;;;;;
437177;559592;;;;;
437178;559592;;;;;
437179;559592;;;;;
437180;559593;;;;;
437181;559593;;;;;
437184;559595;;;;;
437185;559595;;;;;
437186;559596;;;;;
437187;559596;;;;;
437282;562703;;;;;
437283;562704;;;;;
437284;562705;;;;;
437285;562706;;;;;
437286;562707;;;;;
437287;562708;;;;;
437288;562709;;;;;
437289;562710;;;;;
437290;562711;;;;;
437291;562712;;;;;
437292;562713;;;;;
437294;562715;;;;;
437295;562715;;;;;
437296;562715;;;;;
437297;562715;;;;;
437298;562716;;;;;
437299;562716;;;;;
437300;562716;;;;;
437301;562716;;;;;
437302;562717;;;;;
437303;562718;;;;;
437304;562719;;;;;
437305;562719;;;;;
437306;562719;;;;;
437307;562719;;;;;
437308;562720;;;;;
437309;562721;;;;;
437311;562723;;;;;
437312;562724;;;;;
437313;562724;;;;;
437314;562724;;;;;
437315;562724;;;;;
437316;562725;;;;;
437317;562725;;;;;
437318;562725;;;;;
437319;562725;;;;;
435898;562614;;;;;
435899;562614;;;;;
435900;562614;;;;;
435902;562617;;;;;
435904;562621;;;;;
435905;562623;;;;;
435906;562624;;;;;
435907;562624;;;;;
435908;562625;;;;;
435909;564209;;;;;
435910;564209;;;;;
435911;564209;;;;;
435912;564209;;;;;
436560;559298;;;;;
436561;559299;;;;;
436562;559300;;;;;
436563;559300;;;;;
436564;559301;;;;;
436565;559302;;;;;
436566;559302;;;;;
436567;559302;;;;;
436568;560937;;;;;
436572;560939;;;;;
436573;560939;;;;;
436574;560940;;;;;
436575;560940;;;;;
436576;560940;;;;;
436582;560950;;;;;
436583;560950;;;;;
436584;560952;;;;;
436585;560952;;;;;
436586;560954;;;;;
436587;560956;;;;;
436588;560958;;;;;
436589;560959;;;;;
436590;560960;;;;;
436591;560961;;;;;
436592;560963;;;;;
436593;560964;;;;;
436594;560964;;;;;
436238;562490;;;;;
436239;562491;;;;;
436240;562492;;;;;
437188;559596;;;;;
437189;559597;;;;;
437190;559597;;;;;
437191;559598;;;;;
437192;559598;;;;;
437193;559599;;;;;
437194;559599;;;;;
437195;559600;;;;;
437205;559618;;;;;
437206;559619;;;;;
437207;559619;;;;;
437208;559621;;;;;
437774;563185;;;;;
435668;562551;;;;;
435669;562551;;;;;
435658;561012;;;;;
435659;561012;;;;;
435660;561013;;;;;
435661;561013;;;;;
435662;561013;;;;;
435663;562546;;;;;
435664;562547;;;;;
435665;562548;;;;;
435666;562549;;;;;
435667;562550;;;;;
435670;562551;;;;;
436241;562492;;;;;
436243;562494;;;;;
436244;562496;;;;;
436245;562498;;;;;
436246;562500;;;;;
436247;562502;;;;;
436248;562503;;;;;
436249;562505;;;;;
436265;561323;;;;;
436266;561324;;;;;
436267;561325;;;;;
436268;561326;;;;;
436269;561326;;;;;
436270;561326;;;;;
436271;561326;;;;;
436272;561327;;;;;
436274;561329;;;;;
436275;561329;;;;;
436276;561329;;;;;
436277;561329;;;;;
436278;561330;;;;;
436279;561331;;;;;
436281;561333;;;;;
436283;561335;;;;;
436284;561336;;;;;
436285;561337;;;;;
436289;561339;;;;;
436290;561339;;;;;
437213;559628;;;;;
437214;559628;;;;;
437215;559629;;;;;
437218;559632;;;;;
437219;559632;;;;;
437220;559632;;;;;
437221;559633;;;;;
437222;559635;;;;;
437223;559636;;;;;
437224;559636;;;;;
437225;559637;;;;;
436924;559327;;;;;
436925;559329;;;;;
436928;559334;;;;;
436929;559334;;;;;
436930;556262;;;;;
436931;556262;;;;;
436932;556263;;;;;
436933;556263;;;;;
436934;556263;;;;;
436935;556265;;;;;
436938;556267;;;;;
436939;556267;;;;;
436940;556268;;;;;
436941;556269;;;;;
436942;556269;;;;;
435671;562551;;;;;
435672;562552;;;;;
435673;562552;;;;;
435674;562552;;;;;
435675;562552;;;;;
435676;562552;;;;;
435677;562553;;;;;
435678;562553;;;;;
435679;562554;;;;;
435680;562555;;;;;
435681;562556;;;;;
435682;562557;;;;;
435683;562557;;;;;
435684;562559;;;;;
435685;562560;;;;;
435686;562560;;;;;
435687;562561;;;;;
435689;562565;;;;;
435690;562566;;;;;
435693;562571;;;;;
435694;562573;;;;;
435695;562574;;;;;
435696;562574;;;;;
435697;562575;;;;;
435698;562576;;;;;
435699;562576;;;;;
435702;562578;;;;;
435703;562578;;;;;
435704;562579;;;;;
435705;562579;;;;;
435706;562580;;;;;
435707;562580;;;;;
436291;561339;;;;;
436292;561339;;;;;
436293;561340;;;;;
436294;561340;;;;;
436295;561340;;;;;
436296;561340;;;;;
436297;561341;;;;;
436298;561341;;;;;
436299;561341;;;;;
436300;561342;;;;;
436301;561343;;;;;
436302;561343;;;;;
436303;561344;;;;;
436304;561344;;;;;
436305;561345;;;;;
436306;561345;;;;;
436307;561346;;;;;
436308;561346;;;;;
436309;561347;;;;;
436310;561347;;;;;
436943;556270;;;;;
436944;556270;;;;;
436948;556273;;;;;
436949;556273;;;;;
436950;556273;;;;;
436951;556274;;;;;
436952;556274;;;;;
436953;556275;;;;;
436954;556275;;;;;
437321;562727;;;;;
437322;562728;;;;;
437323;562729;;;;;
437324;562730;;;;;
437325;562731;;;;;
437326;564457;;;;;
437327;564457;;;;;
437328;564457;;;;;
437329;564457;;;;;
437330;564458;;;;;
437331;564458;;;;;
437332;564458;;;;;
437333;564458;;;;;
437334;564459;;;;;
437335;564459;;;;;
437336;564459;;;;;
437337;564459;;;;;
437338;564460;;;;;
437339;564461;;;;;
437340;564462;;;;;
437341;564463;;;;;
437342;564464;;;;;
3256376;561377;;;;;
3255103;563181;;;;;
3256064;561601;;;;;
3256062;561601;;;;;
435708;562581;;;;;
435709;562582;;;;;
435710;562582;;;;;
435711;562584;;;;;
435712;562585;;;;;
435713;563173;;;;;
435714;563175;;;;;
435715;563176;;;;;
435716;563178;;;;;
435717;563179;;;;;
435718;563179;;;;;
436347;559285;;;;;
436348;559285;;;;;
436349;559285;;;;;
436350;559285;;;;;
436351;559285;;;;;
436352;559285;;;;;
436353;559285;;;;;
436354;559285;;;;;
436361;560898;;;;;
436362;560899;;;;;
436363;560899;;;;;
436364;560900;;;;;
436365;560901;;;;;
436366;560901;;;;;
436367;560902;;;;;
436368;560902;;;;;
436369;560903;;;;;
436370;560903;;;;;
436371;560903;;;;;
436957;556277;;;;;
436958;556277;;;;;
436959;556278;;;;;
436960;556278;;;;;
436961;556278;;;;;
436962;590381;;;;;
436963;590381;;;;;
436964;556279;;;;;
436965;556279;;;;;
436968;559338;;;;;
436969;559338;;;;;
436970;559338;;;;;
436971;559339;;;;;
436976;591026;;;;;
437775;563186;;;;;
437776;563186;;;;;
437777;563187;;;;;
437778;563187;;;;;
437779;563188;;;;;
437780;563189;;;;;
436372;560904;;;;;
436373;560904;;;;;
436378;560907;;;;;
436379;560909;;;;;
436380;560909;;;;;
436381;560909;;;;;
436382;560910;;;;;
436383;560910;;;;;
436384;560912;;;;;
436385;560913;;;;;
436386;560913;;;;;
436387;560914;;;;;
436388;560915;;;;;
436389;560916;;;;;
436390;560916;;;;;
436391;560916;;;;;
436392;560916;;;;;
436402;560929;;;;;
436403;560929;;;;;
436977;591025;;;;;
436978;591026;;;;;
436979;591025;;;;;
436980;591026;;;;;
436981;591025;;;;;
436982;591026;;;;;
436983;591025;;;;;
436986;559555;;;;;
436987;559556;;;;;
436988;559557;;;;;
436989;559558;;;;;
436990;559559;;;;;
436991;559560;;;;;
437000;559569;;;;;
437002;559571;;;;;
437003;559572;;;;;
437004;559574;;;;;
437005;559575;;;;;
437006;559575;;;;;
437007;559576;;;;;
437008;559576;;;;;
437013;559578;;;;;
437014;559579;;;;;
437015;559580;;;;;
437016;559580;;;;;
437017;559581;;;;;
437018;559581;;;;;
3202618;556286;;;;;
435813;561013;;;;;
435814;561014;;;;;
435815;561014;;;;;
435816;561014;;;;;
435817;561014;;;;;
435822;561017;;;;;
435823;561017;;;;;
435824;561017;;;;;
436407;560936;;;;;
436408;560936;;;;;
436409;560936;;;;;
436410;560936;;;;;
436411;560937;;;;;
436418;562508;;;;;
436419;562508;;;;;
436420;562509;;;;;
436421;562509;;;;;
436422;562510;;;;;
436423;562511;;;;;
436424;562512;;;;;
436425;562514;;;;;
436426;562516;;;;;
436427;562518;;;;;
436429;562521;;;;;
436430;562522;;;;;
436431;559671;;;;;
436432;559671;;;;;
436433;559672;;;;;
436434;559673;;;;;
436435;559674;;;;;
436436;559674;;;;;
436437;559674;;;;;
436438;559674;;;;;
436439;559675;;;;;
436440;559675;;;;;
436441;559675;;;;;
436442;559675;;;;;
436443;559676;;;;;
436444;559676;;;;;
436445;559676;;;;;
436446;559676;;;;;
436447;559677;;;;;
436448;559677;;;;;
436449;559677;;;;;
437019;559582;;;;;
437020;559582;;;;;
437021;559583;;;;;
437022;559585;;;;;
437023;559587;;;;;
437024;559588;;;;;
437025;559589;;;;;
437026;559589;;;;;
437027;559591;;;;;
437028;561278;;;;;
437029;561279;;;;;
437030;561280;;;;;
437031;561281;;;;;
437032;561281;;;;;
437033;561282;;;;;
437034;561284;;;;;
437037;561289;;;;;
437038;561290;;;;;
437039;561290;;;;;
437040;561290;;;;;
437041;561291;;;;;
437042;561291;;;;;
437043;561292;;;;;
437044;561292;;;;;
437045;561292;;;;;
437046;561292;;;;;
437048;561295;;;;;
437053;561300;;;;;
437054;561302;;;;;
437055;561303;;;;;
437056;561304;;;;;
437057;561305;;;;;
437058;561307;;;;;
437343;564465;;;;;
437344;564466;;;;;
437345;564467;;;;;
437346;564468;;;;;
437347;564470;;;;;
437348;564472;;;;;
437376;559637;;;;;
437377;559638;;;;;
437378;559638;;;;;
437379;559639;;;;;
436164;559351;;;;;
436165;559352;;;;;
435825;561017;;;;;
435826;561018;;;;;
435827;561018;;;;;
435828;561018;;;;;
435829;561018;;;;;
435830;561019;;;;;
435831;561019;;;;;
435832;561019;;;;;
435833;561019;;;;;
435834;561020;;;;;
435835;561020;;;;;
435836;561020;;;;;
435837;561020;;;;;
435838;561021;;;;;
435839;561021;;;;;
435840;561021;;;;;
436163;559351;;;;;
436166;559352;;;;;
436167;559352;;;;;
