WKT;ND_CODE;ND_CODEEXT;ND_NOM;ND_CODERAT;ND_R1_CODE;ND_R2_CODE;ND_R3_CODE;ND_R4_CODE;ND_VOIE;ND_TYPE;ND_TYPE_EP;ND_COMMENT;ND_DTCLASS;ND_GEOLQLT;ND_GEOLMOD;ND_GEOLSRC;ND_CREADAT;ND_MAJDATE;ND_MAJSRC;ND_ABDDATE;ND_ABDSRC
"POINT (659469.600103718 6864511.56134179)";"2804194";"2804194";MH4076;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2019-08-21 00:00:00;;;;
"POINT (658604.43151735 6865132.78481718)";"1739848";"1739848";MH2226;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2016-06-20 00:00:00;;;;
"POINT (649527.657501595 6873152.307755)";"1740801";"1740801";FRANCE TELECOM;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2016-06-20 00:00:00;;;;
"POINT (657335.836564312 6871721.50715477)";"1081284";"1081284";IRS - AV M LECLERC HAUTECLOQUE (LE BOURGET);;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2014-08-05 00:00:00;;;;
"POINT (639795.467343773 6878073.19707942)";"1370561";"1370561";SFRCOLL_MH1370561;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2015-02-27 00:00:00;;;;
"POINT (655938.210472927 6852644.82121153)";"476801";"476801";BD DE STALINGRAD (THIAIS);;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-16 00:00:00;;;;
"POINT (652716.089999002 6868828.14189669)";"1743376";"1743376";MH2152;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2016-06-20 00:00:00;;;;
"POINT (642967.542585945 6868164.1191712)";"1728643";"1728643";MH2616;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2016-06-20 00:00:00;;;;
"POINT (646658.126974742 6858855.07356067)";"1346719";"1346719";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (659902.65217388 6865712.85887916)";"1674566";"1674566";ANGLE RUE DE BREMENT/RUE JEAN JAURES;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;B;;;;2016-03-01 00:00:00;;;;
"POINT (642967.153702863 6868129.76514837)";"1728641";"1728641";MH2618;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2016-06-20 00:00:00;;;;
"POINT (655936.920472389 6852648.7484589)";"1363206";"1363206";FRANCE TELECOM 24;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2015-02-24 00:00:00;;;;
"POINT (650818.738296038 6868350.73309189)";"1733763";"1733763";MH2735;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2016-06-20 00:00:00;;;;
"POINT (656991.856091947 6868974.2618962)";"1724804";"1724804";MH2540;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2016-06-17 00:00:00;;;;
"POINT (654006.119381262 6867060.5487594)";"1731846";"1731846";MH2028;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2016-06-20 00:00:00;;;;
"POINT (666137.259533531 6859899.17077142)";"176739";"176739";9SI-3-T93-051-ZO-02;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2003-01-02 00:00:00;;;;
"POINT (660461.12006152 6863310.89949522)";"2496319";"2496319";FRANCE TELECOM NÂ°2454;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;B;;;;2018-09-13 00:00:00;;;;
"POINT (657940.059050999 6864954.77646113)";"1370563";"1370563";FRANCE TELECOM;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2015-02-27 00:00:00;;;;
"POINT (649416.927853382 6857965.96172506)";"846081";"846081";CHAMBRE K2C IRISE;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2019-03-14 00:00:00;;;;
"POINT (653771.748633125 6868888.53171505)";"1390730";"1390730";MH1390730;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2015-03-30 00:00:00;;;;
"POINT (659076.875169331 6863768.1313943)";"2804304";"2804304";MH4089;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2019-08-21 00:00:00;;;;
"POINT (666103.923521356 6868925.51272196)";"161117";"161117";IRS - ANNEXE MAIRIE (LIVRY GARGAN);;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2012-08-13 00:00:00;;;;
"POINT (659413.036874613 6865296.86081237)";"1392978";"1392978";88 RUE ANATOLE FRANCE N-1;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2015-04-02 00:00:00;;;;
"POINT (642061.119580151 6865416.89476525)";"1344920";"1344920";L3T - RUE DE SURESNES;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2019-06-18 00:00:00;;;;
"POINT (659639.089929152 6847181.28164911)";"1432327";"1432327";MH1432327;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2015-06-16 00:00:00;;;;
"POINT (660427.52474754 6864697.2777113)";"1735370";"1735370";MH2979;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2016-06-20 00:00:00;;;;
"POINT (660455.771023294 6864617.76119669)";"1736012";"1736012";MH2996;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2016-06-20 00:00:00;;;;
"POINT (649589.260466269 6872812.40578797)";"1741151";"1741151";MH2414;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2016-06-20 00:00:00;;;;
"POINT (635110.220581384 6883825.41997518)";"1367050";"1367050";SFRCOLL_MH1367050;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2015-02-25 00:00:00;;;;
"POINT (656888.748768592 6865835.03622264)";"573122";"573122";FT607;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;B;;;;2013-09-13 00:00:00;;;;
"POINT (650687.100832059 6868372.11987577)";"1733450";"1733450";MH2726;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2016-06-20 00:00:00;;;;
"POINT (654312.651204956 6872874.45086792)";"1725446";"1725446";MH2859;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2016-06-17 00:00:00;;;;
"POINT (654213.154512279 6872823.70966297)";"1725448";"1725448";MH2857;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2016-06-17 00:00:00;;;;
"POINT (662227.959267744 6863725.7785951)";"1766403";"1766403";ECLAIRAGE PUBLIC;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2016-08-22 00:00:00;;;;
"POINT (639349.619579608 6878689.78911823)";"2646711";"2646711";FRANCE TELECOM 95306/794;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;B;;;;2019-02-05 00:00:00;;;;
"POINT (655467.377015272 6872409.24403451)";"2478072";"2478072";FRANCE TELECOM II;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;B;;;;2018-08-10 00:00:00;;;;
"POINT (632868.88971357 6882221.43014604)";"337601";"337601";L3T AVENUE DE LA POSTE;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;B;;;;2013-04-16 00:00:00;;;;
"POINT (631575.129223107 6882795.01814898)";"1456009";"1456009";MH1456009;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2015-07-16 00:00:00;;;;
"POINT (660989.511577487 6864830.26838603)";"2602550";"2602550";9SI-T93-064;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;B;;;;2018-12-18 00:00:00;;;;
"POINT (657216.357509653 6865910.70800463)";"1460803";"1460803";FRANCE TELECOM 93055-653;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2015-07-21 00:00:00;;;;
"POINT (654391.371284447 6857057.16284133)";"1457601";"1457601";FRANCE TELECOM 23/414745;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2015-07-17 00:00:00;;;;
"POINT (659747.525765266 6871294.78360654)";"1393281";"1393281";FRANCE TELECOM III;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2015-04-02 00:00:00;;;;
"POINT (635809.704801077 6882149.88377606)";"1360643";"1360643";SFRCOLL_MH1360643;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2015-02-20 00:00:00;;;;
"POINT (658574.134115925 6865720.52209413)";"1739886";"1739886";MH2270;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2016-06-20 00:00:00;;;;
"POINT (661346.372234127 6868317.27050835)";"2550066";"2550066";SIP-JAU-02;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2018-10-29 00:00:00;;;;
"POINT (654634.06541742 6849687.34731315)";"1373765";"1373765";AVENUE DE LA VICTOIRE 1;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2015-03-04 00:00:00;;;;
"POINT (655389.420767963 6857863.68664738)";"1886741";"1886741";CHAMBRE L1T IRISE;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2017-01-05 00:00:00;;;;
"POINT (655811.432210816 6857325.01159657)";"2506225";"2506225";SIP-BE-06;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2018-09-20 00:00:00;;;;
"POINT (652946.790888969 6873901.12444159)";"2646715";"2646715";FRANCE TELECOM 93059/211;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;B;;;;2019-02-06 00:00:00;;;;
"POINT (654916.575894673 6849642.76081694)";"1373767";"1373767";FRANCE TELECOM 1;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2015-03-04 00:00:00;;;;
"POINT (655055.967001381 6849277.63437287)";"1065924";"1065924";FRANCE TELECOM - 32 RUE HENRI BARBUSSE;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;B;;;;2014-07-24 00:00:00;;;;
"POINT (656128.6402377 6857339.17948022)";"2631360";"2631360";1 LEON GAMBETTA;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2019-01-21 00:00:00;;;;
"POINT (658585.390369807 6864657.63315251)";"2804200";"2804200";MH4123;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2019-08-21 00:00:00;;;;
"POINT (660559.713709907 6864716.59664553)";"1735375";"1735375";MH2998;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2016-06-20 00:00:00;;;;
"POINT (658437.131447831 6864923.33115327)";"2804282";"2804282";MH4051;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2019-08-21 00:00:00;;;;
"POINT (658587.426098847 6864581.02581545)";"1739539";"1739539";MH2292;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2016-06-20 00:00:00;;;;
"POINT (660876.83928832 6864717.43662869)";"1738572";"1738572";MH2560;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2016-06-20 00:00:00;;;;
"POINT (641142.115321146 6867113.9215887)";"1430736";"1430736";MH1036;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2015-06-15 00:00:00;;;;
"POINT (655487.166215611 6857929.38266284)";"173230";"173230";PRC COMPLETEL IVRY;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2005-03-08 00:00:00;;;;
"POINT (660015.920128782 6871244.45530041)";"373459";"373459";IRS - 63 AVENUE CHARLES  FLOQUET (LE BLANC MESNIL);;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-05-15 00:00:00;;;;
"POINT (654342.048157576 6867387.00459687)";"1731881";"1731881";MH2050;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2016-06-20 00:00:00;;;;
"POINT (650362.613838082 6867093.48588852)";"1744971";"1744971";MH2661;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2016-06-20 00:00:00;;;;
"POINT (658706.642755018 6868151.41421363)";"1727689";"1727689";MH2781;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2016-06-20 00:00:00;;;;
"POINT (630769.900325349 6885008.63990457)";"366081";"366081";FRANCE TELECOM 95476-1559;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-05-03 00:00:00;;;;
"POINT (655190.912079206 6856830.91799036)";"2481585";"2481585";23 RUE RASPAIL;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2018-08-22 00:00:00;;;;
"POINT (651544.155149017 6869319.5681908)";"1743689";"1743689";MH2084;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2016-06-20 00:00:00;;;;
"POINT (660721.177754138 6863427.14320207)";"2477746";"2477746";FRANCE TELECOM NÂ°2480;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2018-08-10 00:00:00;;;;
"POINT (656940.543277313 6851545.58855208)";"1406777";"1406777";MH901;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2015-04-29 00:00:00;;;;
"POINT (653578.663922348 6867551.23314423)";"1444821";"1444821";MH1444821;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2015-07-02 00:00:00;;;;
"POINT (658136.838280549 6870316.1841519)";"1340922";"1340922";IRISE I;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (665614.029078556 6855697.91623832)";"647365";"647365";FRANCE TELECOM - CHEMIN DU SPLENDID  PANORAMA (CHENNEVIERE SUR MARNE);;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;B;;;;2013-10-23 00:00:00;;;;
"POINT (657129.32996994 6857326.52530455)";"1476838";"1476838";MH1476838;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2015-08-11 00:00:00;;;;
"POINT (647830.733720451 6853460.03318229)";"182476";"182476";IRS - 112 BIS RUE HOUDAN SCEAUX;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2002-09-10 00:00:00;;;;
"POINT (653408.398321691 6871886.94668962)";"1338900";"1338900";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (656056.742715151 6856780.87625097)";"2516476";"2516476";SIP-VNS5-1-01;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2018-10-01 00:00:00;;;;
"POINT (653297.790154315 6853440.93909354)";"1729926";"1729926";MH2828;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2016-06-20 00:00:00;;;;
"POINT (648844.989342656 6873772.35120668)";"1389152";"1389152";MH1389152;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2014-12-18 00:00:00;;;;
"POINT (650986.38010995 6868445.25011204)";"1732175";"1732175";MH2712;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2016-06-20 00:00:00;;;;
"POINT (663545.021571874 6856978.15431306)";"2056950";"2056950";SIP 07;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2017-05-17 00:00:00;;;;
"POINT (649523.926356403 6873135.85351156)";"1740802";"1740802";MH2400;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2016-06-20 00:00:00;;;;
"POINT (653162.818395418 6874286.27435943)";"1746256";"1746256";MH1302;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2016-07-06 00:00:00;;;;
"POINT (640646.39684532 6857077.65934048)";"1391368";"1391368";FRANCE TELECOM VI;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2015-03-30 00:00:00;;;;
"POINT (659030.852744593 6865236.36534592)";"2804271";"2804271";MH4044;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2019-08-21 00:00:00;;;;
"POINT (645796.575281271 6847259.74531783)";"2386559";"2386559";TEL 01;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2018-03-06 00:00:00;;;;
"POINT (658704.644360227 6865172.91155625)";"1739842";"1739842";MH2232;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2016-06-20 00:00:00;;;;
"POINT (661347.590608268 6864666.56894037)";"1738568";"1738568";MH2551;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2016-06-20 00:00:00;;;;
"POINT (649421.335692428 6873131.39382259)";"1740806";"1740806";MH2410;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2016-06-20 00:00:00;;;;
"POINT (653173.192980317 6874354.51063587)";"1746248";"1746248";MH1269;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2016-07-06 00:00:00;;;;
"POINT (661024.753628824 6864644.75700456)";"1738905";"1738905";MH2572;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2016-06-20 00:00:00;;;;
"POINT (658140.592616719 6870312.06608582)";"1391373";"1391373";FRANCE TELECOM I;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2015-03-30 00:00:00;;;;
"POINT (631792.157296209 6885166.9708363)";"1360971";"1360971";SFRCOLL_MH1360971;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2015-02-23 00:00:00;;;;
"POINT (653316.300116559 6869663.98244373)";"1337369";"1337369";L3T - IRS - RUE DU MONDIAL 1998 (SAINT-DENIS);;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (659249.605822449 6867009.02601532)";"1737921";"1737921";MH2950;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2016-06-20 00:00:00;;;;
"POINT (650678.9400379 6850461.25094178)";"1419522";"1419522";MH955;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2015-06-03 00:00:00;;;;
"POINT (654311.119740229 6867270.71554222)";"1731875";"1731875";MH2008;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2016-06-20 00:00:00;;;;
"POINT (650446.808494994 6868421.60035504)";"1732801";"1732801";MH2756;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2016-06-20 00:00:00;;;;
"POINT (645518.535465967 6858623.29351741)";"1347795";"1347795";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (672925.470211724 6861212.30041965)";"587524";"587524";FRANCE TELECOM - ANGLE CHOCOLATERIE - COURS ARCHE QUEDON (NOISIEL) - BPE 1;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;B;;;;2013-09-18 00:00:00;;;;
"POINT (660891.448876409 6867669.03166075)";"1731201";"1731201";MH2918;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2016-06-20 00:00:00;;;;
"POINT (641237.658162686 6866907.38885289)";"1430755";"1430755";MH1066;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2015-06-15 00:00:00;;;;
"POINT (643759.000212215 6869407.04506175)";"1340774";"1340774";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (659177.345886655 6864480.4683299)";"2804149";"2804149";MH4215;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2019-08-21 00:00:00;;;;
"POINT (655686.342971388 6869394.6723145)";"1724170";"1724170";MH2926;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2016-06-16 00:00:00;;;;
"POINT (657074.480717467 6851379.0999457)";"1406792";"1406792";MH923;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2015-04-29 00:00:00;;;;
"POINT (646348.457938941 6847657.73752869)";"1406736";"1406736";MH485;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2015-04-29 00:00:00;;;;
"POINT (649045.242818309 6873645.15646786)";"1389448";"1389448";MH1389448;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2014-12-18 00:00:00;;;;
"POINT (660565.896389014 6864640.93128801)";"1736006";"1736006";MH2989;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2016-06-20 00:00:00;;;;
"POINT (654726.148332955 6873097.81242623)";"155659";"155659";IRS - 9 RUE PIERRE GEYSER (A CONFIRMER);;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2006-10-31 00:00:00;;;;
"POINT (650878.898341551 6857480.73060969)";"1737285";"1737285";MH2803;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2016-06-20 00:00:00;;;;
"POINT (649941.49553506 6868885.66904409)";"1400036";"1400036";MH707;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2015-04-16 00:00:00;;;;
"POINT (660878.515365015 6863572.12794269)";"2477745";"2477745";OHN - FRANCE TELECOM;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;B;;;;2018-08-10 00:00:00;;;;
"POINT (656130.392921805 6857186.71814172)";"2462389";"2462389";SIP-JJN-05;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2018-07-04 00:00:00;;;;
"POINT (655506.857082812 6857376.94154405)";"2505593";"2505593";SIP-MOL-03;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2018-09-20 00:00:00;;;;
"POINT (656157.924136263 6856813.3552866)";"2516479";"2516479";SIP-BLI-02;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2018-10-01 00:00:00;;;;
"POINT (661549.269206551 6859211.76404375)";"1460802";"1460802";NUMERICABLE II;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2015-07-21 00:00:00;;;;
"POINT (655691.110865061 6872379.28744815)";"1347205";"1347205";REGARD TECHNIQUE;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (662803.411032028 6852178.87246086)";"1344764";"1344764";FRANCE TELECOM 1;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2014-01-03 00:00:00;;;;
"POINT (641316.493425771 6866949.30188935)";"1430750";"1430750";MH1060;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2015-06-15 00:00:00;;;;
"POINT (658082.60830873 6865000.38691651)";"2804298";"2804298";MH4065;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2019-08-21 00:00:00;;;;
"POINT (653852.324121645 6868688.01395687)";"1390093";"1390093";MH1390093;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2015-03-30 00:00:00;;;;
"POINT (641184.116634248 6867156.38175807)";"1430733";"1430733";MH1032;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2015-06-15 00:00:00;;;;
"POINT (656126.557569873 6857306.72163772)";"2633603";"2633603";SFR/NC;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;B;;;;2019-01-21 00:00:00;;;;
"POINT (652630.584256508 6868549.28995525)";"1743398";"1743398";MH2179;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2016-06-20 00:00:00;;;;
"POINT (641122.087237779 6867092.14037216)";"1430721";"1430721";MH1038;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2015-06-15 00:00:00;;;;
"POINT (654372.075019276 6869867.36226042)";"1736969";"1736969";MH2502;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2016-06-20 00:00:00;;;;
"POINT (645884.053355531 6847263.27462395)";"1400666";"1400666";MH586;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2015-04-17 00:00:00;;;;
"POINT (658777.007784668 6865955.40775248)";"2804252";"2804252";MH4022;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2019-08-21 00:00:00;;;;
"POINT (657150.463210337 6868445.04332114)";"1730257";"1730257";MH2304;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2016-06-20 00:00:00;;;;
"POINT (653928.794886547 6870859.98238679)";"1730567";"1730567";MH2883;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2016-06-20 00:00:00;;;;
"POINT (660949.091848696 6864900.97760863)";"1736331";"1736331";MH3015;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2016-06-20 00:00:00;;;;
"POINT (653305.727812637 6853457.76326533)";"1729927";"1729927";MH2827;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2016-06-20 00:00:00;;;;
"POINT (642985.526603875 6868167.29556459)";"1728645";"1728645";MH2614;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2016-06-20 00:00:00;;;;
"POINT (641261.485845598 6866982.24634211)";"1430765";"1430765";MH1055;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2015-06-15 00:00:00;;;;
"POINT (656965.727233897 6851484.22007678)";"1406779";"1406779";MH909;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2015-04-29 00:00:00;;;;
"POINT (651653.319224581 6869480.35128276)";"2463031";"2463031";MH0017;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2018-07-05 00:00:00;;;;
"POINT (658230.073576274 6864969.43735751)";"2804289";"2804289";MH4056;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2019-08-21 00:00:00;;;;
"POINT (661332.505591167 6857873.13759529)";"1325805";"1325805";FRANCE TELECOM;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2014-08-18 00:00:00;;;;
"POINT (660817.153205916 6864915.82227884)";"1736326";"1736326";MH3010;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2016-06-20 00:00:00;;;;
"POINT (641184.26810868 6869238.54103922)";"1369923";"1369923";SFRCOLL_MH1369923;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2015-02-27 00:00:00;;;;
"POINT (640362.602802183 6856861.08997929)";"1363204";"1363204";SFRCOLL_MH1363204;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2015-02-24 00:00:00;;;;
"POINT (660505.176815071 6864644.98604334)";"1736008";"1736008";MH2993;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2016-06-20 00:00:00;;;;
"POINT (650370.83769422 6867049.527765)";"1744968";"1744968";FRANCE TELECOM 2;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2016-06-20 00:00:00;;;;
"POINT (658600.771678457 6865127.44642881)";"1739847";"1739847";MH2227;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2016-06-20 00:00:00;;;;
"POINT (654220.426950732 6872662.76996956)";"1725442";"1725442";MH2852;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2016-06-17 00:00:00;;;;
