cc_cb_code;cc_cd_code;cc_creadat;cc_majdate;cc_majsrc;cc_abddate;cc_abdsrc
4608145;472423;17/11/2005;;;;
41621859;439498;07/11/2023;;;;
24877222;430925;23/07/2021;;;;
7329489;3341506;24/09/2013;;;;
4606829;1582458;23/01/2012;;;;
4634983;3315905;05/05/2010;;;;
4625309;489745;06/01/2009;;;;
4602596;436957;22/04/2005;;;;
4604375;439074;08/01/2010;;;;
4622761;426084;09/07/2009;;;;
4614453;432622;26/09/2007;;;;
4608106;436837;23/05/2005;;;;
4610924;3341824;09/08/2010;;;;
8095377;439471;18/04/2014;;;;
4594722;435078;15/11/2002;;;;
4606008;438291;15/02/2006;;;;
30753068;438291;24/05/2004;;;;
4622662;3306949;03/02/2011;;;;
4610680;474599;06/08/2009;;;;
4610015;429642;21/10/2004;;;;
23331968;9416064;27/04/2021;;;;
4601644;435550;24/05/2004;;;;
35875939;457741;29/12/2022;;;;
4608144;457741;17/11/2005;;;;
19888701;1580868;28/08/2020;;;;
22436579;1580868;24/02/2021;;;;
4634289;431637;16/02/2010;;;;
4614148;435826;16/10/2007;;;;
4607767;489268;08/01/2010;;;;
16697321;9113018;05/12/2019;;;;
34098337;9216383;28/09/2022;;;;
14842914;9216383;20/05/2019;;;;
4596536;430286;23/08/2002;;;;
36786020;9253178;16/02/2023;;;;
4597615;438104;18/10/2004;;;;
4613112;439867;16/05/2006;;;;
7557331;428277;29/11/2013;;;;
31969700;436852;07/06/2022;;;;
4608270;500002;17/09/2007;;;;
4597580;474577;10/04/2002;;;;
4594705;474577;10/04/2002;;;;
6936867;3375421;08/07/2013;;;;
4608395;440714;13/07/2004;;;;
24196596;;16/06/2021;;;;
4599220;435312;11/02/2005;;;;
17389476;435312;13/02/2020;;;;
4632364;422210;22/07/2009;;;;
4601470;422210;21/07/2009;;;;
26204273;;06/10/2021;;;;
6689170;1580860;14/06/2013;;;;
18437512;9432700;19/05/2020;;;;
7531746;430071;22/11/2013;;;;
17389473;9337017;13/02/2020;;;;
17910134;9231756;31/03/2020;;;;
4920226;469002;05/11/2012;;;;
15232371;9093830;05/07/2019;;;;
32116906;9429829;15/06/2022;;;;
15570347;9074950;16/08/2019;;;;
4619113;489792;04/01/2008;;;;
4845971;508055;22/10/2012;;;;
33186339;9449983;09/08/2022;;;;
45605219;9449983;03/07/2024;;;;
4607251;434813;21/03/2005;;;;
16550130;;22/11/2019;;;;
22184162;;06/02/2021;;;;
7263889;1271744;04/09/2013;;;;
4635795;460837;02/08/2012;;;;
4611516;432436;03/11/2006;;;;
15491559;426201;05/08/2019;;;;
15505320;426201;06/08/2019;;;;
7255906;8162946;03/09/2013;;;;
4631452;427617;24/07/2009;;;;
4616241;429251;06/03/2009;;;;
4642537;492573;09/03/2012;;;;
6365015;8172220;14/05/2013;;;;
6338179;8172220;07/05/2013;;;;
6338178;8172220;07/05/2013;;;;
41621857;439337;27/08/2018;;;;
16337123;439337;04/11/2019;;;;
4607259;439337;20/03/2007;;;;
4597438;490196;30/01/2001;;;;
10801873;1581178;03/01/2013;;;;
4631010;431808;26/05/2011;;;;
4611621;431808;06/02/2006;;;;
16616369;496624;28/11/2019;;;;
7617524;420448;16/12/2013;;;;
4611515;433667;03/11/2006;;;;
4602563;433667;28/04/2004;;;;
4611514;433667;03/11/2006;;;;
4613108;491108;16/05/2006;;;;
6332722;1134138;07/05/2013;;;;
6332721;1134138;07/05/2013;;;;
4614421;436020;31/07/2007;;;;
36650669;472066;10/02/2023;;;;
6300054;465336;30/04/2013;;;;
4607559;436587;17/07/2009;;;;
17821153;8159741;23/03/2020;;;;
4631505;427949;24/07/2009;;;;
4603654;457553;21/09/2004;;;;
8872963;457553;12/12/2014;;;;
30042990;430937;09/03/2022;;;;
15388554;439447;24/07/2019;;;;
11047094;437773;15/03/2017;;;;
4606022;3322936;19/08/2010;;;;
11021493;8175430;09/03/2017;;;;
4632271;432429;22/07/2009;;;;
4609167;432429;27/06/2006;;;;
4627687;935741;04/01/2010;;;;
44712417;440513;07/05/2024;;;;
4632885;461004;16/12/2011;;;;
7428631;931568;23/10/2013;;;;
26732296;426981;26/10/2021;;;;
4607221;432888;21/03/2005;;;;
24913385;426615;26/07/2021;;;;
43805235;9141817;22/09/2022;;;;
4607224;436716;03/10/2005;;;;
28685858;436716;30/12/2021;;;;
4594861;506919;19/07/2012;;;;
4594863;506919;19/07/2012;;;;
4609231;723563;17/01/2012;;;;
4632341;1582135;15/12/2011;;;;
7049814;978935;16/07/2013;;;;
7340435;977988;27/09/2013;;;;
4631818;3406469;08/04/2009;;;;
11322898;503844;14/05/2017;;;;
4641126;436903;27/04/2012;;;;
22876275;;25/03/2021;;;;
21957540;8182777;21/01/2021;;;;
17859877;489528;26/03/2020;;;;
28951779;1503107;21/07/2021;;;;
8236129;496454;03/06/2014;;;;
14862852;9434295;22/05/2019;;;;
22466977;9434295;26/02/2021;;;;
4611751;973185;16/11/2006;;;;
42665733;428485;30/12/2023;;;;
4633191;492104;28/07/2009;;;;
4601473;455234;21/07/2009;;;;
4632104;427618;17/07/2009;;;;
4596046;582469;30/01/2001;;;;
42169377;582469;07/12/2023;;;;
7953222;582469;17/03/2014;;;;
17910132;9422783;31/03/2020;;;;
15509477;626292;06/08/2019;;;;
5620129;410084;06/02/2013;;;;
4610332;474814;20/04/2012;;;;
19501186;9086782;30/07/2020;;;;
12723411;463783;06/04/2018;;;;
20288482;9280378;23/09/2020;;;;
17863750;9440697;26/03/2020;;;;
34501568;9407420;14/02/2020;;;;
4597065;491855;26/09/2006;;;;
4614149;435822;16/10/2007;;;;
4609280;556199;18/01/2006;;;;
36786022;9253176;16/02/2023;;;;
16692234;9103416;05/12/2019;;;;
15505319;;06/08/2019;;;;
15491566;489798;05/08/2019;;;;
14838558;9178298;20/05/2019;;;;
4634212;467532;27/12/2011;;;;
22866674;9139589;25/03/2021;;;;
4637502;;25/01/2011;;;;
22180930;9110137;05/02/2021;;;;
17192047;9292861;27/01/2020;;;;
20292578;9280065;24/09/2020;;;;
23551777;9252221;10/05/2021;;;;
17404849;9409335;14/02/2020;;;;
22457380;9425022;25/02/2021;;;;
17910135;9231748;31/03/2020;;;;
17859876;9266006;26/03/2020;;;;
25469860;9133497;06/12/2019;;;;
32649377;9453175;20/04/2022;;;;
4634821;431256;10/02/2011;;;;
18457667;9453817;20/05/2020;;;;
17296745;9146943;06/02/2020;;;;
22910501;;26/03/2021;;;;
45605220;9254143;03/07/2024;;;;
4607228;491515;03/10/2005;;;;
12487058;424957;05/02/2018;;;;
4632274;427218;22/07/2009;;;;
4632278;427094;22/07/2009;;;;
4615798;434820;30/11/2010;;;;
4617119;434820;22/04/2009;;;;
4615495;436773;13/10/2010;;;;
10780980;728680;31/05/2013;;;;
15496404;;05/08/2019;;;;
12418943;;20/01/2018;;;;
15246116;;08/07/2019;;;;
19406129;9125179;24/07/2020;;;;
32314337;9133180;24/06/2022;;;;
4635227;467924;26/01/2011;;;;
4640410;965502;17/02/2012;;;;
44566177;;29/04/2024;;;;
22276292;9434301;13/02/2021;;;;
6709650;491406;17/06/2013;;;;
17846781;491406;25/03/2020;;;;
15860545;472175;17/09/2019;;;;
4632351;434605;22/07/2009;;;;
4614897;;13/06/2007;;;;
6694929;496623;17/06/2013;;;;
30342500;9137340;23/03/2022;;;;
30342499;9137662;23/03/2022;;;;
7335617;9140546;26/09/2013;;;;
4634673;9140546;26/01/2011;;;;
17569969;9345975;28/02/2020;;;;
36641702;9254138;09/02/2023;;;;
17229476;9209976;30/01/2020;;;;
29205858;9350467;27/01/2022;;;;
16653173;9367099;02/12/2019;;;;
28922978;9133181;12/01/2022;;;;
15476212;9528721;01/08/2019;;;;
15513965;;07/08/2019;;;;
19707243;9269816;14/08/2020;;;;
36669543;9446469;10/02/2023;;;;
33048739;9132869;03/08/2022;;;;
4608607;9365499;06/09/2010;;;;
42151459;9179269;06/12/2023;;;;
22326180;9434297;17/02/2021;;;;
8357059;;02/07/2014;;;;
8356089;;02/07/2014;;;;
36374500;9449977;27/01/2023;;;;
4607376;9186617;03/09/2009;;;;
17394611;9186627;13/02/2020;;;;
36975777;;28/02/2023;;;;
4601963;487172;20/08/2002;;;;
4609007;494368;02/03/2007;;;;
4597529;438287;09/06/2004;;;;
8356090;;02/07/2014;;;;
4633195;478494;28/07/2009;;;;
4598060;434413;05/06/2004;;;;
4603520;463973;28/05/2004;;;;
4613421;8163263;26/11/2007;;;;
4631630;610600;20/08/2009;;;;
4631509;465317;27/07/2009;;;;
4632356;499811;22/07/2009;;;;
16615426;;28/11/2019;;;;
28632113;499811;28/12/2021;;;;
21662194;;28/12/2020;;;;
19865333;;26/08/2020;;;;
19898274;;28/08/2020;;;;
29154349;448705;26/01/2022;;;;
25063177;426985;03/08/2021;;;;
5410449;426985;10/01/2013;;;;
4632565;426985;28/09/2009;;;;
13451247;428719;11/10/2018;;;;
7682849;426659;08/01/2014;;;;
14925490;426659;29/05/2019;;;;
7735953;;22/01/2014;;;;
21349233;454946;04/12/2020;;;;
8411489;478505;17/07/2014;;;;
4606183;478505;26/08/2004;;;;
4611938;435689;20/07/2006;;;;
5760529;653809;26/02/2013;;;;
34403298;487559;13/10/2022;;;;
4602992;434185;03/07/2004;;;;
4838002;434185;19/10/2012;;;;
4604646;434185;01/01/2004;;;;
4602401;492341;01/01/2002;;;;
6293650;971266;12/06/2009;;;;
19302129;971266;17/07/2020;;;;
4642226;428295;24/04/2012;;;;
4611099;429639;05/10/2011;;;;
4637953;421547;01/12/2011;;;;
4605867;433899;01/01/2002;;;;
4631830;486121;24/11/2009;;;;
4606740;1578935;25/05/2005;;;;
4640492;435513;19/03/2012;;;;
4609792;432370;29/07/2005;;;;
4597879;489913;15/12/2009;;;;
7534002;489913;25/11/2013;;;;
4608067;470702;21/04/2008;;;;
4604132;470702;01/01/2002;;;;
4603092;8179257;24/05/2004;;;;
7735603;429865;22/01/2014;;;;
36975780;431378;28/02/2023;;;;
4619981;435904;29/07/2011;;;;
4604530;434619;22/11/2005;;;;
4606443;434619;09/12/2005;;;;
11115593;431809;29/03/2017;;;;
4611625;431809;06/02/2006;;;;
4611618;431809;06/02/2006;;;;
11655154;431809;28/07/2017;;;;
4609697;489579;04/02/2008;;;;
6864210;439828;01/07/2013;;;;
23196593;425903;19/04/2021;;;;
7340098;1289983;27/09/2013;;;;
4594966;436756;12/04/2002;;;;
4624047;434374;05/04/2011;;;;
20239427;430256;21/09/2020;;;;
4638613;467178;25/03/2011;;;;
4601914;487171;27/01/2003;;;;
4634015;488938;15/03/2010;;;;
4604032;436169;20/09/2004;;;;
17229475;503517;30/01/2020;;;;
4631501;436771;24/07/2009;;;;
4632098;436771;17/07/2009;;;;
4594597;440933;25/08/2004;;;;
8872018;493687;12/12/2014;;;;
8945329;429024;26/01/2015;;;;
4636436;435013;18/05/2011;;;;
15501491;426414;06/08/2019;;;;
15459278;426414;31/07/2019;;;;
24388900;426414;25/06/2021;;;;
22543218;426414;03/03/2021;;;;
4605046;427009;30/01/2001;;;;
8747524;486771;20/03/2008;;;;
4611518;486771;03/11/2006;;;;
15491555;486771;05/08/2019;;;;
4624006;435491;18/05/2011;;;;
4605855;438869;21/10/2003;;;;
4599291;465346;21/02/2005;;;;
35077537;465346;22/11/2022;;;;
7284516;505278;23/12/2009;;;;
4605078;430521;01/01/2002;;;;
4608993;556200;25/11/2004;;;;
4642538;425516;09/03/2012;;;;
20144689;425516;15/09/2020;;;;
4597826;425516;09/12/2009;;;;
4600015;3311423;04/10/2004;;;;
6007249;498839;01/01/2004;;;;
4598936;498839;02/05/2003;;;;
18799731;504530;12/06/2020;;;;
4603616;435339;13/04/2005;;;;
7164641;436943;31/07/2013;;;;
5732690;436943;22/04/2005;;;;
4612117;461365;12/07/2007;;;;
4639026;426275;17/11/2011;;;;
4620099;426275;28/07/2010;;;;
10839397;450126;30/01/2017;;;;
4625505;440209;12/01/2009;;;;
4636908;432922;05/05/2010;;;;
4614807;431785;03/11/2006;;;;
4613093;500710;15/05/2006;;;;
4609712;9055097;01/02/2011;;;;
17300839;9055097;06/02/2020;;;;
4607292;488662;08/12/2009;;;;
4594723;3305346;15/11/2002;;;;
4598854;3305346;09/12/2003;;;;
4636423;3305346;02/02/2011;;;;
12382422;8172858;13/01/2018;;;;
11047093;1578944;17/08/2015;;;;
10958278;1578944;24/02/2017;;;;
4614078;488655;25/10/2007;;;;
4632995;507904;12/12/2011;;;;
4627698;507904;18/07/2008;;;;
4630356;433722;10/03/2009;;;;
18291876;8787906;07/05/2020;;;;
4599973;430933;30/01/2001;;;;
4597064;487529;26/09/2006;;;;
19123890;488608;03/07/2020;;;;
4602330;488608;23/08/2002;;;;
4611453;463954;21/11/2006;;;;
4607754;507158;21/03/2005;;;;
7310820;488563;18/09/2013;;;;
4604350;488563;15/07/2004;;;;
16119090;433868;11/10/2019;;;;
4641590;430930;18/01/2012;;;;
4608134;441105;16/11/2005;;;;
4609696;432339;04/02/2008;;;;
33200115;430077;10/08/2022;;;;
8648274;984059;02/10/2014;;;;
4612047;3301500;04/06/2007;;;;
4640876;426282;15/02/2012;;;;
4608256;436056;14/11/2005;;;;
4607741;467169;21/03/2005;;;;
4597680;438737;20/10/2004;;;;
4606455;491109;26/06/2004;;;;
16844241;430411;19/12/2019;;;;
8787957;430411;14/11/2014;;;;
4613534;437225;25/05/2007;;;;
4613532;437225;25/05/2007;;;;
4615010;937326;12/11/2007;;;;
8437155;937326;24/07/2014;;;;
4615275;937326;24/07/2007;;;;
11030145;490357;18/04/2013;;;;
4638166;653799;06/05/2011;;;;
7929570;653799;11/03/2014;;;;
4639418;430054;17/02/2012;;;;
38688746;765479;31/05/2023;;;;
10896341;1625021;31/05/2013;;;;
4609237;485297;17/01/2012;;;;
4602987;432098;02/07/2004;;;;
4615271;432098;23/07/2007;;;;
4615273;432098;23/07/2007;;;;
4596862;491598;06/07/2005;;;;
4609279;491598;18/01/2006;;;;
28049071;425167;08/12/2021;;;;
4609485;436785;27/12/2007;;;;
4609146;934820;19/08/2005;;;;
4603856;934820;19/10/2004;;;;
4628031;426990;09/06/2008;;;;
4628032;426990;09/06/2008;;;;
43805218;492599;26/09/2022;;;;
28922977;441251;12/01/2022;;;;
16702825;441251;06/12/2019;;;;
6581985;434410;05/06/2013;;;;
8240593;434410;04/06/2014;;;;
34547298;431004;04/05/2006;;;;
19830755;8148224;24/08/2020;;;;
22896737;8148224;26/03/2021;;;;
7505873;8148224;18/11/2013;;;;
4600981;469103;01/03/2005;;;;
29197860;469103;27/01/2022;;;;
8900817;463232;05/01/2015;;;;
11546290;463232;06/07/2017;;;;
4620040;463232;17/05/2010;;;;
4608916;490275;30/06/2005;;;;
7546454;490275;27/11/2013;;;;
8570817;432438;10/09/2014;;;;
4610992;426992;19/10/2006;;;;
7264245;8163906;05/09/2013;;;;
11116012;8163267;29/03/2017;;;;
11116010;8163267;05/06/2014;;;;
4605106;431082;01/01/2002;;;;
32649068;436854;11/07/2022;;;;
4613984;471816;06/11/2007;;;;
26631467;464001;22/10/2021;;;;
4614150;430729;16/10/2007;;;;
4608637;430729;20/05/2005;;;;
4606567;439310;11/12/2003;;;;
4610223;430473;02/04/2010;;;;
4624840;429836;19/01/2010;;;;
4594518;509038;10/11/2004;;;;
4629728;426843;13/08/2012;;;;
22081713;425698;30/01/2021;;;;
32190177;459791;17/06/2022;;;;
22512428;516154;02/03/2021;;;;
4607189;504016;22/02/2005;;;;
11108697;984069;10/01/2014;;;;
34023457;984069;26/09/2022;;;;
7353537;931254;02/10/2013;;;;
4602172;440213;09/10/2002;;;;
4600513;440213;11/12/2003;;;;
4617116;440213;05/09/2011;;;;
4599062;449188;21/10/2002;;;;
4613549;449188;30/08/2007;;;;
4617839;503837;12/04/2012;;;;
4608591;503837;16/01/2006;;;;
4608502;503837;17/01/2006;;;;
4627547;502596;02/07/2008;;;;
19536102;430884;03/08/2020;;;;
7786149;434290;05/02/2014;;;;
17404854;437883;14/02/2020;;;;
4594517;507193;10/11/2004;;;;
6300053;507193;30/04/2013;;;;
4627252;507193;18/08/2008;;;;
7531748;491563;22/11/2013;;;;
4642931;462897;11/07/2012;;;;
4612448;436034;14/03/2006;;;;
38845225;432202;24/06/2005;;;;
4596861;492044;06/07/2005;;;;
4612699;467928;08/06/2007;;;;
17296746;9159737;06/02/2020;;;;
10933465;434833;20/02/2017;;;;
10933464;434833;18/03/2013;;;;
4633402;435706;24/07/2009;;;;
4633200;416045;28/07/2009;;;;
4620749;631399;23/04/2009;;;;
19349270;462168;21/07/2020;;;;
5194483;430671;13/12/2012;;;;
4605757;488154;23/01/2007;;;;
4603694;471810;27/09/2004;;;;
15502792;425673;06/08/2019;;;;
15562595;;14/08/2019;;;;
15501495;;06/08/2019;;;;
9959497;635589;01/06/2016;;;;
4604216;635589;08/04/2002;;;;
4603875;463757;03/05/2004;;;;
22085858;432343;31/01/2021;;;;
4603708;436831;15/05/2004;;;;
7575346;503655;04/12/2013;;;;
6109652;503655;16/01/2006;;;;
4625302;454460;06/01/2009;;;;
17044866;463996;30/11/2019;;;;
4600898;463996;30/01/2001;;;;
37097699;463996;07/03/2023;;;;
4603587;486866;19/07/2004;;;;
12795569;8145979;01/01/2002;;;;
4634255;431572;04/05/2010;;;;
4602677;507205;23/11/2004;;;;
4599976;507205;13/11/2002;;;;
19839393;504542;25/08/2020;;;;
4601477;427724;21/07/2009;;;;
4633305;427724;20/07/2009;;;;
4633300;486766;20/07/2009;;;;
22827617;434645;22/03/2021;;;;
4614886;434645;11/06/2007;;;;
7224209;3321987;23/08/2013;;;;
4623056;643247;24/01/2008;;;;
4609045;434640;18/08/2011;;;;
11062486;8175425;29/10/2013;;;;
7147426;8175425;25/07/2013;;;;
4608505;432794;17/01/2006;;;;
13964886;489523;10/01/2019;;;;
17373798;474604;12/02/2020;;;;
4611049;440078;13/03/2006;;;;
4635706;659888;13/02/2012;;;;
4615481;436938;07/10/2010;;;;
4596869;436938;07/07/2005;;;;
10870104;1203911;06/02/2017;;;;
4634400;3316857;06/05/2010;;;;
4634497;3316857;06/05/2010;;;;
36333549;436829;27/01/2023;;;;
7462305;499991;31/10/2013;;;;
33719137;434720;12/09/2022;;;;
6375268;455812;15/05/2013;;;;
4627979;432425;16/07/2009;;;;
8144625;433115;06/05/2014;;;;
5066788;3451583;28/11/2012;;;;
7033170;8162624;15/07/2013;;;;
4604876;429979;26/08/2004;;;;
4607252;507397;21/03/2005;;;;
4599684;431373;28/10/2003;;;;
4634531;507984;23/11/2010;;;;
5913809;427938;18/03/2013;;;;
4613091;444204;12/05/2006;;;;
4594356;430836;28/04/2004;;;;
4605889;430836;28/04/2004;;;;
7249489;415820;30/08/2013;;;;
4610873;486213;31/01/2006;;;;
11106580;492103;29/01/2014;;;;
18994274;471889;25/06/2020;;;;
19363253;471889;09/08/2010;;;;
4627804;488971;29/08/2012;;;;
4642442;658285;09/02/2012;;;;
4628027;435516;09/06/2008;;;;
4600982;426299;01/03/2005;;;;
4604349;438581;15/07/2004;;;;
4607289;441318;08/12/2009;;;;
4622887;431564;29/09/2010;;;;
4604907;932522;03/08/2009;;;;
4599978;496345;09/10/2002;;;;
4606367;496345;06/07/2012;;;;
4625499;430055;24/06/2008;;;;
8464287;425835;05/08/2014;;;;
4595346;425714;30/01/2001;;;;
4594255;468883;17/11/2011;;;;
5747445;468883;17/11/2011;;;;
4604904;436021;03/08/2009;;;;
11609619;439065;20/07/2017;;;;
4614090;438326;21/11/2007;;;;
31030177;485781;25/04/2022;;;;
4639643;438664;01/03/2012;;;;
7259815;967118;04/09/2013;;;;
4594126;486264;09/12/2003;;;;
34210338;465344;30/09/2022;;;;
4637461;3402297;12/07/2010;;;;
12418944;8172226;20/01/2018;;;;
7147283;8171578;25/07/2013;;;;
4604269;437513;30/01/2001;;;;
4622940;424454;10/01/2008;;;;
4606111;431212;17/11/2005;;;;
4606112;431212;17/11/2005;;;;
7786145;;05/02/2014;;;;
4601124;437003;30/07/2008;;;;
4637222;433342;15/03/2011;;;;
4597090;437672;26/09/2006;;;;
4603213;437672;26/07/2004;;;;
4614715;434446;03/11/2006;;;;
4631942;426585;12/06/2009;;;;
31730353;466925;24/05/2022;;;;
5066787;466925;28/11/2012;;;;
22726549;435484;15/03/2021;;;;
4633203;427329;28/07/2009;;;;
4633207;427329;28/07/2009;;;;
8236130;427355;03/06/2014;;;;
4603245;487533;11/12/2003;;;;
4614638;490266;26/03/2007;;;;
7304241;659882;17/09/2013;;;;
4600230;487594;30/11/2006;;;;
4635522;438654;22/12/2010;;;;
16582435;488357;26/11/2019;;;;
10896343;481066;10/02/2017;;;;
4614455;427011;27/09/2007;;;;
17846803;426612;25/03/2020;;;;
15530627;426612;09/08/2019;;;;
7681510;491908;08/01/2014;;;;
4608586;491908;16/01/2006;;;;
4613979;462876;06/11/2007;;;;
25543779;;02/09/2021;;;;
44062177;;28/03/2024;;;;
18390138;430297;15/05/2020;;;;
15928689;437506;23/09/2019;;;;
8180225;1577019;19/05/2014;;;;
4633292;416044;20/07/2009;;;;
5802770;412192;04/03/2013;;;;
8061443;419042;10/04/2014;;;;
22216097;437493;09/02/2021;;;;
16653176;437493;02/12/2019;;;;
16653169;437493;02/12/2019;;;;
25365868;432428;24/08/2021;;;;
8846178;436874;22/05/2014;;;;
8198422;436874;22/05/2014;;;;
4610884;490600;01/07/2008;;;;
4603865;430657;01/12/2006;;;;
4636778;8139897;18/11/2010;;;;
4610140;438170;14/11/2006;;;;
4638827;1582142;29/12/2011;;;;
4597578;428720;26/03/2002;;;;
10959716;472047;24/02/2017;;;;
4640007;1614464;15/02/2012;;;;
32215137;463078;04/12/2019;;;;
6189985;1625656;22/02/2013;;;;
5501346;1625656;17/11/2011;;;;
4641921;3223442;18/05/2012;;;;
4608379;3477505;09/12/2004;;;;
4606945;439498;08/04/2005;;;;
4619843;430925;22/07/2010;;;;
4608156;550119;15/12/2005;;;;
4610276;550119;20/02/2007;;;;
10934469;439331;11/09/2013;;;;
4611157;427217;16/02/2007;;;;
8564177;425650;09/09/2014;;;;
4634670;432175;26/01/2011;;;;
4641127;436957;27/04/2012;;;;
4603277;497976;01/01/2002;;;;
4594128;429449;19/01/2004;;;;
7295250;431364;13/09/2013;;;;
4631469;437633;09/04/2009;;;;
4608641;436837;23/05/2005;;;;
7443730;752679;28/10/2013;;;;
7443731;752679;28/10/2013;;;;
4602025;435078;15/11/2002;;;;
8180226;447641;19/05/2014;;;;
4613101;431196;15/05/2006;;;;
16683606;9097347;04/12/2019;;;;
4640470;474599;31/01/2012;;;;
4597457;474599;05/09/2006;;;;
29144429;457741;26/01/2022;;;;
21878833;1580868;14/01/2021;;;;
25989233;;27/09/2021;;;;
19888676;1580868;28/08/2020;;;;
22997875;1580868;02/04/2021;;;;
19898278;1580868;28/08/2020;;;;
22997874;1580868;02/04/2021;;;;
8636452;3242301;30/09/2014;;;;
4620874;431637;10/09/2010;;;;
8716753;982459;23/10/2014;;;;
4632255;478497;22/07/2009;;;;
4635224;491779;26/01/2011;;;;
4606113;457931;17/11/2005;;;;
24552739;;02/07/2021;;;;
14842913;9216383;20/05/2019;;;;
4617114;492574;22/04/2009;;;;
4599709;462704;20/06/2002;;;;
19830757;438104;24/08/2020;;;;
22815207;3321661;22/03/2021;;;;
36843303;436852;21/02/2023;;;;
8800692;467181;18/11/2014;;;;
4642622;467181;09/02/2012;;;;
7259813;515836;04/09/2013;;;;
4596417;474577;15/05/2009;;;;
5066786;;28/11/2012;;;;
32158817;436625;16/06/2022;;;;
4624212;3375421;26/08/2010;;;;
4603706;932842;15/05/2004;;;;
25545066;;02/09/2021;;;;
4634287;494546;16/02/2010;;;;
4631512;422210;27/07/2009;;;;
4601471;422210;21/07/2009;;;;
4613779;432813;22/10/2007;;;;
21937727;;20/01/2021;;;;
22436578;1580860;24/02/2021;;;;
29268897;9366466;31/01/2022;;;;
16545663;;21/11/2019;;;;
4613102;460837;15/05/2006;;;;
4609790;3337670;04/01/2006;;;;
22828260;496343;23/03/2021;;;;
7428629;931566;23/10/2013;;;;
4608595;429251;17/01/2006;;;;
7350929;429251;01/10/2013;;;;
4608147;407215;17/11/2005;;;;
4613109;440917;16/05/2006;;;;
4599221;434659;11/02/2005;;;;
5873490;437480;13/03/2013;;;;
9431602;1605175;12/11/2015;;;;
4613971;3287425;03/12/2007;;;;
4624051;472374;05/04/2011;;;;
11097619;977990;15/01/2014;;;;
7309943;974785;18/09/2013;;;;
4608503;431808;17/01/2006;;;;
16893521;496624;24/12/2019;;;;
5811426;509643;05/03/2013;;;;
15515348;;07/08/2019;;;;
4613097;471205;15/05/2006;;;;
6284692;435843;26/04/2013;;;;
6291729;1577655;29/04/2013;;;;
15004837;436020;21/05/2004;;;;
4641081;786291;15/02/2012;;;;
5935889;786291;15/02/2012;;;;
4611424;431464;20/07/2006;;;;
4627839;435697;18/11/2008;;;;
4640805;461031;13/04/2012;;;;
6423890;508238;22/05/2013;;;;
6004374;508238;28/03/2013;;;;
10780987;8174135;07/06/2013;;;;
4609872;424950;05/10/2005;;;;
4609921;507105;28/12/2005;;;;
4630617;439864;03/06/2009;;;;
5209489;436011;14/12/2012;;;;
4603682;489071;27/09/2004;;;;
4601467;427949;21/07/2009;;;;
4594839;457553;10/10/2002;;;;
7286610;437321;11/09/2013;;;;
4622615;437321;07/07/2009;;;;
7286609;437321;11/09/2013;;;;
12368721;694462;10/01/2018;;;;
4635940;429476;02/12/2010;;;;
4595269;436971;06/02/2003;;;;
11548179;8175424;06/07/2017;;;;
4602685;499321;25/11/2011;;;;
4612893;3291257;17/09/2007;;;;
6007253;412398;28/03/2013;;;;
4627618;935741;29/12/2009;;;;
8616290;3290623;24/09/2014;;;;
10939439;1289981;21/02/2017;;;;
25738977;9206457;05/07/2019;;;;
6422305;465175;21/05/2013;;;;
16714595;463025;07/12/2019;;;;
35630513;436240;15/12/2022;;;;
4607748;463982;21/03/2005;;;;
22081718;428291;15/09/2020;;;;
6365012;8172224;14/05/2013;;;;
4640614;465343;24/04/2012;;;;
7310819;975449;18/09/2013;;;;
11656072;507202;28/07/2017;;;;
5502933;484411;22/01/2013;;;;
4732369;506919;03/10/2012;;;;
4626116;751724;13/06/2012;;;;
17194946;9214139;27/01/2020;;;;
22276291;9436217;13/02/2021;;;;
7166343;425904;31/07/2013;;;;
10909809;434654;11/09/2013;;;;
4623925;468942;19/07/2012;;;;
4604763;471876;09/11/2004;;;;
4635561;434924;29/09/2010;;;;
21957539;8182777;21/01/2021;;;;
16813185;425497;17/12/2019;;;;
8737541;437486;29/10/2014;;;;
5659105;432189;11/02/2013;;;;
6043745;480895;03/04/2013;;;;
4606553;973185;14/12/2004;;;;
4606552;973185;14/12/2004;;;;
22560425;9434307;04/03/2021;;;;
4605890;430834;28/04/2004;;;;
4603707;486248;15/05/2004;;;;
4630966;492104;27/07/2009;;;;
4634193;491341;06/12/2011;;;;
4609817;491341;04/01/2006;;;;
7695937;490928;13/01/2014;;;;
4642581;967113;31/01/2012;;;;
4630960;455234;27/07/2009;;;;
4609550;496521;03/01/2008;;;;
11656074;435136;28/07/2017;;;;
4612449;582469;14/03/2006;;;;
4638558;;12/10/2011;;;;
11617303;429415;21/07/2017;;;;
24860898;3323575;22/07/2021;;;;
6043750;410084;03/04/2013;;;;
4610986;474814;06/10/2009;;;;
4612710;3640070;25/10/2007;;;;
4600978;497616;01/03/2005;;;;
4599064;457402;30/01/2001;;;;
4601479;422209;21/07/2009;;;;
25240102;9367102;16/08/2021;;;;
20288481;9280400;23/09/2020;;;;
16697320;9102469;05/12/2019;;;;
34037538;9145662;26/09/2022;;;;
4632635;9299584;10/12/2009;;;;
6173650;631411;16/04/2013;;;;
