cc_cb_code;cc_cd_code;cc_creadat;cc_majdate;cc_majsrc;cc_abddate;cc_abdsrc
4614990;653799;03/02/2010;;;;
6761827;8172869;21/06/2013;;;;
4631816;432121;08/04/2009;;;;
7226802;463082;06/10/2010;;;;
32596913;765479;06/07/2022;;;;
38688747;765479;31/05/2023;;;;
35496100;765479;08/12/2022;;;;
36824417;;20/02/2023;;;;
32603297;765479;06/07/2022;;;;
4614443;425154;18/09/2007;;;;
4614075;425154;25/10/2007;;;;
7134469;425154;22/07/2013;;;;
4604334;425154;12/04/2002;;;;
4642558;1613495;09/05/2012;;;;
4642557;1613495;09/05/2012;;;;
4595982;507920;08/12/2003;;;;
10958425;1625021;30/05/2013;;;;
8608913;1625021;23/09/2014;;;;
4609286;491598;18/01/2006;;;;
4598217;491598;27/04/2005;;;;
4610401;1596537;27/01/2006;;;;
10936339;1596537;20/02/2017;;;;
4629851;934820;06/01/2009;;;;
4625734;426990;31/03/2008;;;;
4628036;426990;09/06/2008;;;;
4625735;426990;31/03/2008;;;;
19096076;508472;01/07/2020;;;;
34299635;431004;07/10/2022;;;;
22763937;431004;17/03/2021;;;;
4600037;3340229;01/01/2002;;;;
7255905;8162948;03/09/2013;;;;
4628026;436858;09/06/2008;;;;
4597616;8148224;18/10/2004;;;;
4596296;8148224;20/05/2005;;;;
4600026;490265;26/04/2005;;;;
29197861;469103;27/01/2022;;;;
4622129;430603;29/06/2011;;;;
4594316;430603;30/01/2001;;;;
4609730;456838;31/03/2005;;;;
4595675;460198;30/01/2001;;;;
4594602;425732;25/08/2004;;;;
4606197;439087;04/11/2008;;;;
11546289;463232;06/07/2017;;;;
4609340;463232;12/04/2005;;;;
14073971;490275;29/01/2019;;;;
4602850;490275;09/05/2005;;;;
4623425;433863;21/01/2008;;;;
4631815;433863;08/04/2009;;;;
4631220;426992;09/04/2009;;;;
8836209;8163267;01/12/2014;;;;
4613321;439846;19/11/2007;;;;
4626411;425472;05/03/2007;;;;
4605746;425472;26/08/2004;;;;
28329403;464001;16/12/2021;;;;
4764097;3217340;08/10/2012;;;;
4625965;430729;27/03/2008;;;;
7478993;430729;07/11/2013;;;;
15542798;499832;20/11/2006;;;;
29239777;499832;28/01/2022;;;;
4605413;3432707;01/03/2006;;;;
4611791;3432707;19/10/2011;;;;
4640515;507168;24/02/2012;;;;
4611160;427465;16/02/2007;;;;
4609856;427465;19/02/2007;;;;
4627383;438747;06/06/2008;;;;
43106342;430473;30/01/2024;;;;
4633071;509038;08/04/2010;;;;
44898017;425698;21/05/2024;;;;
26119802;425698;01/10/2021;;;;
25543780;425698;02/09/2021;;;;
4603083;459791;24/05/2004;;;;
11012223;516154;08/03/2017;;;;
4610940;984069;19/07/2006;;;;
4629194;447469;27/01/2009;;;;
4634253;426772;04/05/2010;;;;
4634252;426772;04/05/2010;;;;
7295571;3340868;13/09/2013;;;;
4635405;3340868;13/07/2010;;;;
7681508;503837;08/01/2014;;;;
4609473;503837;19/12/2007;;;;
4610860;437208;27/01/2006;;;;
4634041;8175426;14/04/2010;;;;
4641489;1557816;21/02/2012;;;;
4641488;1557816;21/02/2012;;;;
4625504;434290;12/01/2009;;;;
4608787;;07/07/2005;;;;
30203966;;17/03/2022;;;;
4600330;487775;10/04/2001;;;;
4603877;433112;03/05/2004;;;;
5114817;465306;04/12/2012;;;;
8616289;3290621;24/09/2014;;;;
6475731;3290621;27/05/2013;;;;
34246177;507193;18/08/2008;;;;
4607255;434652;21/03/2005;;;;
4607254;434652;21/03/2005;;;;
4629775;432908;06/01/2009;;;;
6293649;425829;12/06/2009;;;;
4609283;492044;18/01/2006;;;;
4604534;432822;22/11/2005;;;;
4622128;430606;29/06/2011;;;;
8118961;;28/04/2014;;;;
4614457;;27/09/2007;;;;
4636427;1611900;02/02/2011;;;;
4617106;434543;02/02/2011;;;;
15502791;425673;06/08/2019;;;;
15513955;425673;07/08/2019;;;;
9959495;635589;29/04/2003;;;;
4642441;3300215;09/02/2012;;;;
4614798;432343;03/11/2006;;;;
4602487;437347;08/08/2002;;;;
4610931;430823;18/10/2006;;;;
34927780;463403;14/11/2022;;;;
6109655;503655;10/04/2013;;;;
4602471;507205;31/08/2004;;;;
4598305;507205;28/10/2008;;;;
4636376;489885;26/05/2010;;;;
4631508;427724;24/07/2009;;;;
4605494;427724;01/03/2006;;;;
4597612;462813;18/10/2004;;;;
37794347;462813;13/04/2023;;;;
21884593;431375;15/01/2021;;;;
7155105;454134;29/07/2013;;;;
4639798;643247;08/06/2012;;;;
8516433;437019;25/08/2014;;;;
41354339;9049657;23/10/2023;;;;
4595055;489523;02/11/2004;;;;
36651320;489523;10/02/2023;;;;
7700115;439465;14/01/2014;;;;
5053011;1503097;26/11/2012;;;;
18437517;9423750;19/05/2020;;;;
4605888;487767;28/04/2004;;;;
7835140;979639;18/02/2014;;;;
24884578;494756;23/07/2021;;;;
4633057;437177;18/03/2010;;;;
6888211;973182;02/07/2013;;;;
4625507;440395;12/01/2009;;;;
4609654;430683;01/02/2011;;;;
4625304;431930;06/01/2009;;;;
4613047;464801;04/05/2006;;;;
4609661;435685;03/01/2008;;;;
29197859;3316857;27/01/2022;;;;
4642227;431352;24/04/2012;;;;
7959602;499991;18/03/2014;;;;
4621272;499991;28/09/2010;;;;
17817000;434720;23/03/2020;;;;
4632778;432425;16/07/2009;;;;
4640005;1614463;15/02/2012;;;;
4613008;461058;30/07/2007;;;;
4612494;426215;05/11/2007;;;;
4608976;429979;01/07/2005;;;;
4600620;432013;30/01/2001;;;;
4610871;486213;31/01/2006;;;;
34011620;471889;26/09/2022;;;;
4605684;441475;06/02/2003;;;;
4602555;426299;06/07/2004;;;;
4641032;452233;04/04/2012;;;;
4598814;452233;30/01/2001;;;;
19592034;428289;06/08/2020;;;;
4624746;544380;19/07/2010;;;;
17372842;496345;12/02/2020;;;;
4625498;430055;24/06/2008;;;;
4605070;431324;27/11/2002;;;;
4605653;491313;02/05/2003;;;;
4602621;491313;19/02/2003;;;;
24846497;488243;21/07/2021;;;;
4634016;3191101;15/03/2010;;;;
27217383;440019;18/03/2013;;;;
4604872;468883;09/12/2005;;;;
11070885;468883;29/04/2014;;;;
4600712;468883;17/11/2011;;;;
4608194;434751;22/03/2005;;;;
4603310;439065;07/08/2003;;;;
4614891;438326;12/06/2007;;;;
4633645;467549;08/04/2010;;;;
6584530;8172857;05/06/2013;;;;
4613981;472222;06/11/2007;;;;
4632887;434849;16/12/2011;;;;
7890530;434849;03/03/2014;;;;
4642048;1788558;22/05/2012;;;;
11030148;408572;19/04/2013;;;;
7404066;1289984;16/10/2013;;;;
7224867;429439;23/08/2013;;;;
4606015;497987;15/02/2006;;;;
4594710;486264;12/04/2002;;;;
16584039;9235609;26/11/2019;;;;
4609789;713983;04/01/2006;;;;
4603281;465344;04/07/2002;;;;
4642625;465344;09/02/2012;;;;
5873489;435455;13/03/2013;;;;
4632158;8293181;23/09/2009;;;;
10568050;8172226;14/05/2013;;;;
28072737;437513;08/12/2021;;;;
11097629;977989;24/03/2017;;;;
7728034;977989;21/01/2014;;;;
4622936;424454;10/01/2008;;;;
4601978;635273;15/05/2004;;;;
4633310;979645;20/07/2009;;;;
4604898;431212;17/11/2005;;;;
15246117;439249;08/07/2019;;;;
4608360;433342;22/10/2007;;;;
4611753;433342;16/11/2006;;;;
15491554;432437;05/08/2019;;;;
8464276;466925;05/08/2014;;;;
31730355;466925;24/05/2022;;;;
4609748;436420;14/09/2005;;;;
4610209;436420;25/07/2006;;;;
4609749;436420;14/09/2005;;;;
4632352;427329;22/07/2009;;;;
4632100;427329;17/07/2009;;;;
4632102;427329;17/07/2009;;;;
4610628;438281;21/04/2006;;;;
29433377;426800;08/02/2022;;;;
4632776;432427;16/07/2009;;;;
40665058;472237;14/09/2023;;;;
10803921;8163270;23/01/2017;;;;
7251410;8163270;02/09/2013;;;;
4602558;426602;28/04/2004;;;;
7057169;424977;16/07/2013;;;;
4610802;491184;04/02/2010;;;;
4626473;501303;08/02/2008;;;;
4622938;423509;10/01/2008;;;;
7568226;2141542;03/12/2013;;;;
7960338;472615;18/03/2014;;;;
16701484;9400390;06/12/2019;;;;
4614456;490499;27/09/2007;;;;
28669537;427011;03/12/2007;;;;
6004373;503623;28/03/2013;;;;
4623737;437340;12/07/2010;;;;
4617932;491908;12/04/2012;;;;
4608587;491908;16/01/2006;;;;
17846778;430297;25/03/2020;;;;
15377025;;22/07/2019;;;;
4611164;436917;19/02/2007;;;;
4594979;471335;10/02/2009;;;;
8198419;436874;22/05/2014;;;;
10797929;1598136;20/01/2017;;;;
4630289;489793;21/01/2009;;;;
4602727;933163;15/07/2004;;;;
6007252;438321;28/03/2013;;;;
4633836;437064;30/03/2011;;;;
4607755;472445;21/03/2005;;;;
4630154;8217657;10/02/2009;;;;
18081633;1582142;17/04/2020;;;;
4632567;436053;07/10/2009;;;;
8688273;1625656;15/10/2014;;;;
4614079;435879;25/10/2007;;;;
7609218;439498;12/12/2013;;;;
32141874;462636;15/06/2022;;;;
4634866;3193663;23/12/2010;;;;
7560883;638147;02/12/2013;;;;
4612495;431364;30/11/2007;;;;
11123654;1203619;30/03/2017;;;;
18933793;441488;22/06/2020;;;;
4604957;438710;20/08/2004;;;;
4845978;439471;22/10/2012;;;;
4604431;447641;05/12/2006;;;;
4641143;3308236;29/02/2012;;;;
8464281;474413;05/08/2014;;;;
4601643;438291;24/05/2004;;;;
7261329;3182459;04/09/2013;;;;
6613333;435550;07/06/2013;;;;
19898276;1580868;28/08/2020;;;;
19511409;1580868;31/07/2020;;;;
10868242;1581181;04/04/2013;;;;
4612489;430515;05/11/2007;;;;
4635226;491779;26/01/2011;;;;
4606114;457931;17/11/2005;;;;
11103377;491801;22/07/2013;;;;
17389474;9335739;13/02/2020;;;;
4639836;434655;25/01/2012;;;;
4604393;489477;03/07/2004;;;;
17392739;9233662;13/02/2020;;;;
24552738;453880;02/07/2021;;;;
4639278;1613818;21/02/2012;;;;
18568085;1613818;01/01/2002;;;;
4606919;428925;03/08/2005;;;;
38563617;428925;25/05/2023;;;;
7969937;462704;20/03/2014;;;;
7149985;424274;25/07/2013;;;;
4619902;424274;10/01/2008;;;;
4640710;438104;23/01/2012;;;;
4601291;439867;26/10/2005;;;;
8781059;1605176;12/11/2014;;;;
35496098;436852;08/12/2022;;;;
36843302;;21/02/2023;;;;
36823782;436852;20/02/2023;;;;
36823779;436852;20/02/2023;;;;
18027237;9537024;10/04/2020;;;;
4614901;430098;12/07/2007;;;;
4603038;430866;28/04/2010;;;;
4613402;431998;07/11/2007;;;;
4624842;436838;21/01/2010;;;;
4620969;932842;04/01/2008;;;;
4640092;430099;19/12/2011;;;;
4631503;422210;24/07/2009;;;;
4633304;422210;20/07/2009;;;;
4609753;427267;14/09/2005;;;;
4615759;439880;25/07/2007;;;;
10934472;439880;20/02/2017;;;;
21941559;;20/01/2021;;;;
4609873;424955;05/10/2005;;;;
4637954;421506;01/12/2011;;;;
15288130;9226937;11/07/2019;;;;
6325010;8172223;03/05/2013;;;;
6338184;8172223;07/05/2013;;;;
6338183;8172223;07/05/2013;;;;
6326609;8172223;06/05/2013;;;;
4601902;453234;15/11/2002;;;;
22496117;9429829;01/03/2021;;;;
4597614;508055;18/10/2004;;;;
4611804;488219;26/07/2006;;;;
15833959;434813;13/09/2019;;;;
4624063;464794;14/02/2011;;;;
4609727;465569;12/07/2007;;;;
4631455;427617;24/07/2009;;;;
6338180;8172220;07/05/2013;;;;
10900515;407215;13/02/2017;;;;
4605916;439337;28/04/2004;;;;
12114642;1235289;06/11/2017;;;;
6724692;975455;18/06/2013;;;;
4610639;437524;23/06/2006;;;;
10934466;1625025;03/07/2013;;;;
4642045;1788559;22/05/2012;;;;
4629634;472374;26/03/2009;;;;
45509231;472374;27/06/2024;;;;
4611617;431808;06/02/2006;;;;
7617523;420448;16/12/2013;;;;
8074693;491100;28/10/2008;;;;
9746417;1134138;15/03/2016;;;;
15468610;;01/08/2019;;;;
41621858;708551;07/11/2023;;;;
36521059;;03/02/2023;;;;
12932590;8152699;05/06/2018;;;;
4641524;654835;17/02/2012;;;;
4631819;432117;08/04/2009;;;;
6613330;8174135;07/06/2013;;;;
4608982;465336;09/11/2004;;;;
4609168;436367;27/06/2006;;;;
4601465;427949;21/07/2009;;;;
4599005;441299;01/04/2011;;;;
4599003;441299;01/04/2011;;;;
4631224;502814;09/04/2009;;;;
4608504;437321;17/01/2006;;;;
4612472;430873;27/11/2006;;;;
5059739;436588;27/11/2012;;;;
37288737;436588;15/03/2023;;;;
22082022;;30/01/2021;;;;
4631203;499321;17/02/2009;;;;
4614888;435504;11/06/2007;;;;
4602828;3403265;15/09/2004;;;;
8790353;8175430;14/11/2014;;;;
6324049;719449;03/05/2013;;;;
4640400;935741;16/01/2012;;;;
4638318;;30/12/2011;;;;
4608929;432377;30/10/2007;;;;
7259810;515842;04/09/2013;;;;
4629594;487354;22/07/2009;;;;
7309947;975449;18/09/2013;;;;
4610394;430645;26/01/2006;;;;
4609232;723563;17/01/2012;;;;
7295569;1580859;13/09/2013;;;;
4642044;751721;21/05/2012;;;;
14840039;9194636;20/05/2019;;;;
34192102;431928;30/09/2022;;;;
4631472;457552;09/04/2009;;;;
22216100;488289;09/02/2021;;;;
16712037;496454;07/12/2019;;;;
18649026;9328704;03/06/2020;;;;
4607225;428485;03/10/2005;;;;
22554070;9434307;04/03/2021;;;;
4642580;967113;31/01/2012;;;;
10801640;728365;11/07/2013;;;;
4601475;455234;21/07/2009;;;;
22206209;491975;09/02/2021;;;;
14840043;9140539;20/05/2019;;;;
23350177;434815;28/04/2021;;;;
29171966;582469;26/01/2022;;;;
17201651;9250944;28/01/2020;;;;
4628581;468948;02/02/2012;;;;
4601308;490938;12/09/2007;;;;
9197810;426250;01/07/2015;;;;
7852082;506768;21/02/2014;;;;
19633029;9149509;10/08/2020;;;;
22634337;497616;09/03/2021;;;;
7228370;497616;26/08/2013;;;;
22606844;497616;08/03/2021;;;;
4614151;430526;16/10/2007;;;;
4631515;422209;27/07/2009;;;;
16683607;9099259;04/12/2019;;;;
28883301;9131908;12/01/2022;;;;
16653174;9367102;02/12/2019;;;;
4608713;9255429;19/01/2012;;;;
16692235;9280400;05/12/2019;;;;
45605222;9449986;03/07/2024;;;;
16703409;9408707;06/12/2019;;;;
4594313;504246;30/01/2001;;;;
25066993;3190465;03/08/2021;;;;
4626475;437383;08/02/2008;;;;
27470819;9225999;22/11/2021;;;;
33012289;9068536;01/08/2022;;;;
16701483;9395581;06/12/2019;;;;
15565811;9083896;14/08/2019;;;;
17389477;9297015;13/02/2020;;;;
23594018;9327105;12/05/2021;;;;
4601483;436772;21/07/2009;;;;
4629897;436772;21/07/2009;;;;
4637282;436772;03/06/2011;;;;
4601266;8152704;12/04/2002;;;;
22661217;;11/03/2021;;;;
28608757;9425023;28/12/2021;;;;
28552417;9425023;24/12/2021;;;;
22606833;9425023;08/03/2021;;;;
4607868;487353;17/07/2009;;;;
22457377;9425022;25/02/2021;;;;
14840042;9194617;20/05/2019;;;;
36533863;9446470;06/02/2023;;;;
36533869;9446470;06/02/2023;;;;
4608090;436562;03/10/2005;;;;
4595235;492604;06/02/2003;;;;
8073602;431655;14/04/2014;;;;
4632099;466726;17/07/2009;;;;
16614514;9354630;28/11/2019;;;;
4642153;694120;19/04/2012;;;;
38148898;;05/05/2023;;;;
7835139;427218;18/02/2014;;;;
30301539;;22/03/2022;;;;
7786147;434820;05/02/2014;;;;
4606013;438290;15/02/2006;;;;
4609035;438290;28/11/2005;;;;
6724691;975457;18/06/2013;;;;
19136686;;05/07/2020;;;;
4631971;763881;13/03/2012;;;;
6084050;428787;19/05/2004;;;;
4618015;438368;22/11/2010;;;;
4601437;;23/07/2012;;;;
4633208;436770;28/07/2009;;;;
15505315;425649;06/08/2019;;;;
15510222;;07/08/2019;;;;
17888077;9343745;30/03/2020;;;;
10900514;440084;31/05/2013;;;;
6423889;1204231;22/05/2013;;;;
17177012;9542455;24/01/2020;;;;
33722345;;12/09/2022;;;;
27779937;9115903;30/11/2021;;;;
7705186;491406;15/01/2014;;;;
4600980;491406;01/03/2005;;;;
12714033;496623;04/04/2018;;;;
6694930;496623;17/06/2013;;;;
16614163;496623;28/11/2019;;;;
36726178;9446462;14/02/2023;;;;
19786914;9109837;20/08/2020;;;;
7966977;9140546;19/03/2014;;;;
37086817;9254148;06/03/2023;;;;
4636199;9217656;31/01/2011;;;;
36649395;9243586;10/02/2023;;;;
15514914;;07/08/2019;;;;
15476213;9528721;01/08/2019;;;;
15586292;9528721;19/08/2019;;;;
36538658;;06/02/2023;;;;
36892579;;23/02/2023;;;;
36870179;;22/02/2023;;;;
36766499;9446469;16/02/2023;;;;
19786913;;20/08/2020;;;;
36655782;;10/02/2023;;;;
24366178;9047736;24/06/2021;;;;
22660900;;10/03/2021;;;;
36650337;9254145;10/02/2023;;;;
22879459;;25/03/2021;;;;
4633302;487172;20/07/2009;;;;
4605625;494368;31/08/2004;;;;
4603263;494368;14/10/2004;;;;
4632114;478495;17/07/2009;;;;
4614883;435084;11/06/2007;;;;
7515739;751726;19/11/2013;;;;
4632360;426869;22/07/2009;;;;
11744488;461072;17/08/2017;;;;
4632272;486763;22/07/2009;;;;
6305169;8163263;30/04/2013;;;;
4605053;8163263;01/01/2003;;;;
19096077;431298;01/07/2020;;;;
4609166;610600;27/06/2006;;;;
4601212;489651;19/04/2004;;;;
4594852;489651;24/11/2004;;;;
4642616;489651;01/02/2012;;;;
7264241;515839;05/09/2013;;;;
16550129;;22/11/2019;;;;
4597491;472242;26/02/2007;;;;
12382418;1661182;13/01/2018;;;;
4632350;416043;22/07/2009;;;;
22921392;448705;29/03/2021;;;;
13882391;448705;24/12/2018;;;;
11061156;452264;06/05/2014;;;;
5077331;547879;29/11/2012;;;;
7085971;426985;17/07/2013;;;;
14975074;426985;05/06/2019;;;;
17656084;426985;07/03/2020;;;;
16010657;426985;30/09/2019;;;;
21662195;;28/12/2020;;;;
23302817;;26/04/2021;;;;
4628011;426659;30/10/2008;;;;
36852900;9190467;21/02/2023;;;;
7735954;;22/01/2014;;;;
17768055;;18/03/2020;;;;
5884705;478505;14/03/2013;;;;
4614926;478505;19/04/2010;;;;
4604911;1088381;03/08/2009;;;;
15491561;486925;05/08/2019;;;;
4594358;486925;28/04/2004;;;;
4611264;439279;10/02/2006;;;;
4636029;434452;11/05/2010;;;;
11518493;434185;29/06/2017;;;;
4631944;971266;12/06/2009;;;;
4639837;431107;25/01/2012;;;;
19633030;472053;10/08/2020;;;;
4624843;429639;21/01/2010;;;;
5060689;429639;27/11/2012;;;;
9868035;429639;03/08/2009;;;;
7270721;429478;25/05/2007;;;;
4599540;433899;21/10/2003;;;;
4631831;486121;24/11/2009;;;;
4614072;487913;25/10/2007;;;;
4602548;435513;12/04/2002;;;;
4609793;432370;29/07/2005;;;;
5091414;507119;22/03/2005;;;;
4603991;467180;17/07/2004;;;;
4624055;436653;14/02/2011;;;;
4595920;429865;24/11/2006;;;;
4611793;429865;19/10/2011;;;;
4640542;431378;23/05/2012;;;;
4620123;1068556;28/07/2010;;;;
6590610;431098;05/06/2013;;;;
4620256;431098;24/03/2009;;;;
4621477;435904;02/09/2011;;;;
8756833;435904;04/11/2014;;;;
4609865;435904;05/10/2005;;;;
4608497;435904;17/01/2006;;;;
4608600;435904;17/01/2006;;;;
4627634;555879;17/02/2009;;;;
4638880;582467;30/12/2011;;;;
11655156;431809;28/07/2017;;;;
4612609;431809;21/11/2007;;;;
11115594;431809;29/03/2017;;;;
15113025;2141180;21/06/2019;;;;
4639803;435704;08/06/2012;;;;
4609663;489579;03/01/2008;;;;
15578014;8048695;17/08/2019;;;;
4631223;8048695;09/04/2009;;;;
4615272;489373;23/07/2007;;;;
7003410;728368;11/07/2013;;;;
4636565;465120;07/07/2011;;;;
4614637;436756;26/03/2007;;;;
4607253;507151;15/04/2005;;;;
4601264;508427;12/04/2002;;;;
4607986;432889;30/08/2007;;;;
4600309;487171;10/10/2002;;;;
4609509;439451;16/01/2008;;;;
4609726;454777;12/07/2007;;;;
8793633;436169;17/11/2014;;;;
4594099;503517;23/02/2005;;;;
43485555;503517;23/02/2024;;;;
4600012;436747;04/10/2004;;;;
17177013;492591;24/01/2020;;;;
4621351;492591;08/03/2011;;;;
38487144;962939;07/01/2022;;;;
4614661;435867;27/09/2007;;;;
4633278;467186;29/09/2009;;;;
4635406;506606;13/07/2010;;;;
4603699;465124;04/05/2004;;;;
4609171;493687;27/06/2006;;;;
4601713;434656;06/01/2006;;;;
18227233;426414;30/04/2020;;;;
4600092;426414;09/11/2011;;;;
15512768;426414;07/08/2019;;;;
4627243;426414;14/08/2008;;;;
4613106;719447;16/05/2006;;;;
4623271;436279;30/06/2011;;;;
4608589;435491;16/01/2006;;;;
5853970;435491;18/05/2011;;;;
4620977;465346;04/01/2008;;;;
4603828;463763;24/06/2011;;;;
4907155;405479;30/10/2012;;;;
4630381;405479;15/09/2011;;;;
8846177;1583170;22/05/2014;;;;
4637607;1583170;13/04/2011;;;;
4635216;1583170;26/01/2011;;;;
4607288;431337;08/12/2009;;;;
4594608;426607;25/08/2004;;;;
10984038;1177979;11/01/2016;;;;
4625846;497863;25/06/2008;;;;
19646769;430521;11/08/2020;;;;
4598423;425516;26/05/2003;;;;
6689505;8171259;14/06/2013;;;;
11081969;8171259;14/06/2013;;;;
18574433;3311423;28/05/2020;;;;
4614799;3311423;03/11/2006;;;;
4601327;430498;14/09/2007;;;;
5732691;436943;21/02/2013;;;;
7328563;436943;24/09/2013;;;;
4605789;490273;10/02/2004;;;;
7772834;490273;31/01/2014;;;;
4631226;436606;09/04/2009;;;;
4610210;436606;25/07/2006;;;;
4627984;427619;16/07/2009;;;;
4632113;427619;17/07/2009;;;;
4632109;427619;17/07/2009;;;;
4632115;427619;17/07/2009;;;;
4627985;427619;16/07/2009;;;;
4603232;436988;26/05/2003;;;;
10953022;436988;08/01/2014;;;;
4598670;436988;30/01/2001;;;;
4628029;436081;09/06/2008;;;;
4610265;426848;19/02/2007;;;;
4605629;440918;20/10/2004;;;;
4637394;491260;30/11/2010;;;;
4611470;431785;20/11/2006;;;;
18232369;431785;01/05/2020;;;;
4614112;431785;03/11/2006;;;;
4614716;431785;03/11/2006;;;;
24452261;431785;28/06/2021;;;;
4613098;500710;15/05/2006;;;;
4594551;488662;10/09/2002;;;;
19025009;439454;26/06/2020;;;;
4604601;453043;10/09/2002;;;;
32116907;9116881;15/06/2022;;;;
6586147;8172858;05/06/2013;;;;
10881958;8172858;14/05/2013;;;;
17234610;406188;30/01/2020;;;;
4616731;1578944;29/08/2012;;;;
4607797;488655;13/12/2004;;;;
4601263;425910;11/04/2002;;;;
4630357;433722;10/03/2009;;;;
18291877;8787906;07/05/2020;;;;
18390139;8787906;15/05/2020;;;;
4607265;431761;20/03/2007;;;;
4640477;752684;13/02/2012;;;;
4608261;488608;14/11/2005;;;;
12933219;488608;11/08/2017;;;;
4602329;488608;23/08/2002;;;;
4608304;488608;14/11/2005;;;;
22364305;488608;19/02/2021;;;;
4599473;488608;20/08/2002;;;;
4608203;507158;22/03/2005;;;;
17910138;9425988;31/03/2020;;;;
23002978;9525815;02/04/2021;;;;
23336424;488088;10/04/2001;;;;
45522017;3193339;28/06/2024;;;;
4603681;472776;27/09/2004;;;;
4609635;486637;29/12/2005;;;;
8551636;467169;21/03/2005;;;;
8745601;436923;30/10/2014;;;;
4614541;491109;08/10/2007;;;;
43876582;1528390;19/03/2024;;;;
4641072;1528390;23/01/2012;;;;
4605892;1528390;28/04/2004;;;;
4622115;427017;29/06/2011;;;;
16531588;430411;20/11/2019;;;;
4608785;430411;06/07/2005;;;;
4610927;432424;18/10/2006;;;;
4627546;432424;02/07/2008;;;;
8437153;937326;24/07/2014;;;;
6438610;653799;23/05/2013;;;;
7929569;653799;11/03/2014;;;;
4631817;432121;08/04/2009;;;;
36521058;;03/02/2023;;;;
4608632;765479;24/06/2005;;;;
4608711;765479;19/01/2012;;;;
4632061;430111;09/09/2009;;;;
4632060;430111;09/09/2009;;;;
4601672;425154;23/08/2002;;;;
7134473;425154;22/07/2013;;;;
6486929;1625021;28/05/2013;;;;
8847681;437206;02/12/2014;;;;
6154145;485297;15/04/2013;;;;
4594604;485297;25/08/2004;;;;
4612040;432098;21/03/2007;;;;
16878756;491598;23/12/2019;;;;
6850769;436785;28/06/2013;;;;
14838559;3507897;20/05/2019;;;;
4625733;426990;31/03/2008;;;;
4603983;430705;28/04/2004;;;;
12758417;431004;05/03/2013;;;;
4609662;3311415;03/01/2008;;;;
4610627;432110;21/04/2006;;;;
5842770;440009;08/03/2013;;;;
4612493;434742;05/11/2007;;;;
22791783;434742;19/03/2021;;;;
4614542;430304;08/10/2007;;;;
7428634;436388;23/10/2013;;;;
4614425;430603;31/07/2007;;;;
4627073;463232;21/07/2008;;;;
4614460;463232;27/09/2007;;;;
4609341;463232;12/04/2005;;;;
4640676;463232;03/05/2012;;;;
4604750;490275;20/07/2007;;;;
4607573;433863;27/02/2007;;;;
4605786;432438;10/02/2004;;;;
5811427;432438;05/03/2013;;;;
11108695;432438;28/03/2017;;;;
8574369;432438;11/09/2014;;;;
4633629;426992;28/01/2010;;;;
4629925;433114;29/07/2009;;;;
7049813;469050;16/07/2013;;;;
4874772;458085;21/04/2008;;;;
4604906;439846;03/08/2009;;;;
4627334;471872;04/09/2008;;;;
4606185;425472;26/08/2004;;;;
4603700;486430;04/05/2004;;;;
4609603;431913;30/01/2008;;;;
4715410;969691;28/09/2012;;;;
4594061;499832;08/12/2003;;;;
4616205;461789;24/02/2010;;;;
4640605;507168;24/02/2012;;;;
4609855;427465;19/02/2007;;;;
4632373;429836;16/09/2009;;;;
17307616;3300549;06/02/2020;;;;
6590609;437034;05/06/2013;;;;
34357860;447469;11/10/2022;;;;
4613654;436592;07/09/2012;;;;
4606944;440213;08/04/2005;;;;
4633793;440213;30/03/2011;;;;
4612373;437757;24/02/2010;;;;
8851345;1598775;05/12/2014;;;;
4635407;3340868;13/07/2010;;;;
4635408;3340868;13/07/2010;;;;
7681505;503837;08/01/2014;;;;
8847682;437208;02/12/2014;;;;
17194945;9213509;27/01/2020;;;;
6299745;430884;30/04/2013;;;;
4610405;430884;26/06/2006;;;;
5463891;430884;17/01/2013;;;;
4614884;430884;11/06/2007;;;;
4608133;441102;16/11/2005;;;;
4609510;496346;16/01/2008;;;;
4596866;;07/07/2005;;;;
4607874;437883;05/10/2005;;;;
4625518;437883;14/01/2009;;;;
20973221;431329;10/11/2020;;;;
4610275;424975;20/02/2007;;;;
4636424;3305336;02/02/2011;;;;
4613422;488616;26/11/2007;;;;
4606224;507193;01/01/2012;;;;
4614342;431388;24/09/2007;;;;
4612265;461032;09/02/2007;;;;
43730345;492044;11/03/2024;;;;
4609301;467928;06/07/2005;;;;
4600708;467928;06/08/2002;;;;
7772833;467928;31/01/2014;;;;
4615269;490375;16/07/2007;;;;
4604873;432822;09/12/2005;;;;
5909650;434833;18/03/2013;;;;
7717378;434833;17/01/2014;;;;
4619202;440211;14/09/2010;;;;
4631814;440211;08/04/2009;;;;
23255139;440211;22/04/2021;;;;
4610936;440211;19/10/2006;;;;
4607561;416045;17/07/2009;;;;
23408115;416045;30/04/2021;;;;
4625573;430671;14/02/2008;;;;
4609840;456711;26/10/2005;;;;
15513956;425673;07/08/2019;;;;
15605153;;20/08/2019;;;;
29945383;490988;04/03/2022;;;;
4608788;490988;07/07/2005;;;;
22167459;432343;05/02/2021;;;;
30258337;;21/03/2022;;;;
22154338;;04/02/2021;;;;
22154337;;04/02/2021;;;;
4613118;437347;17/05/2006;;;;
4603709;436831;15/05/2004;;;;
6109650;503655;16/01/2006;;;;
