ps_code;ps_numero;ps_1;ps_2;ps_cs_code;ps_ti_code;ps_type;ps_fonct;ps_etat;ps_preaff;ps_comment;ps_creadat;ps_majdate;ps_majsrc;ps_abddate;ps_abdsrc
PS000000120609;6;FO000000171643;FO000000171715;3475302;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000120610;7;FO000000171644;FO000000171716;3475302;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000120611;8;FO000000171645;FO000000171717;3475302;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000120612;9;FO000000171646;FO000000171718;3475302;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000120613;0;FO000000171647;FO000000171719;3475303;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000120614;1;FO000000171648;FO000000171720;3475303;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000120615;2;FO000000171649;FO000000171721;3475303;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000120616;3;FO000000171650;FO000000171722;3475303;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000120617;4;FO000000171651;FO000000171723;3475303;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000120618;5;FO000000171652;FO000000171724;3475303;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000120619;6;FO000000171653;FO000000171725;3475303;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000120620;7;FO000000171654;FO000000171726;3475303;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000120621;8;FO000000171655;FO000000171727;3475303;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000120622;9;FO000000171656;FO000000171728;3475303;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000120623;10;FO000000171657;FO000000171729;3475303;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000120624;11;FO000000171658;FO000000171730;3475303;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000120625;0;FO000000171661;FO000000171733;3475304;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000120626;1;FO000000171662;FO000000171734;3475304;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000120627;2;FO000000171663;FO000000171735;3475304;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000120628;3;FO000000171664;FO000000171736;3475304;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000120629;4;FO000000171665;FO000000171737;3475304;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000120630;5;FO000000171666;FO000000171738;3475304;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000120631;6;FO000000171667;FO000000171739;3475304;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000120632;7;FO000000171668;FO000000171740;3475304;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000120633;8;FO000000171669;FO000000171741;3475304;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000120634;9;FO000000171670;FO000000171742;3475304;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000120635;0;FO000000171671;FO000000171743;3475305;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000120636;1;FO000000171672;FO000000171744;3475305;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000120637;2;FO000000171673;FO000000171745;3475305;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000120638;3;FO000000171674;FO000000171746;3475305;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000120639;4;FO000000171675;FO000000171747;3475305;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000120640;5;FO000000171676;FO000000171748;3475305;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000120641;6;FO000000171677;FO000000171749;3475305;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000120642;7;FO000000171678;FO000000171750;3475305;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000120643;8;FO000000171679;FO000000171751;3475305;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000120644;9;FO000000171680;FO000000171752;3475305;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000120645;10;FO000000171681;FO000000171753;3475305;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000120646;11;FO000000171682;FO000000171754;3475305;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000120695;0;FO000000171756;FO000000032508;1767036;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000120703;0;FO000000171765;FO000000171905;3495419;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000120704;1;FO000000171766;FO000000171906;3495419;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000120705;0;FO000000171794;FO000000032536;1767045;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000120788;0;FO000000171887;FO000000044697;1767064;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000120789;1;FO000000171888;FO000000044698;1767064;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000120792;2;FO000000171901;FO000000172045;3495086;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000120793;3;FO000000171902;FO000000172046;3495086;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000120794;4;FO000000171903;FO000000172047;3495086;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000120795;5;FO000000171904;FO000000172048;3495086;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000120796;6;FO000000171905;FO000000172049;3495086;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000120797;7;FO000000171906;FO000000172050;3495086;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000120798;0;FO000000171907;FO000000171763;20762929;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000120800;1;FO000000171908;FO000000171764;20762929;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000120802;10;FO000000171909;FO000000172053;3495086;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000120803;11;FO000000171910;FO000000172054;3495086;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000120804;0;FO000000171911;FO000000171767;3495427;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000120806;1;FO000000171912;FO000000171768;3495427;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000120808;2;FO000000171913;FO000000171769;3495427;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000120810;3;FO000000171914;FO000000171770;3495427;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000120812;4;FO000000171915;FO000000171771;3495427;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000120814;5;FO000000171916;FO000000171772;3495427;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000120816;6;FO000000171917;FO000000171773;3495427;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000120818;7;FO000000171918;FO000000171774;3495427;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000120820;8;FO000000171919;FO000000171775;3495427;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000120822;9;FO000000171920;FO000000171776;3495427;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000120824;10;FO000000171921;FO000000171777;3495427;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000120826;11;FO000000171922;FO000000171778;3495427;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000120828;0;FO000000171923;FO000000171779;3495428;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000120830;1;FO000000171924;FO000000171780;3495428;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000120832;2;FO000000171925;FO000000171781;3495428;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000120834;3;FO000000171926;FO000000171782;3495428;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000120836;4;FO000000171927;FO000000171783;3495428;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000120838;5;FO000000171928;FO000000171784;3495428;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000120840;6;FO000000171929;FO000000171785;3495428;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000120842;7;FO000000171930;FO000000171786;3495428;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000120844;8;FO000000171931;FO000000171787;3495428;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000120846;9;FO000000171932;FO000000171788;3495428;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000120848;10;FO000000171933;FO000000171789;3495428;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000120850;11;FO000000171934;FO000000171790;3495428;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000120852;0;FO000000171935;FO000000171791;3495419;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000120854;1;FO000000171936;FO000000171792;3495419;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000120858;3;FO000000171938;FO000000171794;3495419;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000120860;4;FO000000171939;FO000000172083;3495087;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000120861;5;FO000000171940;FO000000172084;3495087;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000120862;6;FO000000171941;FO000000172085;3495087;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000120863;7;FO000000171942;FO000000172086;3495087;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000120868;0;FO000000171945;FO000000171801;3495419;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000120870;1;FO000000171946;FO000000171802;3495419;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000120872;0;FO000000171947;FO000000171803;3495429;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000120874;1;FO000000171948;FO000000171804;3495429;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000120876;2;FO000000171949;FO000000171805;3495429;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000120878;3;FO000000171950;FO000000171806;3495429;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000120880;4;FO000000171951;FO000000171807;3495429;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000120882;5;FO000000171952;FO000000171808;3495429;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000120884;6;FO000000171953;FO000000171809;3495429;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000120886;7;FO000000171954;FO000000171810;3495429;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000120888;8;FO000000171955;FO000000171811;3495429;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000120890;9;FO000000171956;FO000000171812;3495429;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000120892;10;FO000000171957;FO000000171813;3495429;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000120894;11;FO000000171958;FO000000171814;3495429;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000120898;1;FO000000171960;FO000000171816;3495420;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000120900;2;FO000000171961;FO000000171817;3495420;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000120908;0;FO000000171965;FO000000171821;3495420;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000120910;1;FO000000171966;FO000000171822;3495420;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000120912;2;FO000000171967;FO000000171823;3495420;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000120914;3;FO000000171968;FO000000171824;3495420;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000120920;0;FO000000171971;FO000000172115;3495089;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000120921;1;FO000000171972;FO000000172116;3495089;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000120922;2;FO000000171973;FO000000172117;3495089;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000120923;3;FO000000171974;FO000000172118;3495089;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000120924;4;FO000000171975;FO000000172119;3495089;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000120925;5;FO000000171976;FO000000172120;3495089;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000120926;6;FO000000171977;FO000000172121;3495089;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000120927;7;FO000000171978;FO000000172122;3495089;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000120928;8;FO000000171979;FO000000172123;3495089;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000120929;9;FO000000171980;FO000000172124;3495089;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000120930;0;FO000000171981;FO000000171837;3495431;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000120932;1;FO000000171982;FO000000171838;3495431;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000120934;0;FO000000171983;FO000000172127;3495090;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000120935;1;FO000000171984;FO000000172128;3495090;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000120936;2;FO000000171985;FO000000172129;3495090;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000120937;3;FO000000171986;FO000000172130;3495090;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000120938;4;FO000000171987;FO000000172131;3495090;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000120939;5;FO000000171988;FO000000172132;3495090;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000120940;6;FO000000171989;FO000000172133;3495090;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000120941;7;FO000000171990;FO000000172134;3495090;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000120942;8;FO000000171991;FO000000172135;3495090;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000120943;9;FO000000171992;FO000000172136;3495090;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000120944;10;FO000000171993;FO000000172137;3495090;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000120945;11;FO000000171994;FO000000172138;3495090;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000120946;0;FO000000171995;FO000000172139;3495091;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000120947;1;FO000000171996;FO000000172140;3495091;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000120948;2;FO000000171997;FO000000172141;3495091;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000120949;3;FO000000171998;FO000000172142;3495091;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000120950;4;FO000000171999;FO000000172143;3495091;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000120951;5;FO000000172000;FO000000172144;3495091;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000120952;6;FO000000172001;FO000000172145;3495091;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000120953;7;FO000000172002;FO000000172146;3495091;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000120954;8;FO000000172003;FO000000172147;3495091;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000120955;9;FO000000172004;FO000000172148;3495091;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000120956;10;FO000000172005;FO000000172149;3495091;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000120957;11;FO000000172006;FO000000172150;3495091;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000120958;0;FO000000172007;FO000000172151;3495092;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000120959;1;FO000000172008;FO000000172152;3495092;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000120960;2;FO000000172009;FO000000172153;3495092;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000120961;3;FO000000172010;FO000000172154;3495092;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000120962;4;FO000000172011;FO000000172155;3495092;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000120963;5;FO000000172012;FO000000172156;3495092;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000120964;6;FO000000172013;FO000000172157;3495092;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000120965;7;FO000000172014;FO000000172158;3495092;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000120966;8;FO000000172015;FO000000172159;3495092;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000120967;9;FO000000172016;FO000000172160;3495092;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000120968;10;FO000000172017;FO000000172161;3495092;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000120969;11;FO000000172018;FO000000172162;3495092;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000120970;0;FO000000172019;FO000000172163;3495093;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000120971;1;FO000000172020;FO000000172164;3495093;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000120972;2;FO000000172021;FO000000172165;3495093;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000120973;3;FO000000172022;FO000000172166;3495093;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000120974;4;FO000000172023;FO000000172167;3495093;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000120975;5;FO000000172024;FO000000172168;3495093;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000120976;6;FO000000172025;FO000000172169;3495093;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000120977;7;FO000000172026;FO000000172170;3495093;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000120978;8;FO000000172027;FO000000172171;3495093;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000120979;9;FO000000172028;FO000000172172;3495093;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000120980;10;FO000000172029;FO000000172173;3495093;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000120981;11;FO000000172030;FO000000172174;3495093;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000120982;0;FO000000172031;FO000000171887;3495426;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000120984;1;FO000000172032;FO000000171888;3495426;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000120986;2;FO000000172033;FO000000171889;3495426;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000120988;3;FO000000172034;FO000000171890;3495426;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000120990;4;FO000000172035;FO000000171891;3495426;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000120992;5;FO000000172036;FO000000171892;3495426;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000120994;6;FO000000172037;FO000000171893;3495426;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000120996;7;FO000000172038;FO000000171894;3495426;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000120998;8;FO000000172039;FO000000171895;3495426;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000121000;9;FO000000172040;FO000000171896;3495426;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000121002;10;FO000000172041;FO000000171897;3495426;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000121004;11;FO000000172042;FO000000171898;3495426;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000121006;0;FO000000172045;FO000000150831;1814593;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000121007;1;FO000000172046;FO000000150832;1814593;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000121008;0;FO000000172047;FO000000150849;1814584;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000121009;1;FO000000172048;FO000000150850;1814584;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000121010;0;FO000000172049;FO000000203377;1814600;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000121011;1;FO000000172050;FO000000203378;1814600;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000121012;0;FO000000172079;FO000000150803;3914006;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000121013;1;FO000000172080;FO000000150804;3914006;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000121014;2;FO000000172081;FO000000150805;3914006;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000121015;3;FO000000172082;FO000000150806;3914006;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000121016;4;FO000000172083;FO000000150807;3914006;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000121017;5;FO000000172084;FO000000150808;3914006;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000121018;6;FO000000172085;FO000000150809;3914006;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000121019;7;FO000000172086;FO000000150810;3914006;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000121020;8;FO000000172087;FO000000150811;3914006;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000121021;9;FO000000172088;FO000000150812;3914006;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000121022;10;FO000000172089;FO000000150813;3914006;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000121023;11;FO000000172090;FO000000150814;3914006;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000121024;0;FO000000172103;FO000000150769;1814591;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000121025;1;FO000000172104;FO000000150770;1814591;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000121026;0;FO000000172105;FO000000150777;1814592;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000121027;1;FO000000172106;FO000000150778;1814592;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000121028;0;FO000000172109;FO000000150847;1814592;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000121029;1;FO000000172110;FO000000150848;1814592;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000121030;0;FO000000172111;FO000000150851;1814582;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000121031;1;FO000000172112;FO000000150852;1814582;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000121032;0;FO000000172113;FO000000150853;1814582;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000121033;1;FO000000172114;FO000000150854;1814582;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000121034;0;FO000000172175;FO000000203375;1814603;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000121035;1;FO000000172176;FO000000203376;1814603;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000121072;1;FO000000172367;FO000000070299;;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000121073;2;FO000000172368;FO000000070300;;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000121074;3;FO000000172369;FO000000070301;;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000121075;4;FO000000172370;FO000000070302;;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000121076;5;FO000000172371;FO000000070303;;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000121077;6;FO000000172372;FO000000070304;;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000121078;7;FO000000172373;FO000000070305;;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000121079;8;FO000000172374;FO000000070306;;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000121080;9;FO000000172375;FO000000070307;;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000121081;10;FO000000172376;FO000000070308;;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000121082;11;FO000000172377;FO000000070309;;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000121083;12;FO000000172378;FO000000070310;;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000121084;0;FO000000172379;FO000000172523;;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000121085;1;FO000000172380;FO000000172524;;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000121086;2;FO000000172381;FO000000172525;;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000121087;3;FO000000172382;FO000000172526;;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000121088;4;FO000000172383;FO000000172527;;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000121089;5;FO000000172384;FO000000172528;;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000121090;6;FO000000172385;FO000000172529;;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000121091;7;FO000000172386;FO000000172530;;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000121092;8;FO000000172387;FO000000172531;;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000121093;9;FO000000172388;FO000000172532;;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000121094;10;FO000000172389;FO000000172533;;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000121095;11;FO000000172390;FO000000172534;;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000121096;0;FO000000172391;FO000000172535;;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000121097;1;FO000000172392;FO000000172536;;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000121098;2;FO000000172393;FO000000172537;;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000121099;3;FO000000172394;FO000000172538;;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000121100;4;FO000000172395;FO000000172539;;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000121101;5;FO000000172396;FO000000172540;;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000121102;6;FO000000172397;FO000000172541;;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000121103;7;FO000000172398;FO000000172542;;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000121104;8;FO000000172399;FO000000172543;;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000121105;9;FO000000172400;FO000000172544;;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000121106;10;FO000000172401;FO000000172545;;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000121107;11;FO000000172402;FO000000172546;;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000121108;0;FO000000172403;FO000000172547;;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000121109;1;FO000000172404;FO000000172548;;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000121110;2;FO000000172405;FO000000172549;;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000121111;3;FO000000172406;FO000000172550;;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000121112;4;FO000000172407;FO000000172551;;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000121113;5;FO000000172408;FO000000172552;;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000121114;6;FO000000172409;FO000000172553;;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000121115;7;FO000000172410;FO000000172554;;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000121116;8;FO000000172411;FO000000172555;;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000121117;9;FO000000172412;FO000000172556;;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000121118;10;FO000000172413;FO000000172557;;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000121119;11;FO000000172414;FO000000172558;;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000121120;0;FO000000172415;FO000000172559;;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000121121;1;FO000000172416;FO000000172560;;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000121122;2;FO000000172417;FO000000172561;;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000121123;3;FO000000172418;FO000000172562;;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000121124;4;FO000000172419;FO000000172563;;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000121125;5;FO000000172420;FO000000172564;;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000121126;6;FO000000172421;FO000000172565;;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000121127;7;FO000000172422;FO000000172566;;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000121128;8;FO000000172423;FO000000172567;;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000121129;9;FO000000172424;FO000000172568;;;SFU;EP;;;;05/07/2023 00:00;;;;
