ps_code;ps_numero;ps_1;ps_2;ps_cs_code;ps_ti_code;ps_type;ps_fonct;ps_etat;ps_preaff;ps_comment;ps_creadat;ps_majdate;ps_majsrc;ps_abddate;ps_abdsrc
PS000000180371;5;;FO000000000113;1774603;;LB;AT;;;;05/07/2023 00:00;;;;
PS000000000000;1;FO000000000001;FO000000236080;1790299;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000001;0;FO000000000004;FO000000079613;1790299;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000002;3;FO000000000005;FO000000023093;1790303;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000003;4;FO000000000006;FO000000023094;1790303;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000004;5;FO000000000007;FO000000023095;1790303;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000005;6;FO000000000008;FO000000023096;1790303;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000006;9;FO000000000009;FO000000023099;1790303;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000007;10;FO000000000010;FO000000023100;1790303;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000008;1;FO000000000013;FO000000008065;1779765;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000010;2;FO000000000014;FO000000008066;1779765;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000012;3;FO000000000015;FO000000008067;1779765;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000014;4;FO000000000016;FO000000008068;1779765;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000016;1;FO000000000017;FO000000023091;1790303;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000018;2;FO000000000018;FO000000023092;1790303;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000020;1;FO000000000019;FO000000014827;1779771;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000022;2;FO000000000020;FO000000014828;1779771;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000024;3;FO000000000021;FO000000008089;1779771;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000026;4;FO000000000022;FO000000008090;1779771;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000028;1;FO000000000023;FO000000008075;1779766;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000030;2;FO000000000024;FO000000008076;1779766;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000032;1;FO000000000025;FO000000008071;1779759;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000034;2;FO000000000026;FO000000008072;1779759;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000036;3;FO000000000027;FO000000008073;1779766;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000038;4;FO000000000028;FO000000008074;1779766;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000040;1;FO000000000029;FO000000014829;1779760;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000042;2;FO000000000030;FO000000014830;1779760;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000044;1;FO000000000031;FO000000008053;1779753;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000046;2;FO000000000032;FO000000008054;1779753;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000048;9;FO000000000033;FO000000023075;1790301;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000049;10;FO000000000034;FO000000023076;1790301;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000050;0;FO000000000035;FO000000007981;1779760;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000052;1;FO000000000036;FO000000007982;1779760;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000054;1;FO000000000037;FO000000023079;1790302;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000055;2;FO000000000038;FO000000023080;1790302;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000056;3;FO000000000039;FO000000008091;1779756;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000058;4;FO000000000040;FO000000008092;1779756;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000060;0;FO000000000041;FO000000008095;1779756;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000062;1;FO000000000042;FO000000008096;1779756;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000064;0;FO000000000043;FO000000008047;1779761;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000066;1;FO000000000044;FO000000008048;1779761;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000068;2;FO000000000045;FO000000008049;1779761;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000070;3;FO000000000046;FO000000008050;1779761;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000072;4;FO000000000047;FO000000008051;1779761;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000074;5;FO000000000048;FO000000008052;1779761;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000076;0;FO000000000049;FO000000008099;1779756;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000078;1;FO000000000050;FO000000008100;1779756;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000080;0;FO000000000051;FO000000008041;1779756;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000081;1;FO000000000052;FO000000008042;1779756;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000082;0;FO000000000053;FO000000008043;1779756;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000083;1;FO000000000054;FO000000008044;1779756;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000084;0;FO000000000055;FO000000023045;1790310;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000085;1;FO000000000056;FO000000023046;1790310;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000086;0;FO000000000057;FO000000008063;1779761;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000088;1;FO000000000058;FO000000008064;1779761;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000090;0;FO000000000059;FO000000008101;1779775;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000092;0;FO000000000060;FO000000008102;1779775;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000094;0;FO000000000061;FO000000093477;1779761;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000095;0;FO000000000062;FO000000093478;1779761;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000096;0;FO000000000063;FO000000093479;1779755;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000098;1;FO000000000064;FO000000093480;1779755;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000100;0;FO000000000073;;1845022;;LB;AT;;;;05/07/2023 00:00;;;;
PS000000000160;1;FO000000000109;FO000000023331;1790283;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000161;2;FO000000000110;FO000000023332;1790283;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000162;3;FO000000000111;FO000000067541;1790283;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000163;4;FO000000000112;FO000000067542;1790283;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000164;5;FO000000000113;FO000000067543;1790283;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000165;6;FO000000000114;FO000000067544;1790283;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000166;7;FO000000000115;FO000000067545;1790283;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000167;8;FO000000000116;FO000000067546;1790283;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000168;9;FO000000000117;FO000000067547;1790283;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000169;10;FO000000000118;FO000000067548;1790283;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000170;11;FO000000000119;FO000000067549;1790283;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000171;12;FO000000000120;FO000000067550;1790283;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000172;0;FO000000000121;FO000000050067;1774564;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000173;1;FO000000000122;FO000000050068;1774564;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000174;2;FO000000000123;FO000000050069;1774564;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000175;3;FO000000000124;FO000000050070;1774564;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000177;0;FO000000000127;FO000000050079;1774564;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000178;1;FO000000000128;FO000000050080;1774564;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000179;0;FO000000000129;FO000000050075;1774564;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000180;1;FO000000000130;FO000000050076;1774564;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000181;2;FO000000000131;FO000000050077;1774564;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000182;3;FO000000000132;FO000000050078;1774564;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000183;0;FO000000000155;FO000000050089;1774593;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000184;1;FO000000000156;FO000000050090;1774593;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000185;7;FO000000000165;FO000000254920;1774597;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000186;8;FO000000000166;FO000000254921;1774597;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000187;0;FO000000000169;FO000000023397;1790272;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000188;2;FO000000000170;FO000000023392;1790272;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000189;1;FO000000000171;FO000000067551;1790280;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000190;2;FO000000000172;FO000000067552;1790280;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000191;9;FO000000000173;FO000000023429;1790279;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000192;10;FO000000000174;FO000000023430;1790279;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000193;11;FO000000000175;FO000000023431;1790279;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000194;12;FO000000000176;FO000000023432;1790279;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000195;3;FO000000000177;FO000000067539;1790280;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000196;4;FO000000000178;FO000000067540;1790280;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000197;1;FO000000000179;FO000000067537;1790274;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000198;2;FO000000000180;FO000000067538;1790274;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000201;5;FO000000000197;FO000000254924;1774595;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000202;6;FO000000000198;FO000000254925;1774595;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000203;1;FO000000000205;FO000000023427;1790285;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000204;2;FO000000000206;FO000000023428;1790285;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000205;3;FO000000000207;FO000000067553;1790285;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000206;4;FO000000000208;FO000000067554;1790285;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000207;5;FO000000000209;FO000000067555;1790285;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000208;6;FO000000000210;FO000000067556;1790285;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000209;7;FO000000000211;FO000000067557;1790285;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000210;8;FO000000000212;FO000000067558;1790285;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000211;9;FO000000000213;FO000000067559;1790285;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000212;10;FO000000000214;FO000000067560;1790285;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000213;11;FO000000000215;FO000000067561;1790285;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000214;12;FO000000000216;FO000000067562;1790285;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000215;1;FO000000000217;FO000000023439;1790286;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000216;2;FO000000000218;FO000000023440;1790286;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000217;3;FO000000000219;FO000000067565;1790286;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000218;4;FO000000000220;FO000000067566;1790286;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000219;5;FO000000000221;FO000000067567;1790286;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000220;6;FO000000000222;FO000000067568;1790286;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000221;7;FO000000000223;FO000000067569;1790286;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000222;8;FO000000000224;FO000000067570;1790286;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000223;9;FO000000000225;FO000000067571;1790286;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000224;10;FO000000000226;FO000000067572;1790286;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000225;11;FO000000000227;FO000000067573;1790286;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000226;12;FO000000000228;FO000000067574;1790286;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000233;1;FO000000000265;FO000000025251;1762509;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000234;2;FO000000000266;FO000000025252;1762509;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000235;3;FO000000000267;FO000000025253;1762509;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000236;4;FO000000000268;FO000000025254;1762509;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000237;5;FO000000000269;FO000000025255;1762509;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000238;6;FO000000000270;FO000000025256;1762509;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000239;7;FO000000000271;FO000000025257;1762509;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000240;8;FO000000000272;FO000000025258;1762509;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000241;9;FO000000000273;FO000000025259;1762509;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000242;10;FO000000000274;FO000000025260;1762509;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000243;1;FO000000000277;FO000000025263;1762518;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000244;2;FO000000000278;FO000000025264;1762518;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000245;3;FO000000000279;FO000000025265;1762518;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000246;4;FO000000000280;FO000000025266;1762518;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000251;7;FO000000000283;FO000000025269;1762518;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000252;8;FO000000000284;FO000000025270;1762518;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000253;9;FO000000000285;FO000000025271;1762518;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000254;10;FO000000000286;FO000000025272;1762518;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000255;11;FO000000000287;FO000000025273;1762518;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000256;12;FO000000000288;FO000000025274;1762518;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000257;1;FO000000000289;FO000000025275;1762519;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000258;2;FO000000000290;FO000000025276;1762519;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000259;3;FO000000000291;FO000000025277;1762519;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000260;4;FO000000000292;FO000000025278;1762519;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000261;5;FO000000000293;FO000000025279;1762519;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000262;6;FO000000000294;FO000000025280;1762519;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000263;7;FO000000000295;FO000000025281;1762519;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000264;8;FO000000000296;FO000000025282;1762519;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000265;9;FO000000000297;FO000000025283;1762519;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000266;10;FO000000000298;FO000000025284;1762519;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000267;11;FO000000000299;FO000000025285;1762519;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000268;12;FO000000000300;FO000000025286;1762519;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000269;1;FO000000000301;FO000000025287;1762510;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000270;2;FO000000000302;FO000000025288;1762510;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000271;3;FO000000000303;FO000000025289;1762510;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000272;4;FO000000000304;FO000000025290;1762510;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000273;7;FO000000000307;FO000000025293;1762510;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000274;8;FO000000000308;FO000000025294;1762510;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000275;9;FO000000000309;FO000000025295;1762510;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000276;10;FO000000000310;FO000000025296;1762510;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000277;11;FO000000000311;FO000000025297;1762510;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000278;12;FO000000000312;FO000000025298;1762510;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000279;1;FO000000000313;FO000000025299;1762520;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000280;2;FO000000000314;FO000000025300;1762520;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000281;3;FO000000000315;FO000000025301;1762520;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000282;4;FO000000000316;FO000000025302;1762520;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000283;5;FO000000000317;FO000000025303;1762520;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000284;6;FO000000000318;FO000000025304;1762520;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000285;7;FO000000000319;FO000000025305;1762520;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000286;8;FO000000000320;FO000000025306;1762520;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000287;9;FO000000000321;FO000000025307;1762520;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000288;10;FO000000000322;FO000000025308;1762520;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000289;11;FO000000000323;FO000000025309;1762520;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000290;12;FO000000000324;FO000000025310;1762520;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000291;1;FO000000000325;FO000000025311;1762511;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000292;2;FO000000000326;FO000000025312;1762511;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000293;3;FO000000000327;FO000000025313;1762511;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000294;4;FO000000000328;FO000000025314;1762511;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000295;5;FO000000000329;FO000000025315;1762511;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000296;6;FO000000000330;FO000000025316;1762511;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000297;7;FO000000000331;FO000000025317;1762511;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000298;8;FO000000000332;FO000000025318;1762511;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000299;9;FO000000000333;FO000000025319;1762511;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000300;10;FO000000000334;FO000000025320;1762511;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000301;11;FO000000000335;FO000000025321;1762511;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000302;12;FO000000000336;FO000000025322;1762511;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000303;1;FO000000000337;FO000000025323;1762512;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000304;2;FO000000000338;FO000000025324;1762512;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000305;3;FO000000000339;FO000000025325;1762512;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000306;4;FO000000000340;FO000000025326;1762512;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000307;5;FO000000000341;FO000000025327;1762512;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000308;6;FO000000000342;FO000000025328;1762512;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000309;7;FO000000000343;FO000000025329;1762512;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000310;8;FO000000000344;FO000000025330;1762512;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000311;9;FO000000000345;FO000000025331;1762512;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000312;10;FO000000000346;FO000000025332;1762512;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000313;11;FO000000000347;FO000000025333;1762512;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000314;12;FO000000000348;FO000000025334;1762512;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000315;1;FO000000000349;FO000000025335;1762513;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000316;2;FO000000000350;FO000000025336;1762513;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000317;3;FO000000000351;FO000000025337;1762513;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000318;4;FO000000000352;FO000000025338;1762513;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000319;5;FO000000000353;FO000000025339;1762513;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000320;6;FO000000000354;FO000000025340;1762513;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000321;7;FO000000000355;FO000000025341;1762513;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000322;8;FO000000000356;FO000000025342;1762513;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000323;0;FO000000000357;FO000000025343;1762513;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000324;1;FO000000000358;FO000000025344;1762513;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000325;1;FO000000000361;FO000000025347;1762514;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000326;2;FO000000000362;FO000000025348;1762514;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000327;3;FO000000000363;FO000000025349;1762514;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000328;4;FO000000000364;FO000000025350;1762514;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000329;5;FO000000000365;FO000000025351;1762514;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000330;6;FO000000000366;FO000000025352;1762514;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000331;7;FO000000000367;FO000000025353;1762514;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000332;8;FO000000000368;FO000000025354;1762514;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000334;9;FO000000000369;FO000000025355;1762514;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000335;10;FO000000000370;FO000000025356;1762514;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000336;11;FO000000000371;FO000000025357;1762514;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000337;12;FO000000000372;FO000000025358;1762514;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000338;1;FO000000000373;FO000000025359;1762515;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000339;2;FO000000000374;FO000000025360;1762515;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000340;3;FO000000000375;FO000000025361;1762515;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000341;4;FO000000000376;FO000000025362;1762515;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000342;5;FO000000000377;FO000000025363;1762515;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000343;6;FO000000000378;FO000000025364;1762515;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000344;7;FO000000000379;FO000000025365;1762515;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000345;8;FO000000000380;FO000000025366;1762515;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000346;9;FO000000000381;FO000000025367;1762515;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000347;10;FO000000000382;FO000000025368;1762515;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000348;11;FO000000000383;FO000000025369;1762515;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000349;12;FO000000000384;FO000000025370;1762515;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000350;1;FO000000000385;FO000000025371;1762516;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000351;2;FO000000000386;FO000000025372;1762516;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000352;3;FO000000000387;FO000000025373;1762516;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000353;4;FO000000000388;FO000000025374;1762516;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000354;5;FO000000000389;FO000000025375;1762516;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000355;6;FO000000000390;FO000000025376;1762516;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000356;7;FO000000000391;FO000000025377;1762516;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000357;8;FO000000000392;FO000000025378;1762516;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000358;9;FO000000000393;FO000000025379;1762516;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000359;10;FO000000000394;FO000000025380;1762516;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000360;11;FO000000000395;FO000000025381;1762516;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000361;12;FO000000000396;FO000000025382;1762516;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000362;1;FO000000000397;FO000000025383;1762517;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000363;2;FO000000000398;FO000000025384;1762517;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000364;3;FO000000000399;FO000000025385;1762517;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000365;4;FO000000000400;FO000000025386;1762517;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000366;5;FO000000000401;FO000000025387;1762517;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000367;6;FO000000000402;FO000000025388;1762517;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000368;7;FO000000000403;FO000000025389;1762517;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000369;8;FO000000000404;FO000000025390;1762517;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000370;9;FO000000000405;FO000000025391;1762517;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000371;10;FO000000000406;FO000000025392;1762517;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000372;11;FO000000000407;FO000000025393;1762517;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000000373;12;FO000000000408;FO000000025394;1762517;;SFU;EP;;;;05/07/2023 00:00;;;;
